0:0:0 | [CMD] HastasyzBaba(16) => /sarkilar
1:37:29 | [CMD] VIPTRUCKS(6) => /asay Yeni gelen oyuncularýmýz /kurallar kabul ederek 30k para ve 5 skor kazanabilir
1:37:30 | [CMD] VIPTRUCKS(6) => /asay Yeni gelen oyuncularýmýz /kurallar kabul ederek 30k para ve 5 skor kazanabilir
1:37:37 | [CMD] VIPTRUCKS(6) => /asay Ýstek þarýkýlarýnýz için  /isteksarki <id> komutunu kullanabilirsiniz.  
1:38:0 | [CMD] Freezer3543(9) => /isteksarki 1533
1:38:1 | VIPTRUCKS(6): bundan sonra kalp kýranýn kalbini kýrýcam
1:38:3 | VIPTRUCKS(6): karþýlýklý
1:38:4 | [CMD] Reader(12) => /work
1:38:6 | Freezer3543(9): Adamsýn
1:38:15 | [CMD] VIPTRUCKS(6) => /pm 9 þarký adý ne knk
1:38:26 | [CMD] CcCAtakan1907(13) => /isteksarki 1191
1:38:29 | [CMD] VIPTRUCKS(6) => /asay Ýstek þarkýnýz sýraya alýnmýþtýr. 
1:38:35 | [CMD] Freezer3543(9) => /pm 6 Gazapizm-Heyecaný Yok
1:38:38 | CagatayBro(7): bu aracý satýn almadan önce
1:38:42 | CagatayBro(7): deneme gibi bir þey var mý
1:38:42 | [CMD] VIPTRUCKS(6) => /asay Yeni gelen oyuncular/pm 7 çaldýk onu
1:38:48 | VIPTRUCKS(6): yok
1:38:51 | sezzer(8): galeridaen kiralayýp dene
1:38:58 | CagatayBro(7): bazý arabalar yok
1:39:5 | Freezer3543(9): Sadlerle gezmek isteyenler var mý
1:39:5 | CagatayBro(7): þuanki seçtiklerimin bazýlarý nerdeyse yok
1:39:6 | Freezer3543(9): :D
1:39:6 | sezzer(8): o zaman car spawner indir
1:39:7 | [CMD] VIPTRUCKS(6) => /asay Ýstek þarkýnýz çalýnýyor.Ýyi oyunlar dileriz...
1:39:12 | sezzer(8): zaten sv de çalýþmýyo
1:39:16 | sezzer(8): indirir denersin
1:39:16 | [CMD] CagatayBro(7) => /tamir
1:39:19 | [CMD] CagatayBro(7) => /cevir
1:39:21 | [CMD] CagatayBro(7) => /tamir
1:39:22 | Freezer3543(9): Sadlerle gezmek isteyenler var mý
1:39:26 | [CMD] Reader(12) => /kurallar
1:39:26 | sezzer(8): sen görüyosun sadece
1:39:26 | VIPTRUCKS(6): atakan þarkýnýn ismi ne knk
1:39:34 | CcCAtakan1907(13): bilmem ki attým
1:39:36 | CcCAtakan1907(13): knk
1:39:39 | CcCAtakan1907(13): iþin yoksa diye
1:39:40 | CcCAtakan1907(13): :D
1:39:41 | sezzer(8): jhasgdjhgasd
1:39:41 | VIPTRUCKS(6): :D
1:39:45 | VIPTRUCKS(6): çalmýyom o zaman
1:39:46 | Freezer3543(9): EQWE:qweqw
1:39:49 | [CMD] tavsanpaladin55(11) => /sac
1:39:52 | CcCAtakan1907(13): banane banane çalcan
1:39:55 | CcCAtakan1907(13): :WQ:WQ
1:39:56 | [CMD] Lucifer(10) => /cleanupcars
1:39:58 | Freezer3543(9): :D :D 
1:40:3 | sezzer(8): tavþan sen ne istedin
1:40:9 | VIPTRUCKS(6): ya istek listesini unuttum sjsj
1:40:12 | Freezer3543(9): Havuc
1:40:13 | [CMD] Lucifer(10) => /asay Araç Res Geliyor !! 
1:40:13 | [CMD] Lucifer(10) => /asay Araç Res Geliyor !! 
1:40:14 | [CMD] Lucifer(10) => /asay Araç Res Geliyor !! 
1:40:16 | tavsanpaladin55(11): hooð
1:40:19 | Freezer3543(9): :Dw
1:40:22 | [CMD] Lucifer(10) => /respawncars
1:40:26 | Freezer3543(9): Ben 1533 istedim
1:40:28 | [CMD] Lucifer(10) => /cantezele
1:40:33 | [CMD] Lucifer(10) => /cantazele
1:40:35 | [CMD] Lucifer(10) => /cc
1:40:36 | tavsanpaladin55(11): 350 istedim
1:40:38 | tavsanpaladin55(11): 350 istedim
1:40:56 | [CMD] Lucifer(10) => /gobus
1:41:0 | [CMD] Lucifer(10) => /gobus
1:41:0 | sezzer(8): allah seni alsýn
1:41:6 | tavsanpaladin55(11): gýýýýv
1:41:7 | [CMD] VIPTRUCKS(6) => /asay Ýstek þarký listesi : 350-1191
1:41:10 | [CMD] tavsanpaladin55(11) => /sac
1:41:11 | Freezer3543(9): 1533 
1:41:12 | [CMD] Lucifer(10) => /evolustur
1:41:22 | tavsanpaladin55(11): þarký çalýyormu suan
1:41:25 | [CMD] Reader(12) => /meslek
1:41:27 | [CMD] Reader(12) => /meslek
1:41:27 | sezzer(8): evet
1:41:34 | {FFCC00}Reader(12) {FFFFFF}Kamyoncu olarak spawn oldu.
1:41:40 | VIPTRUCKS(6): atakan sen 1191 atmýþtýn dimi
1:41:43 | CcCAtakan1907(13): evt
1:41:44 | VIPTRUCKS(6): freezer 30 dk kuralý var
1:41:46 | VIPTRUCKS(6): ok
1:41:53 | [CMD] Reader(12) => /KEMER
1:41:53 | Freezer3543(9): Calmadý ama istegim
1:41:58 | [CMD] Reader(12) => /work
1:42:0 | VIPTRUCKS(6): çaldýk onu sen afkken
1:42:9 | Freezer3543(9): Pardon o zaman ozur dilerim
1:42:12 | VIPTRUCKS(6): » Akýllýunelefonunuzu kapatmak için ' ES} ' tuFF} ' tuþuna basýn.
1:42:17 | Freezer3543(9): C res
1:42:28 | [CMD] Lucifer(10) => /modcontrol
1:42:33 | Freezer3543(9): Lucifer
1:42:38 | Lucifer(10): ?
1:42:39 | Freezer3543(9): Can res yapar mýsýn
1:42:47 | [CMD] Lucifer(10) => /cantazele
1:42:50 | Freezer3543(9): Eyw
1:42:56 | [CMD] Lucifer(10) => /odulall
1:42:57 | [CMD] Lucifer(10) => /odulall
1:42:57 | [CMD] Lucifer(10) => /odulallt
1:42:59 | [CMD] Lucifer(10) => /odulallt
1:43:1 | [CMD] Lucifer(10) => /odulall
1:43:2 | [CMD] Lucifer(10) => /odulall
1:43:3 | [CMD] Lucifer(10) => /odulall
1:43:3 | VIPTRUCKS(6): eyw da cimri olma :D
1:43:4 | sezzer(8): eyw
1:43:6 | Freezer3543(9): Adamsýn
1:43:8 | Freezer3543(9): Eyw
1:43:9 | VIPTRUCKS(6): 1 tane daha
1:43:10 | VIPTRUCKS(6): 1 tane daha
1:43:18 | Freezer3543(9): 2880 :D
1:43:26 | VIPTRUCKS(6): 1 tane daha 2880 olcam
1:43:36 | Lucifer(10): onu da sen yap :D
1:43:39 | Freezer3543(9): :D
1:43:43 | VIPTRUCKS(6): ya uðraþtýrma reis :D
1:43:52 | sezzer(8): oduncu ol
1:43:55 | sezzer(8): 1 odun kes asjda
1:44:1 | Freezer3543(9): aqweqew
1:44:14 | [CMD] Freezer3543(9) => /araba
1:44:14 | VIPTRUCKS(6): aa doðru  önceden odun kesmiþtim rehber olmamýn heyecanýyla kesmeyi unutmuþtum
1:44:16 | sezzer(8): ne þarkýymýþ
1:44:22 | sezzer(8): edirne için çal
1:44:22 | VIPTRUCKS(6): bitti dimi þarký
1:44:27 | [CMD] Freezer3543(9) => /meslek
1:44:28 | sezzer(8): gidip edirneyi bombalýcam þimdi bitmedi
1:44:36 | [CMD] Freezer3543(9) => /kemer
1:44:38 | [CMD] Freezer3543(9) => /modifiye
1:44:41 | [CMD] Lucifer(10) => /odulall
1:44:43 | [CMD] Lucifer(10) => /cc
1:44:46 | VIPTRUCKS(6): eyw
1:44:50 | [CMD] Lucifer(10) => /ssgor
1:44:54 | CcCAtakan1907(13): lucifer
1:44:56 | [CMD] Lucifer(10) => /ssgor 6
1:44:58 | CcCAtakan1907(13): gelsene bi reis
1:45:1 | CcCAtakan1907(13): sýkýþtým
1:45:6 | [CMD] Lucifer(10) => /goto 13
1:45:7 | [CMD] VIPTRUCKS(6) => /asay Ýstek þarkýnýz çalýnýyor.Ýyi oyunlar dileriz...
1:45:7 | [CMD] Freezer3543(9) => /isteksarki 673
1:45:11 | tavsanpaladin55(11): qwewq:EWQ:EWQE:WQ
1:45:11 | sezzer(8): aha 
1:45:13 | sezzer(8): asjdghjaghsd
1:45:18 | sezzer(8): bas gaza aþkýmm
1:45:19 | [CMD] Lucifer(10) => /veh
1:45:20 | tavsanpaladin55(11): ha haaann
1:45:26 | sezzer(8): vututututut
1:45:27 | Freezer3543(9): Aga istek sarký alýndý mý sýraya
1:45:30 | [CMD] sezzer(8) => /tamir
1:45:33 | VIPTRUCKS(6): atakan 1191 çalýnmýþ ondan çalmýyorum
1:45:33 | [CMD] VIPTRUCKS(6) => /asay Ýstek þarkýnýz sýraya alýnmýþtýr. 
1:45:40 | CcCAtakan1907(13): eyv
1:45:45 | [CMD] CcCAtakan1907(13) => /tamir
1:45:47 | [CMD] Freezer3543(9) => /ogorev 12
1:45:55 | [CMD] Freezer3543(9) => /rescue
1:45:59 | CcCAtakan1907(13): eyv
1:46:4 | VIPTRUCKS(6): eyv
1:46:4 | VIPTRUCKS(6): eyv
1:46:9 | sezzer(8): eyv
1:46:10 | sezzer(8): eyv
1:46:10 | [CMD] Lucifer(10) => /cleanupcars
1:46:15 | VIPTRUCKS(6): aldým freezer
1:46:16 | CagatayBro(7) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
1:46:16 | Freezer3543(9): Ýstedim
1:46:21 | Freezer3543(9): Tm eyw
1:46:24 | VIPTRUCKS(6): öd
1:46:25 | Lucifer(10): Sýkýntýsý olan var mý ?
1:46:29 | [CMD] CcCAtakan1907(13) => /asay Yolunu Bulamayan, Yardýma Ýhtiyacý Olan ? 
1:46:34 | VIPTRUCKS(6): lucifer
1:46:35 | tavsanpaladin55(11): Lucifer
1:46:39 | Lucifer(10): ??
1:46:41 | sezzer(8): kaanka
1:46:41 | VIPTRUCKS(6): beni tamir ede bilirmisin
1:46:45 | sezzer(8): istediðin þarkýnýn
1:46:45 | Freezer3543(9): :d
1:46:47 | [CMD] CcCAtakan1907(13) => /admins
1:46:47 | sezzer(8): ..
1:46:48 | tavsanpaladin55(11): galeriye istek araba ekliyebilirlermi
1:46:50 | VIPTRUCKS(6): kalbimi kýrdýlar toplayabilirmisin ?
1:46:59 | [CMD] sezzer(8) => /sikret
1:47:2 | [CMD] sezzer(8) => /sirket
1:47:6 | [CMD] CcCAtakan1907(13) => /sirket
1:47:9 | Lucifer(10): @11 Onu foruma konu olarak acman lazým 
1:47:11 | [CMD] VIPTRUCKS(6) => /tamir
1:47:14 | VIPTRUCKS(6): kalbimi kýrdýlar toplayabilirmisin ?
1:47:22 | tavsanpaladin55(11): Tamamdýr saðolasýn
1:47:39 | [CMD] sezzer(8) => /c devam mý knk
1:47:41 | [CMD] Lucifer(10) => /mute
1:47:54 | [CMD] Lucifer(10) => /mute 6 31 .
1:47:58 | [CMD] Freezer3543(9) => /cevir
1:48:0 | [CMD] CcCAtakan1907(13) => /c çýkýcam birazdan ben knk ben çýkana kdr gezsek?
1:48:0 | [CMD] VIPTRUCKS(6) => /cevir
1:48:6 | [CMD] Freezer3543(9) => /tamir
1:48:6 | [CMD] VIPTRUCKS(6) => /d :D
1:48:7 | [CMD] sezzer(8) => /c tmm knk
1:48:15 | Lucifer(10): Tamý  ettým mý sýmdý
1:48:19 | Freezer3543(9): :d
1:48:31 | [KAMYONCU] Reader, Fleischberg Brewery'den The Pleasure Domes'e Bira tasidi. Kazanc: 12150$, 1 Skor ve 5 EXP Sure: 207 Saniye
1:48:31 | [CMD] Lucifer(10) => /mute 6 1 .
1:48:40 | VIPTRUCKS(6): cidden kýrdýlar
1:48:44 | [CMD] Reader(12) => /work
1:48:51 | sezzer(8): napýyoz biz mk
1:48:54 | VIPTRUCKS(6): üslup
1:49:0 | sezzer(8): kick yicem
1:49:2 | sezzer(8): g.o
1:49:7 | VIPTRUCKS(6): b
1:49:7 | [CMD] Lucifer(10) => /cc
1:49:8 | VIPTRUCKS(6): bb
1:49:12 | CcCAtakan1907(13): boþ boþ duruyoz napcaz inf çýkar gezek
1:49:13 | [CMD] Lucifer(10) => /uyar 8 Üslub
1:49:13 | sezzer(8) oyundan cIktI (KIck/Ban) (IP: 255.255.255.255)
1:49:33 | VIPTRUCKS(6): lag
1:49:39 | [CMD] VIPTRUCKS(6) => /asay istek þarkýnýz çalýnýyor:iyi oyunlar dileriz:::
1:49:41 | [CMD] Freezer3543(9) => /rescue
1:49:42 | sezzer(7) oyuna girdi [IP: 88.237.52.158]
1:49:44 | [CMD] Reader(12) => /tamir
1:49:56 | 
1:49:57 | Freezer3543(9): Gaza gelin simdi :D
1:49:59 | {FFCC00}sezzer(7) {FFFFFF}Kamyoncu olarak spawn oldu.
1:50:2 | [CMD] sezzer(7) => /sa
1:50:3 | [CMD] Freezer3543(9) => /as
1:50:5 | [CMD] tavsanpaladin55(11) => /as
1:50:10 | [CMD] VIPTRUCKS(6) => /as
1:50:13 | [CMD] Lucifer(10) => /as
1:50:14 | [CMD] sezzer(7) => /araba
1:50:19 | [CMD] VIPTRUCKS(6) => /tamir
1:50:31 | VIPTRUCKS(6): psikoloja gidicem 130 tl istiyor insafsýz
1:50:37 | Freezer3543(9): Yavas
1:50:40 | Freezer3543(9): O nasýl yardým la 
1:50:40 | [CMD] Lucifer(10) => /d yený radyolar ekledým haberýn olsun
1:50:45 | Freezer3543(9): Adamý oldur daha iyi
1:50:45 | sezzer(7): o parayý versem yine psikolojim bozulur
1:50:49 | Freezer3543(9): Aynen
1:50:50 | [CMD] VIPTRUCKS(6) => /d ok þarkýda ekleyebilirmisin ?
1:51:0 | [CMD] Lucifer(10) => /d onlarý sonra yaparým sarký uzun ýs
1:51:1 | sezzer(7): ato gel aþkým
1:51:5 | [CMD] VIPTRUCKS(6) => /d seymen tv eklermsn
1:51:12 | [CMD] VIPTRUCKS(6) => /d radyo seymen * eklermsn
1:51:16 | [CMD] Lucifer(10) => /d seymen var zaten
1:51:18 | Freezer3543(9): Aga benim sevdigim var onunla konusuyorum psikologtan daha iyi yeminlen
1:51:23 | [CMD] VIPTRUCKS(6) => /d ok :D
1:51:28 | Asi_Kaptan(8) oyuna girdi [IP: 88.233.46.20]
1:51:28 | Asi_Kaptan(8) oyundan cIktI (KIck/Ban) (IP: 255.255.255.255)
1:51:32 | VIPTRUCKS(6): o ne ping
1:51:38 | sezzer(7): ben gece kendi kendime konuþuyom
1:51:43 | [CMD] VIPTRUCKS(6) => /d asi kaptan banlýydý haberin olsun
1:51:43 | sezzer(7): o bile iyi
1:51:44 | Freezer3543(9): Daha iyi
1:52:3 | sezzer(7): atakan afk mý
1:52:14 | [CMD] Freezer3543(9) => /ogorev 12
1:52:15 | [CMD] tavsanpaladin55(11) => /rehberler
1:52:15 | [CMD] Lucifer(10) => /d banlýysa gýremez zaten
1:52:16 | [CMD] sezzer(7) => /modifiye
1:52:19 | [CMD] tavsanpaladin55(11) => /rehberler
1:52:21 | [CMD] VIPTRUCKS(6) => /asay Ýstek þarký olmadýðý için rastgele açýlmýþtýr. 
1:52:22 | Freezer3543(9): :D
1:52:30 | [CMD] Lucifer(10) => /d seymen bozuk onu hallederým yarýn
1:52:31 | VIPTRUCKS(6): o sen olsan bariðð
1:52:34 | tavsanpaladin55(11): eyvahlar olsun
1:52:34 | [CMD] Freezer3543(9) => /kemer
1:52:36 | [CMD] VIPTRUCKS(6) => /d ok :D
1:52:37 | [CMD] Freezer3543(9) => /modifiye
1:52:41 | [CMD] sezzer(7) => /sac
1:52:53 | sezzer(7): çaldýðýn o kalbiii
1:52:58 | [CMD] CcCAtakan1907(13) => /pm 7 ben çýktým knk bb iyi geceler
1:52:58 | [CMD] Reader(12) => /plaka
1:52:59 | sezzer(7): ... sok lütfeen
1:53:0 | VIPTRUCKS(6): bu þarký
1:53:1 | Freezer3543(9): D
1:53:2 | VIPTRUCKS(6): bana
1:53:3 | tavsanpaladin55(11): a:SDA:DSAD:SADa
1:53:3 | [CMD] CcCAtakan1907(13) => /adminol
1:53:3 | Freezer3543(9): alskdölasdö
1:53:4 | [CMD] CcCAtakan1907(13) => /adminol
1:53:5 | VIPTRUCKS(6): gelsin
1:53:5 | [CMD] CcCAtakan1907(13) => /adminol
1:53:6 | VIPTRUCKS(6): üslupp
1:53:7 | [CMD] sezzer(7) => /pm 13 tmm knk
1:53:8 | VIPTRUCKS(6): bb
1:53:12 | sezzer(7): ya yeter
1:53:13 | tavsanpaladin55(11): oslopp
1:53:17 | CcCAtakan1907(13) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
1:53:24 | VIPTRUCKS(6): oslop oglom bok bonlonocon
1:53:28 | Freezer3543(9): :D
1:53:33 | [CMD] Lucifer(10) => /uyar 7 Üslub
1:53:35 | [CMD] sezzer(7) => /pm 11 aradýðýn am sa en sulusundan
1:53:38 | [A.s.i]KraL(8) oyuna girdi [IP: 88.233.46.20]
1:53:39 | [A.s.i]KraL(8) oyundan cIktI (KIck/Ban) (IP: 255.255.255.255)
1:53:44 | VIPTRUCKS(6): :D yani üslup oðlum bak banlanacan :D
1:53:45 | [CMD] tavsanpaladin55(11) => /pm 7 qweqewqeqW:EWQE:Q
1:53:54 | VIPTRUCKS(6): yanlýþ anlamayýn þeytan ayrýntýda
1:53:54 | [CMD] sezzer(7) => /pm 11 o zaman baþka açarým donumu hazýrým dünden
1:53:57 | VIPTRUCKS(6): :D
1:53:58 | [CMD] sezzer(7) => /pm 11 asdghjhagsd
1:54:6 | [CMD] tavsanpaladin55(11) => /pm 7 asdashdsadhada
1:54:16 | VIPTRUCKS(6): 3k ya adým adým
1:54:19 | sezzer(7): olm küffürlü edit e çok uygun lan þarký
1:54:32 | Lucifer(10): onun bjk gs verýyonu ýyý
1:54:49 | Lucifer(10): cem yýlmaz lý
1:54:50 | VIPTRUCKS(6): oha geldi baþarým
1:54:57 | sezzer(7): annem bi fýnfýk almýþ 5 tane kýrýyorum 7 si boþ çýkýyo
1:55:0 | [CMD] VIPTRUCKS(6) => /meslek
1:55:2 | [CMD] VIPTRUCKS(6) => /karakol
1:55:5 | sezzer(7): bunu topraða ekenin ..
1:55:8 | [CMD] VIPTRUCKS(6) => /cezaode
1:55:9 | Freezer3543(9): Mat  seviyem
1:55:17 | [CMD] Freezer3543(9) => /tamir
1:55:28 | VIPTRUCKS(6): saat 3 den 7 ye kadar aktiftim bugün þimdide 12 den 2 ye kadar :D
1:55:30 | VIPTRUCKS(6): kýymetimi bilin
1:55:36 | [CMD] VIPTRUCKS(6) => /asay Ýstek þarký olmadýðý için rastgele açýlmýþtýr. 
1:55:46 | [CMD] Lucifer(10) => /duyuru ~Y~IYI GECELER GENCLER..
1:55:47 | [CMD] VIPTRUCKS(6) => /meslek
1:55:47 | [CMD] Freezer3543(9) => /tamir
1:55:51 | 
1:55:51 | [CMD] Lucifer(10) => /adminol
1:55:53 | VIPTRUCKS(6): bb
1:55:55 | tavsanpaladin55(11): bb
1:55:56 | VIPTRUCKS(6): sezer gel kargoya
1:55:56 | sezzer(7): knk soðuk savaþ
1:55:58 | Lucifer(10) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
1:56:0 | [CMD] VIPTRUCKS(6) => /sac
1:56:1 | sezzer(7): aleyna hilti
1:56:1 | VIPTRUCKS(6): sezer gel kargoya
1:56:3 | sezzer(7): ajsgdhjahg
1:56:5 | VIPTRUCKS(6): sjsjs
1:56:7 | tavsanpaladin55(11): asdsadasda
1:56:8 | VIPTRUCKS(6): sezer gel kargoya
1:56:9 | sezzer(7): yok knk takýlcam ya asghd
1:56:12 | VIPTRUCKS(6): tavsan gel kargoya
1:56:17 | VIPTRUCKS(6): 3k olmam lazm çýldýrýyorum
1:56:17 | tavsanpaladin55(11): gel mi
1:56:23 | tavsanpaladin55(11): ben senin kölenmiyim kardiiþ
1:56:33 | sezzer(7): askjdaskj
1:56:34 | tavsanpaladin55(11): hayýr
1:56:36 | VIPTRUCKS(6): teþrif edermisiniz sayýn hz.tavsan
1:56:36 | tavsanpaladin55(11): qweqweq
1:56:38 | sezzer(7): ajsghdjaghsdas
1:56:38 | [CMD] Freezer3543(9) => /tamir
1:56:39 | VIPTRUCKS(6): teþrif edermisiniz sayýn hz.tavsanbey
1:56:47 | sezzer(7): aa vip gel de sana iþyeri gösterem
1:56:51 | [CMD] sezzer(7) => /karakol
1:56:52 | VIPTRUCKS(6): hz yi dini sananlar varya çýldýrýyorum
1:56:55 | [CMD] sezzer(7) => /cezaodek
1:56:56 | VIPTRUCKS(6): nerde
1:56:56 | [CMD] sezzer(7) => /cezaode
1:56:59 | VIPTRUCKS(6): sen gel
1:56:59 | VIPTRUCKS(6): :D
1:57:0 | tavsanpaladin55(11): he ya asdsadas
1:57:0 | [CMD] sezzer(7) => /rescue
1:57:6 | [CMD] sezzer(7) => /ls gel týrcý ol
1:57:17 | sezzer(7): ls gel týrcý ol
1:57:21 | [CMD] VIPTRUCKS(6) => /meslek
1:57:23 | {FFCC00}VIPTRUCKS(6) {FFFFFF}Kamyoncu olarak spawn oldu.
1:57:24 | [CMD] VIPTRUCKS(6) => /rescue
1:57:25 | sezzer(7): tamam lotto bi dur
1:57:28 | [CMD] sezzer(7) => /araba
1:57:29 | VIPTRUCKS(6): geldim
1:57:30 | [CMD] VIPTRUCKS(6) => /sac
1:57:35 | [CMD] Freezer3543(9) => /tamir
1:57:37 | tavsanpaladin55(11): kesin hile
1:57:37 | [CMD] Reader(12) => /tamir
1:57:40 | VIPTRUCKS(6): müzik bitince söyleyin rescue çekince falan kapanýyor
1:57:47 | [LOCAL]VIPTRUCKS(6): heli kaç m
1:57:47 | [CMD] VIPTRUCKS(6) => /l heli kaç m
1:58:0 | [LOCAL]sezzer(7): 45 knk
1:58:0 | [CMD] sezzer(7) => /l 45 knk
1:58:8 | [LOCAL]VIPTRUCKS(6): ov þit men ucuzmuþ
1:58:8 | [CMD] VIPTRUCKS(6) => /l ov þit men ucuzmuþ
1:58:13 | [LOCAL]sezzer(7): alýnmýþ lan
1:58:13 | [CMD] sezzer(7) => /l alýnmýþ lan
1:58:20 | [CMD] Freezer3543(9) => /tamir
1:58:21 | [LOCAL]VIPTRUCKS(6): :D
1:58:21 | [CMD] VIPTRUCKS(6) => /l :D
1:58:22 | [LOCAL]VIPTRUCKS(6): baþka varsa götür
1:58:22 | [CMD] VIPTRUCKS(6) => /l baþka varsa götür
1:58:29 | [CMD] VIPTRUCKS(6) => /dtemizle
1:58:35 | tavsanpaladin55(11): ln
1:58:37 | sezzer(7): asdasdasd
1:58:38 | VIPTRUCKS(6): sjsjs
1:58:43 | [CMD] Freezer3543(9) => /tamir
1:58:44 | [CMD] VIPTRUCKS(6) => /araba
1:58:44 | tavsanpaladin55(11): gýv gýv
1:58:51 | [CMD] VIPTRUCKS(6) => /araba
1:58:57 | [CMD] VIPTRUCKS(6) => /araba
1:59:12 | VIPTRUCKS(6): ya 3k olmam lazm
1:59:13 | VIPTRUCKS(6): çýldýrcam
1:59:13 | sezzer(7): bitti
1:59:20 | [CMD] Freezer3543(9) => /tamir
1:59:30 | [CMD] VIPTRUCKS(6) => /asay Ýstek þarký olmadýðý için rastgele açýlmýþtýr. 
1:59:36 | sezzer(7): ulan bura da alýnmýþ
1:59:42 | [CMD] tavsanpaladin55(11) => /isteksarki 399
1:59:45 | VIPTRUCKS(6): sezer boþver knk zengim hem
1:59:46 | [CMD] VIPTRUCKS(6) => /asay Ýstek þarkýnýz sýraya alýnmýþtýr. 
1:59:58 | VIPTRUCKS(6): 89m param var yeap
2:0:1 | VIPTRUCKS(6): :D
2:0:21 | [KAMYONCU] Reader, SF Food'den Las Venturas Stadium'e Bira tasidi. Kazanc: 19865$, 1 Skor ve 5 EXP Sure: 393 Saniye
2:0:22 | tavsanpaladin55(11): Arka koltukdan fps fena he
2:0:26 | [CMD] VIPTRUCKS(6) => /fps
2:0:26 | Reader(12): za görev bitti
2:0:31 | Freezer3543(9): Helal la ama týrla gelseydim kacamazdýn
2:0:39 | [CMD] VIPTRUCKS(6) => /fps
2:0:42 | Freezer3543(9): Bir dahakine beklerim komut cok
2:0:43 | [LOCAL]sezzer(7): son biyer var aklýmda
2:0:43 | [CMD] sezzer(7) => /l son biyer var aklýmda
2:0:45 | Reader(12): valla kaçamazdým sabah öyle yakaladýlar
2:0:50 | VIPTRUCKS(6) oyundan cIktI (Hata/Crash) (IP: 92.45.79.244)
2:0:54 | tavsanpaladin55(11): gýv gýv gýv gýv
2:1:0 | sezzer(7): yine crash hep crash
2:1:7 | [CMD] Freezer3543(9) => /tamir
2:1:9 | [CMD] Reader(12) => /tamir
2:1:16 | CagatayBro(6) oyuna girdi [IP: 178.233.46.143]
2:1:19 | Freezer3543(9): Aractan in rescue cek reader
2:1:24 | 
2:1:26 | {FFCC00}CagatayBro(6) {FFFFFF}Kamyoncu olarak spawn oldu.
2:1:28 | CagatayBro(6): yaw sezer
2:1:30 | [CMD] Reader(12) => /rescue
2:1:31 | sezzer(7): he
2:1:32 | [CMD] Reader(12) => /rescue
2:1:34 | CagatayBro(6): ben bu car spawneri yükledim
2:1:35 | CagatayBro(6): kurdum
2:1:35 | Freezer3543(9):  /rescue
2:1:37 | sezzer(7): ee
2:1:42 | Freezer3543(9): A res
2:1:44 | CagatayBro(6): h + 7 ye basýyom
2:1:45 | CagatayBro(6): olmuyor
2:1:55 | CagatayBro(6): v 3.0 ý
2:1:57 | CagatayBro(6): yükledim
2:1:57 | tavsanpaladin55(11): araçmý spawnlýyýcaksýn
2:1:59 | [CMD] Reader(12) => /admins
2:2:2 | CagatayBro(6): he
2:2:4 | [CMD] Freezer3543(9) => /rescue
2:2:7 | [CMD] Reader(12) => /work
2:2:7 | tavsanpaladin55(11): ban yersin
2:2:9 | sezzer(7): bendeki 3 e basýnca çalýþýyo knk
2:2:11 | CagatayBro(6): burda degil
2:2:14 | CagatayBro(6): tek oyunculuda
2:2:16 | sezzer(7): yok knk araç sv de görünmüyo
2:2:16 | tavsanpaladin55(11): he 
2:2:16 | [CMD] Freezer3543(9) => /rescue
2:2:18 | tavsanpaladin55(11): tm :D
2:2:25 | sezzer(7): sv de görünmüyo zaten 
2:2:30 | sezzer(7): sen görebiliyon sadece
2:2:35 | CagatayBro(6): 3 e basýnca gene menü açýlmýyor
2:2:39 | tavsanpaladin55(11): Binebiliyomusun peki kýnýk
2:2:41 | VIPTRUCKS(8) oyuna girdi [IP: 92.45.79.244]
2:2:50 | sezzer(7): biniyosun ama mesela binince sv deki herkes kayboluyo
2:2:56 | 
2:2:57 | sezzer(7): garip
2:3:2 | 
2:3:3 | sezzer(7): inince geri düzeliyo
2:3:4 | [CMD] VIPTRUCKS(8) => /sa
2:3:6 | CagatayBro(6): seninkinin sürümü kaç
2:3:6 | [CMD] sezzer(7) => /as
2:3:9 | [CMD] CagatayBro(6) => /as
2:3:9 | VIPTRUCKS(8): tavsan
2:3:9 | [CMD] tavsanpaladin55(11) => /as
2:3:14 | VIPTRUCKS(8): 399 muydu
2:3:14 | tavsanpaladin55(11): Ey
2:3:17 | sezzer(7): hatýrlamýyom cagatay facen varsa atarým ordan
2:3:19 | tavsanpaladin55(11): evt
2:3:24 | CagatayBro(6): olsa 
2:3:25 | [CMD] sezzer(7) => /stamir
2:3:30 | [CMD] tavsanpaladin55(11) => /sac
2:3:30 | sezzer(7): açsana bi tane
2:3:34 | sezzer(7): 2 dk lýk þey
2:3:34 | [CMD] VIPTRUCKS(8) => /asay Ýstek þarkýnýz çalýnýyor.Ýyi oyunlar dileriz...
2:3:42 | VIPTRUCKS(8): gelin beyler kargo
2:3:44 | [CMD] VIPTRUCKS(8) => /rescue
2:3:48 | tavsanpaladin55(11): My life Be like
2:3:50 | CagatayBro(6): yaw güncel versiyonu indirdim
2:3:52 | VIPTRUCKS(8): gelin beyler kargo 3k olmam lazm acil
2:3:52 | CagatayBro(6): skript aktif diyor
