0:0:1 | nik0tin(9): kenidiniz bulmanýz grekiyor 
9:27:7 | [CMD] eren1616(8) => /admgiris
9:27:10 | [CMD] eren1616(8) => /gobus
9:27:24 | eren1616(8) oyundan cIktI (Hata/Crash) (IP: 95.10.188.196)
9:27:32 | eren1616(8) oyuna girdi [IP: 95.10.188.196]
9:27:42 | 
9:28:3 | {FFCC00}eren1616(8) {FFFFFF}Kamyoncu olarak spawn oldu.
9:28:8 | [CMD] eren1616(8) => /admgiris
9:28:11 | [CMD] eren1616(8) => /sa
9:28:14 | [CMD] [A.s.i]KraL(6) => /as
9:28:19 | eren1616(8): abi delircem ya
9:28:25 | [A.s.i]KraL(6): Kudur Kudur :D
9:28:29 | [CMD] eren1616(8) => /gobus yapýyom crash yiyom
9:28:45 | eren1616(8) oyundan cIktI (Hata/Crash) (IP: 95.10.188.196)
9:28:52 | eren1616(8) oyuna girdi [IP: 95.10.188.196]
9:29:11 | 
9:29:13 | {FFCC00}eren1616(8) {FFFFFF}Kamyoncu olarak spawn oldu.
9:29:17 | [CMD] eren1616(8) => /admgiris
9:29:34 | [CMD] eren1616(8) => /gopos 5436.82 8808.93 299.25
9:29:40 | [CMD] eren1616(8) => /gopos 5436.82 8808.93 299.25
9:29:49 | [CMD] [A.s.i]KraL(6) => /galeri
9:29:55 | eren1616(8): la gobus yazýyom crash yiyom
9:29:56 | [CMD] [A.s.i]KraL(6) => /galeri
9:29:57 | [CMD] eren1616(8) => /rescue
9:30:3 | [CMD] [A.s.i]KraL(6) => /galeri
9:30:32 | [CMD] eren1616(8) => /car inf 1 1
9:31:19 | [CMD] [A.s.i]KraL(6) => /galeri
9:31:32 | [CMD] [A.s.i]KraL(6) => /gobus
9:31:56 | [CMD] [A.s.i]KraL(6) => /meslek
9:31:59 | {FFCC00}[A.s.i]KraL(6) {FFFFFF}Kamyoncu olarak spawn oldu.
9:32:2 | [CMD] [A.s.i]KraL(6) => /rescue
9:32:42 | [CMD] [A.s.i]KraL(6) => /modifiye
9:33:4 | [CMD] eren1616(8) => /cevir
9:33:6 | [CMD] eren1616(8) => /atmair
9:33:8 | [CMD] eren1616(8) => /atamir
9:33:41 | eren1616(8): asi
9:33:44 | [A.s.i]KraL(6): ?
9:33:47 | eren1616(8): müsaitmisin ?
9:33:53 | [A.s.i]KraL(6): Hayýr
9:34:1 | [CMD] [A.s.i]KraL(6) => /work
9:34:3 | eren1616(8): docksamý gelitorsun ?
9:34:12 | [CMD] eren1616(8) => /atamir
9:34:22 | [CMD] eren1616(8) => /spec 6
9:34:25 | [A.s.i]KraL(6): Evette Sýkýntý Nedir ?
9:34:29 | [CMD] [A.s.i]KraL(6) => /asiriyuk
9:34:29 | [CMD] eren1616(8) => /specoff
9:34:29 | {FFCC00}eren1616(8) {FFFFFF}Kamyoncu olarak spawn oldu.
9:34:33 | eren1616(8): biþey göstericemde
9:34:36 | [CMD] eren1616(8) => /rescue
9:34:44 | eren1616(8): gelince söyle bana
9:34:46 | [A.s.i]KraL(6): Tamam Harbour Cýkýsý Gel Goster ;)
9:34:58 | eren1616(8): dur daha baþka þeyelere bakýcam
9:35:3 | [CMD] eren1616(8) => /car nrg 1 1
9:35:5 | [A.s.i]KraL(6): Tamam
9:36:32 | [CMD] eren1616(8) => /fly
9:37:2 | eren1616(8): 2dk dur
9:37:4 | [CMD] eren1616(8) => /goto 6
9:38:19 | [LOCAL][A.s.i]KraL(6): =
9:38:19 | [CMD] [A.s.i]KraL(6) => /l =
9:39:46 | [LOCAL][A.s.i]KraL(6): admine Ýnat Ters Serit Ýhlali :D
9:39:46 | [CMD] [A.s.i]KraL(6) => /l admine Ýnat Ters Serit Ýhlali :D
9:39:58 | [LOCAL]eren1616(8): :D
9:39:58 | [CMD] eren1616(8) => /l :D
9:40:3 | [LOCAL]eren1616(8): hadi bendensin git
9:40:3 | [CMD] eren1616(8) => /l hadi bendensin git
9:40:9 | [LOCAL]eren1616(8): sabah sabah
9:40:9 | [CMD] eren1616(8) => /l sabah sabah
9:40:17 | [LOCAL][A.s.i]KraL(6): hahahaha :D
9:40:17 | [CMD] [A.s.i]KraL(6) => /l hahahaha :D
9:41:30 | [LOCAL]eren1616(8): niye burdan gidiyonki
9:41:30 | [CMD] eren1616(8) => /l niye burdan gidiyonki
9:41:39 | [LOCAL][A.s.i]KraL(6): para verek diye :d
9:41:39 | [CMD] [A.s.i]KraL(6) => /l para verek diye :d
9:41:51 | [LOCAL]eren1616(8): dur bak beleþ götüreyim seni
9:41:51 | [CMD] eren1616(8) => /l dur bak beleþ götüreyim seni
9:41:58 | [CMD] eren1616(8) => /god
9:41:59 | [A.s.i]KraL(6): hahhaha :D
9:42:2 | eren1616(8): :D
9:42:3 | eren1616(8): gel gel
9:42:8 | eren1616(8): daha kýsa yolu var
9:42:14 | eren1616(8): direk ls ye çýkýyor
9:42:19 | [CMD] eren1616(8) => /car inf 1 1
9:42:27 | [CMD] eren1616(8) => /clanupcars
9:42:31 | [CMD] eren1616(8) => /cleanupcars
9:42:47 | [A.s.i]KraL(6): Ben Asi_Kaptan Kral Taraf Ediyor Suan Zaten Yanýmda :D
9:43:1 | [A.s.i]KraL(6): arac res
9:43:6 | [A.s.i]KraL(6): Pardon
9:43:9 | [A.s.i]KraL(6): Tamir Res
9:43:17 | eren1616(8): niye la
9:43:18 | [A.s.i]KraL(6): Kasa Cayýr Cayýr Tutuyor
9:43:33 | eren1616(8): ciddenmi
9:43:36 | [A.s.i]KraL(6): aynen
9:43:42 | [A.s.i]KraL(6): tamir cek
9:44:0 | [A.s.i]KraL(6): tamir cek
9:44:5 | eren1616(8): niye
9:44:52 | [A.s.i]KraL(6): Atma tamam Senden gelcek Hayýr Allahdan Gelsin
9:45:9 | eren1616(8): yalnýz
9:45:17 | eren1616(8): admin kandýrýyorsun þuan biliyorsun deðilmi ?
9:45:35 | [A.s.i]KraL(6): Ben Mi kandýrýyorum
9:45:44 | [A.s.i]KraL(6): sahit var yaw
9:45:48 | eren1616(8): kasa cayýr cayýr yanýyor diyorsun tamir et diyorsun
9:45:53 | eren1616(8): ss at
9:46:10 | [A.s.i]KraL(6): Deger Mi Biz Gordugumuzle Yetiniyoruz
9:46:35 | [CMD] [A.s.i]KraL(6) => /dý
9:46:41 | eren1616(8): Kardeþim sen bana kasa yanýyor dedin
9:46:48 | [A.s.i]KraL(6): Kasa TUtuyor Dedim
9:46:48 | eren1616(8): kasada biþey yok
9:47:12 | eren1616(8): "kasa cayýr cayýr tütüyor"
9:47:13 | [A.s.i]KraL(6): Ulan Bizde Niye Tutuyor ?
9:47:20 | eren1616(8): tamam yanmak üzere yani
9:47:27 | eren1616(8): fakat kasanýn caný full
9:47:56 | [A.s.i]KraL(6): Bendede  can Full Ama Arkadan Bulutlar Geliyor Beyaz Beyaz ?
9:48:20 | eren1616(8): canýný ful olduðunu nasýl anladýn peki ?
9:48:39 | [A.s.i]KraL(6): Eren Caným Yasim 22 
9:48:48 | eren1616(8): ben sana yaþýný sormuyorum
9:48:54 | eren1616(8): nasýl anladýn ?
9:48:58 | [CMD] eren1616(8) => /atamir
9:49:8 | [A.s.i]KraL(6): Niye Sen Cagýl Mýsýn Anlamýycak ?
9:49:13 | [CMD] [A.s.i]KraL(6) => /dk
9:49:25 | [CMD] [A.s.i]KraL(6) => /tamir
9:49:25 | eren1616(8): beyaz duman çýkýyor diyorsun
9:49:30 | eren1616(8): sonra caný full diyorsun
9:49:32 | [A.s.i]KraL(6): Cýkýyor ?
9:49:35 | eren1616(8): canýna nasýl baktýn peki ?
9:49:43 | [A.s.i]KraL(6):  /dl diye birþey var
9:50:0 | eren1616(8): tamam bende ordan baktým fakat duman yok bende
9:50:14 | [A.s.i]KraL(6): bug olabilir ne diyem bu duruma ?
9:51:21 | [A.s.i]KraL(6): Ulan Yanýmda Kral Olmasa Bizi Kandýrcaksýn He ;)
9:51:44 | eren1616(8): mesaj yazýyorum dur
9:51:56 | [A.s.i]KraL(6): aracý bide sen test et bakam tutuyor mu
9:52:3 | [A.s.i]KraL(6): gorevi verem
9:52:12 | eren1616(8): tütüyormu hala ?
9:52:16 | [A.s.i]KraL(6): evet
9:52:21 | [A.s.i]KraL(6): beyaz beya
9:52:29 | eren1616(8): tamam onun ss ini alýrmýsýn
9:52:44 | [A.s.i]KraL(6): Gerek Var Mý ?
9:52:46 | eren1616(8): müsait olduðunda bana forumdan at
9:52:55 | eren1616(8): hayýr bugmu diye bakýcma
9:53:1 | eren1616(8): eðer bugsa matiteye söyliyeim
9:53:5 | [A.s.i]KraL(6): kendin test et aracý
9:53:12 | eren1616(8): ss al sen ilk
9:53:25 | eren1616(8): aldýnmý ?
9:53:34 | [A.s.i]KraL(6): Almýyorum Onlarla Ugrascak Vaktim Yok
9:53:50 | eren1616(8): f8 basamýyormusun yani ?
9:53:54 | [A.s.i]KraL(6): evet
9:54:27 | [A.s.i]KraL(6): longway gel aracý test et kendin ne yapýyorsan yap
9:54:31 | [CMD] eren1616(8) => /goto 6
9:54:35 | [CMD] eren1616(8) => /goto 6
9:54:38 | eren1616(8): dur la
9:54:53 | [A.s.i]KraL(6): gorevi verem arac senin olsun kople
9:55:11 | eren1616(8): yanýna binicem dur
9:55:13 | [CMD] eren1616(8) => /goto 6
9:55:19 | [CMD] eren1616(8) => /goto 6
9:55:22 | [A.s.i]KraL(6): illa kufur istiyorsun
9:55:24 | [CMD] [A.s.i]KraL(6) => /q,
9:55:27 | [CMD] eren1616(8) => /flyt
9:55:28 | [CMD] eren1616(8) => /fly
9:55:28 | [CMD] [A.s.i]KraL(6) => /cevir
9:55:31 | [CMD] eren1616(8) => /get 6
9:57:20 | ASLANBEY(9) oyuna girdi [IP: 217.131.65.27]
9:57:32 | [CMD] eren1616(8) => /spec 6
9:57:43 | 
9:57:44 | {FFCC00}ASLANBEY(9) {FFFFFF}Kamyoncu olarak spawn oldu.
9:57:45 | [A.s.i]KraL(6): Gorev Gitse F8 Kralý Gorcektin Ama
9:57:47 | [CMD] ASLANBEY(9) => /sa
9:57:50 | [CMD] [A.s.i]KraL(6) => /as
9:57:56 | [KAMYONCU] [A.s.i]KraL, Harbour Island Warehouse'den Longway Warehouse'e Degerli Esyalar tasidi. Kazanc: 112037$, 1 Skor ve 5 EXP Sure: 1054 Saniye
9:57:59 | eren1616(8): tp olmanýn buguda bu
9:58:2 | [CMD] eren1616(8) => /specoff
9:58:2 | {FFCC00}eren1616(8) {FFFFFF}Kamyoncu olarak spawn oldu.
9:58:4 | [CMD] eren1616(8) => /goto 6
9:58:9 | eren1616(8): bittimi ?
9:58:21 | [CMD] ASLANBEY(9) => /sirket
9:58:21 | eren1616(8): biþey yok
9:58:32 | [A.s.i]KraL(6): Ulan Sen Daha Duz Yolda Suremýyorsun 
9:58:40 | eren1616(8): derken
9:58:47 | [A.s.i]KraL(6): Ýyi Sende Yok Bizde Var 
9:58:55 | [CMD] ASLANBEY(9) => /sirketdorse
9:59:3 | eren1616(8): þunun ss ini alýrmýsýn kanýt olsun
9:59:15 | eren1616(8): matiteye söyliyim
9:59:42 | [A.s.i]KraL(6): Kral Diyor Ben Ugrasmam Forumla
9:59:48 | [A.s.i]KraL(6): Beni Alakatar Etmez
10:0:36 | [A.s.i]KraL(6): Bunu Anca Alsanda Zaten Vidieo Cekmen Lazým
10:0:56 | eren1616(8): neyse bug galiba o söyliyeyim ben afk
10:0:58 | [CMD] eren1616(8) => /afk
10:1:10 | [CMD] eren1616(8) => /musait
10:1:10 | ASLANBEY(9): lag 
10:1:12 | [CMD] [A.s.i]KraL(6) => /rescue
10:1:56 | [A.s.i]KraL(6): Aslanbey Ne Var Ne Yok
10:2:3 | ASLANBEY(9): ne olsun ayneý
10:2:8 | ASLANBEY(9): ayný
10:2:18 | [A.s.i]KraL(6): Asi_Kaptan Selam Soyler Sana :D
10:2:21 | ASLANBEY(9): sende ne var ne yok
10:2:29 | ASLANBEY(9): dun burdaydý :D
10:2:31 | [A.s.i]KraL(6): Ayný Bildigin Gibi Dukkana Geldik
10:2:37 | [A.s.i]KraL(6): Zaten Benim Mk :d
10:2:41 | ASLANBEY(9): :D
10:2:53 | [CMD] ASLANBEY(9) => /sirketdorse
10:2:54 | [A.s.i]KraL(6): :AS:DSA:d:AS
10:2:55 | eren1616(8) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
10:2:57 | [CMD] ASLANBEY(9) => /work
10:3:2 | [A.s.i]KraL(6): Jodor Ne Zaman Gelcek :d
10:3:7 | ASLANBEY(9): bilmem
10:3:9 | [CMD] [A.s.i]KraL(6) => /gc :SAD:SA:Da
10:3:13 | ASLANBEY(9): sabah burdaydý
10:3:17 | ASLANBEY(9): arada gelir
10:3:17 | [A.s.i]KraL(6): 7 m alcagýmýz var :D
10:3:22 | [CMD] ASLANBEY(9) => /asiriyuk
10:3:26 | [A.s.i]KraL(6): onu alalým diyorum :d
10:3:26 | ASLANBEY(9): neden?
10:3:36 | [A.s.i]KraL(6): Sirkette 16 M Kastým 
10:3:46 | ASLANBEY(9): hmm
10:3:52 | [A.s.i]KraL(6): 7 sini aldým 7 kaldý :d
10:3:55 | ASLANBEY(9): neden 2 hesap mý var sende
10:4:8 | [A.s.i]KraL(6): Kralýn Hesabi Bu Ayri Kisiye Ait
10:4:9 | ASLANBEY(9): :D
10:4:23 | [A.s.i]KraL(6): Ýsim Benden Hatýra Kaldý Ona ;)
10:4:28 | ASLANBEY(9): :D
10:4:31 | [CMD] [A.s.i]KraL(6) => /karakol
10:4:41 | [eN]Overlord(7) oyundan cIktI (Hata/Crash) (IP: 95.13.66.238)
10:4:41 | [CMD] [A.s.i]KraL(6) => /cezaode
10:5:11 | [A.s.i]KraL(6): Neden Cift Hesap Diyor Bu Duruma Anlamadým Giti :D
10:5:18 | [CMD] [A.s.i]KraL(6) => /meslek
10:5:25 | DoganTurkmen(7) oyuna girdi [IP: 85.96.210.53]
10:5:29 | {FFCC00}[A.s.i]KraL(6) {FFFFFF}Polis olarak spawn oldu.
10:5:41 | 
10:5:45 | {FFCC00}DoganTurkmen(7) {FFFFFF}Kamyoncu olarak spawn oldu.
10:5:53 | [CMD] [A.s.i]KraL(6) => /rescue
10:6:57 | ASLANBEY(9): ne yapýyon asi
10:7:3 | [A.s.i]KraL(6): dondu
10:7:11 | ASLANBEY(9): ordan kesemezsýn
10:7:31 | [A.s.i]KraL(6): dondu
10:7:40 | [A.s.i]KraL(6): Kusura Bakma
10:8:58 | DoganTurkmen(7) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
10:9:48 | [CMD] [A.s.i]KraL(6) => /rescue
10:10:51 | [CMD] [A.s.i]KraL(6) => /rescue
10:11:24 | DoganTurkmen(7) oyuna girdi [IP: 85.96.210.53]
10:11:29 | [CMD] ASLANBEY(9) => /sac
10:11:38 | 
10:11:41 | [CMD] [A.s.i]KraL(6) => /rescue
10:11:42 | {FFCC00}DoganTurkmen(7) {FFFFFF}Kamyoncu olarak spawn oldu.
10:11:42 | [CMD] [A.s.i]KraL(6) => /rescue
10:12:42 | [CMD] DoganTurkmen(7) => /kemer
10:12:50 | [CMD] [A.s.i]KraL(6) => /meslek
10:12:54 | {FFCC00}[A.s.i]KraL(6) {FFFFFF}Cevik Kuvvet olarak spawn oldu.
10:13:1 | [CMD] [A.s.i]KraL(6) => /rescue
10:13:8 | [CMD] DoganTurkmen(7) => /sirketdorse
10:13:40 | [KAMYONCU] ASLANBEY, Harbour Island Warehouse'den Longway Warehouse'e Degerli Esyalar tasidi. Kazanc: 179939$, 1 Skor ve 5 EXP Sure: 463 Saniye
10:13:46 | [CMD] ASLANBEY(9) => /gobus
10:14:2 | [CMD] DoganTurkmen(7) => /work
10:14:22 | [CMD] [A.s.i]KraL(6) => /rescue
10:14:50 | DoganTurkmen(7): herkese ýyý gunler
10:14:53 | [A.s.i]KraL(6): sagýk
10:14:59 | ASLANBEY(9): eyw
10:15:3 | ASLANBEY(9): sanada
10:15:11 | DoganTurkmen(7): ggm kullanan varmý
10:15:33 | [A.s.i]KraL(6):  buyur ?
10:15:42 | [CMD] [A.s.i]KraL(6) => /meslek
10:15:46 | [A.s.i]KraL(6) Mafya olarak spawn oldu.
10:15:51 | [CMD] [A.s.i]KraL(6) => /rescue
10:16:27 | DoganTurkmen(7): sýnyal varmý oyunda
10:16:30 | [A.s.i]KraL(6):  var
10:16:33 | [A.s.i]KraL(6):  q e 2 
10:17:2 | [CMD] ASLANBEY(9) => /work
10:17:14 | DoganTurkmen(7): beyler saga sola bakmayý nasýl yapcam q e de 
10:17:17 | DoganTurkmen(7): olmuyo
10:17:17 | [CMD] ASLANBEY(9) => /asiriyuk
10:17:19 | DoganTurkmen(7): olmuyor
10:17:22 | [A.s.i]KraL(6):  olmuyor o
10:17:31 | [A.s.i]KraL(6): gazý cek e yap bi
10:17:56 | DoganTurkmen(7): ben fýrs porsen kullanýyom fps mod
10:18:15 | [A.s.i]KraL(6): mod belki gozukmez
10:18:22 | [CMD] DoganTurkmen(7) => /cevir
10:18:33 | [CMD] DoganTurkmen(7) => /goreviptal
10:18:37 | [CMD] DoganTurkmen(7) => /kill
10:18:40 | [CMD] DoganTurkmen(7) => /meslek
10:18:48 | {FFCC00}DoganTurkmen(7) {FFFFFF}Polis olarak spawn oldu.
10:19:14 | [CMD] [A.s.i]KraL(6) => /rescue
10:19:36 | DoganTurkmen(7) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
10:20:5 | ASLANBEY(9): neden kendi hesabýnla girmiyon asi
10:20:6 | ASLANBEY(9): :Dw
10:20:19 | [A.s.i]KraL(6): cift hesap derse kodu :d
10:20:28 | ASLANBEY(9): modem res at
10:20:43 | ASLANBEY(9): modemi kapat aç
10:20:43 | [A.s.i]KraL(6): yok haci dukkanýn neti pert olursa usta oper
10:20:48 | ASLANBEY(9): :D,
10:21:2 | ASLANBEY(9): beni mi bekliyon :D
10:21:7 | [A.s.i]KraL(6): yooo
10:21:12 | ASLANBEY(9): yapma la
10:21:18 | ASLANBEY(9): 2 görev yapýp çýkacam
10:21:23 | ASLANBEY(9): 2 görev yapýp çýkacam
10:22:9 | [CMD] [A.s.i]KraL(6) => /rescue
10:22:11 | [CMD] [A.s.i]KraL(6) => /rescue
10:22:39 | [A.s.i]KraL(6): alcam :D
10:22:43 | ASLANBEY(9): :/
10:22:53 | [A.s.i]KraL(6): sirketi unuttum ben :D
10:22:59 | ASLANBEY(9): :D
10:23:7 | ASLANBEY(9): yapma la 
10:23:17 | [A.s.i]KraL(6): bi kere alak deniyek ne oluyor :D
10:23:25 | ASLANBEY(9): bi þey olmuyor :D
10:23:29 | [A.s.i]KraL(6): deneriz :D
10:23:36 | [CMD] [A.s.i]KraL(6) => /tamir
10:23:41 | ASLANBEY(9): dorseyi kýrmýzý yere býrakýyon 25k veriyor
10:23:55 | [A.s.i]KraL(6): tamam sende bana 100 k ver :D
10:24:1 | ASLANBEY(9): oha
10:24:9 | [A.s.i]KraL(6): o kadar getirdin :D
10:24:27 | ASLANBEY(9): la giþeye verecem sana verecem bana ne kalacak
10:24:40 | DoganTurkmen(7) oyuna girdi [IP: 85.96.210.53]
10:24:45 | [A.s.i]KraL(6): yuzde 30 filan kalýr
10:24:57 | 
10:24:57 | ASLANBEY(9):  /goreviptal
10:24:59 | {FFCC00}DoganTurkmen(7) Otobus Soforu olarak spawn oldu.
10:25:16 | ASLANBEY(9):  /goreviptal
10:25:18 | [A.s.i]KraL(6): yap :D
10:25:38 | ASLANBEY(9): asi ban yersin
10:25:44 | [A.s.i]KraL(6): Gorevim Bu 
10:25:51 | ASLANBEY(9): ilk girdiðimde ss aldým
10:25:56 | [CMD] DoganTurkmen(7) => /kemer
10:25:57 | [A.s.i]KraL(6): Alabilirsin
10:25:58 | ASLANBEY(9): küfür ettin :D
10:26:9 | [CMD] DoganTurkmen(7) => /work
10:26:10 | ASLANBEY(9): admin yokken
10:26:32 | [CMD] [A.s.i]KraL(6) => /cevir
10:26:45 | [CMD] ASLANBEY(9) => /tamir
10:26:48 | [CMD] [A.s.i]KraL(6) => /tamir
10:27:1 | [CMD] DoganTurkmen(7) => /sa
10:27:12 | [CMD] ASLANBEY(9) => /asw
10:27:14 | [CMD] ASLANBEY(9) => /as
10:27:21 | [CMD] [A.s.i]KraL(6) => /as,
10:27:22 | [CMD] [A.s.i]KraL(6) => /as
10:27:57 | DoganTurkmen(7): beyler uzeyýrbeyler uzeyýr mahsýadeyý býlen varmý
10:27:59 | [CMD] [A.s.i]KraL(6) => /cevir
10:28:16 | [CMD] [A.s.i]KraL(6) => /tamir
10:29:26 | [KAMYONCU] ASLANBEY, Longway Docks'den Harbour Island Warehouse'e Silah tasidi. Kazanc: 281352$, 1 Skor ve 5 EXP Sure: 543 Saniye
10:29:35 | [A.s.i]KraL(6): asiri yuk al :D
10:29:42 | ASLANBEY(9): :D
10:29:57 | ASLANBEY(9): ne yapýyon lan
10:29:58 | [CMD] DoganTurkmen(7) => /saat
10:30:2 | [CMD] DoganTurkmen(7) => /saat 8
10:30:5 | ASLANBEY(9): görev yok
10:30:14 | ASLANBEY(9): ban yiyecen
10:30:29 | [A.s.i]KraL(6): sebep ?
10:30:34 | ASLANBEY(9): tüm ss leri hüseyine atýyýmda gör
10:30:39 | [A.s.i]KraL(6): Atabilirsin
10:30:41 | testere151(8) oyuna girdi [IP: 88.230.135.83]
10:30:47 | [CMD] [A.s.i]KraL(6) => /meslek
10:30:49 | {FFCC00}[A.s.i]KraL(6) Otobus Soforu olarak spawn oldu.
10:30:53 | 
10:30:57 | ASLANBEY(9): d
10:30:58 | {FFCC00}testere151(8) {FFFFFF}Kamyoncu olarak spawn oldu.
10:31:0 | [CMD] [A.s.i]KraL(6) => /meslek
10:31:2 | [CMD] testere151(8) => /admgiris
10:31:6 | [CMD] testere151(8) => /sa
10:31:11 | [CMD] ASLANBEY(9) => /as
10:31:13 | [CMD] testere151(8) => /osaat 12
10:31:25 | {FFCC00}[A.s.i]KraL(6) {FFFFFF}Kamyoncu olarak spawn oldu.
10:31:32 | [CMD] ASLANBEY(9) => /pm 8 testere ben baþka birinin hesabýna girsem yasak mý
10:31:35 | [CMD] [A.s.i]KraL(6) => /rescue
10:31:39 | [CMD] testere151(8) => /pm  9 evet
10:31:48 | [CMD] testere151(8) => /pm 9 sýnýrsýz ban yersin
10:31:59 | [CMD] ASLANBEY(9) => /pm 8 online olan asikral aslýnda asikaptan
10:32:4 | [A.s.i]KraL(6): can res
10:32:28 | DoganTurkmen(7): yadmýn yok
10:32:33 | [A.s.i]KraL(6):  /admins yaz
10:32:34 | [CMD] testere151(8) => /pm 9 asikral ve asi kaptan ayný kiþimi 
10:32:38 | [CMD] testere151(8) => /cantazele
10:32:39 | [CMD] DoganTurkmen(7) => /admins
10:32:42 | [CMD] ASLANBEY(9) => /pm 8 yok
10:32:54 | DoganTurkmen(7): testere oo selamda vermýyoz
10:33:2 | [CMD] ASLANBEY(9) => /pm 8 neyse boþver
10:33:11 | testere151(8): nabýyon
10:33:20 | DoganTurkmen(7): ýyý sen
10:33:27 | [CMD] ASLANBEY(9) => /pm 8  ama az önce mafyaydý ben yük almamýþken dorsemi çaldý
10:33:29 | testere151(8): iyi 
10:33:39 | [CMD] testere151(8) => /pm 9 ss var mý
10:33:40 | [CMD] DoganTurkmen(7) => /m 8 knka sen mt2 oynuyonmu
10:33:44 | [CMD] ASLANBEY(9) => /pm 8 var
10:33:45 | [CMD] DoganTurkmen(7) => /pm 8 knka sen mt2 oynuyonmu
10:33:45 | [A.s.i]KraL(6): al ac sana kasa
10:33:48 | [A.s.i]KraL(6): :ÞSAD:sa:
10:33:54 | [CMD] ASLANBEY(9) => /pm 8 sana atayým mý þimdi
10:33:57 | [CMD] testere151(8) => /pm 7 lord mt2 oynuyom
10:34:12 | [CMD] DoganTurkmen(7) => /pm 8 knka 32000 lý býr sw var g el oynuak
10:34:17 | ASLANBEY(9): asi bendeki þirket dorsesiydi
10:34:28 | [CMD] testere151(8) => /pm 7 lord mu yoksa tr mi
10:34:35 | ASLANBEY(9): bunlar hemen kayboluyor ben özellikle þirketten alýyorum
10:34:36 | [A.s.i]KraL(6): sirket dorse ne alaka
10:34:38 | [CMD] DoganTurkmen(7) => /m 7 turelmetin3
10:34:39 | [CMD] testere151(8) => /pm 9 at forumdan bana bakayým
10:34:42 | [CMD] DoganTurkmen(7) => /pm 7 turelmetin3
10:34:49 | [CMD] ASLANBEY(9) => /afk
10:34:50 | DoganTurkmen(7): bu duzceye nerden gýlýyor
10:34:52 | [A.s.i]KraL(6): bu kaybolmuyor rahat ol
10:34:54 | [CMD] testere151(8) => /goto 7
10:34:57 | testere151(8): gel
10:35:3 | [CMD] testere151(8) => /araba
10:35:12 | [CMD] DoganTurkmen(7) => /pm 8 turelmetin3
10:36:27 | [CMD] DoganTurkmen(7) => /isteksarki
10:36:34 | [CMD] DoganTurkmen(7) => /isteksarki uzeyýr yaxý olar
10:36:58 | [CMD] DoganTurkmen(7) => /isteksarki 1045
10:37:25 | [CMD] ASLANBEY(9) => /geldim
10:37:27 | [A.s.i]KraL(6): aslan
10:37:31 | ASLANBEY(9): ne
10:37:35 | [CMD] DoganTurkmen(7) => /sac
10:37:40 | [A.s.i]KraL(6): o lan o kadar ugrastým kasayý oturtmaya arkana uctu havaya :D
10:37:51 | ASLANBEY(9): ne yapýyon lan
10:37:56 | testere151(8): gel burdan
10:37:57 | [A.s.i]KraL(6): kasa var arkanda
10:38:7 | [CMD] ASLANBEY(9) => /rescue
10:38:12 | [A.s.i]KraL(6): bu kaybolmaz
10:38:19 | [A.s.i]KraL(6): Arac Res
10:38:25 | testere151(8): araç res geliyor!!
10:38:26 | testere151(8): araç res geliyor!!
10:38:27 | [CMD] ASLANBEY(9) => /srespawncars
10:38:27 | [CMD] DoganTurkmen(7) => /pm 8 turelmetin3 oynayakmý
10:38:33 | [A.s.i]KraL(6): Naptýn Yolladýn Ssleri ;
10:38:36 | [CMD] testere151(8) => /respawncars
10:38:36 | [A.s.i]KraL(6): ;)
10:38:44 | [CMD] ASLANBEY(9) => /pm 8 https://i.hizliresim.com/XP5bL5.png
10:38:56 | [A.s.i]KraL(6): O Kadar Uzun Afk Kaldýn Bi Bakam Nasýl Cýkmýs Fotolar Degil Mi ;)
10:38:57 | [CMD] testere151(8) => /pm 9 bakayým bi
10:39:5 | [CMD] testere151(8) => /afk
10:39:8 | [CMD] testere151(8) => /musait
10:39:13 | [A.s.i]KraL(6): Neyse Ýyi Oyunlar
10:39:14 | [A.s.i]KraL(6) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
10:39:27 | ubeydo(6) oyuna girdi [IP: 88.224.15.38]
10:39:30 | [CMD] DoganTurkmen(7) => /cevir
10:39:37 | 
10:39:40 | {FFCC00}ubeydo(6) {FFFFFF}Kamyoncu olarak spawn oldu.
10:39:43 | [CMD] ASLANBEY(9) => /sirketdorse
10:39:44 | [CMD] ubeydo(6) => /sa
10:39:44 | eren1616(10) oyuna girdi [IP: 95.10.188.196]
10:39:46 | [CMD] ASLANBEY(9) => /as
10:39:47 | [CMD] DoganTurkmen(7) => /as
10:40:9 | eren1616(10) oyundan cIktI (Hata/Crash) (IP: 95.10.188.196)
10:40:15 | ubeydo(6): Dünyanýn düzlüðüne itiraz eden biri varmý 
10:40:16 | eren1616(10) oyuna girdi [IP: 95.10.188.196]
10:40:33 | 
10:40:34 | [CMD] ubeydo(6) => /sirket
10:40:34 | {FFCC00}eren1616(10) {FFFFFF}Kamyoncu olarak spawn oldu.
10:40:38 | [CMD] eren1616(10) => /admgiris
10:40:41 | [CMD] eren1616(10) => /sa
10:40:44 | [CMD] DoganTurkmen(7) => /as
