0:0:3 | [CMD] Jodor(16) => /vtamir
11:10:17 | VIPTRUCKS(9): yada gel
11:10:18 | VIPTRUCKS(9): dümdüz
11:10:20 | VIPTRUCKS(9): ýþýnlanma
11:10:23 | VIPTRUCKS(9): neyse :D
11:10:27 | [CMD] VIPTRUCKS(9) => /rescue
11:10:28 | OkanMutlu(8): :D
11:10:41 | VIPTRUCKS(9): kapalý dorse al
11:10:45 | VIPTRUCKS(9): beyler konvoy gelin
11:10:46 | [CMD] VIPTRUCKS(9) => /convoy
11:10:48 | [A.s.i]KraL(7): @9 la yolun ortasina bairakmiþsin adami :d
11:10:52 | VIPTRUCKS(9): :D
11:11:4 | VIPTRUCKS(9): asikral
11:11:6 | VIPTRUCKS(9): konvoy gelsene
11:11:7 | [CMD] OkanMutlu(8) => /modifiye
11:11:12 | [SirketCHT] VIPTRUCKS(9): ! takip et
11:11:13 | [CMD] VIPTRUCKS(9) => /asay Sürekli ayný iþi yapmaktan sýkýldýnýzýmý? /meslek komutu ile mesleðinizi deðiþtirebilirsiniz.  
11:11:15 | [CMD] VIPTRUCKS(9) => /asay Ýstek þarkýlarýnýz için /isteksarki <id> komutunu kullanabilirsiniz.  
11:11:16 | [CMD] VIPTRUCKS(9) => /asay Rehber & Adminlerimize soru sormak için /sorusor komutunu kullanabilirsiniz. 
11:11:17 | [A.s.i]KraL(7): tir mu
11:11:19 | VIPTRUCKS(9): evt
11:11:25 | [A.s.i]KraL(7): yyok D:
11:11:40 | VIPTRUCKS(9): istersen otobüsde yaparýz
11:11:44 | [SirketCHT] VIPTRUCKS(9): ! otobüsmü yapalým týrmý
11:11:47 | OkanMutlu(8) oyundan cIktI (Hata/Crash) (IP: 85.106.122.185)
11:11:57 | [A.s.i]KraL(7): yok size ceza kesesim var :D
11:12:7 | VIPTRUCKS(9): :D
11:12:10 | [A.s.i]KraL(7): özelikle sana
11:12:13 | VIPTRUCKS(9): sjsjs
11:12:16 | [A.s.i]KraL(7): :D
11:12:24 | OkanMutlu(8) oyuna girdi [IP: 85.106.122.185]
11:12:33 | 
11:12:33 | [A.s.i]KraL(7): ulan yolun ortasýna niye býraktýn beni sen ?
11:12:39 | {FFCC00}OkanMutlu(8) {FFFFFF}Kamyoncu olarak spawn oldu.
11:12:43 | [CMD] OkanMutlu(8) => /rescue 
11:12:44 | VIPTRUCKS(9): asi kaptanýmý
11:12:48 | VIPTRUCKS(9): kargocuda býraktým onu
11:12:48 | [A.s.i]KraL(7): evt
11:13:5 | [CMD] OkanMutlu(8) => /convoy
11:13:7 | [CMD] OkanMutlu(8) => /convoy
11:13:8 | VIPTRUCKS(9): okan gel
11:13:25 | [CMD] OkanMutlu(8) => /convoy
11:13:26 | [A.s.i]KraL(7): kral oyle soylemýyor ama ?
11:13:29 | [SirketCHT] VIPTRUCKS(9): ! bro al týrýný ordan yukarý çýk
11:13:36 | VIPTRUCKS(9): goto olup ss atarým :D
11:13:39 | [SirketCHT] OkanMutlu(8): ! ok
11:14:0 | [SirketCHT] VIPTRUCKS(9): ! yanlýþ gidiyorsun sanýrým
11:14:4 | [SirketCHT] VIPTRUCKS(9): ! heh gel
11:14:4 | [A.s.i]KraL(7): tamam hallettim ben onu 
11:14:7 | [SirketCHT] VIPTRUCKS(9): ! gel doðru
11:14:24 | [SirketCHT] VIPTRUCKS(9): ! sarýya doðru gel
11:14:31 | [CMD] VIPTRUCKS(9) => /work
11:14:36 | [CMD] VIPTRUCKS(9) => /goreviptal
11:14:38 | [CMD] VIPTRUCKS(9) => /work
11:14:57 | VIPTRUCKS(9): yavaþþ
11:14:59 | [CMD] VIPTRUCKS(9) => /asay VIP-Donator-Ýþyeri-Para-Giþe v.b ürünlerimizi satýn almak için www.trucksamp.com/forum 
11:15:9 | OkanMutlu(8): :d
11:15:15 | VIPTRUCKS(9): görev geldimi
11:15:19 | [CMD] VIPTRUCKS(9) => /asiriyuk
11:15:19 | OkanMutlu(8): Hayýr
11:15:27 | VIPTRUCKS(9): kýrmýzý yer yokmu
11:15:31 | OkanMutlu(8): Yok burada
11:15:32 | [A.s.i]KraL(7) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
11:15:35 | VIPTRUCKS(9): bi dk
11:15:40 | [CMD] VIPTRUCKS(9) => /komutlar
11:16:9 | [CMD] VIPTRUCKS(9) => /convoybilgi
11:16:13 | [CMD] VIPTRUCKS(9) => /convoykapat
11:16:15 | [CMD] OkanMutlu(8) => /basarimlar
11:16:17 | [CMD] VIPTRUCKS(9) => /convoysil
11:16:19 | [CMD] VIPTRUCKS(9) => /komutlar
11:16:23 | [CMD] OkanMutlu(8) => /lotto
11:16:24 | [CMD] VIPTRUCKS(9) => /komutlar
11:16:27 | [CMD] OkanMutlu(8) => /yardim
11:16:34 | [CMD] VIPTRUCKS(9) => /convoyiptal
11:16:36 | [CMD] VIPTRUCKS(9) => /convoy
11:16:39 | VIPTRUCKS(9): gel
11:16:49 | [CMD] OkanMutlu(8) => /convoy
11:16:52 | [CMD] VIPTRUCKS(9) => /work
11:17:3 | VIPTRUCKS(9): geldimi
11:17:7 | OkanMutlu(8): Evet
11:17:15 | VIPTRUCKS(9): takip et beni
11:17:19 | VIPTRUCKS(9): bilemeyebilirsin yolu
11:17:48 | [CMD] VIPTRUCKS(9) => /tiryazi ASÝKSAN VUR SAZA
11:18:44 | OkanMutlu(8): hay þansýma
11:18:49 | VIPTRUCKS(9): noldu
11:19:4 | [CMD] VIPTRUCKS(9) => /asay VIP-Donator-Ýþyeri-Para-Giþe v.b ürünlerimizi satýn almak için www.trucksamp.com/forum 
11:19:30 | [CMD] VIPTRUCKS(9) => /asay VIP-Donator-Ýþyeri-Para-Giþe v.b ürünlerimizi satýn almak için www.trucksamp.com/forum 
11:19:32 | VIPTRUCKS(9): noldu
11:19:43 | OkanMutlu(8): Yol felan yok burada
11:19:45 | [CMD] VIPTRUCKS(9) => /kar
11:19:56 | VIPTRUCKS(9): suyamý düþtün :D
11:20:5 | OkanMutlu(8): Aynen lagýmda var.
11:20:11 | VIPTRUCKS(9): relog at gel
11:20:14 | VIPTRUCKS(9): fena lagýn
11:20:15 | OkanMutlu(8) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
11:20:44 | VIPTRUCKS(9): lagg
11:20:59 | OkanMutlu(7) oyuna girdi [IP: 85.106.122.185]
11:21:7 | 
11:21:11 | {FFCC00}OkanMutlu(7) {FFFFFF}Kamyoncu olarak spawn oldu.
11:21:13 | [CMD] OkanMutlu(7) => /sac
11:21:21 | [CMD] OkanMutlu(7) => /mp2
11:21:23 | [CMD] OkanMutlu(7) => /mp3
11:21:28 | [CMD] OkanMutlu(7) => /sac
11:21:32 | [CMD] VIPTRUCKS(9) => /convoyayril
11:21:34 | [CMD] OkanMutlu(7) => /skapat
11:21:40 | [CMD] VIPTRUCKS(9) => /goto 7
11:21:43 | VIPTRUCKS(9): okan
11:21:52 | OkanMutlu(7): Afk yým birdakka 
11:21:53 | VIPTRUCKS(9): otobüscü ol konvoy yapak
11:21:59 | [CMD] VIPTRUCKS(9) => /meslek
11:22:3 | [CMD] VIPTRUCKS(9) => /karakol
11:22:7 | [CMD] VIPTRUCKS(9) => /cezaode
11:22:11 | [CMD] VIPTRUCKS(9) => /meslek
11:22:13 | {FFCC00}VIPTRUCKS(9) {FFFFFF}Polis olarak spawn oldu.
11:22:18 | [CMD] VIPTRUCKS(9) => /goto 7
11:22:49 | VIPTRUCKS OkanMutlu'i öldürdü. Oldurme Sekli: 0
11:22:53 | [CMD] VIPTRUCKS(9) => /goto 7
11:22:54 | {FFCC00}OkanMutlu(7) {FFFFFF}Kamyoncu olarak spawn oldu.
11:22:59 | OkanMutlu(7): La noldu
11:23:2 | [CMD] OkanMutlu(7) => /meslek
11:23:3 | VIPTRUCKS(9): öldün
11:23:16 | {FFCC00}OkanMutlu(7) Otobus Soforu olarak spawn oldu.
11:23:28 | [SirketCHT] VIPTRUCKS(9): ! araba al son sürat hýz yap radara yakalan para atayým
11:23:42 | [SirketCHT] OkanMutlu(7): ! tamam.
11:23:48 | [CMD] VIPTRUCKS(9) => /goto 7
11:23:53 | [CMD] VIPTRUCKS(9) => /araba
11:24:7 | [SirketCHT] OkanMutlu(7): ! onlamý yakalanýyým
11:24:8 | VIPTRUCKS(9): neresi gitceðin yer
11:24:20 | VIPTRUCKS(9): sen görev yap bence
11:24:21 | OkanMutlu(7): Görev alýcam bekle
11:24:24 | VIPTRUCKS(9): yol gösteriyim
11:24:30 | [CMD] OkanMutlu(7) => /work
11:24:34 | VIPTRUCKS(9): emkatu falan gelirse gidelim kýsa yol çünkü
11:24:35 | OkanMutlu(7): Otogara 
11:24:49 | VIPTRUCKS(9): neresi
11:24:56 | VIPTRUCKS(9): hangi otogar
11:24:58 | OkanMutlu(7): sf
11:24:59 | [CMD] VIPTRUCKS(9) => /goto 7
11:24:59 | [ANTIHACK] Þüpheli VIPTRUCKS(9) => Airbreak-hack
11:24:59 | VIPTRUCKS(9) oyundan cIktI (KIck/Ban) (IP: 255.255.255.255)
11:25:8 | OkanMutlu(7): :d
11:25:29 | VIPTRUCKS(8) oyuna girdi [IP: 92.45.79.244]
11:25:40 | [CMD] OkanMutlu(7) => /sorusor Lotto nasýl oynanýr
11:25:40 | 
11:25:43 | [CMD] OkanMutlu(7) => /sorusor Lotto nasýl oynanýr
11:25:55 | {FFCC00}VIPTRUCKS(8) {FFFFFF}Polis olarak spawn oldu.
11:25:56 | Fawaz8581(9) oyuna girdi [IP: 36.84.134.232]
11:25:59 | VIPTRUCKS(8): yanýna ýþýnlandým diye airbreak dedi çýldýracam
11:26:5 | OkanMutlu(7): :dasdasda
11:26:10 | [CMD] VIPTRUCKS(8) => /goto 7
11:26:17 | VIPTRUCKS(8): hi fawaz
11:26:21 | [CMD] VIPTRUCKS(8) => /araba
11:26:25 | 
11:26:27 | VIPTRUCKS(8): yolunumu bulamadýn ?
11:26:31 | OkanMutlu(7): Buldum
11:26:36 | {FFCC00}Fawaz8581(9) Otobus Soforu olarak spawn oldu.
11:27:0 | [CMD] VIPTRUCKS(8) => /asay Sürekli ayný iþi yapmaktan sýkýldýnýzýmý? /meslek komutu ile mesleðinizi deðiþtirebilirsiniz.  
11:27:2 | [CMD] VIPTRUCKS(8) => /asay VIP-Donator-Ýþyeri-Para-Giþe v.b ürünlerimizi satýn almak için www.trucksamp.com/forum 
11:27:12 | [CMD] VIPTRUCKS(8) => /pm 9 hi
11:27:25 | [CMD] Fawaz8581(9) => /work
11:27:40 | VIPTRUCKS(8) oyundan cIktI (Hata/Crash) (IP: 92.45.79.244)
11:28:34 | VIPTRUCKS(8) oyuna girdi [IP: 92.45.79.244]
11:28:47 | 
11:29:2 | [CMD] VIPTRUCKS(8) => /asay VIP-Donator-Ýþyeri-Para-Giþe v.b ürünlerimizi satýn almak için www.trucksamp.com/forum 
11:29:5 | [CMD] VIPTRUCKS(8) => /asay Rehber & Adminlerimize soru sormak için /sorusor komutunu kullanabilirsiniz. 
11:29:14 | [CMD] VIPTRUCKS(8) => /asay Yolunu bulamayan & yardýma ihtiyacý olan ?
11:29:17 | [CMD] VIPTRUCKS(8) => /meslek
11:29:20 | {FFCC00}VIPTRUCKS(8) {FFFFFF}Pilot olarak spawn oldu.
11:29:21 | [CMD] VIPTRUCKS(8) => /meslek
11:29:26 | [CMD] VIPTRUCKS(8) => /meslek
11:29:27 | {FFCC00}VIPTRUCKS(8) {FFFFFF}Kamyoncu olarak spawn oldu.
11:29:29 | [CMD] VIPTRUCKS(8) => /meslek
11:29:36 | {FFCC00}VIPTRUCKS(8) {FFFFFF}Polis olarak spawn oldu.
11:29:40 | [CMD] VIPTRUCKS(8) => /goto 7
11:29:50 | [CMD] VIPTRUCKS(8) => /goto 8
11:29:52 | [CMD] VIPTRUCKS(8) => /goto 9
11:29:53 | [CMD] OkanMutlu(7) => /sorusor lotto nasýl oynarým
11:29:57 | [CMD] VIPTRUCKS(8) => /sorular
11:30:3 | [CMD] VIPTRUCKS(8) => /sorukabul 7
11:30:5 | [CMD] OkanMutlu(7) => /lottooyna
11:30:14 | [CMD] VIPTRUCKS(8) => /ypm lotoyu sistem otomatik seçtiði birine veriyor
11:30:15 | [CMD] VIPTRUCKS(8) => /araba
11:30:26 | [SirketCHT] VIPTRUCKS(8): ! sen suç iþle ben sana atarým para
11:30:32 | [SirketCHT] OkanMutlu(7): ! tmm
11:30:44 | [CMD] VIPTRUCKS(8) => /asay You can use the /rescue command to navigate to the spawn point of your profession.
11:30:46 | [SirketCHT] OkanMutlu(7): ! radar bulamadým
11:30:47 | [CMD] VIPTRUCKS(8) => /asay Sizi rahatsýz eden & þikayetçi olduðunuz oyuncularý /sikayet <id> <sebep> komutu ile raporlayabilirsiniz. 
11:30:56 | [SirketCHT] VIPTRUCKS(8): ! :D asiriyuk al
11:31:7 | [CMD] VIPTRUCKS(8) => /goto 9
11:31:18 | VIPTRUCKS(8): lag
11:31:31 | VIPTRUCKS(8): fawaz
11:32:0 | [CMD] OkanMutlu(7) => /tamir
11:32:1 | VIPTRUCKS(8): okan
11:32:5 | VIPTRUCKS(8): ehliyet varmý sende
11:32:8 | [CMD] VIPTRUCKS(8) => /goto 9
11:32:9 | OkanMutlu(7): Yok
11:32:40 | VIPTRUCKS(8): yol bulamazsan söle
11:32:45 | OkanMutlu(7): Tamam.
11:32:53 | VIPTRUCKS(8): neresi diyor
11:33:5 | [CMD] VIPTRUCKS(8) => /goto 9
11:33:26 | Fawaz8581(9): yes
11:33:33 | Fawaz8581(9): what i am problem
11:33:35 | VIPTRUCKS(8): where are you from ?
11:33:41 | Fawaz8581(9): indonesia
11:33:47 | VIPTRUCKS(8): ok 
11:33:53 | VIPTRUCKS(8): welcome to trucksamp server
11:33:56 | [CMD] VIPTRUCKS(8) => /asay You can use the /rescue command to navigate to the spawn point of your profession.
11:34:2 | [SirketCHT] OkanMutlu(7): ! adam nerede yaþýyo la
11:34:6 | [SirketCHT] VIPTRUCKS(8): ! endonezya
11:34:8 | Fawaz8581(9): ok thank you i realy like this server
11:34:10 | [CMD] VIPTRUCKS(8) => /goto 7
11:34:19 | [SirketCHT] OkanMutlu(7): ! dur tamamlýyým 
11:34:21 | [SirketCHT] VIPTRUCKS(8): ! çek saða :D
11:34:44 | VIPTRUCKS(8): nere gidecen
11:34:50 | OkanMutlu(7): Ls otogar
11:34:59 | VIPTRUCKS(8): ok bu arada ters yön yasak
11:35:25 | VIPTRUCKS(8): nere gidion .d
11:35:37 | Fawaz8581(9): how to get fast score
11:35:44 | VIPTRUCKS(8): @9 /basarimlar
11:35:49 | VIPTRUCKS(8): tersten açýlmaz
11:35:51 | VIPTRUCKS(8): gel burdan
11:35:54 | [CMD] Fawaz8581(9) => /basarimlar
11:36:7 | [OTOBUSCU] OkanMutlu, San Fierro Otogar'den Las Venturas Otogar'e Yolcu tasidi. Kazanc: 13238$ ve 3 Skor Sure: 548 Saniye
11:36:12 | Fawaz8581(9): i understand with your languege
11:36:32 | VIPTRUCKS(8): pls use google translate
11:36:50 | Fawaz8581(9): help me why i can't move
11:36:59 | [SirketCHT] VIPTRUCKS(8): ! ne diyor bu :D
11:37:2 | VIPTRUCKS(8): one minute
11:37:2 | [CMD] Fawaz8581(9) => /basarimlar
11:37:6 | Fawaz8581(9): ok
11:37:8 | [SirketCHT] OkanMutlu(7): ! yardým 
11:37:24 | [SirketCHT] VIPTRUCKS(8): ! al sür
11:37:25 | [CMD] VIPTRUCKS(8) => /araba
11:37:25 | [SirketCHT] OkanMutlu(7): ! arkada translate açýk bekle
11:38:39 | [CMD] OkanMutlu(7) => /tamir
11:38:44 | Fawaz8581(9): ?
11:39:5 | VIPTRUCKS(8): get out of the game and go back in again.
11:39:14 | OkanMutlu(7): Ne dedin sen þimdi
11:39:16 | [LOCAL]VIPTRUCKS(8): suç iþle la
11:39:16 | [CMD] VIPTRUCKS(8) => /l suç iþle la
11:39:19 | Fawaz8581(9): ok d
11:39:22 | VIPTRUCKS(8): dedimki oyundan çýk ve birdaha gir
11:39:23 | Fawaz8581(9): i can move
11:39:37 | VIPTRUCKS(8): ok
11:40:32 | [CMD] VIPTRUCKS(8) => /asay You can ask what you want to ask with the /sorusor command.
11:40:33 | [CMD] VIPTRUCKS(8) => /asay You can ask what you want to ask with the /sorusor command.
11:40:33 | [CMD] VIPTRUCKS(8) => /asay You can ask what you want to ask with the /sorusor command.
11:40:41 | VIPTRUCKS(8): fawaz
11:40:45 | Fawaz8581(9): yes 
11:40:58 | [LOCAL]OkanMutlu(7): radar buldum da bu araç 185 oluyormu
11:40:58 | [CMD] OkanMutlu(7) => /l radar buldum da bu araç 185 oluyormu
11:41:0 | [CMD] OkanMutlu(7) => /kar
11:41:2 | [CMD] OkanMutlu(7) => /kar
11:41:13 | [LOCAL]OkanMutlu(7): radar buldum da bu araç 135 oluyormu
11:41:13 | [CMD] OkanMutlu(7) => /l radar buldum da bu araç 135 oluyormu
11:41:49 | VIPTRUCKS(8):  Earn $ 30,000 and 5 score ---> /kurallar accept
11:41:53 | VIPTRUCKS(8): sür
11:41:57 | [CMD] Fawaz8581(9) => /kura
11:42:20 | [LOCAL]OkanMutlu(7): :d
11:42:20 | [CMD] OkanMutlu(7) => /l :d
11:42:26 | [LOCAL]VIPTRUCKS(8): olm radara yakalansana :D
11:42:26 | [CMD] VIPTRUCKS(8) => /l olm radara yakalansana :D
11:42:30 | [LOCAL]OkanMutlu(7): bulamýyom
11:42:30 | [CMD] OkanMutlu(7) => /l bulamýyom
11:42:37 | [LOCAL]VIPTRUCKS(8): ana yola çýk var orda
11:42:37 | [CMD] VIPTRUCKS(8) => /l ana yola çýk var orda
11:42:47 | [CMD] VIPTRUCKS(8) => /asay  Earn $ 30,000 and 5 score ---> /kurallar accept
11:42:48 | [CMD] VIPTRUCKS(8) => /asay  Earn $ 30,000 and 5 score ---> /kurallar accept
11:42:48 | [CMD] VIPTRUCKS(8) => /asay  Earn $ 30,000 and 5 score ---> /kurallar accept
11:43:5 | [LOCAL]VIPTRUCKS(8): kas biraz daha
11:43:5 | [CMD] VIPTRUCKS(8) => /l kas biraz daha
11:43:21 | [LOCAL]VIPTRUCKS(8): 50 yýldýz falan at 500k para atayým
11:43:21 | [CMD] VIPTRUCKS(8) => /l 50 yýldýz falan at 500k para atayým
11:43:26 | [LOCAL]VIPTRUCKS(8): 50 yýldýz falan yap 500k para atayým
11:43:26 | [CMD] VIPTRUCKS(8) => /l 50 yýldýz falan yap 500k para atayým
11:43:46 | [LOCAL]VIPTRUCKS(8): knka ana yola çýk radar var orda
11:43:46 | [CMD] VIPTRUCKS(8) => /l knka ana yola çýk radar var orda
11:43:52 | [LOCAL]OkanMutlu(7): yapamam çünkü çýkarým 5-10 dakkaya
11:43:52 | [CMD] OkanMutlu(7) => /l yapamam çünkü çýkarým 5-10 dakkaya
11:43:53 | [CMD] VIPTRUCKS(8) => /asay VIP-Donator-Ýþyeri-Para-Giþe v.b ürünlerimizi satýn almak için www.trucksamp.com/forum 
11:43:57 | [LOCAL]VIPTRUCKS(8): ok
11:43:57 | [CMD] VIPTRUCKS(8) => /l ok
11:44:6 | [LOCAL]OkanMutlu(7): anayola ýþýnlasana
11:44:6 | [CMD] OkanMutlu(7) => /l anayola ýþýnlasana
11:44:14 | VIPTRUCKS(8): fawaz
11:44:16 | VIPTRUCKS(8): do you need any help?
11:44:18 | [LOCAL]VIPTRUCKS(8): yetkim yok
11:44:18 | [CMD] VIPTRUCKS(8) => /l yetkim yok
11:44:22 | [CMD] VIPTRUCKS(8) => /goto 7
11:44:24 | OkanMutlu(7): Ne dedin
11:44:26 | [CMD] VIPTRUCKS(8) => /goto 9
11:44:31 | VIPTRUCKS(8): dedimki yardýma ihtiyacýn varmý
11:44:36 | Fawaz8581(9): nope
11:44:41 | [LOCAL]VIPTRUCKS(8): o adamý takip etsene
11:44:41 | [CMD] VIPTRUCKS(8) => /l o adamý takip etsene
11:44:43 | [CMD] VIPTRUCKS(8) => /goto 9
11:44:45 | [CMD] VIPTRUCKS(8) => /goto 9
11:44:45 | [ANTIHACK] Þüpheli OkanMutlu(7) => Airbreak-hack
11:44:45 | OkanMutlu(7) oyundan cIktI (KIck/Ban) (IP: 255.255.255.255)
11:45:11 | [OTOBUSCU] Fawaz8581, Los Santos Otogar'den Tugis Otobus Duragi'e Yolcu tasidi. Kazanc: 12980$ ve 3 Skor Sure: 832 Saniye
11:45:15 | OkanMutlu(7) oyuna girdi [IP: 85.106.122.185]
11:45:23 | VIPTRUCKS(8): Where Are you going?
11:45:24 | 
11:45:28 | [CMD] VIPTRUCKS(8) => /goto 9
11:45:30 | Fawaz8581(9): work
11:45:35 | {FFCC00}OkanMutlu(7) {FFFFFF}Kamyoncu olarak spawn oldu.
11:45:41 | OkanMutlu(7): Mükemmel airbreak
11:45:42 | VIPTRUCKS(8): ?
11:45:43 | VIPTRUCKS(8): :D
11:46:2 | VIPTRUCKS(8): Where Are you going? author on the right
11:46:5 | [CMD] VIPTRUCKS(8) => /tamir
11:46:8 | Fawaz8581(9): wow
11:46:13 | OkanMutlu(7): Ýngilizcen ne kadar iyi 
11:46:14 | Fawaz8581(9): nice
11:46:34 | VIPTRUCKS(8) oyundan cIktI (Hata/Crash) (IP: 92.45.79.244)
11:46:52 | [CMD] OkanMutlu(7) => /sirket
11:46:57 | [CMD] OkanMutlu(7) => /sirket
11:47:44 | [CMD] OkanMutlu(7) => /ehliyetal
11:47:47 | [CMD] OkanMutlu(7) => /ehliyet
11:47:51 | [CMD] OkanMutlu(7) => /yardim
11:47:58 | [CMD] Fawaz8581(9) => /menu
11:48:2 | [CMD] OkanMutlu(7) => /yardim
11:48:8 | Fawaz8581(9): i want to change work how ?
11:48:41 | [CMD] OkanMutlu(7) => /yardim
11:49:29 | VIPTRUCKS(8) oyuna girdi [IP: 92.45.79.244]
11:49:47 | [CMD] Fawaz8581(9) => /kill\
11:49:48 | 
11:49:55 | {FFCC00}VIPTRUCKS(8) {FFFFFF}Polis olarak spawn oldu.
11:49:59 | [CMD] VIPTRUCKS(8) => /sa
11:50:4 | OkanMutlu(7): Aleyküm Selam.
11:50:7 | [CMD] VIPTRUCKS(8) => /goto 7
11:50:15 | [LOCAL]OkanMutlu(7): ceza
11:50:15 | [CMD] OkanMutlu(7) => /l ceza
11:50:23 | VIPTRUCKS(8): atla arkaya
11:50:24 | [LOCAL]OkanMutlu(7): aracým yok :Da
11:50:24 | [CMD] OkanMutlu(7) => /l aracým yok :Da
11:50:28 | {FFCC00}Fawaz8581(9) Otobus Soforu olarak spawn oldu.
11:50:33 | [CMD] VIPTRUCKS(8) => /goto 9
11:50:33 | Fawaz8581(9): waalaikum salam
11:50:44 | VIPTRUCKS(8): Fawaz
11:50:47 | [CMD] VIPTRUCKS(8) => /sa - /as
11:50:50 | VIPTRUCKS(8):  /sa - /as
11:50:51 | Fawaz8581(9): yes
11:50:54 | [CMD] Fawaz8581(9) => /sa
11:50:56 | [CMD] VIPTRUCKS(8) => /as
11:51:17 | VIPTRUCKS(8): do you like our server?
11:51:20 | Fawaz8581(9): oo in indonesia i am say assalamualaikum and waalaikumsalam
11:51:27 | VIPTRUCKS(8): do you like our server?
11:51:41 | [CMD] VIPTRUCKS(8) => /araba
11:51:46 | Fawaz8581(9): i like this server and free roam server
11:52:1 | VIPTRUCKS(8): okan atla yukarý
11:52:13 | OkanMutlu(7): Yatma komutu varmý
11:52:31 | [CMD] Fawaz8581(9) => /dance
11:52:40 | VIPTRUCKS(8):  /animlist
11:52:45 | [CMD] OkanMutlu(7) => /animlist
11:52:45 | [CMD] VIPTRUCKS(8) => /animlist
11:52:46 | [CMD] Fawaz8581(9) => /animlist
11:52:50 | [CMD] OkanMutlu(7) => /31
11:52:51 | [CMD] Fawaz8581(9) => /31
11:52:59 | Fawaz8581(9): heheh lol
11:53:0 | [CMD] VIPTRUCKS(8) => /animlist
11:53:11 | VIPTRUCKS(8): okan
11:53:13 | Fawaz8581(9) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
11:53:16 | VIPTRUCKS(8):  /striptiz A yaz
11:53:17 | OkanMutlu(7): Evet
11:53:23 | [CMD] OkanMutlu(7) => /striptiz 
11:53:25 | [CMD] OkanMutlu(7) => /striptiz A
11:53:28 | [CMD] OkanMutlu(7) => /striptiz A
11:53:32 | OkanMutlu(7): :d
11:53:39 | VIPTRUCKS(8): yaz bi
11:53:40 | VIPTRUCKS(8): :D
11:53:50 | [CMD] OkanMutlu(7) => /animlist
11:54:0 | VIPTRUCKS(8): yazsana olum
11:54:2 | VIPTRUCKS(8): :D
11:54:15 | VIPTRUCKS(8):  /striptiz A yaz
11:54:17 | OkanMutlu(7): Sende gözükmüyormu
11:54:19 | VIPTRUCKS(8): hyr
11:54:22 | VIPTRUCKS(8):  /animkapat yaz
11:54:23 | OkanMutlu(7): Bende karý gibi dans ediyo
11:54:24 | VIPTRUCKS(8):  /animkapat yaz
11:54:26 | [CMD] OkanMutlu(7) => /animkapat
11:54:28 | [CMD] OkanMutlu(7) => /animkapat
11:54:29 | [CMD] OkanMutlu(7) => /animkapat
11:54:31 | VIPTRUCKS(8): yazdýnmý
11:54:37 | [CMD] OkanMutlu(7) => /striptiz A
11:54:40 | VIPTRUCKS(8): heh odlu
11:54:42 | OkanMutlu(7): :d
11:54:51 | VIPTRUCKS(8) oyundan cIktI (Hata/Crash) (IP: 92.45.79.244)
11:54:58 | VIPTRUCKS(8) oyuna girdi [IP: 92.45.79.244]
11:55:11 | VIPTRUCKS(8) oyundan cIktI (Hata/Crash) (IP: 92.45.79.244)
11:55:15 | [CMD] OkanMutlu(7) => /rescue
11:55:23 | [CMD] OkanMutlu(7) => /rescue
11:55:28 | VIPTRUCKS(8) oyuna girdi [IP: 92.45.79.244]
11:55:32 | [CMD] OkanMutlu(7) => /rescue
11:55:47 | 
11:55:59 | OkanMutlu(7): Ben çýkýyorum
11:56:6 | OkanMutlu(7): Výptrucks
11:56:11 | VIPTRUCKS(8): bb
11:56:12 | OkanMutlu(7): eren1616 var ya
11:56:12 | VIPTRUCKS(8):  /adminol
11:56:14 | VIPTRUCKS(8): he
11:56:18 | [CMD] VIPTRUCKS(8) => /goto 7
11:56:19 | OkanMutlu(7): Arkadaþým 
11:56:25 | VIPTRUCKS(8):  /adminol
11:56:38 | VIPTRUCKS(8):  /adminol
11:56:39 | OkanMutlu(7): ben piskopatým bak vurma
11:56:51 | VIPTRUCKS(8): gitme la
11:56:52 | VIPTRUCKS(8): skor kasak
11:56:56 | OkanMutlu(7): Okul olmasa
11:57:0 | [CMD] OkanMutlu(7) => /adminol
11:57:2 | VIPTRUCKS(8): öðlencimisin
11:57:5 | [CMD] OkanMutlu(7) => /adminol
11:57:9 | VIPTRUCKS(8): öðlencimisin
11:57:11 | OkanMutlu(7): an
11:57:13 | OkanMutlu(7): ayn
11:57:14 | VIPTRUCKS OkanMutlu'i öldürdü. Oldurme Sekli: 0
11:57:17 | VIPTRUCKS(8): kaçýncý sýnýf
11:57:19 | {FFCC00}OkanMutlu(7) {FFFFFF}Kamyoncu olarak spawn oldu.
11:57:25 | OkanMutlu(7): Mükemmel anlatmaya gerek yok görüyorsunuz
11:57:30 | VIPTRUCKS(8): kaçýncý sýnýf
11:57:31 | OkanMutlu(7): 7.sýnýf
11:57:33 | VIPTRUCKS(8): ok
11:57:35 | OkanMutlu(7) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
11:57:43 | [CMD] VIPTRUCKS(8) => /meslek
11:57:45 | 
11:57:48 | [CMD] VIPTRUCKS(8) => /goto 6
11:57:55 | [CMD] VIPTRUCKS(8) => /work
11:58:52 | [CMD] VIPTRUCKS(8) => /stats
