0:0:0 | [CMD] HeRquL(14) => /work
1:10:17 | [LOCAL]HeRquL(14): nereye
1:10:17 | [CMD] HeRquL(14) => /l nereye
1:10:18 | [LOCAL]cCc.Bayram.cCC(9): bin
1:10:18 | [CMD] cCc.Bayram.cCC(9) => /l bin
1:10:22 | [LOCAL]GravLaunch(19): a
1:10:22 | [CMD] GravLaunch(19) => /l a
1:10:23 | [SirketCHT] CagatayBro(7): ! biliyorum baya gidip geldim reis
1:10:24 | [CMD] aliturkak(24) => /c çýkcam þimdi
1:10:26 | [CMD] Konyali42(36) => /convoy
1:10:26 | [CMD] TDSElektro(16) => /amir
1:10:28 | [SirketCHT] nik0tin(28): ! kg 
1:10:28 | aliturkak(24): dj ler açýklandýmý
1:10:30 | [CMD] huso608(17) => /work
1:10:30 | [SirketCHT] CagatayBro(7): ! 200 - 300 skor burdan kastýydým
1:10:30 | [CMD] amiral(10) => /kemer
1:10:32 | [CMD] TDSElektro(16) => /tamir
1:10:32 | GravLaunch(19): Mert amaç ?
1:10:32 | [CMD] nik0tin(28) => /adminol
1:10:33 | [LOCAL]HeRquL(14): benimi kaçýrýoyon yoksa
1:10:33 | [CMD] HeRquL(14) => /l benimi kaçýrýoyon yoksa
1:10:33 | ASLANBEY(23): yok
1:10:36 | huso608(17): hayýr
1:10:36 | [CMD] amiral(10) => /work
1:10:37 | [CMD] nik0tin(28) => /a ben kaçar 
1:10:37 | HeRquL(14): bb
1:10:38 | [LOCAL]GravLaunch(19): tabi :D
1:10:38 | [CMD] GravLaunch(19) => /l tabi :D
1:10:38 | 
1:10:40 | CagatayBro(7): bb
1:10:40 | nik0tin(28): bb
1:10:41 | huso608(17): yarýna
1:10:42 | GSLIMERT(13): caným ýstedý
1:10:42 | [CMD] Joako_Suraniti(30) => /work
1:10:43 | [CMD] aliturkak(24) => /meslek
1:10:44 | [CMD] Makarov(22) => /tamiir
1:10:44 | [LOCAL]cCc.Bayram.cCC(9): bin7
1:10:44 | [CMD] cCc.Bayram.cCC(9) => /l bin7
1:10:45 | VictorVance(25): xqHosta
1:10:45 | {FFCC00}aliturkak(24) {FFFFFF}Cevik Kuvvet olarak spawn oldu.
1:10:45 | {FFCC00}Sparta298(20) {FFFFFF}Pilot olarak spawn oldu.
1:10:45 | [CMD] nik0tin(28) => /adminol 
1:10:46 | [CMD] Makarov(22) => /tamir
1:10:47 | nik0tin(28) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
1:10:47 | [CMD] Freezer3543(11) => /rescue
1:10:48 | HeRquL(14): bb
1:10:48 | sezzer(29): bb
1:10:49 | ASLANBEY(23): ßß
1:10:51 | [CMD] nefariouss(12) => /asiriyuk
1:10:51 | cCc.Bayram.cCC(9): yarýnmý acýklancak
1:10:52 | xqHost(31): @25 ?
1:10:52 | [CMD] Makarov(22) => /modifiye
1:10:52 | GravLaunch(19): sparta kim la
1:10:52 | [CMD] huso608(17) => /a by
1:10:53 | [CMD] Sparta298(20) => /admigirs
1:10:54 | [CMD] amiral(10) => /work
1:10:57 | [CMD] Sparta298(20) => /admgiris
1:10:59 | VictorVance(25): kardeþim neden arabanla bana tak diye vurdunw
1:11:2 | [CMD] aliturkak(24) => /rescue
1:11:2 | [CMD] Sparta298(20) => /sa
1:11:5 | [CMD] sezzer(29) => /as
1:11:5 | [CMD] amiral(10) => /work
1:11:6 | [CMD] HeRquL(14) => /as
1:11:6 | ASLANBEY(23): sparta reis 
1:11:6 | [CMD] CagatayBro(7) => /as
1:11:6 | [CMD] GravLaunch(19) => /as
1:11:7 | [CMD] Konyali42(36) => /as
1:11:7 | aliturkak(24): sparta þirkete gelsene bi knk
1:11:8 | xqHost(31): ters þeritten geliyodun son sürat
1:11:8 | [CMD] ASLANBEY(23) => /as
1:11:10 | [CMD] TDSDoctor(27) => /tamir
1:11:11 | [CMD] amiral(10) => /work
1:11:11 | Sparta298(20): Buyur reis
1:11:11 | [CMD] huso608(17) => /spec 25
1:11:12 | GSLIMERT(13): noldu arabana
1:11:14 | [SirketCHT] ASLANBEY(23): !hg
1:11:14 | [CMD] Sparta298(20) => /rescue
1:11:17 | [CMD] Sparta298(20) => /a hb
1:11:18 | GSLIMERT(13): as baba
1:11:21 | amiral(10): araç res
1:11:22 | aliturkak(24): þirkete gelsene bi ag
1:11:23 | aliturkak(24): aga
1:11:24 | [CMD] huso608(17) => /asay Arac Res Geliyor!!! 
1:11:25 | ASLANBEY(23): arkasaþ sprata kim dedi bende reis dediö
1:11:27 | [CMD] huso608(17) => /asay Arac Res Geliyor!!! 
1:11:30 | [CMD] huso608(17) => /asay Arac Res Geliyor!!! 
1:11:32 | [CMD] [cCc]HulkHulk[cCc](8) => /tamir
1:11:32 | [CMD] huso608(17) => /respawncars
1:11:33 | [CMD] BahadrOkan12(33) => /rescue
1:11:34 | [CMD] huso608(17) => /cantazele
1:11:37 | [SirketCHT] Konyali42(36): ! harbourdan convoy vardir gelmek isteyen gelsin
1:11:38 | [SirketCHT] Konyali42(36): ! harbourdan convoy vardir gelmek isteyen gelsin
1:11:42 | [CMD] sezzer(29) => /convoy
1:11:53 | [CMD] sezzer(29) => /convoy
1:11:53 | [CMD] TDSDoctor(27) => /tamir
1:11:53 | [CMD] Sparta298(20) => /fly
1:11:55 | [CMD] TDSElektro(16) => /tamir
1:11:55 | [CMD] amiral(10) => /kemer
1:11:58 | [CMD] amiral(10) => /work
1:12:8 | [CMD] huso608(17) => /specoff
1:12:8 | huso608(17) Oduncu olarak spawn oldu.
1:12:8 | [CMD] Sparta298(20) => /a nasýlsýn hüseyin abi
1:12:10 | [CMD] GravLaunch(19) => /cevir
1:12:11 | GravLaunch(19): v
1:12:11 | [CMD] HeRquL(14) => /atamir
1:12:12 | [CMD] GravLaunch(19) => /vtamir
1:12:15 | [CMD] huso608(17) => /a sagol sen
1:12:16 | ASLANBEY(23): .
1:12:18 | [CMD] huso608(17) => /work
1:12:19 | [CMD] Freezer3543(11) => /tamir
1:12:19 | [LOCAL]GravLaunch(19): Thunder varmý ya
1:12:19 | [CMD] GravLaunch(19) => /l Thunder varmý ya
1:12:21 | [CMD] CagatayBro(7) => /work
1:12:21 | [CMD] Sparta298(20) => /a iyi vallaha
1:12:22 | [CMD] BahadrOkan12(33) => /work
1:12:26 | [CMD] Sparta298(20) => /a anneanneme bakýyordum
1:12:28 | [CMD] xqHost(31) => /ehliyetyeri
1:12:29 | [LOCAL]GravLaunch(19): imagine dragons
1:12:29 | [CMD] GravLaunch(19) => /l imagine dragons
1:12:29 | [SirketCHT] CagatayBro(7): ! abdullah reis
1:12:30 | [CMD] xqHost(31) => /tamir
1:12:31 | [CMD] Sparta298(20) => /a eve döndük 
1:12:33 | [SirketCHT] Konyali42(36): ! efendim
1:12:34 | [LOCAL]HeRquL(14): var
1:12:34 | [CMD] HeRquL(14) => /l var
1:12:35 | GSLIMERT(13): sa
1:12:35 | [CMD] Sparta298(20) => /a ödevimi falan yaptým
1:12:36 | [SirketCHT] CagatayBro(7): ! sen kaca kadar acýksýn
1:12:37 | [CMD] xqHost(31) => /as
1:12:38 | [OTOBUSCU] Makarov, San Fierro Otogar'den Las Venturas Otogar'e Yolcu tasidi. Kazanc: 13238$ ve 3 Skor Sure: 536 Saniye
1:12:40 | [CMD] HeRquL(14) => /as
1:12:43 | Sparta298(20): Aleyküm Selam.
1:12:44 | [LOCAL]GravLaunch(19): onu açsana sonra
1:12:44 | [CMD] GravLaunch(19) => /l onu açsana sonra
1:12:44 | [CMD] ahmet55(18) => /as
1:12:46 | [SirketCHT] Konyali42(36): ! simdi 1 saat daha online im
1:12:46 | [CMD] BahadrOkan12(33) => /kemer
1:12:49 | [SirketCHT] Konyali42(36): ! ne oldu hayirmi
1:12:49 | [CMD] BahadrOkan12(33) => /sac
1:12:49 | [CMD] amiral(10) => /goreviptal
1:12:53 | aliturkak(24): þimdi poliste silah yok ya hani
1:12:56 | [SirketCHT] CagatayBro(7): ! konvoya katýlýrdým da
1:12:56 | [CMD] HeRquL(14) => /cantazele
1:12:57 | [CMD] Makarov(22) => /MOTOR
1:12:58 | huso608(17): ee
1:12:59 | [SirketCHT] CagatayBro(7): ! þu skor var ya
1:12:59 | [CMD] amiral(10) => /kemer
1:12:59 | aliturkak(24): ama tabanca olablir
1:13:1 | [CMD] Makarov(22) => /tamir
1:13:3 | [SirketCHT] Konyali42(36): ! katil ozm
1:13:4 | [SirketCHT] CagatayBro(7): ! onu yükseltmeye calýsýyom
1:13:6 | huso608(17): cevikte
1:13:6 | [CMD] amiral(10) => /kemer
1:13:7 | [CMD] Makarov(22) => /rescue
1:13:8 | [SirketCHT] Konyali42(36): ! calis calis :D
1:13:11 | huso608(17): var
1:13:17 | [SirketCHT] Konyali42(36): ! güzel yapmissin helal
1:13:18 | GravLaunch(19): polisten kaçýn
1:13:19 | [LOCAL]sezzer(29): sa
1:13:19 | [CMD] sezzer(29) => /l sa
1:13:20 | ASLANBEY(23): sezer hep online oluyorsun sansýna bugn :/
1:13:20 | [CMD] Makarov(22) => /y lvden kalkýyoruz convoy buyrun.
1:13:21 | [CMD] amiral(10) => /kemr
1:13:22 | nefariouss(12) oyundan cIktI (Hata/Crash) (IP: 176.33.252.163)
1:13:23 | [SirketCHT] CagatayBro(7): ! eyw reis
1:13:23 | aliturkak(24): poliste olsa daha da iyi olr bence
1:13:24 | GravLaunch(19): :D
1:13:24 | [CMD] Konyali42(36) => /sirket
1:13:27 | [CMD] amiral(10) => /kemer
1:13:28 | [CMD] Makarov(22) => /t lvden kalkýyoruz buyrun convoya
1:13:29 | [CMD] amiral(10) => /sac
1:13:33 | Makarov(22): lvden kalkýyoruz buyrun convoya
1:13:33 | sezzer(29): amaan boþver kanka 1 günlükden biþey olmaz
1:13:34 | [CMD] Makarov(22) => /convoy
1:13:38 | sezzer(29): herþeyim var zaten
1:13:39 | ASLANBEY(23): :D
1:13:41 | sezzer(29): zevkine oynuyorum
1:13:43 | [CMD] aliturkak(24) => /gobus
1:13:46 | [CMD] HeRquL(14) => /myskin 301
1:13:46 | [CMD] GSLIMERT(13) => /t bekleyýn bený
1:13:46 | [CMD] Sparta298(20) => /pm 29 nasýlsýn
1:13:47 | Makarov(22): sf convoy buyrun
1:13:48 | huso608(17): cevige bile zorla veriyoruz onlarda sýkýyor degisik dolu
1:13:49 | [CMD] amiral(10) => /work
1:13:50 | aliturkak(24) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
1:13:52 | Makarov(22): sf convoy buyrun beyler
1:13:55 | xX_Abby_Xx(26) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
1:13:55 | [CMD] cCc.Bayram.cCC(9) => /basarimlar
1:13:57 | [CMD] Makarov(22) => /convoy
1:13:57 | [CMD] buyukustadbitti(6) => /basarimlar
1:14:0 | [SirketCHT] Konyali42(36): ! gelecek varmi
1:14:0 | Adem32(21): nkotýn
1:14:2 | imDegoo(32) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
1:14:4 | [CMD] GravLaunch(19) => /vtamir
1:14:5 | [CMD] cCc.Bayram.cCC(9) => /meslek
1:14:6 | [CMD] [cCc]HulkHulk[cCc](8) => /asiriyuk
1:14:6 | [CMD] Sparta298(20) => /dtemizle
1:14:8 | [CMD] cCc.Bayram.cCC(9) => /meslek
1:14:8 | [CMD] Konyali42(36) => /convoy
1:14:10 | HeRquL(14): (.)()
1:14:12 | [CMD] cCc.Bayram.cCC(9) => /meslek
1:14:14 | Adem32(21): adým
1:14:15 | HeRquL(14): (.)(.)
1:14:16 | [CMD] cCc.Bayram.cCC(9) => /basarimlar
1:14:16 | Adem32(21): adým
1:14:17 | [CMD] GSLIMERT(13) => /convoyayril
1:14:17 | Makarov(22): otobus soforlerini lv bekliyoruz konvoyumuz var
1:14:17 | Joako_Suraniti(30) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
1:14:18 | nefariouss(12) oyuna girdi [IP: 176.33.252.163]
1:14:20 | [CMD] huso608(17) => /work
1:14:21 | [CMD] GSLIMERT(13) => /rescue
1:14:23 | [CMD] buyukustadbitti(6) => /rescue
1:14:25 | Sparta298(20): polis
1:14:29 | [SirketCHT] CagatayBro(7): ! bu yollarýn sonradan yüklenmesine bi çözüm bulunsa süper olucak ta
1:14:30 | Freezer3543(11): Efem
1:14:32 | Sparta298(20): Sf gel
1:14:33 | HeRquL(14): ben daha 1 ay konvoy açmam katýlmam
1:14:35 | [CMD] cCc.Bayram.cCC(9) => /meslek
1:14:35 | [SirketCHT] Konyali42(36): ! aynen
1:14:36 | [CMD] xqHost(31) => /rescue
1:14:36 | [CMD] Freezer3543(11) => /rescue
1:14:37 | cCc.Bayram.cCC(9) Bankaci olarak spawn oldu.
1:14:37 | [SirketCHT] Konyali42(36): ! gelecenmi 
1:14:39 | [CMD] Makarov(22) => /akilitle
1:14:40 | Adem32(21): herqul
1:14:42 | [SirketCHT] Konyali42(36): ! yoksa baslatiyorum
1:14:42 | [CMD] xqHost(31) => /karakol
1:14:42 | Freezer3543(11): Arac res
1:14:43 | [CMD] GSLIMERT(13) => /convoy
1:14:43 | HeRquL(14): ?
1:14:43 | 
1:14:43 | [CMD] ahmet55(18) => /meslek
1:14:44 | Adem32(21): herqul
1:14:45 | [CMD] huso608(17) => /asay Arac Res Geliyor!!! 
1:14:45 | [SirketCHT] CagatayBro(7): ! baslat reis
1:14:46 | amiral(10): convoy
1:14:47 | [CMD] huso608(17) => /asay Arac Res Geliyor!!! 
1:14:48 | [CMD] Konyali42(36) => /work
1:14:48 | [CMD] ASLANBEY(23) => /cevir
1:14:49 | ahmet55(18) Bankaci olarak spawn oldu.
1:14:50 | [CMD] huso608(17) => /asay Arac Res Geliyor!!! 
1:14:50 | [CMD] cCc.Bayram.cCC(9) => /work
1:14:50 | [CMD] sezzer(29) => /c baþlat kanka 
1:14:50 | [CMD] amiral(10) => /convoy
1:14:52 | [CMD] huso608(17) => /respawncars
1:14:52 | {FFCC00}nefariouss(12) {FFFFFF}Kamyoncu olarak spawn oldu.
1:14:52 | [SirketCHT] CagatayBro(7): ! ben skor kasýyým vip bitmeden
1:14:53 | [CMD] huso608(17) => /cantazele
1:14:53 | ASLANBEY(23): niko
1:14:53 | Adem32(21): herqul
1:14:54 | [CMD] sezzer(29) => /sirket
1:14:56 | [SirketCHT] CagatayBro(7): ! para her zaman kasýlýr
1:14:56 | HeRquL(14): söyle
1:14:58 | [CMD] Sparta298(20) => /a duyuru chatýný ben silerim hüseyin abi
1:14:59 | ASLANBEY(23): admin ac,l geþ
1:14:59 | huso608(17): nýko gýttý
1:15:0 | Makarov(22): lv convoya buyrun
1:15:0 | amiral(10) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
1:15:1 | [CMD] xqHost(31) => /meslek
1:15:3 | ASLANBEY(23): admin acil geþ
1:15:3 | {FFCC00}xqHost(31) {FFFFFF}Pilot olarak spawn oldu.
1:15:4 | [CMD] Konyali42(36) => /c biz bize yeteriz :D
1:15:5 | [CMD] ahmet55(18) => /work
1:15:6 | [CMD] xqHost(31) => /rescue
1:15:8 | Makarov(22): lv otobus konvoyuna buyrun arkadaslar
1:15:9 | [CMD] GSLIMERT(13) => /kemer
1:15:10 | [LOCAL]GravLaunch(19): ben bi araba alýcam
1:15:10 | [CMD] GravLaunch(19) => /l ben bi araba alýcam
1:15:10 | Sparta298(20): Ne oldu
1:15:11 | [CMD] huso608(17) => /goto 23
1:15:12 | ASLANBEY(23): huso
1:15:12 | [CMD] GravLaunch(19) => /rescue
1:15:15 | ASLANBEY(23): acil
1:15:15 | [CMD] sezzer(29) => /c 600 k daha kasýp býrakcam zaten
1:15:16 | [CMD] xqHost(31) => /work
1:15:17 | [CMD] GravLaunch(19) => /meslek
1:15:17 | [CMD] CagatayBro(7) => /work
1:15:17 | [CMD] xqHost(31) => /kemer
1:15:18 | {FFCC00}GravLaunch(19) {FFFFFF}Kamyoncu olarak spawn oldu.
1:15:19 | [CMD] GSLIMERT(13) => /vipneon
1:15:19 | [CMD] Makarov(22) => /work
1:15:21 | ASLANBEY(23): para gidiyor
1:15:21 | [CMD] GravLaunch(19) => /getcar
1:15:22 | [CMD] GravLaunch(19) => /araba
1:15:24 | [CMD] Konyali42(36) => /c 10m ?
1:15:25 | [CMD] GravLaunch(19) => /araba
1:15:27 | Adem32(21): foma kayýt olcam ama dorulma istyor
1:15:28 | [CMD] sezzer(29) => /c aynen
1:15:28 | [CMD] huso608(17) => /get 23
1:15:29 | amiral(10) oyuna girdi [IP: 176.217.104.184]
1:15:35 | [CMD] ahmet55(18) => /stats
1:15:36 | {FFCC00}buyukustadbitti(6) {FFFFFF}Kamyoncu olarak spawn oldu.
1:15:36 | [CMD] CagatayBro(7) => /tamir
1:15:36 | HeRquL(14): ne doðrulamasý
1:15:36 | [CMD] nefariouss(12) => /work
1:15:38 | 
1:15:39 | [CMD] xqHost(31) => /kemer/tamir
1:15:41 | HeRquL(14): e-posta mý
1:15:42 | [CMD] xqHost(31) => /tamir
1:15:45 | [CMD] ahmet55(18) => /basarimlar
1:15:48 | Adem32(21): 3X3 dyor
1:15:50 | [LOCAL]Freezer3543(11): ban yemem demi
1:15:50 | [CMD] Freezer3543(11) => /l ban yemem demi
1:15:50 | [CMD] GravLaunch(19) => /vipneon
1:15:54 | {FFCC00}amiral(10) Otobus Soforu olarak spawn oldu.
1:15:56 | ASLANBEY(23): huso
1:15:58 | VictorVance(25): vip kaç tlw
1:15:58 | {FFCC00}buyukustadbitti(6) {FFFFFF}Kamyoncu olarak spawn oldu.
1:15:59 | [CMD] Sparta298(20) => /rescue/l neden
1:16:4 | Sparta298(20): Neden freezer*
1:16:9 | Sparta298(20): Ban yiyiceksin?
1:16:9 | Freezer3543(11): Ceza diye
1:16:10 | [CMD] Sparta298(20) => /rescue
1:16:14 | HeRquL(14): 3x3 = 3.3 = 3 kere 3 == 9 -
1:16:15 | Sparta298(20): Yoo
1:16:17 | [CMD] amiral(10) => /convoy
1:16:18 | Freezer3543(11): He tm
1:16:18 | Sparta298(20): Ýþiniz yapýyorsun
1:16:19 | [CMD] ASLANBEY(23) => /getdorse
1:16:20 | [CMD] huso608(17) => /DORSEGET 663
1:16:20 | [CMD] GSpor1991(15) => /cevir
1:16:22 | [CMD] GSpor1991(15) => /convoy
1:16:23 | [CMD] CagatayBro(7) => /pm 36 yaw reis bugün bir adam vardý adýný tam hatýrlayamýyorum
1:16:24 | [CMD] buyukustadbitti(6) => /rescue
1:16:25 | [CMD] GSpor1991(15) => /cevir
1:16:28 | [CMD] huso608(17) => /RESCUE
1:16:29 | buyukustadbitti(6) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
1:16:30 | [CMD] GSpor1991(15) => /cevir
1:16:30 | VictorVance(25): arkadaþlar vip fiyatý kaç tl
1:16:31 | [CMD] GSpor1991(15) => /cevir
1:16:31 | [LOCAL]ASLANBEY(23): vip i unuttum
1:16:31 | [CMD] ASLANBEY(23) => /l vip i unuttum
1:16:32 | [CMD] GSpor1991(15) => /cevir
1:16:32 | [CMD] amiral(10) => /kemer
1:16:32 | [CMD] GSpor1991(15) => /cevir
1:16:33 | [CMD] Freezer3543(11) => /rescue
1:16:34 | [CMD] GSpor1991(15) => /cevir
1:16:36 | [CMD] Sparta298(20) => /a mod yaptým donuyor ya
1:16:36 | [CMD] amiral(10) => /work
1:16:37 | [CMD] GSpor1991(15) => /cevir
1:16:38 | [CMD] CagatayBro(7) => /pm 36 benim arkadaþa týr görevi yaparken önünü kýrdý çarptý
1:16:42 | [CMD] Sparta298(20) => /kemer
1:16:44 | [CMD] cCc.Bayram.cCC(9) => /basarimlar
1:16:45 | [CMD] GSpor1991(15) => /modifiye
1:16:46 | ASLANBEY(23): lan freezer polis oldun yine belalýsýn
1:16:49 | [CMD] GSpor1991(15) => /modifiye
1:16:51 | [CMD] CagatayBro(7) => /pm 36 sonra da arkadaþa ve bana düzgün sür dedi ve küfür etti
1:16:52 | [CMD] GSpor1991(15) => /cevir
1:16:52 | [CMD] amiral(10) => /sac
1:16:55 | GravLaunch(19): eyw herqul
1:16:55 | [CMD] cCc.Bayram.cCC(9) => /meslek
1:16:56 | huso608(17): www.trucksamp.com /konrolpaneli nden bakabilirsiniz
1:16:58 | [CMD] GSpor1991(15) => /cevir
1:16:59 | [CMD] Sparta298(20) => /dtemizle
1:16:59 | cCc.Bayram.cCC(9) Mafya olarak spawn oldu.
1:16:59 | [CMD] Konyali42(36) => /pm 7 vay ....
1:17:0 | GravLaunch(19): bune la
1:17:2 | [CMD] GSpor1991(15) => /cevir
1:17:3 | [CMD] GSpor1991(15) => /cevir
1:17:3 | [CMD] GSpor1991(15) => /cevir
1:17:5 | HeRquL(14): sdfsdf
1:17:6 | [CMD] CagatayBro(7) => /pm 36 bizi de destekleyen bir arkadaþ onla küfürleþti
1:17:7 | [CMD] cCc.Bayram.cCC(9) => /myskin 230
1:17:9 | [CMD] GSpor1991(15) => /cevir
1:17:12 | [CMD] GSpor1991(15) => /cevir
1:17:12 | GravLaunch(19): got trolled bro
1:17:15 | [CMD] CagatayBro(7) => /pm 36 o arkadaþ þahse küfür den 1 gün ban yedi
1:17:16 | GravLaunch(19): what the heck
1:17:16 | HeRquL(14): adýný yanlýþ yazmýþ adamalr
1:17:18 | [CMD] GravLaunch(19) => /galeri
1:17:21 | buyukustadbitti(6) oyuna girdi [IP: 176.40.221.161]
1:17:22 | HeRquL(14): sS:ADA:SDsa
1:17:23 | [CMD] CagatayBro(7) => /pm 36 bu bize bulaþan adam ceza almadý
1:17:26 | [CMD] Sparta298(20) => /atamir
1:17:30 | [CMD] CagatayBro(7) => /pm 36 yetkililer boyko ve testere var dý
1:17:31 | [CMD] Konyali42(36) => /pm 7 iste görmezler
1:17:31 | GravLaunch(19): Bunu kim yazdýysa tebrikler
1:17:34 | [CMD] Sparta298(20) => /a bu araba sürdükçe açýlýyor :d
1:17:35 | [CMD] TDSElektro(16) => /tamir
1:17:35 | [CMD] CagatayBro(7) => /pm 36 söyledim
1:17:39 | [CMD] CagatayBro(7) => /pm 36 görmedik dediler
1:17:40 | cCc.Bayram.cCC(9): mafia baþarýmýnda workdan görev yaparak geliyodu demi týr çalýnca deyil
1:17:41 | 
1:17:44 | {FFCC00}buyukustadbitti(6) {FFFFFF}Kamyoncu olarak spawn oldu.
1:17:44 | [CMD] CagatayBro(7) => /pm 36 boyko gördü 
1:17:45 | [CMD] Sparta298(20) => /atamir
1:17:49 | [CMD] cCc.Bayram.cCC(9) => /work
1:17:49 | [CMD] CagatayBro(7) => /pm 36 beni uyarýyor
1:17:49 | [CMD] Konyali42(36) => /pm 7 sen sakin agzini bozma
1:17:50 | [CMD] buyukustadbitti(6) => /convoy
1:17:50 | HeRquL(14): tam bir ergen þarkýsý
1:17:53 | Adem32(21): herqul kaytl odum 
1:17:54 | huso608(17): aynen gorev yaparak
1:17:56 | xqHost(31): evet bayram
1:17:56 | GravLaunch(19): Aynen
1:17:56 | [CMD] buyukustadbitti(6) => /rescue
1:18:0 | [CMD] cCc.Bayram.cCC(9) => /modifiye
1:18:2 | Freezer3543(11): Dorseden de geldi
1:18:5 | HeRquL(14): ne güzel
1:18:6 | GravLaunch(19): Aynen
1:18:7 | [CMD] xqHost(31) => /tamir
1:18:8 | [CMD] GravLaunch(19) => /galeri
1:18:10 | [CMD] Makarov(22) => /work
1:18:11 | [CMD] Konyali42(36) => /akilitle
1:18:12 | Adem32(21): herqul kaytl odum  onay bekyorm
1:18:14 | [CMD] cCc.Bayram.cCC(9) => /vipneon
1:18:18 | [CMD] buyukustadbitti(6) => /work
1:18:18 | [CMD] Sparta298(20) => /atamir
1:18:23 | [CMD] CagatayBro(7) => /pm 36 adam yerine koymuyorlar
1:18:25 | [CMD] huso608(17) => /work
1:18:27 | HeRquL(14): ne onayý 
1:18:28 | [CMD] Konyali42(36) => /pm 7 aynen
1:18:29 | [CMD] GravLaunch(19) => /kemer
1:18:30 | [CMD] cCc.Bayram.cCC(9) => /vipneon
1:18:31 | [CMD] xqHost(31) => /tamir
1:18:31 | [SirketCHT] sezzer(29): ! ege
1:18:33 | [CMD] VictorVance(25) => /tamir
1:18:34 | [CMD] GravLaunch(19) => /araba
1:18:34 | [CMD] buyukustadbitti(6) => /work
1:18:38 | [CMD] xqHost(31) => /tamir
1:18:40 | [CMD] GravLaunch(19) => /araba
1:18:43 | VictorVance(25) Yol Iscisi olarak spawn oldu.
1:18:43 | [CMD] buyukustadbitti(6) => /WORK
1:18:44 | Adem32(21): adým onlcak dedý yazdý
1:18:47 | [SirketCHT] Sparta298(20): ! sezer
1:18:49 | [CMD] Makarov(22) => /tamir
1:18:52 | [CMD] CagatayBro(7) => /pm 36 admin olmak kolay da onu sürdürebilmek önemli iþte
1:18:52 | [CMD] VictorVance(25) => /kemer
1:18:53 | HeRquL(14): he tm
1:18:54 | [SirketCHT] sezzer(29): ! sana seçilmem demiþtim dimi
1:18:56 | HeRquL(14): yarýn onaylanýr
1:18:57 | [CMD] GravLaunch(19) => /galeri
1:19:0 | [CMD] Konyali42(36) => /pm 7 aynen
1:19:1 | [SirketCHT] Sparta298(20): ! Olsun knk
1:19:2 | [CMD] GravLaunch(19) => /araba
1:19:2 | HeRquL(14): en geç salý
1:19:5 | [SirketCHT] Sparta298(20): ! þansýný denedin.
1:19:11 | GSLIMERT(13): dj alýmlarý ne zaman açýklanýr
1:19:13 | [CMD] buyukustadbitti(6) => /WORK
1:19:13 | [SirketCHT] sezzer(29): ! olm mic yok ne þansý
1:19:18 | [SirketCHT] sezzer(29): ! 10 kere de katýlsam
1:19:19 | [CMD] GravLaunch(19) => /vtamir
1:19:21 | [SirketCHT] sezzer(29): ! seçilmem
1:19:23 | huso608(17): haber verilir
1:19:24 | [SirketCHT] Sparta298(20): ! Bendede mic yoktu
1:19:25 | Adem32(21): mesla çikma istyorm nasýl cilcam 
1:19:29 | [SirketCHT] Sparta298(20): ! katýldým seçildim
1:19:31 | Adem32(21): mesla çikma istyorm nasýl çilcam 
1:19:31 | HeRquL(14): nereden çýkcan
1:19:35 | GravLaunch(19): araç res
1:19:37 | [CMD] TDSDoctor(27) => /tamir
1:19:37 | Adem32(21): formdan
1:19:37 | [CMD] GSpor1991(15) => /tamir
1:19:38 | [CMD] cCc.Bayram.cCC(9) => /myskin 255
1:19:39 | [CMD] Sparta298(20) => /atamir
1:19:40 | [CMD] CagatayBro(7) => /work
1:19:41 | [CMD] huso608(17) => /asay Arac Res Geliyor!!! 
1:19:43 | [CMD] cCc.Bayram.cCC(9) => /myskin 256
1:19:43 | [CMD] VictorVance(25) => /work
1:19:44 | [CMD] huso608(17) => /asay Arac Res Geliyor!!! 
1:19:45 | [CMD] GravLaunch(19) => /vtamir
1:19:45 | HeRquL(14): alt+f çek
1:19:46 | [SirketCHT] xqHost(31): ! sparta micsiz yetkilio lunmuyoki
1:19:46 | [CMD] huso608(17) => /asay Arac Res Geliyor!!! 
1:19:47 | [SirketCHT] sezzer(29): ! daha da katýlmam biþeye
1:19:48 | [CMD] cCc.Bayram.cCC(9) => /myskin 280
1:19:48 | [CMD] huso608(17) => /respawncars
1:19:49 | [SirketCHT] Sparta298(20): ! dj ye katýl istersen
1:19:49 | [CMD] huso608(17) => /cantazele
1:19:50 | [SirketCHT] ahmet55(18): ! dj mý bende mc yok olurmu benden 
1:19:53 | [KAMYONCU] ASLANBEY, Longway Docks'den Harbour Island Warehouse'e Silah tasidi. Kazanc: 844056$, 1 Skor ve 5 EXP Sure: 636 Saniye
1:19:55 | HeRquL(14): çýkýþ yap yazýyo
1:19:56 | [SirketCHT] xqHost(31): ! sparta micsiz yetkilio lunmuyoki
