0:0:0 | sezzer(6): 120 mi
11:20:9 | [TR]MaroNBeReTSs(13): redbully adminlikten atýldýmý ne oldu ? 
11:20:11 | [TR]MaroNBeReTSs(13): göremiym 
11:20:14 | iYasinBey(7): istifa
11:20:14 | [CMD] [TR]MaroNBeReTSs(13) => /work
11:20:24 | [CMD] SansTRr(10) => /tamir
11:20:28 | [TR]MaroNBeReTSs(13): steam gitti ha boþuna 
11:20:40 | [CMD] [TR]MaroNBeReTSs(13) => /work
11:20:40 | iYasinBey(7): neden ki
11:20:41 | [CMD] H.R.N.(12) => /r yasin benim skini 108 yaparmýsýn
11:20:41 | [CMD] testere151(8) => /work
11:20:46 | [CMD] iYasinBey(7) => /work
11:20:47 | [CMD] testere151(8) => /r o yapamaz
11:20:49 | [CMD] H.R.N.(12) => /r yada testo
11:20:51 | [CMD] iYasinBey(7) => /r gel yanýma
11:20:51 | [TR]MaroNBeReTSs(13): steam takasý yaptý adminlige karþýlýk 
11:20:53 | [CMD] iYasinBey(7) => /r yapam
11:20:53 | [CMD] testere151(8) => /r ben yaparým
11:20:55 | [CMD] iYasinBey(7) => /r gel yanýma
11:20:56 | [CMD] iYasinBey(7) => /r yapam
11:20:59 | [CMD] [TR]YagizKCKN(0) => /tamir
11:21:4 | [CMD] testere151(8) => /setskin 12 108
11:21:5 | [CMD] [TR]MaroNBeReTSs(13) => /work
11:21:10 | [CMD] iYasinBey(7) => /r kaç yapam
11:21:12 | [CMD] H.R.N.(12) => /r eyv
11:21:12 | [CMD] testere151(8) => /r yaptým
11:21:17 | [CMD] [TR]MaroNBeReTSs(13) => /work
11:21:18 | [CMD] H.R.N.(12) => /r yaptý saðol
11:21:21 | [CMD] H.R.N.(12) => /work
11:21:22 | iYasinBey(7): :D
11:21:25 | [CMD] [TR]MaroNBeReTSs(13) => /work
11:21:31 | [CMD] iYasinBey(7) => /etk skin 178
11:21:34 | iYasinBey(7): :D
11:21:37 | [CMD] H.R.N.(12) => /r çok sevidiðim bi arkadaþ
11:21:40 | [CMD] iYasinBey(7) => /atamir
11:21:42 | [CMD] H.R.N.(12) => /r la 108
11:21:45 | testere151(8): maron pizza parasý alýyým :D
11:21:48 | [CMD] iYasinBey(7) => /r :D
11:21:56 | [TR]MaroNBeReTSs(13): müesseinizi sevmedim vermiyom 
11:22:2 | [CMD] [TR]MaroNBeReTSs(13) => /work
11:22:3 | [CMD] iYasinBey(7) => /work
11:22:8 | [CMD] nik0tin(9) => /etk skin 45
11:22:11 | [CMD] nik0tin(9) => /etk skin 145
11:22:12 | testere151(8): tükürmüþtüm zaten hýh :D
11:22:13 | [LOCAL]H.R.N.(12): 108
11:22:13 | [CMD] H.R.N.(12) => /l 108
11:22:13 | [CMD] iYasinBey(7) => /etk skin 178
11:22:17 | [CMD] nik0tin(9) => /etk skin 108
11:22:19 | [CMD] iYasinBey(7) => /etk skin 178
11:22:19 | [CMD] testere151(8) => /work
11:22:26 | [CMD] SansTRr(10) => /tamir
11:22:32 | H.R.N.(12) oyundan cIktI (Hata/Crash) (IP: 188.3.28.95)
11:22:33 | nik0tin(9) oyundan cIktI (Hata/Crash) (IP: 78.160.190.48)
11:22:34 | [TR]MaroNBeReTSs(13) oyundan cIktI (Hata/Crash) (IP: 88.230.57.119)
11:22:34 | iYasinBey(7) oyundan cIktI (Hata/Crash) (IP: 88.253.173.94)
11:22:46 | [TR]MaroNBeReTSs(7) oyuna girdi [IP: 88.230.57.119]
11:22:49 | [CMD] [BBG]ArdaCetiner(6) => /work
11:22:50 | H.R.N.(9) oyuna girdi [IP: 188.3.28.95]
11:22:54 | 
11:22:56 | [TR]MaroNBeReTSs(7) Pizzaci olarak spawn oldu.
11:22:57 | nik0tin(11) oyuna girdi [IP: 78.160.190.48]
11:22:58 | [TR]MaroNBeReTSs(7): püü sana 
11:22:59 | 
11:23:0 | [CMD] [TR]MaroNBeReTSs(7) => /rescue
11:23:1 | iYasinBey(12) oyuna girdi [IP: 88.253.173.94]
11:23:2 | H.R.N.(9) Pizzaci olarak spawn oldu.
11:23:8 | [CMD] [TR]MaroNBeReTSs(7) => /work
11:23:9 | [CMD] [TR]MaroNBeReTSs(7) => /sac
11:23:10 | 
11:23:10 | 
11:23:12 | [CMD] H.R.N.(9) => /modifiye
11:23:13 | {FFCC00}nik0tin(11) {FFFFFF}Kamyoncu olarak spawn oldu.
11:23:13 | iYasinBey(12) Pizzaci olarak spawn oldu.
11:23:15 | [CMD] H.R.N.(9) => /sac
11:23:18 | [CMD] nik0tin(11) => /admgiris 
11:23:18 | [CMD] H.R.N.(9) => /goto 8
11:23:21 | [CMD] iYasinBey(12) => /goto 8
11:23:22 | [TR]MaroNBeReTSs(7): adam benim skinle oynarken crash yedi .d 
11:23:22 | testere151(8): oyþ 
11:23:24 | [CMD] iYasinBey(12) => /goto 8
11:23:26 | testere151(8): q:WE
11:23:27 | [CMD] iYasinBey(12) => /admgiris
11:23:29 | [LOCAL]H.R.N.(9): 108
11:23:29 | [CMD] H.R.N.(9) => /l 108
11:23:31 | [CMD] iYasinBey(12) => /goto 8
11:23:32 | iYasinBey(12): :D
11:23:32 | [CMD] nik0tin(11) => /a ula kadir hepimize crash verdi :D 
11:23:35 | [CMD] testere151(8) => /setskin 9 108
11:23:36 | [CMD] nik0tin(11) => /meslek 
11:23:36 | [CMD] iYasinBey(12) => /goto 7
11:23:38 | [TR]MaroNBeReTSs(7): ayriyetten ben yedim onun yanýnda nikotin de yemiþ bak 
11:23:39 | nik0tin(11) Pizzaci olarak spawn oldu.
11:23:43 | [CMD] nik0tin(11) => /rescue 
11:23:44 | [CMD] testere151(8) => /a :D
11:23:53 | [CMD] nik0tin(11) => /a :D 
11:23:57 | testere151(8): hrn de yemiþ
11:23:57 | [CMD] iYasinBey(12) => /etk skin 178
11:23:59 | [CMD] iYasinBey(12) => /goto 7
11:24:0 | [CMD] iYasinBey(12) => /etk skin 178
11:24:1 | [TR]MaroNBeReTSs(7): :D
11:24:4 | [CMD] nik0tin(11) => /a tam kapýdan inerken yapýnca gidiyor oyun 
11:24:4 | [TR]MaroNBeReTSs(7): yapma þunu 
11:24:6 | [CMD] iYasinBey(12) => /spec 7
11:24:8 | H.R.N.(9): ben biþi yemedim
11:24:11 | testere151(8): kim :D
11:24:11 | [CMD] iYasinBey(12) => /etk skin 177
11:24:13 | [CMD] iYasinBey(12) => /etk skin 171
11:24:16 | [CMD] iYasinBey(12) => /etk skin 31
11:24:18 | [TR]MaroNBeReTSs(7): la oynama 
11:24:21 | [CMD] iYasinBey(12) => /etk skin 50
11:24:22 | testere151(8): ben biþe yapmadým q:WE
11:24:28 | [TR]MaroNBeReTSs(7): skinle oynuyor .d 
11:24:32 | [CMD] testere151(8) => /setskin 12 145
11:24:34 | [CMD] nik0tin(11) => /slap 12 
11:24:37 | [CMD] iYasinBey(12) => /specoff
11:24:37 | iYasinBey(12) Pizzaci olarak spawn oldu.
11:24:38 | [CMD] iYasinBey(12) => /goto 7
11:24:51 | [CMD] iYasinBey(12) => /work
11:24:52 | [CMD] H.R.N.(9) => /gobus
11:24:55 | [CMD] [TR]MaroNBeReTSs(7) => /work
11:25:1 | [CMD] H.R.N.(9) => /goto 7
11:25:2 | [ANTIHACK] Þüpheli H.R.N.(9) => Airbreak-hack
11:25:4 | [CMD] H.R.N.(9) => /work
11:25:5 | [CMD] [TR]MaroNBeReTSs(7) => /modifiye
11:25:11 | [CMD] nik0tin(11) => /work 
11:25:24 | iYasinBey(12): kendime pizza kefy
11:25:25 | [TR]MaroNBeReTSs(7): hay evinize ama 
11:25:31 | testere151(8): qwe
11:25:32 | [CMD] iYasinBey(12) => /work
11:25:44 | [CMD] [TR]MaroNBeReTSs(7) => /work
11:25:48 | [CMD] H.R.N.(9) => /work
11:25:53 | [TR]MaroNBeReTSs(7): bak bak motoru çalýyor .d 
11:26:0 | [CMD] [TR]MaroNBeReTSs(7) => /work
11:26:9 | [CMD] testere151(8) => /work
11:26:10 | [CMD] nik0tin(11) => /modifiye 
11:26:13 | iYasinBey(12): arac
11:26:14 | iYasinBey(12): nerde
11:26:15 | iYasinBey(12): la
11:26:16 | [CMD] [TR]MaroNBeReTSs(7) => /goreviptal
11:26:18 | [CMD] [TR]MaroNBeReTSs(7) => /work
11:26:22 | [CMD] H.R.N.(9) => /work
11:26:25 | iYasinBey(12): motor gitti
11:26:26 | [CMD] testere151(8) => /work
11:26:46 | [CMD] H.R.N.(9) => /work
11:26:49 | iYasinBey(12): oh 
11:26:51 | iYasinBey(12): son anda
11:26:55 | [CMD] testere151(8) => /work
11:27:6 | [CMD] iYasinBey(12) => /etk skin 178
11:27:9 | [LOCAL]H.R.N.(9): yavru bi paza ver
11:27:9 | [CMD] H.R.N.(9) => /l yavru bi paza ver
11:27:10 | [CMD] iYasinBey(12) => /etk skin 178
11:27:14 | [CMD] iYasinBey(12) => /kemer
11:27:16 | [CMD] nik0tin(11) => /slap 12 
11:27:17 | H.R.N.(9): yaw
11:27:19 | [CMD] nik0tin(11) => /slap 12 
11:27:21 | iYasinBey(12): tm yapma
11:27:25 | [CMD] iYasinBey(12) => /kemer
11:27:26 | [CMD] nik0tin(11) => /myskin 129
11:27:28 | [CMD] nik0tin(11) => /myskin 124
11:27:29 | [LOCAL]iYasinBey(12): yavru
11:27:29 | [CMD] iYasinBey(12) => /l yavru
11:27:31 | [LOCAL]iYasinBey(12): ýyy
11:27:31 | [CMD] iYasinBey(12) => /l ýyy
11:27:34 | [CMD] iYasinBey(12) => /work
11:27:35 | H.R.N.(9): 108 yap
11:27:43 | [CMD] nik0tin(11) => /a crash veriyo oyun 
11:27:50 | [CMD] [TR]MaroNBeReTSs(7) => /work
11:27:52 | [CMD] SansTRr(10) => /tamir
11:28:0 | [CMD] iYasinBey(12) => /etk skin 108
11:28:4 | [CMD] H.R.N.(9) => /work
11:28:9 | [CMD] [TR]MaroNBeReTSs(7) => /work
11:28:14 | [CMD] iYasinBey(12) => /kemer
11:28:15 | [CMD] iYasinBey(12) => /work
11:28:17 | [CMD] testere151(8) => /work
11:28:29 | [TR]MaroNBeReTSs(7): sw nin yeni mesleði pizzacý artýk 
11:28:32 | [CMD] [TR]MaroNBeReTSs(7) => /work
11:28:35 | iYasinBey(12): :D
11:28:43 | [CMD] [TR]YagizKCKN(0) => /modifiye
11:28:47 | iYasinBey(12): hay evinize
11:28:48 | [CMD] [BBG]ArdaCetiner(6) => /work
11:28:54 | H.R.N.(9):  TruckPizza
11:29:1 | [CMD] SansTRr(10) => /kemer
11:29:1 | [CMD] [TR]MaroNBeReTSs(7) => /work
11:29:6 | [CMD] H.R.N.(9) => /wotk
11:29:9 | [CMD] H.R.N.(9) => /work
11:29:9 | [TR]YagizKCKN(0): aga sizin neden hepinizin skrou 5bin 10 bin fln
11:29:21 | [CMD] iYasinBey(12) => /work
11:29:21 | H.R.N.(9): 20 bin de var ha
11:29:22 | H.R.N.(9): :D
11:29:28 | nik0tin(11): görev yaparak kastýk 
11:29:31 | iYasinBey(12): 31 bin de var
11:29:32 | [TR]MaroNBeReTSs(7): o biþimi 2Milyon var .d 
11:29:32 | iYasinBey(12): :D
11:29:32 | testere151(8): 31 bin QW:E
11:29:42 | testere151(8): 32 olcam :D
11:29:43 | [CMD] H.R.N.(9) => /work
11:29:49 | [CMD] [TR]MaroNBeReTSs(7) => /work
11:29:55 | H.R.N.(9): güzelim skoru bitirdin jigsaw
11:30:0 | [CMD] nik0tin(11) => /work 
11:30:5 | testere151(8): hedef 62 k
11:30:16 | [CMD] [TR]MaroNBeReTSs(7) => /work
11:30:20 | [CMD] nik0tin(11) => /work
11:30:22 | [CMD] iYasinBey(12) => /work
11:30:26 | [CMD] H.R.N.(9) => /work
11:30:44 | [CMD] [TR]MaroNBeReTSs(7) => /work
11:30:47 | [CMD] testere151(8) => /work
11:30:52 | [CMD] nik0tin(11) => /work
11:31:0 | [CMD] H.R.N.(9) => /work
11:31:6 | [CMD] [TR]MaroNBeReTSs(7) => /work
11:31:15 | [CMD] iYasinBey(12) => /work
11:31:15 | [CMD] nik0tin(11) => /work
11:31:29 | [TR]MaroNBeReTSs(7): yavaþ hanzo 
11:31:33 | [CMD] [TR]YagizKCKN(0) => /tamir
11:31:40 | [CMD] H.R.N.(9) => /work
11:31:48 | [CMD] nik0tin(11) => /work
11:32:0 | [CMD] [TR]MaroNBeReTSs(7) => /sirket
11:32:6 | testere151(8): hay buga soktum mesleði
11:32:7 | [CMD] iYasinBey(12) => /work
11:32:16 | [CMD] H.R.N.(9) => /work
11:32:22 | [CMD] nik0tin(11) => /work
11:32:22 | testere151(8): pizzayý veremiyom
11:32:27 | [CMD] [TR]MaroNBeReTSs(7) => /araba
11:32:33 | [CMD] testere151(8) => /goreviptal
11:32:35 | [CMD] [TR]MaroNBeReTSs(7) => /work
11:32:35 | [CMD] testere151(8) => /work
11:32:38 | [CMD] H.R.N.(9) => /tamir
11:32:53 | [CMD] H.R.N.(9) => /work
11:32:54 | [TR]MaroNBeReTSs(7): acý varmý niko .d 
11:32:55 | [CMD] iYasinBey(12) => /a adamýn teki lan dedim diye konu açmýþ A:DA:DS
11:33:2 | [CMD] testere151(8) => /a QW:E
11:33:15 | [CMD] iYasinBey(12) => /work
11:33:16 | H.R.N.(9): la nabýyon
11:33:17 | [CMD] [TR]MaroNBeReTSs(7) => /tamir
11:33:26 | [CMD] nik0tin(11) => /a sarmýyor pizzacý 
11:33:27 | [CMD] [TR]MaroNBeReTSs(7) => /tamir
11:33:32 | [CMD] nik0tin(11) => /a ilk baþta iyiydi 
11:33:34 | [TR]YagizKCKN(0) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
11:33:35 | [CMD] H.R.N.(9) => /work
11:33:39 | [CMD] nik0tin(11) => /asay Araç Res Geliyor ...    
11:33:39 | [CMD] nik0tin(11) => /asay Araç Res Geliyor ...    
11:33:40 | [CMD] nik0tin(11) => /cantazele 
11:33:45 | [CMD] nik0tin(11) => /respawncars 
11:33:48 | [TR]MaroNBeReTSs(7): :D 
11:33:50 | H.R.N.(9): la aracýmý ne alýyon
11:33:53 | [CMD] nik0tin(11) => /araba 
11:34:4 | [CMD] nik0tin(11) => /modifiye 
11:34:4 | [TR]MaroNBeReTSs(7): in len aþa 
11:34:8 | [TR]YagizKCKN(0) oyuna girdi [IP: 85.106.102.99]
11:34:9 | H.R.N.(9): uza
11:34:16 | 
11:34:18 | [CMD] [BBG]ArdaCetiner(6) => /meslek
11:34:18 | [TR]MaroNBeReTSs(7): in aþa 
11:34:20 | [CMD] iYasinBey(12) => /work
11:34:20 | [CMD] [BBG]ArdaCetiner(6) => /meslek
11:34:26 | [CMD] SansTRr(10) => /meslek
11:34:27 | [CMD] H.R.N.(9) => /work
11:34:31 | [CMD] SansTRr(10) => /meslek
11:34:31 | [BBG]ArdaCetiner(6) Yol Iscisi olarak spawn oldu.
11:34:33 | [CMD] SansTRr(10) => /meslek
11:34:34 | [TR]YagizKCKN(0) Yol Iscisi olarak spawn oldu.
11:34:38 | [CMD] SansTRr(10) => /karakol
11:34:45 | [CMD] SansTRr(10) => /cezaode
11:34:48 | [CMD] testere151(8) => /work
11:34:49 | [CMD] SansTRr(10) => /meslek
11:34:49 | [CMD] iYasinBey(12) => /work
11:34:50 | [CMD] [TR]YagizKCKN(0) => /convoy
11:34:51 | [TR]MaroNBeReTSs(7): in aþa 
11:34:54 | [CMD] [TR]YagizKCKN(0) => /convoy
11:34:54 | [CMD] H.R.N.(9) => /r hay senin evini yasin 
11:34:57 | [TR]MaroNBeReTSs(7): :D 
11:34:59 | [CMD] iYasinBey(12) => /r :D
11:35:0 | [CMD] testere151(8) => /r QW:E
11:35:0 | [CMD] [BBG]ArdaCetiner(6) => /work,
11:35:1 | [CMD] [TR]YagizKCKN(0) => /modifiye
11:35:2 | [CMD] [BBG]ArdaCetiner(6) => /work
11:35:5 | [CMD] H.R.N.(9) => /work
11:35:6 | [TR]MaroNBeReTSs(7) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
11:35:9 | [CMD] testere151(8) => /r hay ben böle mesleðim
11:35:13 | [CMD] [TR]YagizKCKN(0) => /convoy
11:35:16 | SansTRr(10) Yol Iscisi olarak spawn oldu.
11:35:20 | [CMD] [TR]YagizKCKN(0) => /wrok
11:35:22 | [CMD] [TR]YagizKCKN(0) => /wrok
11:35:24 | [CMD] testere151(8) => /r lan sürekli bozokun ordaki evler geliyo
11:35:24 | [CMD] [TR]YagizKCKN(0) => /work
11:35:27 | [CMD] [BBG]ArdaCetiner(6) => /convoyayril
11:35:31 | [CMD] [BBG]ArdaCetiner(6) => /work
11:35:35 | [CMD] iYasinBey(12) => /r banada redbully
11:35:38 | [CMD] nik0tin(11) => /a sf ye git :D 
11:35:39 | [CMD] H.R.N.(9) => /r aga orasý çile uðraþma
11:35:42 | [CMD] iYasinBey(12) => /work
11:35:44 | [CMD] testere151(8) => /atamir
11:35:47 | [CMD] SansTRr(10) => /kemer
11:35:48 | [CMD] H.R.N.(9) => /work
11:35:50 | [CMD] nik0tin(11) => /atamir 
11:35:55 | [CMD] SansTRr(10) => /work
11:36:5 | [CMD] iYasinBey(12) => /work
11:36:16 | [CMD] iYasinBey(12) => /atamir
11:36:18 | H.R.N.(9): korka korka yaklaþýyom yasin evine
11:36:25 | [CMD] H.R.N.(9) => /work
11:36:27 | iYasinBey(12): :D
11:36:35 | H.R.N.(9): kabusum oldu ev yutuyo sürekli
11:36:41 | testere151(8): QW:E
11:36:44 | [CMD] testere151(8) => /work
11:37:0 | [CMD] iYasinBey(12) => /work
11:37:14 | [CMD] H.R.N.(9) => /work
11:37:22 | iYasinBey(12): hemen zýyaretciler
11:37:23 | iYasinBey(12): :d
11:37:27 | iYasinBey(12): bakalým
11:37:34 | [CMD] testere151(8) => /meslek
11:37:36 | [CMD] H.R.N.(9) => /work
11:37:37 | {FFCC00}testere151(8) Otobus Soforu olarak spawn oldu.
11:37:48 | H.R.N.(9): aha benim paraç
11:37:55 | [CMD] testere151(8) => /work
11:38:2 | [CMD] nik0tin(11) => /araba 
11:38:3 | H.R.N.(9): California
11:38:6 | [CMD] iYasinBey(12) => /evf
11:38:7 | [CMD] H.R.N.(9) => /work
11:38:8 | [CMD] iYasinBey(12) => /ev
11:38:28 | iYasinBey(12): 4 boyko 2 harun hm
11:38:28 | [CMD] nik0tin(11) => /araba
11:38:34 | [CMD] iYasinBey(12) => /kemer
11:38:36 | [CMD] iYasinBey(12) => /work
11:38:42 | [CMD] [BBG]ArdaCetiner(6) => /goreviptalk
11:38:45 | [CMD] [BBG]ArdaCetiner(6) => /goreviptal
11:38:45 | H.R.N.(9): o ne
11:38:45 | [CMD] SansTRr(10) => /goreviptal
11:38:49 | [CMD] [BBG]ArdaCetiner(6) => /meslek
11:38:50 | [CMD] SansTRr(10) => /meslek
11:38:54 | {FFCC00}SansTRr(10) {FFFFFF}Kamyoncu olarak spawn oldu.
11:38:54 | {FFCC00}[BBG]ArdaCetiner(6) {FFFFFF}Kamyoncu olarak spawn oldu.
11:38:56 | testere151(8): pizza daðýtýmý
11:38:56 | iYasinBey(12): zýyaretciler
11:38:59 | [CMD] [BBG]ArdaCetiner(6) => /rescue
11:39:2 | [CMD] [TR]YagizKCKN(0) => /goreviptal
11:39:4 | testere151(8): hmm
11:39:16 | [CMD] [TR]YagizKCKN(0) => /meslke
11:39:16 | H.R.N.(9): geldik yoktunuz yasin
11:39:18 | [CMD] [TR]YagizKCKN(0) => /meslek
11:39:22 | iYasinBey(12): yeter
11:39:24 | iYasinBey(12): býktý
11:39:25 | [CMD] H.R.N.(9) => /work
11:39:26 | [CMD] nik0tin(11) => /araba
11:39:28 | {FFCC00}[TR]YagizKCKN(0) {FFFFFF}Kamyoncu olarak spawn oldu.
11:39:35 | [CMD] SansTRr(10) => /resq
11:39:37 | iYasinBey(12): testo
11:39:37 | [CMD] [TR]YagizKCKN(0) => /rescue
11:39:40 | testere151(8): ?
11:39:42 | iYasinBey(12): otobus convoy
11:39:43 | iYasinBey(12): yapak
11:39:45 | [CMD] iYasinBey(12) => /meslek
11:39:46 | [CMD] H.R.N.(9) => /work
11:39:48 | {FFCC00}iYasinBey(12) Otobus Soforu olarak spawn oldu.
11:39:51 | [CMD] [TR]YagizKCKN(0) => /convoy
11:39:53 | testere151(8): lv gel
11:39:54 | [CMD] [BBG]ArdaCetiner(6) => /convoy
11:39:56 | [CMD] iYasinBey(12) => /goto 8
11:40:0 | [CMD] nik0tin(11) => /r yuh 
11:40:1 | [CMD] iYasinBey(12) => /rescue
11:40:2 | [CMD] SansTRr(10) => /convoyayril
11:40:2 | [CMD] H.R.N.(9) => /yat
11:40:3 | [CMD] H.R.N.(9) => /yat
11:40:5 | [CMD] testere151(8) => /r noldu
11:40:5 | iYasinBey(12): geldim
11:40:5 | [CMD] SansTRr(10) => /convoy
11:40:12 | [CMD] [TR]YagizKCKN(0) => /convoy
11:40:12 | [CMD] SansTRr(10) => /convoyayril
11:40:14 | [CMD] SansTRr(10) => /convoy
11:40:15 | [CMD] H.R.N.(9) => /r motor paramý ver zübbwe
11:40:17 | [CMD] nik0tin(11) => /r kaza oldu :D 
11:40:19 | [CMD] SansTRr(10) => /convoyayril
11:40:23 | [CMD] SansTRr(10) => /convoy
11:40:27 | [CMD] nik0tin(11) => /r kapý göçtü :D 
11:40:35 | [CMD] H.R.N.(9) => /r zengin deðilmisiniz hepiniz aynýsýnýz
11:40:35 | [CMD] iYasinBey(12) => /r hangi aractan alam testo
11:40:38 | [CMD] SansTRr(10) => /resque
11:40:42 | [CMD] SansTRr(10) => /resqe
11:40:45 | [CMD] iYasinBey(12) => /r býkýnýmý big tours
11:40:47 | [CMD] iYasinBey(12) => /r mu
11:40:47 | [BBG]ArdaCetiner(6): ./rescue
11:40:49 | [OTOBUSCU] testere151, San Fierro Otogar'den Las Venturas Otogar'e Yolcu tasidi. Kazanc: 39714$ ve 9 Skor Sure: 3025 Saniye
11:40:51 | [CMD] SansTRr(10) => /rescue
11:40:59 | [CMD] H.R.N.(9) => /work
11:41:4 | [CMD] iYasinBey(12) => /goto 8
11:41:13 | iYasinBey(12): ac convýoy
11:41:20 | [CMD] SansTRr(10) => /kemer
11:41:23 | [CMD] nik0tin(11) => /atamir 
11:41:24 | [CMD] iYasinBey(12) => /convoy
11:41:29 | [CMD] H.R.N.(9) => /work
11:41:29 | [CMD] iYasinBey(12) => /kemer
11:41:32 | [TR]YagizKCKN(0) oyundan cIktI (Hata/Crash) (IP: 85.106.102.99)
11:41:36 | iYasinBey(12): convoy ac
11:42:0 | [CMD] nik0tin(11) => /dtemizle 
11:42:24 | [CMD] H.R.N.(9) => /work
11:42:41 | [CMD] nik0tin(11) => /atamir 
11:42:58 | [CMD] H.R.N.(9) => /work
11:43:11 | [CMD] iYasinBey(12) => /a gencler viþne suyunun lekesi çýkmýyor demi
11:43:18 | [CMD] nik0tin(11) => /a evet 
11:43:18 | [CMD] [BBG]ArdaCetiner(6) => /saat 6
11:43:24 | [CMD] iYasinBey(12) => /a annem beni sikecek
11:43:24 | [CMD] H.R.N.(9) => /work
11:43:34 | [CMD] [BBG]ArdaCetiner(6) => /saat 12
11:43:38 | [CMD] [BBG]ArdaCetiner(6) => /saat 24
11:43:45 | [CMD] nik0tin(11) => /a gerçek viþneyse hiç çýkmazda suyu belki çýkabilir 
11:43:52 | [CMD] H.R.N.(9) => /work
11:43:54 | [CMD] [BBG]ArdaCetiner(6) => /kar
11:43:57 | [CMD] nik0tin(11) => /a meyvessuyuysa 
11:43:59 | [CMD] [BBG]ArdaCetiner(6) => /kar
11:44:1 | [CMD] iYasinBey(12) => /a meyve suyu olandan
11:44:3 | [CMD] [BBG]ArdaCetiner(6) => /yaðmur
11:44:8 | [CMD] [BBG]ArdaCetiner(6) => /rain
11:44:14 | [CMD] nik0tin(11) => /a kurutmadan suya tut 
11:44:15 | [CMD] iYasinBey(12) => /a tropicana
11:44:22 | [CMD] H.R.N.(9) => /work
11:44:34 | [CMD] [BBG]ArdaCetiner(6) => /ýsýþ
11:44:43 | [CMD] iYasinBey(12) => /a yac 2 damladan biþey olmaz bosver
11:44:56 | [CMD] [BBG]ArdaCetiner(6) => /kemer
11:44:59 | [CMD] H.R.N.(9) => /work
11:45:3 | [CMD] [BBG]ArdaCetiner(6) => /modifiye
11:45:7 | [CMD] nik0tin(11) => /modifiye 
11:45:12 | [CMD] SansTRr(10) => /modify
11:45:21 | iYasinBey(12):  testý
11:45:25 | iYasinBey(12):  testo
11:45:27 | iYasinBey(12): testi
11:45:36 | iYasinBey(12): afk üfff
11:45:41 | [CMD] iYasinBey(12) => /dtemizle
11:45:52 | [CMD] nik0tin(11) => /atamir 
11:45:57 | [CMD] [BBG]ArdaCetiner(6) => /work
11:45:58 | [CMD] nik0tin(11) => /goto 12 
11:46:9 | [CMD] iYasinBey(12) => /atamir
11:46:10 | [CMD] [BBG]ArdaCetiner(6) => /asiriyuk
11:46:11 | [CMD] nik0tin(11) => /atamir 
11:46:13 | [CMD] [BBG]ArdaCetiner(6) => /asiriyuk
11:46:15 | [CMD] SansTRr(10) => /asiriyuk
11:46:26 | [CMD] SansTRr(10) => /asiriyuk
11:46:33 | [CMD] SansTRr(10) => /asiriyuk
11:46:46 | [CMD] nik0tin(11) => /atamir 
11:47:12 | [CMD] [BBG]ArdaCetiner(6) => /goreviptal
11:47:21 | [CMD] iYasinBey(12) => /sirket
11:47:23 | [CMD] [BBG]ArdaCetiner(6) => /rescue
11:47:47 | iYasinBey(12): testi
11:47:48 | iYasinBey(12): la afk
11:47:49 | iYasinBey(12): yav
11:47:54 | [CMD] H.R.N.(9) => /work
11:48:21 | testere151(8): geldim geldim
11:48:28 | iYasinBey(12): hadi convoy aç testi
11:48:29 | testere151(8): spamlama
11:48:35 | iYasinBey(12): m testi hadi
11:48:38 | [CMD] testere151(8) => /convoy
11:48:43 | [CMD] iYasinBey(12) => /convoy
11:48:49 | iYasinBey(12): aç görevi
11:48:54 | [CMD] testere151(8) => /work
11:49:9 | [CMD] [BBG]ArdaCetiner(6) => /skapat
11:49:13 | [CMD] testere151(8) => /atamir
11:49:16 | [CMD] testere151(8) => /fuel
11:49:16 | [CMD] [BBG]ArdaCetiner(6) => /saat 6
11:49:20 | iYasinBey(12): :D
11:49:36 | iYasinBey(12): ya
11:49:40 | [CMD] iYasinBey(12) => /atamir
11:50:9 | [CMD] [BBG]ArdaCetiner(6) => /modifiye
11:50:14 | [CMD] iYasinBey(12) => /atamir
11:50:15 | [CMD] testere151(8) => /atamir
11:50:24 | [CMD] H.R.N.(9) => /work
11:50:24 | [CMD] testere151(8) => /atamir
11:50:34 | iYasinBey(12): :Dd
11:50:37 | testere151(8): Q:WE
11:50:41 | nik0tin(11): üf içim acýdý :D 
11:50:44 | [CMD] H.R.N.(9) => /work
11:50:47 | testere151(8): size bakýyom arada :D
11:50:54 | [CMD] nik0tin(11) => /a uðurda ankaranýn ordaki köprüye uçtu 
11:50:58 | [BBG]ArdaCetiner(6) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
11:51:10 | [CMD] nik0tin(11) => /a gri köprü varya demirimsi 
11:51:12 | [CMD] testere151(8) => /a yasin radar h.o :D
11:51:12 | [CMD] iYasinBey(12) => /a:D
11:51:17 | [CMD] H.R.N.(9) => /work
11:51:17 | [CMD] testere151(8) => /atamir
11:51:22 | [CMD] iYasinBey(12) => /a Ý:D
11:51:27 | SansTRr(10) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
11:51:36 | [CMD] nik0tin(11) => /a bize torpil geçiyo radar :D
11:51:40 | [CMD] H.R.N.(9) => /work
11:51:43 | [CMD] iYasinBey(12) => /a oh
