0:0:0 | [CMD] TIRCI(23) => /basarimlar
9:22:19 | [A.s.i]KraL(8) oyuna girdi [IP: 88.233.56.8]
9:22:23 | [LOCAL]Asi_Kaptan(0): enseye geliyor bes kardes :D
9:22:23 | [CMD] Asi_Kaptan(0) => /l enseye geliyor bes kardes :D
9:22:40 | 
9:22:47 | 
9:22:50 | [CMD] [A.s.i]KraL(8) => /sa
9:22:51 | [CMD] testere151(7) => /jail 7 1 bug
9:22:52 | [CMD] Asi_Kaptan(0) => /as
9:22:53 | testere151(7) Gemici olarak spawn oldu.
9:22:56 | [CMD] [A.s.i]KraL(8) => /rescue
9:23:0 | [CMD] [A.s.i]KraL(8) => /meslek
9:23:3 | {FFCC00}[A.s.i]KraL(8) {FFFFFF}Kamyoncu olarak spawn oldu.
9:23:8 | [CMD] testere151(7) => /admins
9:23:15 | Alex_Pistoletov(9) oyuna girdi [IP: 178.187.69.140]
9:23:28 | [A.s.i]KraL(8): napiyonuz beyler
9:23:32 | [CMD] [A.s.i]KraL(8) => /saat 1
9:23:35 | Asi_Kaptan(0): takýlýyoruz ole
9:23:37 | [CMD] Asi_Kaptan(0) => /sirket
9:23:41 | [CMD] testere151(7) => /car squalo . .
9:23:51 | Asi_Kaptan(0): convoy yapak mý 
9:24:3 | [A.s.i]KraL(8): þirkete gel
9:24:6 | [CMD] Asi_Kaptan(0) => /sirket
9:24:7 | 
9:24:9 | [CMD] Asi_Kaptan(0) => /meslek
9:24:12 | {FFCC00}Asi_Kaptan(0) {FFFFFF}Kamyoncu olarak spawn oldu.
9:24:14 | [CMD] testere151(7) => /rescue
9:24:21 | Alex_Pistoletov(9) oyundan cIktI (KIck/Ban) (IP: 255.255.255.255)
9:24:27 | [CMD] [A.s.i]KraL(8) => /modifiye
9:24:28 | [CMD] Asi_Kaptan(0) => /sirketdorse
9:24:32 | [CMD] testere151(7) => /rescue
9:24:38 | [CMD] Asi_Kaptan(0) => /sirketdorse
9:24:43 | [A.s.i]KraL(8): la :d
9:24:50 | Asi_Kaptan(0): benim o
9:24:53 | [CMD] testere151(7) => /cleanupcars
9:24:54 | [CMD] [A.s.i]KraL(8) => /sirketdorse
9:24:58 | [CMD] testere151(7) => /spec 8
9:25:3 | [CMD] testere151(7) => /spec 0
9:25:8 | Asi_Kaptan(0): convoy gelcen mi testere ?
9:25:10 | [CMD] Asi_Kaptan(0) => /convoy
9:25:11 | testere151(7): yoh
9:25:14 | [CMD] testere151(7) => /specoff
9:25:14 | testere151(7) Gemici olarak spawn oldu.
9:25:14 | Alex_Pistoletov(9) oyuna girdi [IP: 178.187.69.140]
9:25:22 | [CMD] testere151(7) => /rescue
9:25:30 | [A.s.i]KraL(8): testere
9:25:33 | testere151(7): evet
9:25:35 | 
9:25:37 | [A.s.i]KraL(8): nabersin
9:25:39 | [CMD] testere151(7) => /car squalo . .
9:25:47 | Alex_Pistoletov(9) oyundan cIktI (KIck/Ban) (IP: 255.255.255.255)
9:25:58 | [CMD] testere151(7) => /rescue
9:26:3 | eren1616(9) oyuna girdi [IP: 95.10.25.210]
9:26:4 | [CMD] [A.s.i]KraL(8) => /resccue
9:26:6 | [CMD] [A.s.i]KraL(8) => /rescue
9:26:15 | 
9:26:21 | eren1616(9) Gemici olarak spawn oldu.
9:26:26 | [CMD] eren1616(9) => /admgiris
9:26:28 | [CMD] eren1616(9) => /sa
9:26:30 | [CMD] Asi_Kaptan(0) => /as
9:26:31 | [CMD] eren1616(9) => /rescue
9:26:32 | [CMD] [A.s.i]KraL(8) => /modifiye
9:26:35 | [CMD] eren1616(9) => /karakol
9:26:38 | [CMD] eren1616(9) => /cezaode
9:26:38 | [CMD] [A.s.i]KraL(8) => /as
9:26:40 | [CMD] eren1616(9) => /rescue
9:26:41 | Asi_Kaptan(0): eren konvoy var gel harbourdan
9:26:54 | [CMD] eren1616(9) => /a lan
9:26:59 | [CMD] eren1616(9) => /a lan olm naptýn
9:27:10 | [CMD] testere151(7) => /a ne yaptým la
9:27:30 | [CMD] eren1616(9) => /a lan uçuyon
9:27:35 | [CMD] eren1616(9) => /a airbreak açmýþsýn
9:27:36 | [CMD] testere151(7) => /a nasýl
9:27:42 | [CMD] testere151(7) => /a nasýl lo
9:27:46 | Asi_Kaptan(0): kral para lazýmsa veriyim :D
9:27:49 | [CMD] eren1616(9) => /a vallaha uçuyodun
9:27:52 | [CMD] eren1616(9) => /a ss de var
9:27:58 | [CMD] testere151(7) => /a özelden at bakim
9:28:4 | [A.s.i]KraL(8): borcunu ver yeter :D
9:28:4 | [CMD] testere151(7) => /a þuan uçuyomuyum
9:28:8 | [CMD] eren1616(9) => /a hayýr
9:28:13 | [CMD] eren1616(9) => /a face bak
9:28:14 | [CMD] testere151(7) => /a iyi
9:28:15 | Asi_Kaptan(0): salla basý al maasý :D
9:28:22 | [CMD] testere151(7) => /a hile açmýþtýmda
9:28:27 | [CMD] Asi_Kaptan(0) => /convoy
9:28:27 | [A.s.i]KraL(8): :D
9:28:31 | [CMD] testere151(7) => /a kontro lediyorum hile varmý diye
9:28:32 | Asi_Kaptan(0): eren geliyor musun sen ?
9:28:33 | [A.s.i]KraL(8): hadi gelin beyler
9:28:36 | [CMD] eren1616(9) => /a niye açtýn olm
9:28:44 | [CMD] testere151(7) => /a kontrol ediyorum hile varmý diye
9:28:52 | [CMD] eren1616(9) => /a nasýl la
9:28:58 | Asi_Kaptan(0):  /convoy 
9:29:12 | [LOCAL]Asi_Kaptan(0): katýlsana mk
9:29:12 | [CMD] Asi_Kaptan(0) => /l katýlsana mk
9:29:22 | [CMD] [A.s.i]KraL(8) => /convoy
9:29:26 | [CMD] Asi_Kaptan(0) => /work
9:29:27 | [CMD] testere151(7) => /a benim kullanðýdým hile  yi baþkasý kullanýyomu görebiliyorum
9:29:37 | [A.s.i]KraL(8): eren gelmiyo herelde baþlat
9:29:41 | [CMD] eren1616(9) => /a heee
9:29:47 | [CMD] eren1616(9) => /a banada versene la :D
9:29:53 | [CMD] eren1616(9) => /a bende bakam
9:29:59 | [CMD] testere151(7) => /a hyr
9:29:59 | [CMD] Asi_Kaptan(0) => /c hadi al gorevi gidek .d
9:30:2 | [CMD] eren1616(9) => /a peki
9:30:4 | [CMD] Asi_Kaptan(0) => /asiriyuk
9:30:8 | [CMD] eren1616(9) => /a ls ye goto olsana
9:30:12 | [CMD] testere151(7) => /a yok
9:30:17 | [CMD] eren1616(9) => /a olm ya
9:30:19 | [CMD] eren1616(9) => /fly
9:30:41 | [A.s.i]KraL(8): oyun kasiyo :D
9:30:45 | [ANTIHACK] Þüpheli testere151(7) => Hiz-Hilesi
9:30:50 | Asi_Kaptan(0): kapat  dortleri kasmasýn :D
9:31:7 | [A.s.i]KraL(8): kasiiyo derken kaliyoz öyle :D
9:31:7 | [CMD] testere151(7) => /a püð silip gelem ben 3000 km diyir QW:E
9:31:14 | [CMD] eren1616(9) => /a aS:DADa
9:31:16 | testere151(7): relog
9:31:20 | testere151(7) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
9:31:38 | [A.s.i]KraL(8): testere
9:31:45 | testere151(7) oyuna girdi [IP: 88.230.167.210]
9:31:53 | 
9:31:57 | testere151(7) Gemici olarak spawn oldu.
9:32:5 | [CMD] testere151(7) => /admgiris
9:32:6 | [CMD] eren1616(9) => /a gotooo
9:32:12 | [CMD] eren1616(9) => /a gotooo
9:32:13 | [A.s.i]KraL(8): testere
9:32:16 | testere151(7): evet
9:32:23 | [A.s.i]KraL(8): arkadaþini gördüm la
9:32:25 | [CMD] testere151(7) => /cleanupcars
9:32:25 | [CMD] eren1616(9) => /a gotooo
9:32:33 | testere151(7): ?
9:32:36 | [CMD] testere151(7) => /a hyr
9:32:45 | [CMD] testere151(7) => /car squalo . .
9:32:47 | [A.s.i]KraL(8): :D neyse anlamadi boþ ver
9:33:19 | [CMD] eren1616(9) => /work
9:34:10 | [CMD] eren1616(9) => /a gotooo olll
9:34:17 | [CMD] testere151(7) => /a lan senide sikicem
9:34:23 | [CMD] eren1616(9) => /a :ASD:ASD:A:DA
9:34:29 | [CMD] testere151(7) => /sban 9
9:34:31 | [CMD] eren1616(9) => /a ne yarrak varmýþ be
9:34:43 | [BAN] testere151(7) eren1616(9)'i sinirsiz banladý. Sebep: by
9:34:43 | [CMD] testere151(7) => /sban 9 by
9:34:44 | eren1616(9) oyundan cIktI (KIck/Ban) (IP: 255.255.255.255)
9:34:53 | [CMD] testere151(7) => /unban eren1616
9:35:11 | Asi_Kaptan(0): adminlik gitti onun :D
9:35:12 | testere151(7): sinir etti buda
9:35:21 | [A.s.i]KraL(8): :D
9:35:33 | Asi_Kaptan(0): adminlik gitti onun biliyorsun demi :D
9:35:38 | testere151(7): no
9:35:41 | testere151(7): gitmedi
9:35:44 | [CMD] testere151(7) => /work
9:35:48 | Asi_Kaptan(0): sinirsizda gidiyor 
9:35:58 | eren1616(9) oyuna girdi [IP: 95.10.25.210]
9:36:5 | 
9:36:8 | eren1616(9) Gemici olarak spawn oldu.
9:36:13 | [CMD] eren1616(9) => /admgiris
9:36:19 | eren1616(9): Allah seni alsýn Kadir
9:36:23 | testere151(7): QW:E
9:36:28 | testere151(7): dellendirme beni
9:36:31 | eren1616(9): AS:DA
9:36:34 | [CMD] eren1616(9) => /goto 7
9:36:40 | eren1616(9): la teknemi ver :D
9:36:45 | testere151(7): banene
9:36:50 | eren1616(9): gel sana tekne alak
9:36:54 | [CMD] eren1616(9) => /rescue
9:37:0 | [CMD] eren1616(9) => /araba
9:37:16 | [A.s.i]KraL(8): kaptan iyi muý sin
9:37:17 | [CMD] eren1616(9) => /sac
9:37:19 | [A.s.i]KraL(8): kaptan iyi mý sin
9:37:20 | [A.s.i]KraL(8): :D
9:37:23 | Asi_Kaptan(0): kullancan arabayý 
9:37:30 | Asi_Kaptan(0): dee 
9:37:33 | [A.s.i]KraL(8): testere benzemiþisz
9:37:35 | [CMD] eren1616(9) => /atamir
9:37:58 | [CMD] eren1616(9) => /atamir
9:38:6 | [CMD] testere151(7) => /work
9:38:17 | [A.s.i]KraL(8): benleþten geçti valalh :D
9:38:26 | Asi_Kaptan(0): catýr catýr alýyor valla
9:38:29 | [CMD] testere151(7) => /dtemizle
9:38:30 | [CMD] testere151(7) => /dtemizle
9:39:10 | [CMD] eren1616(9) => /rescue
9:39:13 | [CMD] eren1616(9) => /fly
9:39:57 | [CMD] eren1616(9) => /myskin 120
9:40:22 | [CMD] testere151(7) => /meslek
9:40:24 | {FFCC00}testere151(7) {FFFFFF}Kamyoncu olarak spawn oldu.
9:40:41 | [CMD] testere151(7) => /work
9:40:42 | [CMD] eren1616(9) => /galeri
9:40:59 | [CMD] eren1616(9) => /gobus
9:41:0 | [CMD] testere151(7) => /sirket
9:41:4 | [CMD] [A.s.i]KraL(8) => /convoyayril
9:41:14 | [CMD] eren1616(9) => /a knk 7m borç ver be þirket maaþlarý daðýtýlýnca vercem sana
9:41:18 | [CMD] eren1616(9) => /a tekne alýcam
9:41:21 | [A.s.i]KraL(8): kaptan
9:41:22 | [CMD] testere151(7) => /a hyr
9:41:25 | Asi_Kaptan(0): ?
9:41:25 | [CMD] eren1616(9) => /a knk yav
9:41:31 | [CMD] testere151(7) => /work
9:41:36 | [CMD] testere151(7) => /goreviptal
9:41:41 | [A.s.i]KraL(8): baþka görev yapak kapilara çaliþtik annasini satim
9:41:47 | [CMD] eren1616(9) => /meslek
9:41:49 | {FFCC00}eren1616(9) {FFFFFF}Kamyoncu olarak spawn oldu.
9:41:49 | [CMD] testere151(7) => /work
9:41:52 | [CMD] eren1616(9) => /myskni
9:41:54 | Asi_Kaptan(0): birþey olmaz 
9:41:56 | [CMD] eren1616(9) => /myskin 120
9:41:56 | [CMD] testere151(7) => /sirketdorse
9:41:58 | [CMD] eren1616(9) => /rescue
9:42:1 | [CMD] testere151(7) => /bonus
9:42:24 | [CMD] eren1616(9) => /modifiye
9:42:37 | [CMD] [A.s.i]KraL(8) => /wortk
9:42:38 | [CMD] [A.s.i]KraL(8) => /work
9:42:58 | [CMD] testere151(7) => /work
9:43:2 | [CMD] Asi_Kaptan(0) => /c bunuda yapak kargocu yap sen :D
9:43:9 | [A.s.i]KraL(8): kaptan
9:43:20 | [CMD] Asi_Kaptan(0) => /convoykontrol
9:43:21 | [CMD] [A.s.i]KraL(8) => /work
9:43:23 | Asi_Kaptan(0): ney ?
9:43:25 | [CMD] Asi_Kaptan(0) => /convoy
9:43:28 | [CMD] eren1616(9) => /a knk 4m ver bari yav
9:43:31 | Asi_Kaptan(0): harbi esseksin
9:43:40 | Asi_Kaptan(0): Arac Res
9:43:42 | [CMD] Asi_Kaptan(0) => /melsek
9:43:44 | [CMD] Asi_Kaptan(0) => /meslek
9:43:48 | [CMD] Asi_Kaptan(0) => /karakol
9:43:49 | [A.s.i]KraL(8): burdan seç sonra þey seç istanbul çifliye
9:43:51 | [CMD] Asi_Kaptan(0) => /cezaode
9:43:54 | [CMD] Asi_Kaptan(0) => /meslek
9:43:55 | [CMD] eren1616(9) => /sirket
9:43:56 | 
9:43:56 | [CMD] testere151(7) => /a kas mk banane
9:43:59 | [CMD] Asi_Kaptan(0) => /rescue
9:44:1 | [A.s.i]KraL(8): ne oldu la :D
9:44:2 | Asi_Kaptan(0): sf gel 
9:44:9 | [CMD] testere151(7) => /sac
9:44:18 | [CMD] [A.s.i]KraL(8) => /rescue
9:44:22 | [CMD] [A.s.i]KraL(8) => /meslek
9:44:25 | 
9:44:40 | [CMD] Asi_Kaptan(0) => /modifiye
9:44:46 | [A.s.i]KraL(8): oh otur 
9:44:49 | [CMD] [A.s.i]KraL(8) => /work
9:44:55 | [CMD] eren1616(9) => /a gel konvoyh
9:44:55 | [LOCAL]Asi_Kaptan(0): ben buralardayým :D
9:44:55 | [CMD] Asi_Kaptan(0) => /l ben buralardayým :D
9:44:56 | [CMD] testere151(7) => /atamir
9:45:5 | [LOCAL][A.s.i]KraL(8): tn
9:45:5 | [CMD] [A.s.i]KraL(8) => /l tn
9:45:7 | [LOCAL][A.s.i]KraL(8): tm
9:45:7 | [CMD] [A.s.i]KraL(8) => /l tm
9:46:13 | [CMD] eren1616(9) => /asay Araçlar Spawnlanýyor
9:46:16 | [CMD] eren1616(9) => /asay Araçlar Spawnlanýyor
9:46:21 | [CMD] eren1616(9) => /respawncars
9:46:21 | [A.s.i]KraL(8): tm
9:46:29 | [CMD] eren1616(9) => /atamir
9:46:40 | [CMD] eren1616(9) => /vipneon
9:46:46 | [A.s.i]KraL(8): binmiyo yaw :d
9:46:47 | [CMD] eren1616(9) => /saat 5
9:47:3 | [CMD] eren1616(9) => /saat 16
9:47:28 | [CMD] eren1616(9) => /work
9:47:42 | [CMD] eren1616(9) => /asiriyuk
9:48:20 | eren1616(9): ballý amdin
9:48:23 | testere151(7): bugün sw bana çalýþýyo :D
9:48:29 | eren1616(9): :D
9:48:34 | testere151(7): 2. loto bu
9:48:35 | [A.s.i]KraL(8): olum her gün öyle
9:49:4 | [CMD] eren1616(9) => /a knk gel bari þu buga bakak
9:49:20 | [CMD] testere151(7) => /a ne bugu
9:49:24 | [CMD] [A.s.i]KraL(8) => /work
9:49:31 | [CMD] eren1616(9) => /a 1 týrda 2 kiþi görev yapabilkme bugu
9:49:36 | [CMD] eren1616(9) => /atamir
9:49:59 | [KAMYONCU] testere151, Angel Pine Sawmill'den SF Hill Farm'e Pano tasidi. Kazanc: 29796$, 2 Skor ve 5 EXP Sure: 114 Saniye
9:50:8 | [CMD] testere151(7) => /goto 9
9:50:12 | [CMD] testere151(7) => /goto 9
9:50:13 | [CMD] eren1616(9) => /a goto
9:50:22 | [LOCAL]eren1616(9): grv bitsin
9:50:22 | [CMD] eren1616(9) => /l grv bitsin
9:50:31 | [CMD] eren1616(9) => /atamir
9:50:31 | [CMD] [A.s.i]KraL(8) => /sirket
9:50:40 | [CMD] testere151(7) => /ogorev 9
9:50:48 | [LOCAL]testere151(7): ohoo daha var mk
9:50:48 | [CMD] testere151(7) => /l ohoo daha var mk
9:50:56 | [LOCAL]eren1616(9): iþin varmý ?
9:50:56 | [CMD] eren1616(9) => /l iþin varmý ?
9:50:56 | [CMD] testere151(7) => /jail 7 1 .
9:50:58 | {FFCC00}testere151(7) {FFFFFF}Kamyoncu olarak spawn oldu.
9:51:29 | [CMD] eren1616(9) => /atamir
9:51:38 | [CMD] eren1616(9) => /atamir
9:51:44 | Yilmaz(10) oyuna girdi [IP: 88.255.199.39]
9:52:8 | Yilmaz(10) oyundan cIktI (KIck/Ban) (IP: 255.255.255.255)
9:52:12 | [CMD] testere151(7) => /work
9:52:15 | [CMD] eren1616(9) => /atamir
9:52:18 | [CMD] [A.s.i]KraL(8) => /work
9:52:20 | [CMD] [A.s.i]KraL(8) => /tamir
9:52:26 | [CMD] eren1616(9) => /tamir
9:52:40 | [CMD] eren1616(9) => /asistan
9:52:49 | [CMD] [A.s.i]KraL(8) => /cevir
9:54:12 | [CMD] eren1616(9) => /vtamir
9:54:54 | [A.s.i]KraL(8):  bizde /rescue yazariz :D
9:55:20 | [CMD] Asi_Kaptan(0) => /kemer
9:55:42 | [CMD] eren1616(9) => /atamir
9:56:28 | [CMD] [A.s.i]KraL(8) => /cevir
9:56:48 | [CMD] eren1616(9) => /atamir
9:56:51 | [CMD] [A.s.i]KraL(8) => /work
9:57:0 | [CMD] [A.s.i]KraL(8) => /tamir
9:57:16 | [CMD] eren1616(9) => /A GOTO
9:57:22 | [CMD] testere151(7) => /goto 9
9:57:27 | [CMD] eren1616(9) => /a bin yana
9:57:28 | [KAMYONCU] eren1616, Longway Docks'den Harbour Island Warehouse'e Silah tasidi. Kazanc: 844056$, 1 Skor ve 5 EXP Sure: 474 Saniye
9:57:31 | [CMD] testere151(7) => /slap 7
9:57:42 | [CMD] testere151(7) => /goreviptal
9:57:45 | [LOCAL]eren1616(9): þimdi ben týrdan inince
9:57:45 | [CMD] eren1616(9) => /l þimdi ben týrdan inince
9:57:51 | [LOCAL]eren1616(9): sen sürücü koltuðuna otur
9:57:51 | [CMD] eren1616(9) => /l sen sürücü koltuðuna otur
9:57:55 | [LOCAL]eren1616(9): work yaz görev al
9:57:55 | [CMD] eren1616(9) => /l work yaz görev al
9:58:3 | [LOCAL]eren1616(9): sonra in tekrar yan koltuða geç
9:58:3 | [CMD] eren1616(9) => /l sonra in tekrar yan koltuða geç
9:58:5 | [CMD] eren1616(9) => /work
9:58:20 | [LOCAL]eren1616(9): warhouse al
9:58:20 | [CMD] eren1616(9) => /l warhouse al
9:58:23 | [LOCAL]eren1616(9): bin
9:58:23 | [CMD] eren1616(9) => /l bin
9:58:33 | [LOCAL]eren1616(9): al görev in
9:58:33 | [CMD] eren1616(9) => /l al görev in
9:58:34 | [CMD] testere151(7) => /work
9:58:35 | [LOCAL]eren1616(9): yana bin
9:58:35 | [CMD] eren1616(9) => /l yana bin
9:59:16 | [LOCAL]eren1616(9): gidelim þimdi
9:59:16 | [CMD] eren1616(9) => /l gidelim þimdi
9:59:48 | [CMD] [A.s.i]KraL(8) => /work
10:0:6 | [CMD] eren1616(9) => /cevir
10:0:9 | [CMD] eren1616(9) => /getdorse
10:0:50 | [CMD] eren1616(9) => /atamir
10:1:6 | [LOCAL]eren1616(9): saðda görev var dimi sende
10:1:6 | [CMD] eren1616(9) => /l saðda görev var dimi sende
10:1:20 | [LOCAL]testere151(7): h
10:1:20 | [CMD] testere151(7) => /l h
10:1:23 | [LOCAL]testere151(7): e
10:1:23 | [CMD] testere151(7) => /l e
10:1:31 | [LOCAL]eren1616(9): ok
10:1:31 | [CMD] eren1616(9) => /l ok
10:1:54 | [LOCAL]eren1616(9): al sen sür hata biraz
10:1:54 | [CMD] eren1616(9) => /l al sen sür hata biraz
10:2:14 | [CMD] testere151(7) => /fuel
10:2:24 | [CMD] eren1616(9) => /atamir
10:3:8 | [CMD] eren1616(9) => /aka 0
10:3:11 | [CMD] eren1616(9) => /aka 8
10:3:17 | [LOCAL]eren1616(9): knk
10:3:17 | [CMD] eren1616(9) => /l knk
10:3:28 | [LOCAL]eren1616(9): aka 0 da da aka 8 de ayný hesap var
10:3:28 | [CMD] eren1616(9) => /l aka 0 da da aka 8 de ayný hesap var
10:3:38 | [LOCAL]testere151(7): elleme
10:3:38 | [CMD] testere151(7) => /l elleme
10:3:44 | [LOCAL]eren1616(9): ok
10:3:44 | [CMD] eren1616(9) => /l ok
10:4:7 | [LOCAL]Asi_Kaptan(0): aksam bilgisayarý evi getir
10:4:7 | [CMD] Asi_Kaptan(0) => /l aksam bilgisayarý evi getir
10:4:18 | [LOCAL][A.s.i]KraL(8): evde ztn :D
10:4:18 | [CMD] [A.s.i]KraL(8) => /l evde ztn :D
10:4:30 | [LOCAL]Asi_Kaptan(0): tamam kýz nerde lan ?
10:4:30 | [CMD] Asi_Kaptan(0) => /l tamam kýz nerde lan ?
10:4:41 | [LOCAL][A.s.i]KraL(8): kýz ki
10:4:41 | [CMD] [A.s.i]KraL(8) => /l kýz ki
10:4:43 | [LOCAL][A.s.i]KraL(8): kýz kimm
10:4:43 | [CMD] [A.s.i]KraL(8) => /l kýz kimm
10:4:51 | eren1616(9) oyundan cIktI (Hata/Crash) (IP: 95.10.25.210)
10:4:53 | [LOCAL]Asi_Kaptan(0): eleman
10:4:53 | [CMD] Asi_Kaptan(0) => /l eleman
10:4:58 | [LOCAL][A.s.i]KraL(8): duriyo :D
10:4:58 | [CMD] [A.s.i]KraL(8) => /l duriyo :D
10:5:1 | eren1616(9) oyuna girdi [IP: 95.10.25.210]
10:5:19 | [LOCAL]Asi_Kaptan(0): onada ogret oda oynar :SD:ASD:SA:
10:5:19 | [CMD] Asi_Kaptan(0) => /l onada ogret oda oynar :SD:ASD:SA:
10:5:30 | [LOCAL][A.s.i]KraL(8): D:
10:5:30 | [CMD] [A.s.i]KraL(8) => /l D:
10:5:31 | eren1616(9) oyundan cIktI (Hata/Crash) (IP: 95.10.25.210)
10:5:44 | [CMD] testere151(7) => /atamir
10:5:45 | [CMD] [A.s.i]KraL(8) => /tamir
10:5:48 | [CMD] [A.s.i]KraL(8) => /wor
10:5:49 | [CMD] [A.s.i]KraL(8) => /work
10:6:13 | [LOCAL]Asi_Kaptan(0): sabaha kadar belki kargoculuk yaparým ben 
10:6:13 | [CMD] Asi_Kaptan(0) => /l sabaha kadar belki kargoculuk yaparým ben 
10:6:22 | [A.s.i]KraL(8): :D
10:6:29 | [LOCAL][A.s.i]KraL(8): olur olur
10:6:29 | [CMD] [A.s.i]KraL(8) => /l olur olur
10:6:37 | [LOCAL]Asi_Kaptan(0): sana kurus vermem ama :D 
10:6:37 | [CMD] Asi_Kaptan(0) => /l sana kurus vermem ama :D 
10:6:45 | eren1616(9) oyuna girdi [IP: 95.10.25.210]
10:6:54 | 
10:6:54 | [LOCAL][A.s.i]KraL(8): ben siz de az veririr :D
10:6:54 | [CMD] [A.s.i]KraL(8) => /l ben siz de az veririr :D
10:6:56 | {FFCC00}eren1616(9) {FFFFFF}Kamyoncu olarak spawn oldu.
10:6:58 | [CMD] eren1616(9) => /admgiris
10:7:3 | [CMD] eren1616(9) => /a amk ttnet
10:7:4 | [CMD] eren1616(9) => /a amk ttneti
10:7:12 | [CMD] eren1616(9) => /a knk oraya gidince ikimizde para alýyoruz iþtwe
10:7:14 | [LOCAL]Asi_Kaptan(0): huso var :D 
10:7:14 | [CMD] Asi_Kaptan(0) => /l huso var :D 
10:7:15 | [CMD] eren1616(9) => /a bug bu
10:7:29 | [LOCAL][A.s.i]KraL(8): o tamm :(
10:7:29 | [CMD] [A.s.i]KraL(8) => /l o tamm :(
10:7:38 | [LOCAL]Asi_Kaptan(0): ahahaha :D
10:7:38 | [CMD] Asi_Kaptan(0) => /l ahahaha :D
10:7:38 | [CMD] testere151(7) => /a /bugreport
10:7:50 | [CMD] [A.s.i]KraL(8) => /l 
10:7:50 | [CMD] eren1616(9) => /bugreport 2 kiþi 1 týrda görev yapabiliyor
10:7:54 | [LOCAL][A.s.i]KraL(8): in la aþayaa
10:7:54 | [CMD] [A.s.i]KraL(8) => /l in la aþayaa
10:7:55 | [LOCAL][A.s.i]KraL(8): in la aþayaa
10:7:55 | [CMD] [A.s.i]KraL(8) => /l in la aþayaa
10:7:57 | [LOCAL][A.s.i]KraL(8): in
10:7:57 | [CMD] [A.s.i]KraL(8) => /l in
10:8:2 | [CMD] testere151(7) => /a þ kullanma
10:8:4 | [LOCAL]Asi_Kaptan(0): siktir amcuk :D 
10:8:4 | [CMD] Asi_Kaptan(0) => /l siktir amcuk :D 
10:8:11 | [CMD] eren1616(9) => /bugreport 2 kisi 1 týrda görev yapabiliyor
10:8:28 | [LOCAL]Asi_Kaptan(0): aksam kalkarsam hallederiz onu
10:8:28 | [CMD] Asi_Kaptan(0) => /l aksam kalkarsam hallederiz onu
10:8:38 | [CMD] eren1616(9) => /sac
10:8:41 | [A.s.i]KraL(8): D:
10:8:45 | [A.s.i]KraL(8): napþiyon la arabaya
10:8:49 | [LOCAL]Asi_Kaptan(0): harbi esseksi :D
10:8:49 | [CMD] Asi_Kaptan(0) => /l harbi esseksi :D
10:8:52 | [KAMYONCU] testere151, Harbour Island Warehouse'den Longway Warehouse'e Degerli Esyalar tasidi. Kazanc: 509262$, 1 Skor ve 5 EXP Sure: 481 Saniye
10:9:11 | [LOCAL][A.s.i]KraL(8): bu son
10:9:11 | [CMD] [A.s.i]KraL(8) => /l bu son
10:9:20 | [LOCAL]Asi_Kaptan(0): niye la ne oldu :D 
10:9:20 | [CMD] Asi_Kaptan(0) => /l niye la ne oldu :D 
10:9:23 | [CMD] eren1616(9) => /a kargo atakmý
10:9:29 | [LOCAL][A.s.i]KraL(8): hesoylka yaparsin
10:9:29 | [CMD] [A.s.i]KraL(8) => /l hesoylka yaparsin
10:9:37 | [CMD] testere151(7) => /a yoh
10:9:41 | [CMD] testere151(7) => /god
10:9:44 | [CMD] eren1616(9) => /stats
10:9:45 | [LOCAL]Asi_Kaptan(0): yapýyoz olum onla gece zaten ;)
10:9:45 | [CMD] Asi_Kaptan(0) => /l yapýyoz olum onla gece zaten ;)
10:9:55 | [LOCAL]Asi_Kaptan(0): adam servet kazandýrdý mk .D
10:9:55 | [CMD] Asi_Kaptan(0) => /l adam servet kazandýrdý mk .D
10:9:59 | [LOCAL][A.s.i]KraL(8): tamam iþte yaparsinniz
10:9:59 | [CMD] [A.s.i]KraL(8) => /l tamam iþte yaparsinniz
10:10:2 | [LOCAL]Asi_Kaptan(0): skora bak para ev dukkan :D 
10:10:2 | [CMD] Asi_Kaptan(0) => /l skora bak para ev dukkan :D 
10:10:12 | [CMD] eren1616(9) => /meslek
10:10:19 | [CMD] eren1616(9) => /karakol
10:10:23 | [CMD] eren1616(9) => /cezaode
10:10:24 | [CMD] eren1616(9) => /meslek
10:10:27 | {FFCC00}eren1616(9) {FFFFFF}Cevik Kuvvet olarak spawn oldu.
10:10:35 | [CMD] eren1616(9) => /meslek
10:10:38 | eren1616(9) Gemici olarak spawn oldu.
10:10:41 | [LOCAL]Asi_Kaptan(0): aksam ararým seni ben
10:10:41 | [CMD] Asi_Kaptan(0) => /l aksam ararým seni ben
10:10:43 | [CMD] eren1616(9) => /fly
10:10:56 | [LOCAL][A.s.i]KraL(8): ara çok ararsin :d
10:10:56 | [CMD] [A.s.i]KraL(8) => /l ara çok ararsin :d
10:11:15 | [CMD] testere151(7) => /meslek
10:11:23 | eren1616(9) oyundan cIktI (Hata/Crash) (IP: 95.10.25.210)
10:11:30 | [CMD] testere151(7) => /rescue
10:11:37 | [LOCAL]Asi_Kaptan(0): sikerim atcagýn tribi
10:11:37 | [CMD] Asi_Kaptan(0) => /l sikerim atcagýn tribi
