0:0:3 | [CMD] ScrappeR(7) => /gobus
9:35:51 | iYasinBey(11): hep lottoyu sabahlarý kazanýyorum ben varya
9:35:52 | iYasinBey(11): :D
9:35:55 | [CMD] agareis150(9) => /tamir
9:36:0 | ordulukral523152(8): can res
9:36:1 | agareis150(9): hadi hic
9:36:2 | [CMD] iYasinBey(11) => /cantazele
9:36:2 | [CMD] iYasinBey(11) => /asay Arac Res Geliyor... Ýyi Oyunlar...
9:36:3 | [CMD] iYasinBey(11) => /asay Arac Res Geliyor... Ýyi Oyunlar...
9:36:5 | [CMD] iYasinBey(11) => /respawncars
9:36:6 | Hic(0): Bana hiç gelmiyo
9:36:6 | [CMD] iYasinBey(11) => /cantazele
9:36:14 | Hic(0): Allttan
9:36:18 | iYasinBey(11): bana sabah erken saatlerde
9:36:19 | agareis150(9): banada þuan hic hiç hilgemiyo
9:36:19 | iYasinBey(11): anca
9:36:24 | salih338(10): beyler bende kýrmýzý þey yok iþi aldým ama gözükmüyor
9:36:26 | iYasinBey(11): veya gece yarýsý
9:36:28 | [LOCAL]Hic(0): Mazi daðý demi ?
9:36:28 | [CMD] Hic(0) => /l Mazi daðý demi ?
9:36:32 | [CMD] BaRan_ReiS(6) => /work
9:36:39 | [LOCAL]iYasinBey(11): ben sürem
9:36:39 | [CMD] iYasinBey(11) => /l ben sürem
9:36:47 | [CMD] iYasinBey(11) => /kemer
9:36:51 | Hic(0): Yaw
9:36:51 | agareis150(9): hadi la hic
9:36:53 | egereis(7): inip vuranýza araca lutfen
9:36:56 | Hic(0): Nasýl sýkýþyýn burda
9:37:1 | [CMD] iYasinBey(11) => /modifiye
9:37:8 | [CMD] iYasinBey(11) => /atamir
9:37:25 | [CMD] iYasinBey(11) => /cevir
9:37:25 | [CMD] iYasinBey(11) => /cevir
9:37:25 | [ANTIHACK] Þüpheli agareis150(9) => Airbreak-hack
9:37:29 | iYasinBey(11): laga bak
9:37:32 | BaRan_ReiS(6): aynen :D
9:37:39 | BaRan_ReiS(6): bende diyom noluyor
9:37:41 | Hic(0): Bende lag felan yok low
9:37:45 | iYasinBey(11): @8 takibi býrak
9:37:46 | agareis150(9): hadi
9:37:48 | agareis150(9): hic
9:37:49 | [CMD] Hic(0) => /kemer
9:37:49 | [CMD] egereis(7) => /tamir
9:37:51 | Hic(0): Olm
9:37:54 | [CMD] egereis(7) => /kemr
9:37:56 | [CMD] egereis(7) => /kemer
9:37:56 | Hic(0): Yol Yardýmý yapýyok
9:37:57 | ordulukral523152(8): abi beraber gezek
9:38:1 | [CMD] Hic(0) => /kemer
9:38:3 | agareis150(9): he tm
9:38:4 | [CMD] egereis(7) => /akilitle
9:38:7 | [CMD] egereis(7) => /akilitac
9:38:9 | [CMD] egereis(7) => /akilitle
9:38:9 | iYasinBey(11): görev yapýyoruz gelme
9:38:12 | iYasinBey(11): kaza olucak
9:38:18 | [CMD] iYasinBey(11) => /uyar 8 ters serit
9:38:18 | [LOCAL]Hic(0): Alttan gir
9:38:18 | [CMD] Hic(0) => /l Alttan gir
9:38:20 | ordulukral523152(8): biþi yapmam öylesine geiyom
9:38:24 | [CMD] agareis150(9) => /pm 0 müsait deðile al kendini aga
9:38:25 | iYasinBey(11): tm
9:38:36 | [CMD] Hic(0) => /pm 9 Yok olm az biþi kaldý beqle
9:38:43 | [LOCAL]Hic(0): Yardýr
9:38:43 | [CMD] Hic(0) => /l Yardýr
9:38:50 | [CMD] agareis150(9) => /pm 0 tm
9:38:57 | [LOCAL]Hic(0): Sað
9:38:57 | [CMD] Hic(0) => /l Sað
9:38:59 | salih338(10): kýrmýzý nokta yok yardým
9:39:3 | iYasinBey(11): .D
9:39:3 | [LOCAL]Hic(0): Sað gircektin
9:39:3 | [CMD] Hic(0) => /l Sað gircektin
9:39:28 | [CMD] agareis150(9) => /araba
9:39:38 | [CMD] agareis150(9) => /kemer
9:39:40 | ordulukral523152(8): 11 o nasýl sürme :SDa:SA
9:39:41 | [CMD] agareis150(9) => /kemer
9:39:47 | testere151(12) oyuna girdi [IP: 88.230.166.34]
9:39:48 | iYasinBey(11): :D
9:39:49 | salih338(10): görev aldým noktaya gidip yük dolduramýyorum
9:39:52 | [CMD] agareis150(9) => /modifiye
9:39:55 | iYasinBey(11): aha testom geldi
9:39:57 | salih338(10): nokta yok
9:40:2 | 
9:40:2 | Hic(0): Nasýl yok ?
9:40:4 | {FFCC00}testere151(12) {FFFFFF}Kamyoncu olarak spawn oldu.
9:40:7 | [CMD] agareis150(9) => /araba
9:40:9 | [CMD] testere151(12) => /admgiris
9:40:13 | [CMD] testere151(12) => /sa
9:40:14 | [CMD] iYasinBey(11) => /as
9:40:15 | [CMD] BaRan_ReiS(6) => /as
9:40:17 | ordulukral523152(8): adminler foruma baksanýza ben þikayet attým
9:40:18 | salih338(10): bilmem
9:40:19 | Hic(0): Aleyküm Selam Hoþgeldiniz.
9:40:23 | agareis150(9): 60 m ye en iyi araç hangisi
9:40:25 | iYasinBey(11): kime
9:40:28 | testere151(12): bakalým
9:40:28 | [CMD] egereis(7) => /as
9:40:32 | [CMD] agareis150(9) => /as
9:40:36 | ordulukral523152(8): genel olarak
9:40:50 | [LOCAL]Hic(0): Bas bas
9:40:50 | [CMD] Hic(0) => /l Bas bas
9:40:50 | [CMD] agareis150(9) => /modifiye
9:40:50 | ordulukral523152(8): oyuncu þikayetler,
9:40:50 | salih338(10): he görev iptal edildi 0000000 tl var neden 80000 70000filan vardý
9:40:57 | [CMD] agareis150(9) => /modifiye
9:41:6 | [LOCAL]Hic(0): Dümdüz
9:41:6 | [CMD] Hic(0) => /l Dümdüz
9:41:15 | iYasinBey(11): sadece bin dolar gidebilir
9:41:17 | [CMD] iYasinBey(11) => /atamir
9:41:25 | ordulukral523152(8): benim ekran
9:41:30 | ordulukral523152(8):  yarým nasýl tam yaparým
9:41:31 | [CMD] agareis150(9) => /modifiye
9:41:33 | salih338(10): bn
9:41:40 | [LOCAL]Hic(0): Bak
9:41:40 | [CMD] Hic(0) => /l Bak
9:41:41 | iYasinBey(11): @8 internette videolarý var
9:41:42 | salih338(10): neyse bekle bi
9:41:45 | salih338(10) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
9:41:48 | ordulukral523152(8): ok
9:41:48 | [LOCAL]Hic(0): Dikkatli ol burada
9:41:48 | [CMD] Hic(0) => /L Dikkatli ol burada
9:41:55 | [LOCAL]Hic(0): Her an düþebilirsin.
9:41:55 | [CMD] Hic(0) => /l Her an düþebilirsin.
9:42:8 | iYasinBey(11): çýkmýy
9:42:8 | [CMD] agareis150(9) => /modifiye
9:42:17 | salih338(13) oyuna girdi [IP: 78.164.123.62]
9:42:17 | ordulukral523152(8): ittirim mi
9:42:35 | iYasinBey(11): eyw
9:42:40 | [CMD] ordulukral523152(8) => /ise
9:42:45 | BaRan_ReiS(6): :D
9:42:46 | ordulukral523152(8): arabayaiþedim
9:42:50 | [CMD] ordulukral523152(8) => /dus
9:42:52 | iYasinBey(11): yýka
9:42:52 | oktayacar(10) oyuna girdi [IP: 94.120.199.121]
9:42:56 | iYasinBey(11): yýka yýka
9:42:58 | [CMD] testere151(12) => /musait
9:43:0 | iYasinBey(11): :D
9:43:4 | ordulukral523152(8): yattým öyle isiyom
9:43:4 | ordulukral523152(8): .d
9:43:10 | salih338(13) oyundan cIktI (Hata/Crash) (IP: 78.164.123.62)
9:43:14 | 
9:43:15 | [CMD] agareis150(9) => /tamir
9:43:16 | {FFCC00}oktayacar(10) {FFFFFF}Kamyoncu olarak spawn oldu.
9:43:18 | ordulukral523152(8): mahalle yýkandý
9:43:23 | BaRan_ReiS(6): para gitti :d
9:43:24 | [CMD] agareis150(9) => /tamir
9:43:25 | [CMD] iYasinBey(11) => /cevir
9:43:28 | [CMD] iYasinBey(11) => /atamir
9:43:30 | [CMD] oktayacar(10) => /admins
9:43:30 | [CMD] ordulukral523152(8) => /düþtüm
9:43:33 | BaRan_ReiS(6): giþeye çarptýnya :D
9:43:37 | oktayacar(10): adam caðýrdým swye
9:43:40 | iYasinBey(11): benimde
9:43:42 | oktayacar(10): adam caðýrdým swye
9:43:49 | Hic(0): Burasý Mazi Daðý
9:43:50 | BaRan_ReiS(6): yok kendiminkini demiyom seninkini diyom
9:43:51 | oktayacar(10): bakam gelxcek mi
9:43:54 | ordulukral523152(8): mahlle kenarlarýna iþenir 5 dkda yapýlýr
9:43:55 | BaRan_ReiS(6): yok kendiminkini demiyom seninkini diyom 
9:44:1 | iYasinBey(11): :D
9:44:1 | BaRan_ReiS(6): beninki gitmedi
9:44:2 | Hic(0): Ýyi Oyunlar.
9:44:3 | [CMD] egereis(7) => /akilitle
9:44:5 | [CMD] egereis(7) => /kemer
9:44:6 | [CMD] Hic(0) => /gotot 9
9:44:8 | [CMD] Hic(0) => /goto 9
9:44:13 | [CMD] Hic(0) => /goto 9g
9:44:16 | [CMD] Hic(0) => /goto 9
9:44:18 | ordulukral523152(8): agam yavaþ çiþ gelmesin
9:44:19 | oktayacar(10): buraya emre  diye biri girdi mi
9:44:26 | [LOCAL]Hic(0): Hepsi seninmi pnp ?
9:44:26 | [CMD] Hic(0) => /l Hepsi seninmi pnp ?
9:44:32 | iYasinBey(11): hayýr
9:44:34 | agareis150(9): nitro nerden
9:44:37 | [LOCAL]agareis150(9): neyin
9:44:37 | [CMD] agareis150(9) => /l neyin
9:44:39 | [LOCAL]Hic(0): Kiralýkmý bu ?
9:44:39 | [CMD] Hic(0) => /l Kiralýkmý bu ?
9:44:43 | Hic(0): Sað týk
9:44:45 | [LOCAL]agareis150(9): yok benim
9:44:45 | [CMD] agareis150(9) => /l yok benim
9:44:48 | ordulukral523152(8):  sýfýr dur belki bende öylw
9:44:51 | [LOCAL]Hic(0): Yenimi aldýn ?
9:44:51 | [CMD] Hic(0) => /l Yenimi aldýn ?
9:44:51 | [LOCAL]agareis150(9): olmuyo
9:44:51 | [CMD] agareis150(9) => /l olmuyo
9:44:54 | [LOCAL]agareis150(9): yoo
9:44:54 | [CMD] agareis150(9) => /l yoo
9:44:55 | [CMD] egereis(7) => /meslek
9:45:0 | ordulukral523152(8): baþka anim söyleseneize
9:45:2 | ordulukral523152(8):  
9:45:3 | egereis(7) Yol Iscisi olarak spawn oldu.
9:45:8 | [LOCAL]agareis150(9): bi dk araba ayýrýna bakcam
9:45:8 | [CMD] agareis150(9) => /l bi dk araba ayýrýna bakcam
9:45:10 | [LOCAL]Hic(0): Olm siz bu kadar parayý nasýl kasýyonuz ?,
9:45:10 | [CMD] Hic(0) => /l Olm siz bu kadar parayý nasýl kasýyonuz ?,
9:45:10 | BaRan_ReiS(6):  
9:45:17 | [CMD] egereis(7) => /kemer
9:45:18 | [CMD] Hic(0) => /sirket
9:45:18 | oktayacar(10) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
9:45:20 | [CMD] egereis(7) => /akilitle
9:45:23 | [CMD] egereis(7) => /akilitac
9:45:24 | [CMD] iYasinBey(11) => /wor
9:45:24 | [CMD] egereis(7) => /akilitle
9:45:32 | [CMD] egereis(7) => /work
9:45:34 | [CMD] iYasinBey(11) => /work
9:45:35 | [CMD] iYasinBey(11) => /asay Arac Res Geliyor... Ýyi Oyunlar...
9:45:36 | [CMD] iYasinBey(11) => /asay Arac Res Geliyor... Ýyi Oyunlar...
9:45:39 | [CMD] iYasinBey(11) => /respawncars
9:45:39 | [CMD] iYasinBey(11) => /cantazele
9:45:41 | ordulukral523152(8): araba  çiþlem e ücreti 1 dolar 
9:45:44 | [CMD] iYasinBey(11) => /atamir
9:45:46 | [CMD] Hic(0) => /meslek
9:45:51 | [LOCAL]agareis150(9): nerden
9:45:51 | [CMD] agareis150(9) => /l nerden
9:45:54 | {FFCC00}Hic(0) {FFFFFF}Kamyoncu olarak spawn oldu.
9:45:56 | iYasinBey(11) ordulukral523152(8)'a 31$ para gönderdi
9:45:56 | [CMD] iYasinBey(11) => /paragonder 8 31
9:45:57 | [CMD] Hic(0) => /sac
9:45:59 | [CMD] Hic(0) => /rescue
9:46:7 | agareis150(9): noldu la hic
9:46:8 | Hic(0): Konvoy kursam kim gelir ?
9:46:15 | Hic(0): Kanka þirkete kasýcam
9:46:25 | agareis150(9): ben gelrimi
9:46:28 | [CMD] Hic(0) => /kemer
9:46:32 | ordulukral523152(8):  saðol isteyen 31 lira    mani atabilir araba iþeme ücreti olarak
9:46:32 | [CMD] Hic(0) => /convoy
9:46:35 | [CMD] agareis150(9) => /meslek
9:46:35 | Muya(10) oyuna girdi [IP: 78.191.94.144]
9:46:37 | {FFCC00}agareis150(9) {FFFFFF}Kamyoncu olarak spawn oldu.
9:46:40 | [CMD] agareis150(9) => /convoy
9:46:43 | Hic(0): Harbour gel qnq
9:46:44 | ordulukral523152(8): bekle bende geliyom
9:46:45 | ordulukral523152(8): nere
9:46:47 | [CMD] egereis(7) => /convoy
9:46:48 | [CMD] ordulukral523152(8) => /rescue
9:46:49 | [CMD] agareis150(9) => /rescue
9:46:52 | [CMD] ordulukral523152(8) => /karakol
9:46:53 | 
9:46:54 | Hic(0): Harbour-Longway
9:46:58 | {FFCC00}Muya(10) {FFFFFF}Pilot olarak spawn oldu.
9:47:6 | [CMD] ordulukral523152(8) => /cezaode
9:47:7 | egereis(7): convoy geelkmi otobuscu olup
9:47:7 | Muya(10): selamunaleyküm
9:47:9 | [CMD] Hic(0) => /ogorev 8
9:47:10 | [CMD] BaRan_ReiS(6) => /as
9:47:10 | luplup67(13) oyuna girdi [IP: 78.176.249.113]
9:47:11 | [CMD] iYasinBey(11) => /as
9:47:11 | ordulukral523152(8): hic
9:47:13 | Hic(0): Aleyküm Selam
9:47:14 | Hic(0): ?
9:47:15 | [CMD] agareis150(9) => /as
9:47:16 | [CMD] ordulukral523152(8) => /rescue
9:47:18 | [CMD] agareis150(9) => /kemer
9:47:22 | Muya(10): convoymi vor
9:47:22 | ordulukral523152(8): tek þartým var
9:47:23 | [CMD] Muya(10) => /convoy
9:47:26 | Hic(0): Ney ?
9:47:27 | ordulukral523152(8):  araba iþicem
9:47:28 | ordulukral523152(8): .D
9:47:29 | Hic(0): Evet Muya
9:47:33 | 
9:47:33 | Muya(10): gesemmi
9:47:41 | Hic(0): Gel eyü para kalkar
9:47:48 | Muya(10): geleðm barü
9:47:50 | [CMD] Muya(10) => /meslek
9:47:54 | Hic(0): Ordulu alda gel
9:47:56 | {FFCC00}Muya(10) {FFFFFF}Kamyoncu olarak spawn oldu.
9:47:56 | {FFCC00}luplup67(13) {FFFFFF}Polis olarak spawn oldu.
9:47:57 | ordulukral523152(8): 0 arabaný yakadým
9:48:2 | Hic(0): Eyv
9:48:2 | ordulukral523152(8): para ver
9:48:4 | ordulukral523152(8): .Das
9:48:7 | ordulukral523152(8): 31 dolar
9:48:8 | Hic(0) ordulukral523152(8)'a 31$ para gönderdi
9:48:8 | [CMD] Hic(0) => /paragonder 8 31
9:48:8 | ordulukral523152(8): .d
9:48:9 | [CMD] Muya(10) => /convoy
9:48:15 | [CMD] iYasinBey(11) => /atamir
9:48:19 | [CMD] Hic(0) => /convoyuye
9:48:21 | [CMD] Muya(10) => /work
9:48:21 | ordulukral523152(8): þakasýna diyom adam attý saðol ab,
9:48:24 | Hic(0): Ordulu gir konvoya
9:48:25 | [CMD] Muya(10) => /sirketdorse
9:48:25 | NoNamexD(14) oyuna girdi [IP: 88.241.65.139]
9:48:29 | [CMD] ordulukral523152(8) => /convoy
9:48:33 | [CMD] Muya(10) => /sirketdorse
9:48:34 | 
9:48:40 | 
9:48:43 | [CMD] Muya(10) => /convoyuye
9:48:44 | Hic(0): Muya Harbour gel qnq
9:48:44 | [CMD] NoNamexD(14) => /sa
9:48:46 | [CMD] NoNamexD(14) => /sac
9:48:47 | [CMD] BaRan_ReiS(6) => /as
9:48:48 | agareis150(9): hadi son bi kiþi daha gelsin
9:48:48 | Muya(10): gelom
9:48:49 | Hic(0): Aleyküm Selam.
9:48:55 | [CMD] NoNamexD(14) => /isteksarki 763
9:48:55 | [CMD] egereis(7) => /work
9:49:0 | Muya(10): hay öldüm
9:49:5 | {FFCC00}Muya(10) {FFFFFF}Kamyoncu olarak spawn oldu.
9:49:6 | Muya(10): benzinlige carptým :D
9:49:8 | Hic(0): Gusül þart
9:49:11 | [CMD] egereis(7) => /kar
9:49:12 | [CMD] iYasinBey(11) => /yetkililler
9:49:16 | [CMD] Hic(0) => /tamir
9:49:18 | ordulukral523152(8): gusulün faydalarý
9:49:21 | [CMD] Muya(10) => /sirketdorse
9:49:34 | NoNamexD(14): benle kargocu ortak olucak var mý ?
9:49:37 | ordulukral523152(8): ama sana göre almamamýn zararý
9:49:47 | [CMD] agareis150(9) => /c hadi baþlat pnp
9:49:50 | luplup67(13): bilgisayari televizyona taktým televizyondan oynuom süper beyler 
9:49:52 | Hic(0): Harbour-Longway arasý konvoy vardýr gelmek isteyenler gelebilir
9:50:0 | Hic(0): Muya nerdesin olm ?
9:50:1 | BaRan_ReiS(6): luplup
9:50:4 | [CMD] NoNamexD(14) => /convoy
9:50:5 | luplup67(13): ?
9:50:7 | ordulukral523152(8): beyler
9:50:8 | BaRan_ReiS(6): onu abimde yapýyo :d
9:50:8 | [CMD] NoNamexD(14) => /meslek
9:50:9 | [CMD] NoNamexD(14) => /meslek
9:50:10 | [CMD] NoNamexD(14) => /meslek
9:50:12 | BaRan_ReiS(6): hatta bende
9:50:13 | {FFCC00}NoNamexD(14) {FFFFFF}Kamyoncu olarak spawn oldu.
9:50:15 | luplup67(13): süper :D 
9:50:15 | Muya(10) oyundan cIktI (Hata/Crash) (IP: 78.191.94.144)
9:50:16 | [CMD] NoNamexD(14) => /convoy
9:50:19 | BaRan_ReiS(6): aynen :D
9:50:19 | ordulukral523152(8):  convoy takip yasak 13 
9:50:24 | Hic(0): Püðð Adam Crash yedi
9:50:30 | [CMD] NoNamexD(14) => /rescue
9:50:35 | [CMD] egereis(7) => /meslek,
9:50:36 | [CMD] egereis(7) => /meslek
9:50:38 | [CMD] agareis150(9) => /c ya baþlayalým biz
9:50:42 | {FFCC00}egereis(7) {FFFFFF}Kamyoncu olarak spawn oldu.
9:50:42 | [LOCAL]agareis150(9): baþlayýn aga
9:50:42 | [CMD] agareis150(9) => /l baþlayýn aga
9:50:43 | Hic(0): NoNamexD Harbour gel
9:50:46 | [CMD] egereis(7) => /convoy
9:50:49 | NoNamexD(14): tm
9:50:51 | [LOCAL]iYasinBey(11): aga sen gtür benim iþim var
9:50:51 | [CMD] iYasinBey(11) => /l aga sen gtür benim iþim var
9:50:53 | BaRan_ReiS(6): ben sürim :D
9:50:54 | [CMD] iYasinBey(11) => /musait
9:50:58 | ordulukral523152(8): büyük convoy1000 kiþi var
9:51:2 | luplup67(13): beni þirkete alýn
9:51:3 | [CMD] egereis(7) => /kemer
9:51:3 | ordulukral523152(8):  araba iþenir 31 dolar
9:51:3 | [CMD] NoNamexD(14) => /rescue
9:51:9 | [CMD] egereis(7) => /akilitle
9:51:9 | luplup67(13): bende konvoy yapam 
9:51:13 | [CMD] egereis(7) => /akilitac
9:51:15 | [CMD] egereis(7) => /akilitle
9:51:18 | agareis150(9): sp
9:51:21 | agareis150(9): sg
9:51:30 | ordulukral523152(8): üslýp
9:51:31 | [CMD] egereis(7) => /c konvoy lideri gorev basaltsa
9:51:32 | [CMD] NoNamexD(14) => /rescue
9:51:36 | [CMD] egereis(7) => /c nereye gelek
9:51:37 | [CMD] agareis150(9) => /c ayn
9:51:45 | luplup67(13): karkocu ortak aranýr
9:51:46 | agareis150(9): sonra görüþürüz dedim
9:51:51 | luplup67(13): D: 
9:51:53 | luplup67(13): gahahaha
9:51:55 | [CMD] Hic(0) => /c Harbour gelin olm
9:52:1 | [CMD] egereis(7) => /harbour
9:52:2 | [CMD] agareis150(9) => /aractanat 8
9:52:3 | [CMD] egereis(7) => /yardým
9:52:5 | [CMD] agareis150(9) => /aractanat 8
9:52:5 | [CMD] agareis150(9) => /aractanat 8
9:52:6 | [CMD] agareis150(9) => /aractanat 8
9:52:7 | [CMD] Hic(0) => /r egereis
9:52:9 | [CMD] egereis(7) => /yardim
9:52:11 | [CMD] agareis150(9) => /aractanat 8
9:52:13 | [CMD] Hic(0) => /c egereis
9:52:14 | [CMD] agareis150(9) => /aractanat 8
9:52:16 | [CMD] agareis150(9) => /aractanat 8
9:52:16 | [CMD] ordulukral523152(8) => /modifiye
9:52:16 | [CMD] luplup67(13) => /meslek
9:52:19 | [CMD] agareis150(9) => /akilitle
9:52:20 | [CMD] egereis(7) => /komutlar
9:52:21 | [CMD] luplup67(13) => /meslek
9:52:23 | [CMD] ordulukral523152(8) => /modifiye
9:52:25 | [CMD] NoNamexD(14) => /rescue
9:52:26 | [CMD] Hic(0) => /c egereis /rescue Harbour yap
9:52:27 | [CMD] agareis150(9) => /c hadi hadi
9:52:27 | 
9:52:30 | TEXAST5(10) oyuna girdi [IP: 85.107.170.168]
9:52:37 | [CMD] NoNamexD(14) => /rescue
9:52:38 | 
9:52:41 | [CMD] agareis150(9) => /rescue nonamex
9:52:42 | TEXAST5(10) Mafya olarak spawn oldu.
9:52:43 | [CMD] TEXAST5(10) => /admgiris
9:52:45 | [CMD] Hic(0) => /c egereis /rescue Harbour yapsanaðð
9:52:46 | [CMD] TEXAST5(10) => /sa 
9:52:46 | [CMD] NoNamexD(14) => /rescue
9:52:47 | agareis150(9):  nonamex
9:52:49 | [CMD] TEXAST5(10) => /myskin 280 
9:52:54 | luplup67(13): yasin
9:52:56 | Hic(0): Aleyküm Selam Hoþgeldin.
9:53:0 | NoNamexD(14): yaptým kimse yok
9:53:1 | [CMD] agareis150(9) => /as
9:53:4 | [CMD] Hic(0) => /c Gelmeyenleri atýyom
9:53:7 | [CMD] egereis(7) => /rescue
9:53:10 | luplup67(13): kargocu ortak  ? 
9:53:16 | [CMD] TEXAST5(10) => /goto 12 
9:53:17 | egereis(7): nasýl ýþýnlanýoz harbourda
9:53:18 | [CMD] Hic(0) => /convoyat 7
9:53:21 | TEXAST5(10):  /rescue 
9:53:23 | agareis150(9): ya harbour ýslanda gel
9:53:24 | Hic(0):  /rescue Harbour
9:53:25 | [CMD] TEXAST5(10) => /musait 
9:53:25 | ordulukral523152(8): burdayýz hic biz baþla aga
9:53:27 | ordulukral523152(8): .d
9:53:28 | [CMD] egereis(7) => /rescue
9:53:29 | [CMD] NoNamexD(14) => /rescue
9:53:31 | [CMD] egereis(7) => /rescue
9:53:32 | [CMD] Hic(0) => /c Olm Yukarý gelsene
9:53:36 | [CMD] Hic(0) => /c Yük alýnan yere
9:53:38 | ordulukral523152(8): radyo angara havalar açýn beyler
9:53:39 | ordulukral523152(8):  
9:53:52 | [CMD] egereis(7) => /convoy
9:53:56 | [CMD] agareis150(9) => /c sen baþlat gelir o
9:54:6 | ordulukral523152(8): yok olum yolu kaybeder
9:54:12 | ordulukral523152(8):  onlamý uðraþak
9:54:16 | [CMD] egereis(7) => /akilitle
9:54:18 | [CMD] egereis(7) => /akilitac
9:54:19 | Hic(0): NoNamexD Hadi reis gelsene yaw
9:54:21 | [CMD] egereis(7) => /kemer
9:54:22 | luplup67(13): ws
9:54:27 | [CMD] luplup67(13) => /convoy
9:54:30 | [CMD] agareis150(9) => /c ya at baþla hemen
9:54:31 | NoNamexD(14): yoldayým
9:54:33 | [CMD] luplup67(13) => /meslek
9:54:36 | {FFCC00}luplup67(13) {FFFFFF}Kamyoncu olarak spawn oldu.
9:54:37 | [CMD] egereis(7) => /kar
9:54:41 | ordulukral523152(8): lup gel
9:54:41 | [CMD] luplup67(13) => /convoy
9:54:43 | [CMD] agareis150(9) => /C baþlat
9:54:44 | ordulukral523152(8): harbour
9:54:46 | [CMD] luplup67(13) => /rescue
9:54:47 | [CMD] Hic(0) => /c Geliyo olm neden atayým ?
9:54:52 | [CMD] Hic(0) => /c Olm bi sakin low
9:54:56 | [CMD] Hic(0) => /convoyuye
9:54:57 | [CMD] agareis150(9) => /c aga beni lider yapsana
9:54:59 | [CMD] luplup67(13) => /C bende geliom
9:55:5 | [CMD] ordulukral523152(8) => /c aga bi dur be
9:55:10 | testere151(12): ordulukral
9:55:11 | [CMD] ordulukral523152(8) => /c sabýr sabýr sabýr
9:55:11 | [CMD] Hic(0) => /c Harbour gelmeyeni keserim low
9:55:16 | ordulukral523152(8): efm 
9:55:20 | ordulukral523152(8): buyur
9:55:24 | [CMD] egereis(7) => /c geliyom harbourdayýmam mal almý
9:55:27 | [CMD] egereis(7) => /tamir
9:55:28 | testere151(12): konuyu yönetici þikayet bölümüne taþýdým
9:55:28 | [CMD] agareis150(9) => /c luplup týra  bin
9:55:33 | ordulukral523152(8):   tn
9:55:37 | [CMD] agareis150(9) => /c baþlat sende la
9:55:38 | ordulukral523152(8): tmm abicim
9:55:39 | testere151(12): þablona göre aç konuyu
9:55:40 | [CMD] Hic(0) => /c Mal Alýnan Yere Gel
9:55:41 | ordulukral523152(8): saðol
9:55:44 | [CMD] NoNamexD(14) => /modifiye
9:55:45 | ordulukral523152(8):  ya at þunu
9:55:46 | ordulukral523152(8): abi
9:55:51 | [CMD] Hic(0) => /kemer
9:55:52 | ordulukral523152(8): sinirlendim ama
9:55:56 | [CMD] agareis150(9) => /modifiye
9:55:57 | [CMD] Hic(0) => /c Hadi low hýzlý olun
9:56:0 | testere151(12): þablon linki koydum oraya bak 
9:56:2 | [CMD] agareis150(9) => /modifiye
9:56:6 | ordulukral523152(8):  tm bakýyom bekle
9:56:10 | [CMD] agareis150(9) => /modifiye
9:56:16 | [CMD] Hic(0) => /c Agaresi sende sabret biraz
9:56:19 | [CMD] Hic(0) => /modifiye
9:56:32 | [CMD] NoNamexD(14) => /modifiye
9:56:32 | [CMD] TEXAST5(10) => /musait 
9:56:37 | TEXAST5(10): ordulukral 
9:56:39 | ordulukral523152(8): öylemi açayým konuyu
9:56:40 | [CMD] agareis150(9) => /c hadi
9:56:41 | TEXAST5(10): sorun neydi ? 
9:56:42 | [CMD] NoNamexD(14) => /modifiye
9:56:43 | [CMD] Hic(0) => /c Low olm gelseyize
9:56:55 | [CMD] agareis150(9) => /C baþlat iþte geldiler
9:56:58 | [CMD] Hic(0) => /convoyuye
9:57:1 | [CMD] TEXAST5(10) => /a hakaret var 
9:57:4 | [CMD] Hic(0) => /work
9:57:5 | ordulukral523152(8): tesete
9:57:5 | [CMD] egereis(7) => /modifiye
9:57:14 | [LOCAL]agareis150(9): baþlatsana
9:57:14 | [CMD] agareis150(9) => /l baþlatsana
9:57:15 | ordulukral523152(8): testere öylemi açayým böyle açmýþtým
9:57:16 | testere151(12): bakýyým
9:57:23 | [CMD] agareis150(9) => /asiriyuk
9:57:24 | [CMD] ordulukral523152(8) => /c sakin bi
9:57:29 | iYasinBey(11): e
9:57:31 | [CMD] Hic(0) => /c Yavaþ acele yok
9:57:32 | [CMD] ordulukral523152(8) => /asiriyuk
9:57:34 | [CMD] ordulukral523152(8) => /asiriyuk 
9:57:40 | [CMD] luplup67(13) => /asiriyuk
9:57:41 | [CMD] Hic(0) => /asiriyuk
9:57:41 | BeylerBeyi(15) oyuna girdi [IP: 78.160.169.70]
9:57:45 | [CMD] Hic(0) => /asiriyuk
9:57:46 | Muya(16) oyuna girdi [IP: 78.191.94.144]
9:57:49 | [CMD] luplup67(13) => /asiriyük
9:57:53 | [CMD] luplup67(13) => /asiriyuk
9:57:53 | [CMD] agareis150(9) => /saat 9 57
9:57:54 | [CMD] NoNamexD(14) => /asiriyuk
9:57:55 | [CMD] egereis(7) => /tamir
9:57:59 | 
9:58:1 | {FFCC00}BeylerBeyi(15) {FFFFFF}Kamyoncu olarak spawn oldu.
9:58:2 | [CMD] BeylerBeyi(15) => /sa
9:58:3 | [CMD] BeylerBeyi(15) => /sac
