0:0:2 | TunlordBeyWT(6): neyse biter þimdi
14:11:55 | [CMD] H.R.N.(13) => /pm 6 okey sf geliyom
14:11:57 | [CMD] [SWAT]DeaD[POH](6) => /gobus
14:12:4 | [CMD] H.R.N.(13) => /meslek
14:12:6 | 
14:12:9 | [CMD] H.R.N.(13) => /rescue
14:12:20 | [CMD] [SWAT]DeaD[POH](6) => /work
14:12:34 | [CMD] huseyin(10) => /work
14:12:39 | [CMD] H.R.N.(13) => /asay Yardým Ýsteyen? Yolunu Bulamayan? Sorusu Olan?
14:12:51 | [CMD] huseyin(10) => /spawn 10 
14:12:51 | huseyin(10) Gemici olarak spawn oldu.
14:12:59 | [CMD] Sparta298(8) => /atamir
14:13:6 | [CMD] huseyin(10) => /dorseget 673   
14:13:25 | [SirketCHT] gorkemu24(11): !sparta onune gecým senýn laglýsýn
14:13:33 | [CMD] Sparta298(8) => /c görkem
14:13:37 | [CMD] huseyin(10) => /cleanupcars
14:13:39 | [CMD] huseyin(10) => /meslek
14:13:41 | [CMD] Sparta298(8) => /c yaklaþma bana
14:13:42 | {FFCC00}huseyin(10) {FFFFFF}Kamyoncu olarak spawn oldu.
14:13:43 | huseyin(10): ;
14:13:45 | [LOCAL]H.R.N.(13): beni bi 17k yapak :)
14:13:45 | [CMD] H.R.N.(13) => /l beni bi 17k yapak :)
14:13:47 | [CMD] Sparta298(8) => /c laglýyým
14:13:54 | [LOCAL][SWAT]DeaD[POH](6): ok
14:13:54 | [CMD] [SWAT]DeaD[POH](6) => /l ok
14:13:55 | [CMD] Jodor(7) => /c mesafeli gidin aman
14:13:57 | [CMD] huseyin(10) => /rescue
14:13:57 | [CMD] Sparta298(8) => /c ondan yavaþ gidiyorum
14:14:3 | [CMD] Jodor(7) => /pm 10 hüseyin
14:14:3 | [LOCAL][SWAT]DeaD[POH](6): benide 4k
14:14:3 | [CMD] [SWAT]DeaD[POH](6) => /l benide 4k
14:14:7 | [CMD] huseyin(10) => /dorseget 606 
14:14:9 | [CMD] huseyin(10) => /pm 7 Evet
14:14:11 | [CMD] Jodor(7) => /pm 10 duyuruyu nasýl deðiþtiriyouz 
14:14:17 | [CMD] huseyin(10) => /pm 7 cok uzun yazma ama 
14:14:22 | [CMD] Sparta298(8) => /atamir
14:14:23 | [CMD] huseyin(10) => /pm 7 /setsirketduyuru 
14:14:23 | [CMD] Jodor(7) => /pm 10 sirket araç respwan
14:14:26 | [CMD] huseyin(10) => /setsirketduyuru
14:14:30 | [CMD] huseyin(10) => /pm 7 /srespawncars 
14:14:44 | [CMD] huseyin(10) => /dorseget 200 
14:14:54 | [CMD] huseyin(10) => /srespawncars
14:14:56 | [CMD] huseyin(10) => /car hydra 0 0 
14:14:58 | [LOCAL][SWAT]DeaD[POH](6): bin
14:14:58 | [CMD] [SWAT]DeaD[POH](6) => /l bin
14:15:7 | [CMD] Sparta298(8) => /c dorse nerde fýrat
14:15:7 | [CMD] [SWAT]DeaD[POH](6) => /work
14:15:11 | [CMD] Chilgin[byhack](12) => /sirketdorse
14:15:19 | [LOCAL]H.R.N.(13): bana 7 sana  3 görev kaldý 
14:15:19 | [CMD] H.R.N.(13) => /l bana 7 sana  3 görev kaldý 
14:15:21 | [CMD] Chilgin[byhack](12) => /atamir
14:15:23 | gokhanjhgkjhk(14) oyuna girdi [IP: 78.174.151.121]
14:15:25 | [CMD] Jodor(7) => /c ne dorsesi 
14:15:27 | [CMD] Chilgin[byhack](12) => /modifiye
14:15:31 | [KICK] huseyin(10), gokhanjhgkjhk(14)'i sunucudan attý. Sebep: Nick Deðiþ
14:15:31 | [CMD] huseyin(10) => /kick 14 Nick Deðiþ
14:15:31 | gokhanjhgkjhk(14) oyundan cIktI (KIck/Ban) (IP: 255.255.255.255)
14:15:32 | [LOCAL][SWAT]DeaD[POH](6): ne anlamadim
14:15:32 | [CMD] [SWAT]DeaD[POH](6) => /l ne anlamadim
14:15:33 | [CMD] Sparta298(8) => /c sen nerdesin
14:15:35 | [CMD] huseyin(10) => /dtemizle
14:15:35 | [CMD] huseyin(10) => /asay2 s  
14:15:35 | [CMD] Sparta298(8) => /atamir
14:15:35 | [CMD] Jodor(7) => /pm 10 hüseyin teþekkürler
14:15:37 | [LOCAL][SWAT]DeaD[POH](6): ne ye gorev kaldi
14:15:37 | [CMD] [SWAT]DeaD[POH](6) => /l ne ye gorev kaldi
14:15:40 | [CMD] gorkemu24(11) => /c sen lagdasýn görmüyorsun
14:15:42 | [CMD] Jodor(7) => /c ben durdum ya
14:15:43 | [CMD] huseyin(10) => /pm 7 Rica Ederim.
14:15:45 | [LOCAL]H.R.N.(13): bana 7 sana  3 görev kaldý skor için
14:15:45 | [CMD] H.R.N.(13) => /l bana 7 sana  3 görev kaldý skor için
14:15:54 | [CMD] Sparta298(8) => /c ben laglýyým herkes donmuþ duruyor
14:15:58 | [CMD] Chilgin[byhack](12) => /work
14:16:5 | [CMD] Chilgin[byhack](12) => /work
14:16:9 | [LOCAL][SWAT]DeaD[POH](6): lo 4 k yapcam 300 k toplamam gerek 
14:16:9 | [CMD] [SWAT]DeaD[POH](6) => /l lo 4 k yapcam 300 k toplamam gerek 
14:16:11 | [CMD] Sparta298(8) => /c ama chat durmuyo
14:16:20 | [CMD] gorkemu24(11) => /c cafedemý oynuyon
14:16:21 | [CMD] Jodor(7) => /c göstergeler
14:16:26 | [CMD] Sparta298(8) => /c o saðlam
14:16:30 | [CMD] Jodor(7) => /vtamir
14:16:30 | [CMD] Sparta298(8) => /c evde
14:16:32 | [LOCAL]H.R.N.(13): hahhaha pardon senide 900 oalrak düþündüm D:aD:sa:Da:
14:16:32 | [CMD] H.R.N.(13) => /l hahhaha pardon senide 900 oalrak düþündüm D:aD:sa:Da:
14:16:38 | [CMD] Sparta298(8) => /c chatda saðlam
14:16:38 | [CMD] Jodor(7) => /c sýkýntý yok lag var biraz sen de
14:16:47 | [CMD] Sparta298(8) => /c pingde 68 :/
14:16:51 | [CMD] gorkemu24(11) => /c modem resle gecer
14:16:54 | [CMD] huseyin(10) => /cleanupcars
14:16:56 | [CMD] Jodor(7) => /setsirketduyuru Hos Geldiniz
14:16:57 | [CMD] huseyin(10) => /car Road 0 1 
14:17:0 | [CMD] huseyin(10) => /dorseget 200 
14:17:1 | [CMD] huseyin(10) => /kemer
14:17:10 | [CMD] Jodor(7) => /srespawncars
14:17:11 | [LOCAL]huseyin(10): .  
14:17:11 | [CMD] huseyin(10) => /l .  
14:17:12 | [LOCAL]huseyin(10): .  
14:17:12 | [CMD] huseyin(10) => /l .  
14:17:13 | [LOCAL]huseyin(10): .  
14:17:13 | [CMD] huseyin(10) => /l .  
14:17:13 | [LOCAL]huseyin(10): .  
14:17:13 | [CMD] huseyin(10) => /l .  
14:17:15 | [CMD] huseyin(10) => /work
14:17:36 | [CMD] Jodor(7) => /sirket
14:17:46 | [CMD] huseyin(10) => /asiriyuk
14:17:51 | Jodor(7): bullet 30m :/
14:17:55 | [CMD] Sparta298(8) => /atamir
14:17:59 | huseyin(10): sultan 20m 
14:18:0 | Sparta298(8): Ucuz þirket için
14:18:3 | [CMD] huseyin(10) => /wanted 10 0 
14:18:4 | H.R.N.(13): banshee daha hýzlý onu al
14:18:5 | Jodor(7): þirketin kasasýnda o kadar para yok :D
14:18:11 | Jodor(7): þirket için
14:18:12 | [SWAT]DeaD[POH](6): jodor
14:18:15 | [SWAT]DeaD[POH](6): seninmi sirket
14:18:16 | huseyin(10): kasýcaksýnýz .d
14:18:17 | Jodor(7): evet
14:18:19 | [CMD] gorkemu24(11) => /c para lazýmsa kasaya basým gerçek para :d
14:18:20 | [SWAT]DeaD[POH](6): beni alsana
14:18:25 | [LOCAL]H.R.N.(13): kapýyo doðrý
14:18:25 | [CMD] H.R.N.(13) => /l kapýyo doðrý
14:18:27 | [CMD] Sparta298(8) => /c :d
14:18:28 | [CMD] [SWAT]DeaD[POH](6) => /tamir
14:18:28 | Jodor(7): dead seni alamam kardeþ
14:18:32 | [SWAT]DeaD[POH](6): neden
14:18:34 | [SirketCHT] Sparta298(8): ! alma .
14:18:44 | Asi_Kaptan(9): ben ole istiyorum ;)
14:18:52 | [SWAT]DeaD[POH](6): Tamam almayin
14:18:57 | [CMD] Sparta298(8) => /atamir
14:19:6 | [LOCAL]H.R.N.(13): seni istemeyeni sende isteme ;)
14:19:6 | [CMD] H.R.N.(13) => /l seni istemeyeni sende isteme ;)
14:19:7 | [LOCAL][SWAT]DeaD[POH](6): bin
14:19:7 | [CMD] [SWAT]DeaD[POH](6) => /l bin
14:19:8 | [SirketCHT] Asi_Kaptan(9): ! yazýk la buna :D
14:19:9 | [SirketCHT] gorkemu24(11): !kasaya 100 m 20 tl
14:19:12 | [SirketCHT] Jodor(7): ! almýyoruz zaten
14:19:19 | [SirketCHT] Sparta298(8): ! @9 neresi yazýk?
14:19:19 | [LOCAL][SWAT]DeaD[POH](6): hic kim istemiyor beni
14:19:19 | [CMD] [SWAT]DeaD[POH](6) => /l hic kim istemiyor beni
14:19:24 | [SirketCHT] Sparta298(8): ! Hýrsýzlýk desen var.
14:19:29 | [LOCAL][SWAT]DeaD[POH](6): ben naaptimki
14:19:29 | [CMD] [SWAT]DeaD[POH](6) => /l ben naaptimki
14:19:30 | [SirketCHT] Sparta298(8): ! Hack desen
14:19:33 | [CMD] Chilgin[byhack](12) => /pmoff
14:19:36 | [LOCAL]H.R.N.(13): boþver
14:19:36 | [CMD] H.R.N.(13) => /l boþver
14:19:40 | [SirketCHT] Sparta298(8): ! Anlatýlmaz yaþanýr
14:19:44 | [CMD] huseyin(10) => /a hic kimse istemiyor beni diyor cmd de gördüm .d 
14:19:50 | [CMD] huseyin(10) => /a ben naaptýmki diyor .d
14:19:51 | [CMD] Sparta298(8) => /a sjsj
14:19:52 | [LOCAL]H.R.N.(13): sana verecem tek akýl, aklýn varsa tek takýl :)
14:19:52 | [CMD] H.R.N.(13) => /l sana verecem tek akýl, aklýn varsa tek takýl :)
14:19:58 | [CMD] Sparta298(8) => /a ne yapmadýki :d
14:20:0 | [SirketCHT] gorkemu24(11): !lütfen türkçe konusalým :D
14:20:3 | [LOCAL][SWAT]DeaD[POH](6): Tamam
14:20:3 | [CMD] [SWAT]DeaD[POH](6) => /l Tamam
14:20:9 | [CMD] Chilgin[byhack](12) => /a þirket dolandýrý ha saký nalamyýn 
14:20:12 | [SWAT]DeaD[POH](6): Jodor
14:20:16 | [SWAT]DeaD[POH](6): sirketin ismi ne
14:20:16 | [CMD] huseyin(10) => /a almayýn
14:20:16 | [CMD] Sparta298(8) => /a almamki
14:20:20 | [CMD] huseyin(10) => /pm 7 almayýn hic 
14:20:22 | gorkemu24(11): art nakliyat
14:20:22 | Jodor(7): art nakliyat
14:20:23 | [CMD] Sparta298(8) => /a aldýrtmamda.
14:20:26 | [CMD] Sparta298(8) => /a yapdý 1 kere
14:20:30 | [SWAT]DeaD[POH](6): Hayirli olsun kardes
14:20:33 | [SirketCHT] Sparta298(8): ! Bu dead ý alaný atýnç.
14:20:33 | [CMD] Jodor(7) => /pm 10 almam zaten baþta da uyardým bizimkileri 
14:20:36 | gorkemu24(11): ART nakliyat alýmýmýz vardýr
14:20:38 | [CMD] huseyin(10) => /pm 7 iyi .d 
14:20:46 | [SirketCHT] Sparta298(8): ! Benim patronluk yaptýðým þirketi batýrdý
14:20:54 | [SirketCHT] Jodor(7): ! ya zati baþtan uyardým. görkem ile asiyi
14:20:54 | [SirketCHT] gorkemu24(11): !nasýl batýrdý
14:20:57 | [CMD] [SWAT]DeaD[POH](6) => /work
14:21:0 | [CMD] H.R.N.(13) => /pm 7 dead niye almýyon :D
14:21:3 | [SirketCHT] Sparta298(8): ! melih para aldýs
14:21:5 | huseyin(10): 528/900 xp
14:21:6 | [SirketCHT] Sparta298(8): ! 300 m
14:21:13 | [SirketCHT] Sparta298(8): ! Þirkete patron yapmýþ güvenip onu
14:21:15 | H.R.N.(13): maþþallah
14:21:15 | [CMD] Jodor(7) => /pm 13 bize saðlam kiþiler lazým hrn :)
14:21:17 | huseyin(10): :D
14:21:19 | [SirketCHT] Sparta298(8): ! oda þirketdeki tüm parayý aldý
14:21:21 | [SirketCHT] Sparta298(8): ! kaçtý
14:21:26 | [SirketCHT] gorkemu24(11): !ban yedý mý
14:21:27 | [CMD] H.R.N.(13) => /pm 7 anlýyorum :)
14:21:33 | [SirketCHT] Sparta298(8): ! evetde açýldý
14:21:54 | [SirketCHT] gorkemu24(11): !and da redbully kasayý soymuþtu
14:21:54 | [CMD] Chilgin[byhack](12) => /atamir
14:22:9 | [SirketCHT] gorkemu24(11): !adminler bile kasa soyuyor
14:22:13 | [LOCAL][SWAT]DeaD[POH](6): sen skorlari yeni gelcek meslek icinmi yapiyon
14:22:13 | [CMD] [SWAT]DeaD[POH](6) => /l sen skorlari yeni gelcek meslek icinmi yapiyon
14:22:14 | [SirketCHT] Sparta298(8): ! Görkem
14:22:17 | [SirketCHT] Sparta298(8): ! Kimse soymadý
14:22:23 | [SirketCHT] Jodor(7): ! patron sadece ben gözükecem.
14:22:23 | [SirketCHT] Sparta298(8): ! diye ibliyorum
14:22:25 | [SirketCHT] H.R.N.(13): ! 10 günde 2k skor kastým nasýl?
14:22:25 | [CMD] Chilgin[byhack](12) => /a admin kasayý nede soysun amüp :D
14:22:31 | [CMD] Sparta298(8) => /a sjsjsj
14:22:34 | [SirketCHT] Jodor(7): ! iki patron daha var darkflow ile aslanbey
14:22:39 | [SirketCHT] gorkemu24(11): !adam kasadan para çaldý knk
14:22:45 | [SirketCHT] Sparta298(8): ! Benide al :D
14:22:48 | ahmet41(14) oyuna girdi [IP: 178.243.82.132]
14:22:48 | [LOCAL]H.R.N.(13): ne gelecekmiþ taksi filan mu onlarýmý diyon
14:22:48 | [CMD] H.R.N.(13) => /l ne gelecekmiþ taksi filan mu onlarýmý diyon
14:22:51 | [CMD] Sparta298(8) => /atamir
14:22:52 | [SirketCHT] Jodor(7): ! onlar þirket yetkilisi olacak ama
14:22:53 | [CMD] huseyin(10) => /a :d soyarmý soyar
14:22:59 | [LOCAL][SWAT]DeaD[POH](6): forumda hepsi yaziyor
14:22:59 | [CMD] [SWAT]DeaD[POH](6) => /l forumda hepsi yaziyor
14:23:2 | [CMD] Sparta298(8) => /a Ok
14:23:4 | [CMD] huseyin(10) => /a hemen almaz ama 
14:23:5 | [SirketCHT] Jodor(7): ! sistemde öyle gözükecek
14:23:6 | [KAMYONCU] Asi_Kaptan, Longway Docks'den Harbour Island Warehouse'e Silah tasidi. Kazanc: 265426$, 1 Skor ve 5 EXP Sure: 504 Saniye
14:23:6 | 
14:23:7 | [CMD] huseyin(10) => /a azar azar alýr .d
14:23:9 | [LOCAL][SWAT]DeaD[POH](6): 10 tane meslek gelcek galiba
14:23:9 | [CMD] [SWAT]DeaD[POH](6) => /l 10 tane meslek gelcek galiba
14:23:10 | [CMD] huseyin(10) => /a fark ettirmeden .d
14:23:12 | [CMD] Sparta298(8) => /a :d
14:23:13 | [CMD] Asi_Kaptan(9) => /work
14:23:14 | [LOCAL]H.R.N.(13): onlar bu kadar skor stemez 3k 5k 10k filandýr
14:23:14 | [CMD] H.R.N.(13) => /l onlar bu kadar skor stemez 3k 5k 10k filandýr
14:23:14 | [CMD] Chilgin[byhack](12) => /a :d
14:23:24 | [CMD] huseyin(10) => /dtemizle
14:23:24 | [CMD] huseyin(10) => /asay2 s  
14:23:24 | [CMD] Asi_Kaptan(9) => /sirket
14:23:27 | {FFCC00}ahmet41(14) Otobus Soforu olarak spawn oldu.
14:23:29 | nik0tin(15) oyuna girdi [IP: 78.181.141.101]
14:23:31 | [LOCAL][SWAT]DeaD[POH](6): forumda skorlarida yaziyor
14:23:31 | [CMD] [SWAT]DeaD[POH](6) => /l forumda skorlarida yaziyor
14:23:38 | [CMD] gorkemu24(11) => /sirket
14:23:40 | [CMD] Sparta298(8) => /a ilk defa üzerimde 3m ile geizyorum
14:23:43 | [LOCAL]H.R.N.(13): ben görmedim hangi bölümde
14:23:43 | [CMD] H.R.N.(13) => /l ben görmedim hangi bölümde
14:23:45 | [CMD] Sparta298(8) => /a genelde harcardým
14:23:50 | 
14:23:52 | [SirketCHT] gorkemu24(11): !az mola verým baþým agrýyor
14:23:52 | [CMD] Sparta298(8) => /a veya bankaya koyardým
14:23:52 | [CMD] Chilgin[byhack](12) => /a biz 100 m lerle geziyoz :D
14:23:53 | [LOCAL]H.R.N.(13): meslekleri gördüm de skorlarý görmedim
14:23:53 | [CMD] H.R.N.(13) => /l meslekleri gördüm de skorlarý görmedim
14:23:56 | {FFCC00}nik0tin(15) {FFFFFF}Kamyoncu olarak spawn oldu.
14:23:58 | [SirketCHT] Jodor(7): ! tamam :)
14:24:1 | [CMD] huseyin(10) => /a bn 100m le gezmiyom .d
14:24:2 | [LOCAL][SWAT]DeaD[POH](6): ar-ge
14:24:2 | [CMD] [SWAT]DeaD[POH](6) => /l ar-ge
14:24:6 | [CMD] huseyin(10) => /a 6mle geziyom 
14:24:10 | [CMD] ahmet41(14) => /kemer
14:24:12 | [CMD] Chilgin[byhack](12) => /a ben banakay koydum 5 m var üzerde
14:24:16 | [CMD] [SWAT]DeaD[POH](6) => /wokr
14:24:16 | [CMD] gorkemu24(11) => /gobus
14:24:17 | [CMD] huseyin(10) => /a :D
14:24:18 | [CMD] [SWAT]DeaD[POH](6) => /work
14:24:20 | [CMD] huseyin(10) => /a banakay .d
14:24:21 | [CMD] Chilgin[byhack](12) => /a bankada 200 m :D
14:24:27 | [CMD] huseyin(10) => /a bankayý bi hesaplarým ben .d
14:24:31 | [CMD] Sparta298(8) => /a bankada 0$
14:24:33 | [CMD] Sparta298(8) => /atamir
14:24:38 | [LOCAL]H.R.N.(13): 1dk bakam gelem yavaþ git
14:24:38 | [CMD] H.R.N.(13) => /l 1dk bakam gelem yavaþ git
14:24:41 | [CMD] nik0tin(15) => /admgiris 
14:24:42 | [CMD] gorkemu24(11) => /convoyayril
14:24:43 | [CMD] H.R.N.(13) => /afk
14:24:46 | [LOCAL][SWAT]DeaD[POH](6): tamam
14:24:46 | [CMD] [SWAT]DeaD[POH](6) => /l tamam
14:24:49 | [CMD] nik0tin(15) => /sa 
14:24:50 | [CMD] Chilgin[byhack](12) => /a þu bankaya faiz þeyi gelese zengin oluruz la D:
14:24:51 | [CMD] Asi_Kaptan(9) => /as
14:24:51 | Sparta298(8): Aleyküm Selam.
14:24:54 | [CMD] huseyin(10) => /as
14:24:54 | [CMD] Chilgin[byhack](12) => /as
14:24:58 | [SirketCHT] Jodor(7): ! bu arada þirketteki infernus ile ng motoru kullanabilirsiniz
14:25:0 | [CMD] Jodor(7) => /as
14:25:3 | [CMD] Sparta298(8) => /a nasý :d
14:25:11 | Nikita_Putin(16) oyuna girdi [IP: 89.189.181.48]
14:25:12 | [CMD] huseyin(10) => /a eskiden vardý 
14:25:14 | [CMD] Chilgin[byhack](12) => /a banka para durdukca artcaþk iþte
14:25:14 | [SirketCHT] Asi_Kaptan(9): ! gerek yok bea aracýmýz var :d
14:25:15 | [CMD] gorkemu24(11) => /rescue
14:25:19 | [CMD] Sparta298(8) => /a hee
14:25:21 | [SirketCHT] Jodor(7): ! infernus mu :D
14:25:22 | Nikita_Putin(16) oyundan cIktI (KIck/Ban) (IP: 255.255.255.255)
14:25:26 | [CMD] huseyin(10) => /dtemizle
14:25:26 | [CMD] huseyin(10) => /asay2 s  
14:25:26 | [CMD] Sparta298(8) => /a arabamý satar koyardým ozaman
14:25:27 | [SirketCHT] Asi_Kaptan(9): ! yok
14:25:35 | [SirketCHT] Jodor(7): ! :)
14:25:44 | [SirketCHT] gorkemu24(11): !infernusa hiç binmedým býnýyom bn :D
14:25:51 | [SirketCHT] Jodor(7): ! bin
14:25:53 | [SirketCHT] nik0tin(15): ! en iyisi tefecilik sistemi :D 
14:25:56 | [SirketCHT] Jodor(7): ! bi de ben de modlu
14:25:57 | [CMD] Sparta298(8) => /a üzerimde 100k ile gezerdim
14:25:58 | [CMD] nik0tin(15) => /a en iyisi tefecilik sistemi :D 
14:26:2 | [CMD] H.R.N.(13) => /geldim
14:26:6 | [CMD] Chilgin[byhack](12) => /a :d
14:26:7 | [SirketCHT] Jodor(7): ! lamborghini
14:26:15 | [CMD] ahmet41(14) => /work
14:26:16 | [CMD] huseyin(10) => /a tefecilik olsa baþ mafya olurduk
14:26:17 | [CMD] [SWAT]DeaD[POH](6) => /cevir
14:26:19 | [SirketCHT] Sparta298(8): ! bende sultan modlu
14:26:21 | [LOCAL][SWAT]DeaD[POH](6): baktinmi
14:26:21 | [CMD] [SWAT]DeaD[POH](6) => /l baktinmi
14:26:22 | [CMD] nik0tin(15) => /a aynen :D 
14:26:25 | [SirketCHT] Asi_Kaptan(9): ! tir modu yokmu :D
14:26:25 | [CMD] huseyin(10) => /vtamir
14:26:28 | [SirketCHT] Sparta298(8): ! tofaþ modu var
14:26:30 | [LOCAL]H.R.N.(13): en falza 9k istiyo biri
14:26:30 | [CMD] H.R.N.(13) => /l en falza 9k istiyo biri
14:26:31 | [SirketCHT] Jodor(7): ! sultan çok temiz bi araç
14:26:34 | [CMD] huseyin(10) => /a bu yol benim yolum ver ulan paralarý 
14:26:37 | [SirketCHT] Jodor(7): ! týr modu yükelmeyecem kasýyor
14:26:41 | [CMD] Chilgin[byhack](12) => /a ben 100 m verdim 200 m geri alýrdým vaalla :D
14:26:46 | [CMD] Sparta298(8) => /a bende
14:26:47 | [SirketCHT] Jodor(7): ! benim fan öldü zaten
14:26:53 | H.R.N.(13): husocum 
14:26:55 | [CMD] huseyin(10) => /a Vermezsen sýkarým topuðuna
14:26:56 | huseyin(10): Evet
14:26:57 | [CMD] [SWAT]DeaD[POH](6) => /tamir
14:26:59 | [CMD] Sparta298(8) => /work
14:26:59 | [SirketCHT] gorkemu24(11): !uzay mekiði gibi
14:27:0 | Jodor(7): niko
14:27:2 | [SirketCHT] gorkemu24(11): !uçuyor
14:27:2 | H.R.N.(13): türkçe radyo açarmýsýn
14:27:6 | nik0tin(15): evet 
14:27:8 | Jodor(7): bi h.o. alýrým
14:27:14 | [CMD] Jodor(7) => /vtamir
14:27:16 | nik0tin(15): oo hayýrlý olsun 
14:27:17 | [CMD] Jodor(7) => /vbenzin
14:27:22 | Jodor(7): saolasýn 
14:27:28 | [CMD] Sparta298(8) => /a bence borç sistemi gelsin
14:27:30 | [CMD] nik0tin(15) => /a dost þirket mi 
14:27:35 | [CMD] nik0tin(15) => /a jodor 
14:27:35 | [CMD] Sparta298(8) => /a evet
14:27:37 | [LOCAL]H.R.N.(13): aga sen niye iniyon
14:27:37 | [CMD] H.R.N.(13) => /l aga sen niye iniyon
14:27:45 | [CMD] Sparta298(8) => /a ben ordayým
14:27:45 | [CMD] nik0tin(15) => /a bana önceden diyordu 
14:27:51 | [SirketCHT] Asi_Kaptan(9): ! maas hafta sonlarý veriyorsun demi ?
14:27:56 | [SirketCHT] Jodor(7): ! pazar
14:27:57 | [SWAT]DeaD[POH](6): jodor
14:28:2 | [SirketCHT] Sparta298(8): ! jodor
14:28:2 | [SWAT]DeaD[POH](6): sirket lv demi
14:28:3 | [LOCAL]H.R.N.(13): aþadan dolan
14:28:3 | [CMD] H.R.N.(13) => /l aþadan dolan
14:28:7 | Jodor(7): evet
14:28:9 | [CMD] nik0tin(15) => /spec 7 
14:28:12 | Jodor(7): eski serinin yerinde
14:28:13 | [LOCAL]H.R.N.(13): ne uyuz yer bura yav
14:28:13 | [CMD] H.R.N.(13) => /l ne uyuz yer bura yav
14:28:15 | [CMD] H.R.N.(13) => /asay Yardým Ýsteyen? Yolunu Bulamayan?
14:28:16 | [SWAT]DeaD[POH](6): tanidigimiz yermi
14:28:21 | [CMD] huseyin(10) => /a düzgün radyoda yk aq
14:28:23 | Jodor(7): Art Nakliyat- týrcýlýk bi sanattýr-
14:28:26 | [CMD] Sparta298(8) => /a Sjsjsj
14:28:32 | [CMD] Chilgin[byhack](12) => /a int bozuk coðu url
14:28:32 | Jodor(7): evet
14:28:32 | gorkemu24(11) oyundan cIktI (Hata/Crash) (IP: 94.123.198.39)
14:28:36 | [CMD] nik0tin(15) => /a ankaralý radyo vardý 
14:28:44 | [KAMYONCU] huseyin, Longway Docks'den Muroland Warehouse'e Silah tasidi. Kazanc: 791820$, 1 Skor ve 5 EXP Sure: 531 Saniye
14:28:53 | [SWAT]DeaD[POH](6): nere adres solesene gecerken ugrarim
14:28:54 | [CMD] huseyin(10) => /pm 7 konvoy varmý 
14:29:2 | [CMD] H.R.N.(13) => /asay Yeni oyuncular /kurallar yazýp kabul ederek ödül alabilir
14:29:2 | [SirketCHT] Sparta298(8): ! Olm evmi bu sjsjsj
14:29:3 | [CMD] Jodor(7) => /pm 10 harboura gidiyoruz
14:29:9 | [CMD] Jodor(7) => /pm 10 muroland al gel 
14:29:13 | [SirketCHT] Sparta298(8): ! adres istiyor :d
14:29:18 | [CMD] huseyin(10) => /pm 7 tmm orada buluþalým rescue cektim  bile
14:29:26 | [CMD] huseyin(10) => /rescue
14:29:28 | Asi_Kaptan(9): Sen Giremiyorsun Oraya ;)
14:29:30 | [CMD] huseyin(10) => /cleanupcars
14:29:34 | [SWAT]DeaD[POH](6): biliyom
14:29:37 | [CMD] huseyin(10) => /car road 0 3 
14:29:39 | [CMD] Chilgin[byhack](12) => /atamir
14:29:41 | [CMD] Jodor(7) => /pm 10 ama biz daha docksun ortasýndayýz :)
14:29:47 | nik0tin(15): tellerden bakar :)
14:29:51 | Asi_Kaptan(9): Biliyorsun Ama Bos Konusuyorsun ;)
14:29:52 | [CMD] huseyin(10) => /pm 7 :D tmm ben harbour diver atarým .d
14:29:54 | [CMD] huseyin(10) => /car road 0 3 
14:29:55 | nik0tin(15): uzaktan uzaktan 
14:29:57 | Asi_Kaptan(9): :D :D :D :D
14:29:58 | [CMD] huseyin(10) => /cleanupcars
14:29:58 | [CMD] Sparta298(8) => /a çok açýk maviye bebek mavisi diyorum nedense aq
14:30:0 | [CMD] huseyin(10) => /dorseget 200 
14:30:7 | [SirketCHT] Jodor(7): ! üzerine gitmeyin çocuðun ya
14:30:9 | [SWAT]DeaD[POH](6): Tamam la bir sirketiniz var sizinde
14:30:10 | Asi_Kaptan(9): icimden guldum sesli :D
14:30:13 | [CMD] Sparta298(8) => /atamir
14:30:18 | [LOCAL][SWAT]DeaD[POH](6): bunlarinda bir sirketi var
14:30:18 | [CMD] [SWAT]DeaD[POH](6) => /l bunlarinda bir sirketi var
14:30:29 | Sparta298(8): @6 þirket aç ozaman.
14:30:35 | Asi_Kaptan(9): dead gel gosteriyim aglama sirketi
14:30:35 | [KAMYONCU] Chilgin[byhack], Harbour Island Warehouse'den Longway Warehouse'e Degerli Esyalar tasidi. Kazanc: 169754$, 1 Skor ve 5 EXP Sure: 548 Saniye
14:30:39 | [SWAT]DeaD[POH](6): sparta
14:30:42 | Sparta298(8): ?
14:30:43 | [CMD] huseyin(10) => /work
14:30:44 | [CMD] Chilgin[byhack](12) => /work
14:30:47 | [CMD] Asi_Kaptan(9) => /tamir
14:30:49 | [SWAT]DeaD[POH](6): azerbaycan da yasiyiorum aca bilirmiyim
14:30:53 | [SWAT]DeaD[POH](6): banka neresi
14:30:54 | nik0tin(15): ver parayý 
14:31:1 | Sparta298(8): Ver parayý al þirketi.
14:31:3 | nik0tin(15): al þirketi 
14:31:6 | [SWAT]DeaD[POH](6): hangi banka
14:31:8 | [CMD] huseyin(10) => /a :D
14:31:18 | [CMD] Jodor(7) => /sirket
14:31:19 | [CMD] nik0tin(15) => /a ver parayý al karýyý :D 
14:31:20 | Sparta298(8): Markete sor.
14:31:24 | [CMD] huseyin(10) => /a :d
14:31:25 | [CMD] Sparta298(8) => /a asdasd
