0:0:16 | [CMD] TIRCI(16) => /araba
15:38:51 | [CMD] GSLIMERT(8) => //c sf
15:38:54 | TIRCI(10) oyuna girdi [IP: 95.10.21.100]
15:38:54 | [CMD] ahmet55(9) => /work
15:38:54 | [CMD] Ahmetefe895(15) => /c ben çýkýyorum biraz
15:38:56 | [CMD] GSLIMERT(8) => /c nerdeýsn
15:38:58 | [CMD] GSLIMERT(8) => /c ok
15:38:58 | [CMD] Sparta298(14) => /a selam hüseyin
15:39:2 | BonezCrusher(11) oyuna girdi [IP: 88.231.251.77]
15:39:3 | [CMD] huseyin(16) => /a selam
15:39:4 | [CMD] GSLIMERT(8) => /convoyayril
15:39:5 | [CMD] huseyin(16) => /myskin 285
15:39:8 | GSLIMERT(8): jodor
15:39:11 | [CMD] Sparta298(14) => /a skinimi 294 yapsana
15:39:13 | GSLIMERT(8): bonus gorevýmý yapýyorsun
15:39:13 | [CMD] ozantr12345(12) => /tamir
15:39:14 | 
15:39:15 | 
15:39:17 | [CMD] huseyin(16) => /setskin 14 294 
15:39:20 | [CMD] Sparta298(14) => /a Eyw
15:39:24 | [CMD] huseyin(16) => /car enforcer 0 3 
15:39:27 | [CMD] GSLIMERT(8) => /kemer
15:39:28 | [CMD] GSLIMERT(8) => /work
15:39:29 | [CMD] huseyin(16) => /kemer
15:39:32 | {FFCC00}TIRCI(10) {FFFFFF}Pilot olarak spawn oldu.
15:39:40 | Jodor(18): yok
15:39:41 | [CMD] TIRCI(10) => /sa
15:39:42 | Ahmetefe895(15) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
15:39:51 | [CMD] ahmet55(9) => /as
15:39:51 | [CMD] RingoBamBam(20) => /t nrd
15:39:53 | [CMD] RingoBamBam(20) => /t nrd
15:39:58 | [CMD] RingoBamBam(20) => /rescue
15:39:59 | [CMD] Sparta298(14) => /a ben biraz pilot olam
15:39:59 | [CMD] ozantr12345(12) => /t benim sfde iþim var lv gel alam seni
15:40:1 | [CMD] Sparta298(14) => /meslek
15:40:2 | [CMD] ozantr12345(12) => /rescue
15:40:3 | [CMD] Konyali42(7) => /tamir
15:40:5 | {FFCC00}Sparta298(14) {FFFFFF}Pilot olarak spawn oldu.
15:40:5 | [CMD] Konyali42(7) => /work
15:40:9 | Ninja_Goulding(15) oyuna girdi [IP: 81.214.81.155]
15:40:10 | [CMD] ahmet55(9) => /pm 10 týrcý gel kargocu yapalým
15:40:10 | [CMD] Sparta298(14) => /rescue
15:40:10 | [LOCAL]ozantr12345(12): las venturas
15:40:10 | [CMD] ozantr12345(12) => /l las venturas
15:40:12 | [CMD] RingoBamBam(20) => /t lv nrd
15:40:12 | [CMD] TIRCI(10) => /kemer
15:40:15 | [CMD] huseyin(16) => /kemer
15:40:15 | [CMD] Sparta298(14) => /musait
15:40:16 | [CMD] ozantr12345(12) => /t las venturas
15:40:17 | [CMD] RingoBamBam(20) => /goreviptal
15:40:18 | Matite(19) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
15:40:19 | [CMD] TIRCI(10) => /sac
15:40:20 | RingoBamBam(20): tm
15:40:20 | [CMD] Konyali42(7) => /work
15:40:21 | [CMD] huseyin(16) => /goto matite 
15:40:21 | [CMD] Sparta298(14) => /musait
15:40:25 | [CMD] RingoBamBam(20) => /rescue
15:40:27 | [CMD] TunaS(13) => /asiriyuk
15:40:30 | [CMD] Konyali42(7) => /work
15:40:31 | [CMD] ozantr12345(12) => /araba
15:40:32 | [CMD] TunaS(13) => /asiriyük
15:40:33 | [CMD] huseyin(16) => /car enforcer 3 0 
15:40:34 | {FFCC00}BonezCrusher(11) Otobus Soforu olarak spawn oldu.
15:40:36 | [CMD] RingoBamBam(20) => /modifiye
15:40:37 | 
15:40:38 | [CMD] ozantr12345(12) => /araba
15:40:41 | [CMD] huseyin(16) => /car enforcer 0 6 
15:40:42 | {FFCC00}Ninja_Goulding(15) {FFFFFF}Pilot olarak spawn oldu.
15:40:43 | [CMD] ozantr12345(12) => /araba
15:40:44 | Ninja_Goulding(15): sa
15:40:46 | [CMD] TIRCI(10) => /work
15:40:46 | [CMD] huseyin(16) => /cleanupcars
15:40:47 | [CMD] huseyin(16) => /as
15:40:48 | [CMD] ozantr12345(12) => /araba
15:40:49 | [CMD] ahmet55(9) => /as
15:40:49 | [CMD] Sparta298(14) => /kemer
15:40:49 | [CMD] huseyin(16) => /kemer
15:40:50 | TunaS(13): a.s
15:40:52 | [CMD] huseyin(16) => /write
15:40:52 | [CMD] Sparta298(14) => /as
15:40:53 | [CMD] ozantr12345(12) => /araba
15:40:59 | [LOCAL]ozantr12345(12): hangisi
15:40:59 | [CMD] ozantr12345(12) => /l hangisi
15:41:0 | BonezCrusher(11): modifiye
15:41:1 | Ninja_Goulding(15): huseyin yetki yenimi
15:41:3 | [LOCAL]ozantr12345(12): hangisi
15:41:3 | [CMD] ozantr12345(12) => /l hangisi
15:41:6 | huseyin(16): Yok.
15:41:8 | [CMD] BonezCrusher(11) => /modifiye
15:41:10 | [CMD] Sparta298(14) => /work
15:41:12 | [CMD] RingoBamBam(20) => /t bu
15:41:14 | Ninja_Goulding(15): yeni gibi geldi h.o dicektim :D
15:41:14 | [LOCAL]RingoBamBam(20): bu
15:41:14 | [CMD] RingoBamBam(20) => /l bu
15:41:16 | [LOCAL]ozantr12345(12): atla
15:41:16 | [CMD] ozantr12345(12) => /l atla
15:41:18 | huseyin(16): ;)
15:41:18 | [CMD] Ninja_Goulding(15) => /work
15:41:21 | [CMD] huseyin(16) => /admins
15:41:22 | [CMD] RingoBamBam(20) => /t nere gidiyoru
15:41:24 | [CMD] RingoBamBam(20) => /t nere gidiyoruz
15:41:25 | [LOCAL]ozantr12345(12): hepsi 300m ediyor
15:41:25 | [CMD] ozantr12345(12) => /l hepsi 300m ediyor
15:41:31 | [LOCAL]ozantr12345(12): bi sfde iþim var
15:41:31 | [CMD] ozantr12345(12) => /l bi sfde iþim var
15:41:35 | [LOCAL]RingoBamBam(20): tm
15:41:35 | [CMD] RingoBamBam(20) => /l tm
15:41:37 | KAANSAMET(17) oyuna girdi [IP: 176.216.234.149]
15:41:43 | [CMD] huseyin(16) => /bangor okatar
15:41:47 | [CMD] huseyin(16) => /bangor sametkaan
15:41:53 | GSLIMERT(8): konvoy yapcak varmý
15:41:55 | [CMD] Jodor(18) => /vtamir
15:42:1 | 
15:42:4 | [CMD] Sparta298(14) => /atamir
15:42:6 | {FFCC00}KAANSAMET(17) {FFFFFF}Kamyoncu olarak spawn oldu.
15:42:8 | [CMD] BonezCrusher(11) => /work
15:42:10 | GSLIMERT(8): konvoy yapcak varmý
15:42:10 | [CMD] TIRCI(10) => /tamýr
15:42:18 | BahadrOkan12(22) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
15:42:28 | GSLIMERT(8): konvoy yapcak varmý otobus
15:42:37 | [CMD] ozantr12345(12) => /tamir
15:42:40 | [CMD] TIRCI(10) => /tamir
15:42:58 | [CMD] TunaS(13) => /tamir
15:42:59 | GSLIMERT(8): lan puu denýze dustum
15:43:8 | [CMD] Ninja_Goulding(15) => /gorevler
15:43:9 | [CMD] GSLIMERT(8) => /goreviptal
15:43:10 | [CMD] ahmet55(9) => /pcc
15:43:11 | [CMD] Ninja_Goulding(15) => /gorevler
15:43:12 | [CMD] GSLIMERT(8) => /meslek
15:43:13 | RingoBamBam(20): can res
15:43:14 | {FFCC00}GSLIMERT(8) {FFFFFF}Kamyoncu olarak spawn oldu.
15:43:14 | [CMD] KAANSAMET(17) => /WORK
15:43:15 | [CMD] huseyin(16) => /cantazele
15:43:17 | [CMD] Ninja_Goulding(15) => /yardim
15:43:17 | [CMD] huseyin(16) => /cleanupcars
15:43:19 | [CMD] GSLIMERT(8) => /rescue
15:43:20 | [CMD] Ninja_Goulding(15) => /görevler
15:43:22 | [CMD] Konyali42(7) => /work
15:43:22 | huseyin(16) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
15:43:24 | [CMD] Ninja_Goulding(15) => /gorev
15:43:25 | [CMD] GSLIMERT(8) => /bonus
15:43:25 | [CMD] Ninja_Goulding(15) => /görev
15:43:27 | [CMD] Ninja_Goulding(15) => /yardim
15:43:27 | [CMD] Sparta298(14) => /a hay mk
15:43:30 | [CMD] Konyali42(7) => /work
15:43:36 | [CMD] Sparta298(14) => /a Varacaðým yerin üzerinden geçtimn
15:43:38 | [CMD] Sparta298(14) => /atamir
15:43:40 | [CMD] Konyali42(7) => /work
15:43:41 | [CMD] Ninja_Goulding(15) => /yardim
15:43:42 | [SWAT]DeaD[POH](16) oyuna girdi [IP: 158.181.40.29]
15:43:44 | [CMD] RingoBamBam(20) => /pm 16 hüseyin
15:43:48 | [CMD] RingoBamBam(20) => /pm 16 pardon
15:43:49 | [CMD] Sparta298(14) => /atamir
15:43:52 | TunaS(13) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
15:43:55 | [CMD] GSLIMERT(8) => /work
15:43:55 | [CMD] Ninja_Goulding(15) => /yardim
15:43:56 | 
15:44:1 | {FFCC00}[SWAT]DeaD[POH](16) Otobus Soforu olarak spawn oldu.
15:44:8 | [CMD] GSLIMERT(8) => /kemer
15:44:11 | [CMD] Ninja_Goulding(15) => /yardim
15:44:15 | [CMD] Sparta298(14) => /a hüseyin
15:44:17 | Ninja_Goulding(15): beyler
15:44:23 | [CMD] [SWAT]DeaD[POH](16) => /work
15:44:26 | Ninja_Goulding(15): gorevlere nerden bakýorduký
15:44:27 | [CMD] Sparta298(14) => /admins
15:44:31 | [CMD] Ninja_Goulding(15) => /donator
15:44:35 | [CMD] Ninja_Goulding(15) => /market
15:44:39 | ozantr12345(12): araçres
15:44:44 | [CMD] Ninja_Goulding(15) => /kar
15:44:45 | [CMD] Sparta298(14) => /write
15:44:46 | ozantr12345(12): araçres
15:44:48 | [CMD] Sparta298(14) => /work
15:44:53 | ozantr12345(12): aracress
15:44:56 | [CMD] Ninja_Goulding(15) => /meslek
15:44:59 | {FFCC00}Ninja_Goulding(15) Otobus Soforu olarak spawn oldu.
15:45:1 | Ninja_Goulding(15): alooo
15:45:5 | [CMD] Ninja_Goulding(15) => /gorevler
15:45:6 | Sparta298(14): Araç res Geliyor!!
15:45:7 | Sparta298(14): Araç res Geliyor!!
15:45:9 | [CMD] Sparta298(14) => /respawncars
15:45:12 | Ninja_Goulding(15): gorevlere nerden bakýorduký
15:45:13 | [CMD] Sparta298(14) => /cantazele
15:45:21 | Sparta298(14): Ehliyet almanýz lazým @15 .
15:45:25 | [CMD] Ninja_Goulding(15) => /work
15:45:30 | [CMD] ahmet55(9) => /gobus
15:45:39 | [CMD] ozantr12345(12) => /ev
15:45:40 | Sparta298(14): Kendi rotanýzý seçmek için
15:45:50 | [SWAT]DeaD[POH](16): g
15:45:50 | Sparta298(14): ama aldýðýnýz göreve
15:45:51 | [CMD] ahmet55(9) => /work
15:45:56 | ozantr12345(12): minik ev ne kadar?
15:45:59 | KAANSAMET(17): T
15:46:4 | [CMD] ozantr12345(12) => /ev
15:46:5 | [CMD] Sparta298(14) => /atamie
15:46:6 | [CMD] ozantr12345(12) => /ev
15:46:7 | [SWAT]DeaD[POH](16): 3 m asagi
15:46:7 | Ninja_Goulding(15): ben kendi rotamý ciziomü
15:46:8 | [CMD] Sparta298(14) => /atamir
15:46:13 | Ninja_Goulding(15): ama nere buraya uzak bilmiom :D
15:46:26 | [CMD] RingoBamBam(20) => /t naptýn
15:46:27 | KAANSAMET(17) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
15:46:28 | Freezer35(13) oyuna girdi [IP: 88.245.160.208]
15:46:30 | [CMD] GSLIMERT(8) => /asiriyuk
15:46:33 | [LOCAL]ozantr12345(12): satýlýk yaptým
15:46:33 | [CMD] ozantr12345(12) => /l satýlýk yaptým
15:46:35 | [CMD] Ninja_Goulding(15) => /work
15:46:35 | [CMD] Sparta298(14) => /atamir
15:46:35 | [CMD] GSLIMERT(8) => /asiriyuk
15:46:37 | ozantr12345(12): lagtest
15:46:44 | [CMD] RingoBamBam(20) => /t tamam
15:46:53 | KAANSAMET(17) oyuna girdi [IP: 176.216.234.149]
15:46:55 | [CMD] Sparta298(14) => /goto 12
15:46:55 | [ANTIHACK] Þüpheli Sparta298(14) => Airbreak-hack
15:46:56 | [SWAT]DeaD[POH](16): g
15:47:0 | {FFCC00}Sparta298(14) {FFFFFF}Pilot olarak spawn oldu.
15:47:0 | Sparta298(14): Hay
15:47:1 | [CMD] Konyali42(7) => /work
15:47:1 | Freezer35(13) oyundan cIktI (KIck/Ban) (IP: 255.255.255.255)
15:47:2 | RingoBamBam(20) Mafya olarak spawn oldu.
15:47:2 | RingoBamBam(20): uha
15:47:3 | ozantr12345(12) Mafya olarak spawn oldu.
15:47:3 | ozantr12345(12): sparta
15:47:3 | Sparta298(14): Gail
15:47:3 | RingoBamBam(20): uha
15:47:4 | ozantr12345(12): la
15:47:6 | [CMD] ahmet55(9) => /tamir
15:47:6 | ozantr12345(12): pü pü
15:47:7 | [CMD] Konyali42(7) => /work
15:47:7 | RingoBamBam(20): npt
15:47:9 | Sparta298(14): Kusura bakmayýn
15:47:9 | 
15:47:14 | ozantr12345(12): gezceksen gel
15:47:16 | [CMD] Konyali42(7) => /work
15:47:16 | [KAMYONCU] Jodor, Longway Docks'den Harbour Island Warehouse'e Silah tasidi. Kazanc: 844056$, 1 Skor ve 5 EXP Sure: 506 Saniye
15:47:19 | [CMD] ozantr12345(12) => /araba
15:47:21 | Sparta298(14): Görev yapýcam
15:47:21 | [CMD] RingoBamBam(20) => /t ozan gorev yapak
15:47:23 | {FFCC00}KAANSAMET(17) {FFFFFF}Kamyoncu olarak spawn oldu.
15:47:27 | Sparta298(14): Kazara
15:47:30 | [LOCAL]ozantr12345(12): bi iþim daha var ya
15:47:30 | [CMD] ozantr12345(12) => /l bi iþim daha var ya
15:47:31 | [CMD] Ninja_Goulding(15) => /stats
15:47:35 | [CMD] Jodor(18) => /sirket 
15:47:39 | [OTOBUSCU] [SWAT]DeaD[POH], San Fierro Otogar'den Los Santos Otogar'e Yolcu tasidi. Kazanc: 15724$ ve 3 Skor Sure: 154 Saniye
15:47:39 | [LOCAL]RingoBamBam(20): baska araba cýkartasana
15:47:39 | [CMD] RingoBamBam(20) => /l baska araba cýkartasana
15:47:40 | [CMD] ozantr12345(12) => /yeni ev alcam
15:47:44 | [CMD] ozantr12345(12) => /araba
15:47:44 | [CMD] Sparta298(14) => /resc
15:47:44 | [LOCAL]RingoBamBam(20): bende binem
15:47:44 | [CMD] RingoBamBam(20) => /l bende binem
15:47:45 | Jodor(18) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
15:47:46 | [CMD] Ninja_Goulding(15) => /work
15:47:46 | [CMD] Sparta298(14) => /meslek
15:47:47 | [CMD] GSLIMERT(8) => /tamir
15:47:48 | [LOCAL]RingoBamBam(20): bende binem surem
15:47:48 | [CMD] RingoBamBam(20) => /l bende binem surem
15:47:50 | {FFCC00}Sparta298(14) {FFFFFF}Kamyoncu olarak spawn oldu.
15:47:52 | [SWAT]DeaD[POH](16) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
15:48:2 | ozantr12345(12): takip et
15:48:5 | [CMD] ozantr12345(12) => /modifiye
15:48:6 | RingoBamBam(20): tms
15:48:8 | [CMD] Ninja_Goulding(15) => /goreviptal
15:48:9 | [CMD] Ninja_Goulding(15) => /work
15:48:23 | [CMD] RingoBamBam(20) => /modfiye
15:48:23 | [CMD] Ninja_Goulding(15) => /goreviptal
15:48:24 | [CMD] ozantr12345(12) => /pm 20 varsa 600k borç atsana
15:48:25 | [CMD] Ninja_Goulding(15) => /work
15:48:32 | [CMD] Ninja_Goulding(15) => /goreviptal
15:48:33 | [CMD] RingoBamBam(20) => /t tamam nasýl yazacam
15:48:33 | [CMD] Ninja_Goulding(15) => /work
15:48:41 | [CMD] Ninja_Goulding(15) => /work
15:48:43 | [CMD] Ninja_Goulding(15) => /work
15:48:44 | [CMD] Ninja_Goulding(15) => /goreviptal
15:48:45 | [CMD] Ninja_Goulding(15) => /work
15:48:47 | [CMD] RingoBamBam(20) => /t 2219080 var
15:48:48 | [CMD] ozantr12345(12) => /t /paragonder 12 1000000
15:48:54 | [CMD] Ninja_Goulding(15) => /goreviptal
15:48:54 | [CMD] RingoBamBam(20) => /t 2219080 var
15:48:55 | [CMD] Ninja_Goulding(15) => /work
15:48:56 | [LOCAL]ozantr12345(12): 7 sýfýrlý
15:48:56 | [CMD] ozantr12345(12) => /l 7 sýfýrlý
15:48:57 | [CMD] RingoBamBam(20) => /t param var
15:49:0 | [CMD] RingoBamBam(20) => /t 2219080 var
15:49:3 | [KAMYONCU] GSLIMERT, EasterBoard Farm'den LV Butcher'e Kurbanlik tasidi. Kazanc: 16116$, 2 Skor ve 5 EXP Sure: 132 Saniye
15:49:5 | [LOCAL]ozantr12345(12): 22m uh
15:49:5 | [CMD] ozantr12345(12) => /l 22m uh
15:49:8 | [CMD] Ninja_Goulding(15) => /goreviptal
15:49:9 | [CMD] RingoBamBam(20) => /paragonder 12
15:49:9 | [CMD] Ninja_Goulding(15) => /work
15:49:13 | [SWAT]DeaD[POH](13) oyuna girdi [IP: 158.181.40.29]
15:49:18 | RingoBamBam(20): 22 milyonum varmý
15:49:21 | [CMD] Ninja_Goulding(15) => /work
15:49:22 | [CMD] Ninja_Goulding(15) => /work
15:49:24 | [CMD] Ninja_Goulding(15) => /goreviptal
15:49:25 | [CMD] Ninja_Goulding(15) => /work
15:49:25 | 
15:49:28 | {FFCC00}[SWAT]DeaD[POH](13) Otobus Soforu olarak spawn oldu.
15:49:29 | [LOCAL]ozantr12345(12): /paragonder 12 2000000
15:49:29 | [CMD] ozantr12345(12) => /l /paragonder 12 2000000
15:49:30 | [LOCAL]ozantr12345(12): /paragonder 12 2000000
15:49:30 | [CMD] ozantr12345(12) => /l /paragonder 12 2000000
15:49:30 | [LOCAL]ozantr12345(12): /paragonder 12 2000000
15:49:30 | [CMD] ozantr12345(12) => /l /paragonder 12 2000000
15:49:37 | [CMD] KAANSAMET(17) => /MOTOR
15:49:39 | [LOCAL]ozantr12345(12): 6 sýfýrlý
15:49:39 | [CMD] ozantr12345(12) => /l 6 sýfýrlý
15:49:42 | RingoBamBam(20) ozantr12345(12)'a 2000000$ para gönderdi
15:49:42 | [CMD] RingoBamBam(20) => /paragonder 12 2000000
15:49:45 | [CMD] Ninja_Goulding(15) => /goreviptal
15:49:47 | [CMD] Ninja_Goulding(15) => /work
15:49:48 | [CMD] GSLIMERT(8) => /bonus
15:49:50 | [CMD] [SWAT]DeaD[POH](13) => /work
15:49:51 | [LOCAL]ozantr12345(12): borç aldým snden 200k
15:49:51 | [CMD] ozantr12345(12) => /l borç aldým snden 200k
15:49:55 | ozantr12345(12): takip
15:49:56 | [LOCAL]RingoBamBam(20): oducen  
15:49:56 | [CMD] RingoBamBam(20) => /l oducen  
15:50:0 | [LOCAL]ozantr12345(12): evi alam
15:50:0 | [CMD] ozantr12345(12) => /l evi alam
15:50:1 | [CMD] Ninja_Goulding(15) => /goreviptal
15:50:2 | [CMD] Ninja_Goulding(15) => /work
15:50:4 | [LOCAL]RingoBamBam(20): tmam
15:50:4 | [CMD] RingoBamBam(20) => /l tmam
15:50:6 | [CMD] GSLIMERT(8) => /isteksarki 12
15:50:11 | TIRCI(10) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
15:50:12 | [CMD] GSLIMERT(8) => /djler
15:50:13 | [CMD] RingoBamBam(20) => /modifiye
15:50:14 | [CMD] ozantr12345(12) => /tamir
15:50:14 | Ninja_Goulding(15): beyler
15:50:21 | GSLIMERT(8): admýn id 12 sarkýyý acarmýsýn
15:50:27 | Ninja_Goulding(15): tam map yokmu
15:50:30 | [SWAT]DeaD[POH](13):  /isteksarki id
15:50:32 | Ninja_Goulding(15): istedigim yere gitmek icin
15:50:35 | [CMD] GSLIMERT(8) => /isteksarki 12
15:50:37 | Freezer35(10) oyuna girdi [IP: 88.245.160.208]
15:50:37 | Ninja_Goulding(15): map acma
15:50:39 | Ninja_Goulding(15): tam
15:50:41 | Sparta298(14):  d/jler
15:50:42 | [ANTIHACK] Þüpheli RingoBamBam(20) => Airbreak-hack
15:50:44 | Sparta298(14):  /djler
15:50:48 | GSLIMERT(8): dj yok
15:50:50 | [CMD] GSLIMERT(8) => /djler
15:50:50 | Ninja_Goulding(15): denizden gidilmior
15:50:51 | Sparta298(14): Ee
15:50:52 | [SWAT]DeaD[POH](13): esc : map
15:50:55 | Freezer35(10) oyundan cIktI (KIck/Ban) (IP: 255.255.255.255)
15:51:0 | [CMD] Sparta298(14) => /spec 20
15:51:3 | [CMD] [SWAT]DeaD[POH](13) => /djler
15:51:4 | ozantr12345(12) RingoBamBam(20)'a 20000$ para gönderdi
15:51:4 | [CMD] ozantr12345(12) => /paragonder 20 20000
15:51:8 | [CMD] [SWAT]DeaD[POH](13) => /adminler
15:51:10 | [LOCAL]ozantr12345(12): borç tamam
15:51:10 | [CMD] ozantr12345(12) => /l borç tamam
15:51:11 | KAANSAMET(17) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
15:51:14 | Ninja_Goulding(15): aga onu biliom
15:51:15 | [SWAT]DeaD[POH](13): g
15:51:17 | [LOCAL]ozantr12345(12): araçtan insene park edem
15:51:17 | [CMD] ozantr12345(12) => /l araçtan insene park edem
15:51:17 | [LOCAL]RingoBamBam(20): gelmedi
15:51:17 | [CMD] RingoBamBam(20) => /l gelmedi
15:51:18 | Sparta298(14): ozan
15:51:20 | ozantr12345(12): he
15:51:26 | [CMD] ahmet55(9) => /work
15:51:27 | Sparta298(14): 3 m yollasana hayrýna :d
15:51:31 | ozantr12345(12): param yokki
15:51:38 | [CMD] GSLIMERT(8) => /bonus
15:51:40 | KAANSAMET(10) oyuna girdi [IP: 176.216.234.149]
15:51:40 | ozantr12345(12): araba aldým
15:51:43 | [LOCAL]RingoBamBam(20): 1000000 gondercen hocam 5 sýfýrlý gonderdin
15:51:43 | [CMD] RingoBamBam(20) => /l 1000000 gondercen hocam 5 sýfýrlý gonderdin
15:51:44 | [CMD] ozantr12345(12) => /araba
15:51:47 | GSLIMERT(8): 750m e mý aldýn
15:51:48 | [LOCAL]RingoBamBam(20): 1000000 gondercen hocam 5 sýfýrlý gonderdin
15:51:48 | [CMD] RingoBamBam(20) => /l 1000000 gondercen hocam 5 sýfýrlý gonderdin
15:51:54 | 
15:52:0 | {FFCC00}KAANSAMET(10) {FFFFFF}Kamyoncu olarak spawn oldu.
15:52:1 | [CMD] Konyali42(7) => /basarimlar
15:52:1 | [LOCAL]ozantr12345(12): yalnýþ atmýþým 5dk bekle atam
15:52:1 | [CMD] ozantr12345(12) => /l yalnýþ atmýþým 5dk bekle atam
15:52:2 | [CMD] RingoBamBam(20) => /t ozan
15:52:6 | [LOCAL]ozantr12345(12): 5dkda 1 atýlýyor
15:52:6 | [CMD] ozantr12345(12) => /l 5dkda 1 atýlýyor
15:52:7 | [CMD] RingoBamBam(20) => /t tamam usta
15:52:8 | GSLIMERT(8): konvoy yapcak varmý 
15:52:11 | [CMD] GSLIMERT(8) => /convoy
15:52:11 | [CMD] Konyali42(7) => /work
15:52:13 | [SWAT]DeaD[POH](13): g
15:52:15 | [CMD] GSLIMERT(8) => /bonus
15:52:16 | [CMD] Konyali42(7) => /meslek
15:52:22 | GSLIMERT(8): konvoy yapcak varmý 
15:52:23 | [CMD] Konyali42(7) => /basarimlar
15:52:25 | [CMD] RingoBamBam(20) => /tamir
15:52:27 | [CMD] ozantr12345(12) => /araba
15:52:27 | [CMD] Sparta298(14) => /specoff
15:52:27 | {FFCC00}Sparta298(14) {FFFFFF}Kamyoncu olarak spawn oldu.
15:52:30 | [CMD] Konyali42(7) => /basarimlar
15:52:30 | [CMD] GSLIMERT(8) => /rescue
15:52:30 | [CMD] Sparta298(14) => /spec 8
15:52:33 | [CMD] ozantr12345(12) => /araba
15:52:34 | BonezCrusher(11) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
15:52:41 | [CMD] Sparta298(14) => /spec 3
15:52:41 | [CMD] RingoBamBam(20) => /modifiye
15:52:44 | [LOCAL]ozantr12345(12): insene bi
15:52:44 | [CMD] ozantr12345(12) => /l insene bi
15:52:51 | [CMD] Konyali42(7) => /meslek
15:52:58 | [CMD] Konyali42(7) => /meslek
15:52:58 | [CMD] ozantr12345(12) => /araba
15:53:1 | [CMD] Konyali42(7) => /basarimlar
15:53:1 | RingoBamBam(20): gel
15:53:2 | RingoBamBam(20): gel 
15:53:2 | [CMD] KAANSAMET(10) => /modifiye
15:53:4 | [CMD] Sparta298(14) => /spec 7
15:53:5 | Ninja_Goulding(15): la küfür etcem
15:53:6 | [CMD] GSLIMERT(8) => /kemer
15:53:8 | [CMD] ozantr12345(12) => /araba
15:53:8 | [CMD] GSLIMERT(8) => /bonus
15:53:10 | [CMD] GSLIMERT(8) => /work
15:53:11 | Ninja_Goulding(15): gidilmior,
15:53:12 | Ninja_Goulding(15): oraya
15:53:23 | [CMD] Sparta298(14) => /spec 15
15:53:24 | Ninja_Goulding(15): antalya otogar
15:53:25 | Ninja_Goulding(15): nere la
15:53:29 | [CMD] Konyali42(7) => /meslek
15:53:33 | Sparta298(14): @15 bey.
15:53:33 | [CMD] ahmet55(9) => /pcc
15:53:33 | Konyali42(7) Pizzaci olarak spawn oldu.
15:53:35 | Freezer35(11) oyuna girdi [IP: 88.245.160.208]
15:53:40 | [CMD] Konyali42(7) => /work
15:53:42 | Sparta298(14): Lsde lunapark varya.
15:53:45 | Freezer35(11) oyundan cIktI (KIck/Ban) (IP: 255.255.255.255)
15:53:47 | [OTOBUSCU] [SWAT]DeaD[POH], Los Santos Otogar'den San Fierro Otogar'e Yolcu tasidi. Kazanc: 15724$ ve 3 Skor Sure: 185 Saniye
15:53:47 | [CMD] ozantr12345(12) => /araba
15:53:52 | [SWAT]DeaD[POH](13) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
15:53:55 | [CMD] GSLIMERT(8) => /gorevþptal
15:53:58 | [CMD] Konyali42(7) => /work
15:53:59 | Ninja_Goulding(15): oha la te oramý
15:54:0 | [CMD] GSLIMERT(8) => /goreviptal
15:54:1 | ozantr12345(12): araçres
15:54:1 | Sparta298(14): Antalya otogar lsdeki lunaparkýn orada.
15:54:1 | [CMD] Konyali42(7) => /work
15:54:3 | [CMD] Konyali42(7) => /work
15:54:6 | ozantr12345(12): araçres pls
15:54:7 | Sparta298(14): Araç res Geliyor!!
15:54:8 | Sparta298(14): Araç res Geliyor!!
15:54:8 | [CMD] GSLIMERT(8) => /rescue
15:54:12 | [CMD] Sparta298(14) => /respawncars
15:54:13 | Ninja_Goulding(15): ohaaa
15:54:14 | [CMD] Konyali42(7) => /work
15:54:15 | [CMD] ozantr12345(12) => /araba
15:54:18 | Ninja_Goulding(15): ben taaa nerdeim
15:54:20 | [CMD] Konyali42(7) => /meslek
15:54:22 | Sparta298(14):  /cantazele
15:54:26 | [CMD] Sparta298(14) => /cc
15:54:29 | [CMD] Sparta298(14) => /cantazele
15:54:31 | [CMD] ahmet55(9) => /pcc
15:54:35 | Konyali42(7) Balikci olarak spawn oldu.
15:54:38 | Ninja_Goulding(15): ben inþaat daým :D,
15:54:38 | [CMD] KAANSAMET(10) => /work
15:54:40 | [CMD] GSLIMERT(8) => /bonus
15:54:41 | [CMD] GSLIMERT(8) => /kemer
15:54:42 | [CMD] Konyali42(7) => /meslek
15:54:42 | [CMD] GSLIMERT(8) => /work
15:54:45 | Sparta298(14): Görüyorum
15:54:50 | Konyali42(7) Cöpcü olarak spawn oldu.
