0:0:0 | Kraply(13): -_-
10:26:15 | [CMD] CcCAtakan1907(9) => /r yok sakýncalý
10:26:16 | [CMD] xSamet(17) => /kemer
10:26:18 | [CMD] xSamet(17) => /work
10:26:20 | testere151(13): daðýtcam birazdan
10:26:20 | [CMD] CcCAtakan1907(9) => /r userler bilmemeli
10:26:20 | [CMD] efepro0550(16) => /sac
10:26:20 | [CMD] TIRCI(7) => /pm 8 bak tekno evden buyuk ev
10:26:23 | [CMD] Hic(12) => /r Why la ?
10:26:27 | [CMD] xSamet(17) => /goreviptal
10:26:30 | [CMD] xSamet(17) => /work
10:26:34 | [CMD] xSamet(17) => /goreviptal
10:26:35 | [CMD] xSamet(17) => /work
10:26:35 | [CMD] Hic(12) => /r Geyiðe yaz
10:26:41 | [CMD] CcCAtakan1907(9) => /r bazý userler bilmiyo mesela rehberlere adminlere özel chat oldugunu
10:26:43 | [CMD] xSamet(17) => /tamir
10:26:44 | [CMD] Tuan_Tiniay(18) => /tune
10:26:46 | [CMD] Tuan_Tiniay(18) => /modifiye
10:26:46 | [CMD] Hic(12) => /r Aynen
10:26:48 | [CMD] TIRCI(7) => /yerbul 8
10:26:54 | [CMD] Hic(12) => /r Gruba yaz o zaman
10:26:56 | [CMD] xSamet(17) => /sacw
10:26:57 | [CMD] CcCAtakan1907(9) => /r kadir fikrin?
10:26:58 | [CMD] [KGT]Ruhatcan(8) => /pm 7 ev modeli ne ?
10:26:59 | [CMD] xSamet(17) => /sac
10:27:4 | [CMD] testere151(13) => /uyar 17 flood (eski ss)
10:27:4 | emirhanertem(0) oyuna girdi [IP: 85.104.216.172]
10:27:6 | [CMD] TIRCI(7) => /pm 8 rezidans
10:27:13 | [CMD] Gezegen(10) => /araba
10:27:16 | [CMD] TIRCI(7) => /pm 8 gel gor bi 
10:27:17 | [CMD] Tuan_Tiniay(18) => /work
10:27:17 | [CMD] xSamet(17) => /skapat
10:27:28 | [KGT]Ruhatcan(8): kadir
10:27:33 | 
10:27:39 | [CMD] Gezegen(10) => /modifiye
10:27:41 | [OTOBUSCU] swisskobay301, San Fierro Otogar'den Las Venturas Otogar'e Yolcu tasidi. Kazanc: 13238$ ve 3 Skor Sure: 825 Saniye
10:27:41 | emirhanertem(0) Balikci olarak spawn oldu.
10:27:45 | TIRCI(7): @8 i abana cekermýsýnýz 
10:27:48 | testere151(13): efm
10:27:57 | [CMD] emirhanertem(0) => /baliksat
10:28:1 | [CMD] Hic(12) => /tamir
10:28:3 | [CMD] testere151(13) => /tele 8 7
10:28:3 | [CMD] Hic(12) => /wprk
10:28:4 | [CMD] CcCAtakan1907(9) => /r kadir fikrin ne iyi mi fikrim :D
10:28:7 | [CMD] Hic(12) => /work
10:28:7 | testere151(13): geldimi 
10:28:7 | [KGT]Ruhatcan(8): kadir sorusor u açsana bi
10:28:11 | [CMD] [KGT]Ruhatcan(8) => /sorusor kadir aç
10:28:12 | Mike_(14): hiç noldu
10:28:13 | [CMD] testere151(13) => /sorular
10:28:17 | [CMD] CcCAtakan1907(9) => /sorular
10:28:19 | [CMD] testere151(13) => /sorukabul 8
10:28:21 | [CMD] swisskobay301(11) => /rescue
10:28:25 | [LOCAL]TIRCI(7): gýr bak
10:28:25 | [CMD] TIRCI(7) => /l gýr bak
10:28:26 | [CMD] testere151(13) => /ypm sorun nedir
10:28:30 | [CMD] xSamet(17) => /sac
10:28:31 | [CMD] [KGT]Ruhatcan(8) => /ypm aþkitom villamý büyük rezidans mý
10:28:34 | [LOCAL]TIRCI(7): icine gýr
10:28:34 | [CMD] TIRCI(7) => /l icine gýr
10:28:35 | [CMD] Hic(12) => /asiriyuk
10:28:36 | [CMD] swisskobay301(11) => /work
10:28:39 | [CMD] swisskobay301(11) => /kemer
10:28:41 | [CMD] swisskobay301(11) => /modifiye
10:28:45 | [CMD] Mike_(14) => /convoy
10:28:51 | [CMD] testere151(13) => /ypm sen bilirsin
10:29:1 | [CMD] [KGT]Ruhatcan(8) => /ypm hangisi daha karlý onu de bana :D
10:29:7 | [CMD] Mike_(14) => /tamir
10:29:9 | [CMD] testere151(13) => /ypm bunun içinmiydi püü
10:29:13 | [CMD] xSamet(17) => /tamir
10:29:15 | [CMD] [KGT]Ruhatcan(8) => /ypm soru la iþte :D
10:29:15 | [CMD] emirhanertem(0) => /work
10:29:21 | [CMD] xSamet(17) => /skapat
10:29:27 | [CMD] TIRCI(7) => /pm 8nnasýl ev 
10:29:28 | [CMD] testere151(13) => /ypm pmden yazaydýn daha iyidi :D
10:29:32 | [CMD] TIRCI(7) => /pm 8 nasýl ev 
10:29:37 | [CMD] xSamet(17) => /cevir
10:29:40 | [CMD] [KGT]Ruhatcan(8) => /ypm levelin artsýn diye yapýyom :D
10:29:43 | Hic(12): Eyw
10:29:46 | [CMD] [KGT]Ruhatcan(8) => /ypm he hade söyle hangisi iyi
10:29:48 | RavlyCoder(15): ben kescektm
10:29:50 | RavlyCoder(15): .-.
10:29:51 | Gezegen(10): Kolay Gelsin :D
10:29:53 | [CMD] xSamet(17) => /tamirw
10:29:53 | [CMD] testere151(13) => /ypm rezidans al
10:29:53 | [CMD] RavlyCoder(15) => /rescue
10:29:54 | Hic(12): Sanada
10:29:57 | Mike_(14): eyw
10:30:2 | [CMD] RavlyCoder(15) => /kemer
10:30:4 | [CMD] Gezegen(10) => /rescue
10:30:15 | [LOCAL]TIRCI(7): ansýl guzelmý 
10:30:15 | [CMD] TIRCI(7) => /l ansýl guzelmý 
10:30:17 | [CMD] CcCAtakan1907(9) => /r kadirin fikri bilinmiyor
10:30:17 | [LOCAL][KGT]Ruhatcan(8): ev güzel ama bana tekno lazým
10:30:17 | [CMD] [KGT]Ruhatcan(8) => /l ev güzel ama bana tekno lazým
10:30:22 | [CMD] Hic(12) => /r None
10:30:23 | [LOCAL]TIRCI(7): hadý be 
10:30:23 | [CMD] TIRCI(7) => /l hadý be 
10:30:28 | [CMD] xSamet(17) => /tamir
10:30:42 | [CMD] Hic(12) => /sirket
10:30:42 | [CMD] emirhanertem(0) => /work
10:30:43 | [CMD] CcCAtakan1907(9) => /r rehber chat yazýyo ya adý da yetkili chat olsa
10:30:51 | [CMD] testere151(13) => /r hmm
10:30:54 | [CMD] Hic(12) => /r /y olsan
10:30:55 | [CMD] Hic(12) => /y .
10:30:55 | [LOCAL]TIRCI(7): sen bana villaný ver +15m
10:30:55 | [CMD] TIRCI(7) => /l sen bana villaný ver +15m
10:31:2 | [CMD] CcCAtakan1907(9) => /r aynen komut da /y
10:31:12 | [CMD] Hic(12) => /r Veya /yc
10:31:13 | [CMD] CcCAtakan1907(9) => /r nasýl kadir?
10:31:13 | [CMD] xSamet(17) => /tamirw
10:31:15 | [CMD] xSamet(17) => /tamir
10:31:16 | [LOCAL][KGT]Ruhatcan(8): ben senden villayý 30m almýþtým :D
10:31:16 | [CMD] [KGT]Ruhatcan(8) => /l ben senden villayý 30m almýþtým :D
10:31:18 | RavlyCoder(15): y
10:31:19 | [CMD] testere151(13) => /r onu matite veya sancak beye ilet
10:31:22 | [OTOBUSCU] swisskobay301, San Fierro Otogar'den Las Venturas Otogar'e Yolcu tasidi. Kazanc: 13238$ ve 3 Skor Sure: 949 Saniye
10:31:25 | [CMD] CcCAtakan1907(9) => /R /y olabilir
10:31:27 | [LOCAL]TIRCI(7): isim var kavaltý etcem hadý
10:31:27 | [CMD] TIRCI(7) => /l isim var kavaltý etcem hadý
10:31:28 | [CMD] CcCAtakan1907(9) => /r tmm
10:31:32 | [ANTIHACK] Þüpheli CcCAtakan1907(9) => Airbreak-hack
10:31:33 | [ANTIHACK] Þüpheli efepro0550(16) => Airbreak-hack
10:31:38 | [CMD] Hic(12) => /tamir
10:31:39 | [CMD] CcCAtakan1907(9) => /R en çok sancak giriyo faceye ona yazayým
10:31:41 | [CMD] TIRCI(7) => /afk
10:31:41 | [CMD] swisskobay301(11) => /rescue
10:31:47 | Gezegen(10): Kargocu Ortak Aranýr !! [ 10 Skor Ve 40k - 107k Arasýnda Deðiþen Para ]
10:31:49 | [LOCAL][KGT]Ruhatcan(8): villalar satýlýk deðil :)
10:31:49 | [CMD] [KGT]Ruhatcan(8) => /l villalar satýlýk deðil :)
10:31:52 | [CMD] Hic(12) => /c Kadir araçmý durdu la
10:31:58 | [CMD] swisskobay301(11) => /kemer
10:31:58 | [CMD] RavlyCoder(15) => /meslek
10:31:58 | [CMD] [KGT]Ruhatcan(8) => /yerbul
10:32:0 | [CMD] swisskobay301(11) => /work
10:32:1 | [CMD] [KGT]Ruhatcan(8) => /getcar
10:32:2 | 
10:32:4 | [CMD] swisskobay301(11) => /modifiye
10:32:5 | [CMD] RavlyCoder(15) => /sac
10:32:5 | [CMD] [KGT]Ruhatcan(8) => /araba
10:32:7 | RavlyCoder(15): gel
10:32:8 | Gezegen(10): Kargocu Ortak Aranýr !!                  [ 10 Skor Ve 40k - 107k Arasýnda Deðiþen Para ]
10:32:11 | [CMD] Gezegen(10) => /meslek
10:32:12 | [CMD] RavlyCoder(15) => /rescue
10:32:14 | 
10:32:15 | [CMD] Hic(12) => /c Adam docksta týkandý :d
10:32:21 | [KGT]Ruhatcan(8): tekno ev satan varmý fiyatý önemli deðil
10:32:21 | [CMD] RavlyCoder(15) => /modifiye
10:32:22 | Mike_(14): ! :D
10:32:28 | [CMD] RavlyCoder(15) => /kemer
10:32:29 | [CMD] Mike_(14) => /k :D
10:32:32 | [CMD] Mike_(14) => /c :D
10:32:34 | [LOCAL]Gezegen(10): gorev seciçem knk 
10:32:34 | [CMD] Gezegen(10) => /l gorev seciçem knk 
10:32:44 | [CMD] Gezegen(10) => /work
10:32:50 | RavlyCoder(15): pardon
10:32:52 | RavlyCoder(15): fdkjghldkh
10:32:52 | [CMD] Gezegen(10) => /goreviptal
10:32:55 | Gezegen(10): :D
10:32:58 | [CMD] Gezegen(10) => /work
10:33:1 | [CMD] Gezegen(10) => /goreviptal
10:33:3 | [CMD] Gezegen(10) => /work
10:33:13 | [CMD] testere151(13) => /c geliyorum
10:33:28 | [LOCAL]Gezegen(10): UZUNMU KISAIM ?
10:33:28 | [CMD] Gezegen(10) => /L UZUNMU KISAIM ?
10:33:28 | [KAMYONCU] xSamet, LV Butcher'den SF Supa Save'e Et tasidi. Kazanc: 21217$, 1 Skor ve 5 EXP Sure: 243 Saniye
10:33:34 | [LOCAL]RavlyCoder(15): ney
10:33:34 | [CMD] RavlyCoder(15) => /l ney
10:33:37 | ByUgur(19) oyuna girdi [IP: 78.172.187.143]
10:33:37 | [LOCAL]Gezegen(10): dasbcjlsbdfjbsd
10:33:37 | [CMD] Gezegen(10) => /l dasbcjlsbdfjbsd
10:33:42 | [LOCAL]Gezegen(10): Yol :D
10:33:42 | [CMD] Gezegen(10) => /l Yol :D
10:33:45 | [CMD] xSamet(17) => /tamir
10:33:49 | [LOCAL]RavlyCoder(15): görevinmi
10:33:49 | [CMD] RavlyCoder(15) => /l görevinmi
10:33:53 | 
10:33:54 | [CMD] xSamet(17) => /work
10:33:56 | {FFCC00}ByUgur(19) {FFFFFF}Kamyoncu olarak spawn oldu.
10:33:59 | Hargosh(20) oyuna girdi [IP: 85.99.12.18]
10:34:3 | [LOCAL]Gezegen(10): Görevi Uuzn Yolmu Alýyým Kýsa Yolmu
10:34:3 | [CMD] Gezegen(10) => /l Görevi Uuzn Yolmu Alýyým Kýsa Yolmu
10:34:4 | [CMD] ByUgur(19) => /sac
10:34:4 | [CMD] efepro0550(16) => /tamir
10:34:9 | [LOCAL]RavlyCoder(15): kýsa yollarda alak hýzlý bitsin
10:34:9 | [CMD] RavlyCoder(15) => /l kýsa yollarda alak hýzlý bitsin
10:34:11 | 
10:34:15 | [CMD] ByUgur(19) => /work
10:34:15 | [LOCAL]RavlyCoder(15): 4 bin olmak istyomda
10:34:15 | [CMD] RavlyCoder(15) => /l 4 bin olmak istyomda
10:34:15 | {FFCC00}Hargosh(20) Otobus Soforu olarak spawn oldu.
10:34:18 | [LOCAL]RavlyCoder(15): dsfgmfdgnlk
10:34:18 | [CMD] RavlyCoder(15) => /l dsfgmfdgnlk
10:34:20 | [CMD] Tuan_Tiniay(18) => /asiriyuk
10:34:25 | [CMD] ByUgur(19) => /kemer
10:34:30 | [CMD] ByUgur(19) => /modifiye
10:34:31 | [CMD] Hargosh(20) => /sa
10:34:34 | [CMD] CcCAtakan1907(9) => /as
10:34:35 | [CMD] Mike_(14) => /as
10:34:35 | [LOCAL]Gezegen(10): 4 bine 1 hafatada zor bititrisi :D
10:34:35 | [CMD] Gezegen(10) => /l 4 bine 1 hafatada zor bititrisi :D
10:34:35 | [CMD] swisskobay301(11) => /as
10:34:36 | Hic(12): Aleyküm Selam.
10:34:37 | [CMD] Tuan_Tiniay(18) => /tamir
10:34:46 | [KGT]Ruhatcan(8): bu aliturkak aktifmi sürekli
10:34:49 | [KGT]Ruhatcan(8): amdinler
10:34:51 | Hargosh(20): ts de yetkili varmý
10:34:51 | [KGT]Ruhatcan(8): bu aliturkak aktifmi sürekli
10:34:53 | [OTOBUSCU] swisskobay301, San Fierro Otogar'den Las Venturas Otogar'e Yolcu tasidi. Kazanc: 13238$ ve 3 Skor Sure: 1082 Saniye
10:34:57 | [CMD] Hargosh(20) => /work
10:35:1 | [CMD] testere151(13) => /uyar 19 caps lock + flood (eski ss)
10:35:7 | [CMD] swisskobay301(11) => /rescue
10:35:17 | [KGT]Ruhatcan(8): amdinler
10:35:19 | [CMD] swisskobay301(11) => /kemer
10:35:22 | testere151(13): efm
10:35:25 | [KGT]Ruhatcan(8): bu aliturkak aktifmi sürekli
10:35:31 | [CMD] swisskobay301(11) => /work
10:35:32 | testere151(13): arada giriyo
10:35:40 | [CMD] swisskobay301(11) => /modifiye
10:35:41 | [CMD] Hargosh(20) => /kemer
10:35:44 | RavlyCoder(15): aliturkak çok iyi bi çocuk bence jsfhgdjfkth
10:35:49 | [CMD] emirhanertem(0) => /work
10:36:1 | [KGT]Ruhatcan(8): o çocuðu getirin bulun bana layn :D
10:36:7 | RavlyCoder(15): niden
10:36:10 | [CMD] testere151(13) => /c benim mesafe iyice arttý atýn convoydan
10:36:11 | [KGT]Ruhatcan(8): bide nikotin admindi demi
10:36:15 | [LOCAL]Gezegen(10): atla
10:36:15 | [CMD] Gezegen(10) => /l atla
10:36:20 | [CMD] Hic(12) => /convoyat 13
10:36:23 | 
10:36:23 | RavlyCoder(15): ._.
10:36:24 | CcCAtakan1907(9): admin evet
10:36:30 | [KGT]Ruhatcan(8): tamam onuda bulun bana
10:36:32 | Gezegen(10): Görev Ýptal etme
10:36:33 | RavlyCoder(15): niye öldü
10:36:36 | RavlyCoder(15): bu simdi
10:36:37 | Gezegen(10): anlamadým
10:36:41 | [CMD] RavlyCoder(15) => /rescue
10:36:48 | [CMD] xSamet(17) => /tamir
10:36:48 | RavlyCoder(15): sen görevi býrak
10:36:54 | [CMD] xSamet(17) => /sacw
10:36:55 | [CMD] Mike_(14) => /cbekle bekle
10:36:55 | RavlyCoder(15): yinede oluyo ben gelmesesmde
10:36:57 | [CMD] RavlyCoder(15) => /rescue
10:36:57 | [KGT]Ruhatcan(8): evlerimi çalmýþlar
10:36:57 | Hic(12): Çekimmi ?
10:36:58 | [CMD] xSamet(17) => /sacw
10:37:0 | [CMD] xSamet(17) => /sac
10:37:3 | RavlyCoder(15): çek hiç abi
10:37:3 | [KGT]Ruhatcan(8): para karþýlýðý geri alacam
10:37:11 | [CMD] Hic(12) => /tele 10 15
10:37:15 | Hic(12): Çektim geldi mi ?
10:37:21 | RavlyCoder(15): ya geldide
10:37:22 | Gezegen(10): hÝÇ NAPTIN
10:37:23 | [CMD] ByUgur(19) => /tamir
10:37:24 | RavlyCoder(15): beni ona
10:37:26 | RavlyCoder(15): çekeydin
10:37:27 | [KGT]Ruhatcan(8): c.o
10:37:28 | [CMD] testere151(13) => /uyar 10 caps off
10:37:28 | Gezegen(10): görevdeydim 
10:37:29 | RavlyCoder(15): :d
10:37:32 | Hic(12): WE:
10:37:35 | [CMD] testere151(13) => /musait
10:37:36 | RavlyCoder(15): gel görev
10:37:37 | Gezegen(10): eski yere atsana
10:37:37 | [CMD] testere151(13) => /afk
10:37:39 | RavlyCoder(15): gitmedi
10:37:40 | [CMD] xSamet(17) => /CEVÝR
10:37:42 | [CMD] xSamet(17) => /cevir
10:37:43 | [KGT]Ruhatcan(8): hic c.o
10:37:43 | Hic(12): Yanlýþ oldu yaw
10:37:44 | Gezegen(10): gorev devam ediyor
10:37:53 | [CMD] [KGT]Ruhatcan(8) => /sikayet 12 c.o WE
10:37:54 | Hic(12): k.b. beyler
10:37:54 | Gezegen(10): eski yere atsana hiç
10:38:0 | Hic(12): Atamamki
10:38:4 | [LOCAL]Gezegen(10): arabanýn oraya
10:38:4 | [CMD] Gezegen(10) => /l arabanýn oraya
10:38:8 | Hic(12): Banka no verin parayý atam
10:38:9 | Gezegen(10): arabanýn oraya
10:38:9 | RavlyCoder(15): bizi sf kargoya
10:38:12 | RavlyCoder(15): yollarmýsýn
10:38:13 | [CMD] xSamet(17) => /modifiye
10:38:16 | Hic(12): Banka no verin parayý atam
10:38:17 | RavlyCoder(15): rescue olmuyo
10:38:18 | Gezegen(10): para deil sen arabanýn yanýna at
10:38:19 | efepro0550(16): anlatya hangi sehirde
10:38:23 | Hic(12): Atamamki
10:38:24 | [KGT]Ruhatcan(8): 1088 hic
10:38:24 | RavlyCoder(15): skor kasýyoduk 
10:38:25 | [OTOBUSCU] swisskobay301, San Fierro Otogar'den Las Venturas Otogar'e Yolcu tasidi. Kazanc: 13238$ ve 3 Skor Sure: 1215 Saniye
10:38:29 | [CMD] emirhanertem(0) => /work
10:38:29 | Gezegen(10): niye ?
10:38:30 | Hic(12): @16 ls,
10:38:30 | Tuan_Tiniay(18): admin
10:38:32 | Hic(12): Pardon ya
10:38:34 | [KGT]Ruhatcan(8): 1088 hic
10:38:35 | efepro0550(16): tm
10:38:37 | Hic(12): Yanlýþ oldu o
10:38:39 | [CMD] swisskobay301(11) => /rescue
10:38:40 | Tuan_Tiniay(18): muroland a nerden giriliyodu lv mi
10:38:43 | RavlyCoder(15): bin gezegen
10:38:44 | Hic(12): Evet
10:38:45 | RavlyCoder(15): gidek sfye
10:38:47 | [KGT]Ruhatcan(8): hic
10:38:47 | CcCAtakan1907(9): evt
10:38:49 | [CMD] RavlyCoder(15) => /kemer
10:38:50 | Hic(12): ?
10:38:52 | Gezegen(10): Hiç beni eski yere atarmýsýn
10:38:54 | [KGT]Ruhatcan(8): para atcanmý
10:38:55 | RavlyCoder(15): bu araçla býrakak 
10:38:57 | RavlyCoder(15): görevi
10:39:0 | Hic(12): Maalesef :/
10:39:0 | [CMD] RavlyCoder(15) => /modifiye
10:39:1 | [CMD] swisskobay301(11) => /kemer
10:39:2 | [CMD] xSamet(17) => /tamir
10:39:3 | [KGT]Ruhatcan(8): tm :D
10:39:4 | [CMD] swisskobay301(11) => /modifiye
10:39:5 | Gezegen(10): Niye ?
10:39:5 | Hic(12): k.b.
10:39:7 | [KGT]Ruhatcan(8): sen dedin diye 
10:39:9 | RavlyCoder(15): geliyonmu gezegen
10:39:11 | [CMD] swisskobay301(11) => /work
10:39:14 | Hic(12): Eski yere atamýyorum
10:39:17 | Hic(12): Dur
10:39:22 | [CMD] Gezegen(10) => /rescue
10:39:24 | [CMD] swisskobay301(11) => /pm 12 duyuru chatini temizlermisin
10:39:24 | Hic(12): Sf de olan var mý ?
10:39:25 | [CMD] Gezegen(10) => /araba
10:39:28 | RavlyCoder(15): yok
10:39:29 | [CMD] CcCAtakan1907(9) => /rentcar
10:39:31 | Gezegen(10): atlaa 
10:39:37 | RavlyCoder(15): görevi býrakcam
10:39:40 | RavlyCoder(15): atlayamam
10:39:41 | Hic(12): Pardon
10:39:41 | Hargosh(20): sorry
10:39:41 | [CMD] xSamet(17) => /modifiye
10:39:47 | Hic(12): Bi kafa karýþýlýðý oldu
10:39:49 | Gezegen(10): bunla ýrakalým daha hýzlý ravly
10:39:50 | [CMD] CcCAtakan1907(9) => /rentcar
10:39:51 | Gezegen(10): bunla ýrakalým daha hýzlý ravly  
10:39:52 | Hargosh(20): tabelaya bakýyodum
10:39:55 | [CMD] swisskobay301(11) => /pm 12 duyuru chatini temizlermisin
10:39:58 | TEXAST5(21) oyuna girdi [IP: 88.243.230.18]
10:39:59 | [CMD] xSamet(17) => /tamir
10:40:2 | [CMD] CcCAtakan1907(9) => /rentcar
10:40:2 | [CMD] Hic(12) => /pm 11 Yetkim yok
10:40:4 | [CMD] Hic(12) => /dtemizle
10:40:6 | 
10:40:8 | TEXAST5(21) Mafya olarak spawn oldu.
10:40:10 | [CMD] TEXAST5(21) => /admgiris
10:40:16 | [CMD] swisskobay301(11) => /pm 12 dj 2 temizliyor ya
10:40:17 | [CMD] TEXAST5(21) => /myskin 280 
10:40:19 | [CMD] swisskobay301(11) => /pm 12 ilginç
10:40:21 | [CMD] TEXAST5(21) => /sa 
10:40:22 | [CMD] RavlyCoder(15) => /as
10:40:23 | [CMD] TEXAST5(21) => /god 
10:40:24 | [CMD] [KGT]Ruhatcan(8) => /as
10:40:25 | [CMD] Tuan_Tiniay(18) => /as
10:40:26 | Hic(12): Aleyküm Selam.
10:40:28 | [CMD] Mike_(14) => /as
10:40:29 | [CMD] Hargosh(20) => /as
10:40:32 | [CMD] CcCAtakan1907(9) => /as
10:40:33 | [CMD] Hic(12) => /pmoff
10:40:35 | RavlyCoder(15): hoþgeldin texas baba
10:40:39 | RavlyCoder(15): kldjgldkfjhg
10:40:40 | TEXAST5(21): hoþbulduk 
10:40:41 | [CMD] xSamet(17) => /asarýyuk
10:40:42 | [KGT]Ruhatcan(8): texaslýlardan nefret ederim dostum :D
10:40:43 | [CMD] CcCAtakan1907(9) => /R texast sana da sorayým
10:40:49 | xSamet(17): asýrýyuk
10:40:53 | Hic(12): Ravly sen neden herþeye random atýyon ?
10:40:54 | [CMD] xSamet(17) => /asýrýyuk
10:40:56 | [KGT]Ruhatcan(8): ama seni severim texas :D
10:40:59 | [CMD] CcCAtakan1907(9) => /R tüm dj rehber adminlerin ortak kullancaðý chatde olabilir mi
10:41:2 | RavlyCoder(15): alýþmýþým ne blym
10:41:3 | efepro0550(16) oyundan cIktI (Hata/Crash) (IP: 88.234.240.54)
10:41:6 | Hic(12): sdn dasdbkashdabd
10:41:6 | [CMD] emirhanertem(0) => /baliksat
10:41:8 | Tuan_Tiniay(18): saçma
10:41:9 | BoykoXD(16) oyuna girdi [IP: 95.14.37.207]
10:41:13 | [KGT]Ruhatcan(8): abow testerenin evini buldum
10:41:21 | 
10:41:23 | [CMD] Mike_(14) => /c testere nerdesin
10:41:23 | [CMD] CcCAtakan1907(9) => /R nasýl
10:41:24 | {FFCC00}BoykoXD(16) {FFFFFF}Kamyoncu olarak spawn oldu.
10:41:25 | [CMD] emirhanertem(0) => /meslek
10:41:26 | [CMD] CcCAtakan1907(9) => /R _
10:41:27 | [CMD] BoykoXD(16) => /admgiris
10:41:28 | RavlyCoder(15): ciddimisin :o
10:41:29 | [CMD] CcCAtakan1907(9) => /r ?
10:41:29 | emirhanertem(0) Gemici olarak spawn oldu.
10:41:32 | [CMD] swisskobay301(11) => /pm 21 duyuru chatini temizlermisin
10:41:32 | [CMD] BoykoXD(16) => /admgiris
10:41:32 | RavlyCoder(15): lkrtpþylkðpljfgðpljkl
10:41:34 | [KGT]Ruhatcan(8): yes of horse
10:41:38 | [CMD] TEXAST5(21) => /dtemizle 
10:41:40 | [CMD] BoykoXD(16) => /sa
10:41:41 | [CMD] BoykoXD(16) => /sac
10:41:42 | [CMD] [KGT]Ruhatcan(8) => /as
10:41:42 | [CMD] RavlyCoder(15) => /as
10:41:43 | [CMD] Tuan_Tiniay(18) => /as
10:41:44 | [CMD] Mike_(14) => /as
10:41:45 | [CMD] BoykoXD(16) => /djler
10:41:46 | RavlyCoder(15): hg 
10:41:48 | [CMD] BoykoXD(16) => /rehberler
10:41:50 | Hic(12): ALeyküm Selam.
10:41:51 | BoykoXD(16): Hb
10:41:55 | [CMD] BoykoXD(16) => /admins
10:41:57 | [CMD] Mike_(14) => /c paþam nerdesib
10:42:2 | RavlyCoder(15):  /vipol yazýn bedava vip geliyor
10:42:3 | RavlyCoder(15): D:
10:42:6 | [CMD] xSamet(17) => /cevir
10:42:7 | [OTOBUSCU] swisskobay301, San Fierro Otogar'den Las Venturas Otogar'e Yolcu tasidi. Kazanc: 13238$ ve 3 Skor Sure: 1350 Saniye
10:42:8 | [KGT]Ruhatcan(8): user kandýrmak
10:42:8 | [CMD] Mike_(14) => /convoy
10:42:10 | [CMD] emirhanertem(0) => /meslek
10:42:13 | [CMD] RavlyCoder(15) => /vipol
10:42:13 | Hic(12): 310k temiz
10:42:14 | [CMD] BoykoXD(16) => /sirketdorse
10:42:14 | [CMD] emirhanertem(0) => /meslek
10:42:15 | [CMD] Mike_(14) => /c çýkmýþ
10:42:16 | [CMD] Hic(12) => /sirket
10:42:16 | [CMD] BoykoXD(16) => /kemer
10:42:19 | [CMD] swisskobay301(11) => /rescue
10:42:19 | emirhanertem(0) Gemici olarak spawn oldu.
10:42:19 | [CMD] [KGT]Ruhatcan(8) => /sikayet 15 user kandýrmak
10:42:21 | [CMD] Mike_(14) => /c bana 170 verdi
10:42:21 | [CMD] xSamet(17) => /cevir
10:42:27 | [CMD] Hic(12) => /adminol
10:42:28 | [CMD] Hic(12) => /adminol
10:42:30 | [CMD] TEXAST5(21) => /uyar 15 user kandýrmak 
10:42:30 | CcCAtakan1907(9): ßß
10:42:30 | [CMD] swisskobay301(11) => /kemer
10:42:32 | [CMD] CcCAtakan1907(9) => /rehberler
10:42:32 | [CMD] swisskobay301(11) => /work
10:42:33 | RavlyCoder(15): grþrz hic abi
10:42:35 | Hic(12) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
10:42:35 | [CMD] swisskobay301(11) => /modifiye
10:42:36 | [CMD] CcCAtakan1907(9) => /musait
10:42:38 | TEXAST5(21): ßß 
10:42:40 | [KGT]Ruhatcan(8): hicabi :D qweewqweqwqe
10:42:41 | [CMD] BoykoXD(16) => /work
10:42:41 | Mike_(14): tamam eyw
10:42:41 | RavlyCoder(15): bana cok yapmýslardý
10:42:44 | [CMD] CcCAtakan1907(9) => /rentcar
10:42:44 | RavlyCoder(15): uyarý alan yoktu
10:42:51 | [CMD] Mike_(14) => /convoy
10:42:55 | [CMD] testere151(13) => /geldim
10:42:56 | Hargosh(20): atagan konya otogarýna feribot gidiyormu
10:42:56 | [KGT]Ruhatcan(8): hicabi :D ewwqeweqweqwqe
10:42:58 | [CMD] emirhanertem(0) => /work
10:42:59 | Mike_(14): varmý konvoy gelcek
10:43:1 | Mike_(14): varmý konvoy gelcek
10:43:1 | CcCAtakan1907(9): no
10:43:2 | [CMD] testere151(13) => /musait
10:43:5 | [CMD] Gezegen(10) => /modifiye
10:43:5 | CcCAtakan1907(9): feribotla deðil
10:43:9 | RavlyCoder(15): ben senin gibii saygsýz deðilim
10:43:10 | [CMD] testere151(13) => /spec 9
10:43:14 | CcCAtakan1907(9): gotureyim mi
10:43:14 | RavlyCoder(15): büyüðüme saygýlýyým.
10:43:19 | [CMD] Mike_(14) => /modifiye
10:43:20 | [KGT]Ruhatcan(8): kime dedin ?
10:43:20 | [CMD] BoykoXD(16) => /basarimlar
10:43:24 | RavlyCoder(15): sana
10:43:25 | Hargosh(20): götür bro
10:43:26 | [CMD] BoykoXD(16) => /saat 23
10:43:26 | [CMD] Gezegen(10) => /work
10:43:28 | [CMD] CcCAtakan1907(9) => /goto 20
10:43:28 | [KGT]Ruhatcan(8): sebep ?
10:43:29 | [CMD] testere151(13) => /r götür tabi mk
