0:0:2 | [CMD] huso608(12) => /admins
15:40:24 | [CMD] Jodor(17) => /c rehberken farkettim ve de bi arkadaþa 
15:40:25 | ibrahimkk(20): kargocu ortak ?
15:40:26 | [CMD] TIRCI(8) => /as
15:40:28 | [CMD] Hic(10) => /work
15:40:30 | [CMD] Chilgin[byhack](13) => /work
15:40:33 | [CMD] DarkFlow(12) => /c adamsýn
15:40:38 | [LOCAL]ibrahimkk(20): 3 kisi oluyomu?
15:40:38 | [CMD] ibrahimkk(20) => /l 3 kisi oluyomu?
15:40:42 | RingoBamBam(16): hg 
15:40:43 | [LOCAL]Hic(10): olmuyo .D
15:40:43 | [CMD] Hic(10) => /l olmuyo .D
15:40:43 | vlad_klokov(19) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
15:40:44 | [CMD] RingoBamBam(16) => /as
15:40:45 | ibrahimkk(20): hb
15:40:47 | [CMD] cucehamster11(18) => /oradadurliseli
15:40:47 | HDmete(15): ringo
15:40:49 | [CMD] huseyin(0) => /car Hydra 0 0 
15:40:50 | RingoBamBam(16): hew
15:40:51 | [CMD] Jodor(17) => /c özel muhabbet olur ya 
15:40:52 | HDmete(15): bi durda
15:40:54 | [CMD] huseyin(0) => /cleanupcars
15:40:57 | HDmete(15): kargocu olcam
15:41:0 | cucehamster11(18): hop
15:41:2 | [CMD] DarkFlow(12) => /c ayn 
15:41:2 | cucehamster11(18): unuttun :D
15:41:4 | HDmete(15): 2 dk gir hapse nolcak
15:41:10 | cucehamster11(18): buyur
15:41:12 | Grejuva(6): prnd
15:41:12 | [LOCAL]TIRCI(8): olmuyo la :D
15:41:12 | [CMD] TIRCI(8) => /l olmuyo la :D
15:41:13 | ibrahimkk(20): beraber yapalimmi gorev
15:41:13 | [CMD] Jodor(17) => /c a7ler görebilir bence 
15:41:14 | [CMD] huseyin(0) => /vtamir
15:41:16 | [CMD] RingoBamBam(16) => /goto 15
15:41:18 | cucehamster11(18): ortaðým var dostum
15:41:18 | [LOCAL]Hic(10): ney olmýyýr ?
15:41:18 | [CMD] Hic(10) => /l ney olmýyýr ?
15:41:20 | cucehamster11(18): belki sonra
15:41:22 | HDmete(15): ringo
15:41:22 | vlad_klokov(19) oyuna girdi [IP: 95.47.104.162]
15:41:24 | [CMD] Hic(10) => /asay Forumumuza kayýt olmayý unutmayýn forum -----> www.trucksamp.com/forum 
15:41:25 | [CMD] DarkFlow(12) => /c onalr görür gibi 
15:41:26 | [CMD] Hic(10) => /asay /rescue Komutu ile mesleðinizin spawn noktalarýna gidebilirsiniz.... 
15:41:29 | ibrahimkk(20): ahmet55 abi
15:41:30 | [CMD] Jodor(17) => /work
15:41:33 | 
15:41:38 | Konyali42(21) oyuna girdi [IP: 89.14.64.164]
15:41:39 | [LOCAL]TIRCI(8): 3 kýsý
15:41:39 | [CMD] TIRCI(8) => /l 3 kýsý
15:41:42 | HDmete(15): eyw
15:41:48 | [CMD] HDmete(15) => /meslek
15:41:49 | [LOCAL]Hic(10): keþke olsa 15 skor verirdi :D
15:41:49 | [CMD] Hic(10) => /l keþke olsa 15 skor verirdi :D
15:41:49 | 
15:41:50 | {FFCC00}vlad_klokov(19) {FFFFFF}Kamyoncu olarak spawn oldu.
15:41:50 | RingoBamBam(16): ö.d
15:41:51 | [CMD] huseyin(0) => /dtemizle
15:41:52 | [CMD] huseyin(0) => /asay2 s  
15:41:52 | {FFCC00}Konyali42(21) {FFFFFF}Kamyoncu olarak spawn oldu.
15:41:53 | [CMD] Konyali42(21) => /sa
15:41:54 | [CMD] DarkFlow(12) => /c 6 lvl leri denedinmi 
15:41:55 | [CMD] Jodor(17) => /cevir
15:41:55 | [CMD] ibrahimkk(20) => /as
15:41:56 | ibrahimkk(20): hg
15:41:56 | Hic(10): Aleyküm Selam Hoþgeldin.
15:41:56 | [CMD] huseyin(0) => /as
15:41:57 | [CMD] RingoBamBam(16) => /a e hüseyin nassýn
15:41:59 | [CMD] zZPlayerZz(7) => /as
15:41:59 | [CMD] DarkFlow(12) => /as
15:42:1 | [CMD] Grejuva(6) => /as
15:42:1 | [CMD] ibrahimkk(20) => /admins
15:42:2 | TIRCI(8): evert
15:42:3 | Konyali42(21): hb
15:42:6 | [CMD] huseyin(0) => /a iyi sen
15:42:8 | ibrahimkk(20): ahmet 55 
15:42:13 | [CMD] Konyali42(21) => /kemer
15:42:16 | [CMD] RingoBamBam(16) => /a iyi valla 
15:42:18 | [CMD] Jodor(17) => /c bilmiyorum belki görüyorlardýr çokta önemli deðil 
15:42:25 | [CMD] ibrahimkk(20) => /work
15:42:25 | [CMD] RingoBamBam(16) => /a hacým sizin ts3 banner yapacam ben ya
15:42:27 | vlad_klokov(19) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
15:42:27 | [CMD] huseyin(0) => /cleanupcars
15:42:29 | [CMD] Jodor(17) => /vtamir
15:42:31 | [CMD] cucehamster11(18) => /djler
15:42:31 | [CMD] huseyin(0) => /a hm
15:42:32 | [CMD] huseyin(0) => /dtemizle
15:42:32 | [CMD] huseyin(0) => /asay2 s  
15:42:33 | [CMD] DarkFlow(12) => /c neyse 
15:42:34 | [CMD] Konyali42(21) => /convoy
15:42:34 | [CMD] huseyin(0) => /araba
15:42:37 | [CMD] Konyali42(21) => /convoy
15:42:44 | [SirketCHT] Konyali42(21): ! jodor
15:42:46 | [CMD] Jodor(17) => /c level 67 olacam :)
15:42:49 | [SirketCHT] Jodor(17): ! evet
15:42:51 | [CMD] huseyin(0) => /araba
15:42:53 | [CMD] DarkFlow(12) => /c :D 71
15:42:53 | [CMD] ibrahimkk(20) => /cevir
15:42:55 | [SirketCHT] Konyali42(21): ! sifre ne :D
15:42:58 | [CMD] RingoBamBam(16) => /a ben a2 nasýl atlarým
15:42:58 | [SirketCHT] Jodor(17): ! exp konvoyu yapýyoruz
15:42:59 | [CMD] huseyin(0) => /araba
15:43:2 | [CMD] RingoBamBam(16) => /admins
15:43:3 | [SirketCHT] Konyali42(21): ! ha tmm
15:43:4 | [LOCAL]cucehamster11(18): dostum nabýyosun
15:43:4 | [CMD] cucehamster11(18) => /l dostum nabýyosun
15:43:5 | [LOCAL]cucehamster11(18): :D
15:43:5 | [CMD] cucehamster11(18) => /l :D
15:43:6 | [CMD] HDmete(15) => /rescue
15:43:10 | [SirketCHT] Jodor(17): ! geleceksen gel
15:43:11 | [CMD] huseyin(0) => /a uzun zaman
15:43:12 | [CMD] Chilgin[byhack](13) => /a zamanla
15:43:17 | [CMD] RingoBamBam(16) => /a 100 tl verem
15:43:17 | [LOCAL]cucehamster11(18): seri pls
15:43:17 | [CMD] cucehamster11(18) => /l seri pls
15:43:18 | [LOCAL]Grejuva(6): sýkýldým vallahhi
15:43:18 | [CMD] Grejuva(6) => /l sýkýldým vallahhi
15:43:18 | [CMD] HDmete(15) => /modifiye
15:43:21 | [CMD] huseyin(0) => /a ozmn atlar
15:43:23 | [LOCAL]Grejuva(6): :D
15:43:23 | [CMD] Grejuva(6) => /l :D
15:43:23 | [CMD] Jodor(17) => /c gördüm hýzlýsýn
15:43:25 | [CMD] RingoBamBam(16) => /a :D
15:43:26 | [SirketCHT] Konyali42(21): ! exp lazim degil su an para lazim 95m :D
15:43:27 | [CMD] Hic(10) => /tamir
15:43:31 | [CMD] huseyin(0) => /araba
15:43:33 | [CMD] RingoBamBam(16) => /a sancak bey atlatýr
15:43:36 | [CMD] huseyin(0) => /a tabi
15:43:39 | [CMD] huseyin(0) => /araba
15:43:40 | [CMD] RingoBamBam(16) => /a ben ban yedim biliyorsun dimi
15:43:41 | [SirketCHT] Jodor(17): ! olursun umarým
15:43:44 | [CMD] Jodor(17) => /work
15:43:44 | [CMD] RingoBamBam(16) => /a cuma günü
15:43:45 | [LOCAL]Grejuva(6): 1 yakýt var idareli kullanalým
15:43:45 | [CMD] Grejuva(6) => /l 1 yakýt var idareli kullanalým
15:43:45 | [LOCAL]cucehamster11(18): yapmyormusun ?
15:43:45 | [CMD] cucehamster11(18) => /l yapmyormusun ?
15:43:45 | [CMD] huseyin(0) => /a hm 
15:43:50 | [SirketCHT] Konyali42(21): ! insallah :d
15:43:51 | [KAMYONCU] zZPlayerZz, LS Refinery'den PasPas Rafinery'e Ham Petrol tasidi. Kazanc: 51688$, 1 Skor ve 5 EXP Sure: 357 Saniye
15:43:56 | RingoBamBam(16) Mafya olarak spawn oldu.
15:43:56 | [CMD] RingoBamBam(16) => /a sancak bey yakardým yýkardým
15:43:56 | [CMD] huseyin(0) => /araba
15:43:58 | [CMD] DarkFlow(12) => /c 70 e kadar boþ :D 
15:44:4 | [CMD] huseyin(0) => /araba
15:44:6 | [CMD] RingoBamBam(16) => /a form bak istersene
15:44:7 | [CMD] zZPlayerZz(7) => /work
15:44:8 | [CMD] Jodor(17) => /c aynen
15:44:9 | [CMD] Hic(10) => /work
15:44:16 | [CMD] huseyin(0) => /a bakarým sonra
15:44:18 | [SirketCHT] Konyali42(21): ! huseyin mosko gelecek mi bugü
15:44:20 | [CMD] Chilgin[byhack](13) => /atamir
15:44:20 | [SirketCHT] Konyali42(21): ! n
15:44:22 | [SirketCHT] huseyin(0): ! bilmem
15:44:22 | [CMD] Konyali42(21) => /sirket
15:44:22 | RingoBamBam(16): Sorusu OLAN vARMI
15:44:22 | [CMD] DarkFlow(12) => /c ilerde yeni biþey gelirmi bilmem 
15:44:25 | [CMD] huseyin(0) => /araba
15:44:26 | [CMD] Hic(10) => /asay Yardýma ihtiyacý olan,yolunu kaybeden varmý ? 
15:44:26 | [CMD] Hic(10) => /asay Vip-donator-þirket vb. almak isteyenler forum ----> www.trucksamp.com/forum 
15:44:27 | [CMD] Hic(10) => /asay Sorularýnýz var ise /sorusor komutu ile iletiniz... 
15:44:28 | [SirketCHT] ibrahimkk(20): ! gelmisti
15:44:30 | [CMD] huseyin(0) => /vtamir
15:44:30 | zZPlayerZz(7): c
15:44:33 | [CMD] huseyin(0) => /sirket
15:44:34 | [CMD] RingoBamBam(16) => /goto 0
15:44:36 | [SirketCHT] Konyali42(21): ! yav veriver usta tirciyi :D 
15:44:39 | [CMD] Grejuva(6) => /work
15:44:42 | [SirketCHT] ibrahimkk(20): ! yok
15:44:47 | [SirketCHT] Konyali42(21): ! eyv :D
15:44:50 | [SirketCHT] ibrahimkk(20): ! sirket yetkilisi olmuyonmu?
15:44:50 | [CMD] Chilgin[byhack](13) => /sirket
15:44:57 | [SirketCHT] Konyali42(21): ! yok
15:44:59 | [CMD] Jodor(17) => /sirket
15:44:59 | [CMD] RingoBamBam(16) => /a oo  hüseyin guzelmis evin
15:45:2 | {FFCC00}Sahildeniz(11) {FFFFFF}Pilot olarak spawn oldu.
15:45:3 | [SirketCHT] ibrahimkk(20): ! niye?
15:45:5 | [CMD] Sahildeniz(11) => /meslek
15:45:6 | [CMD] huseyin(0) => /a evt
15:45:7 | [CMD] Sahildeniz(11) => /rescue
15:45:11 | [LOCAL]Hic(10): ben cumadan itibaren þirkete kascam knk
15:45:11 | [CMD] Hic(10) => /l ben cumadan itibaren þirkete kascam knk
15:45:11 | [SirketCHT] Konyali42(21): ! sana mi soracam aslanim :D
15:45:12 | [SirketCHT] ibrahimkk(20): ! 10m kasmissin
15:45:13 | [CMD] Chilgin[byhack](13) => /a hüso babus 2 m kasmýþ la þirekte :D
15:45:17 | [SirketCHT] Konyali42(21): ! saka saka istemiyorum
15:45:20 | [SirketCHT] ibrahimkk(20): ! :D
15:45:22 | [CMD] Jodor(17) => /work
15:45:22 | [CMD] RingoBamBam(16) => /a :D
15:45:23 | [CMD] Sahildeniz(11) => /work
15:45:24 | [CMD] huseyin(0) => /a chilgin
15:45:27 | [CMD] Chilgin[byhack](13) => /a evt
15:45:28 | [CMD] Grejuva(6) => /modifiye
15:45:28 | [CMD] huseyin(0) => /a sen dün görcektin
15:45:30 | [CMD] huseyin(0) => /a 10m kastýydý
15:45:34 | [CMD] Chilgin[byhack](13) => /a biliyom
15:45:35 | [CMD] Konyali42(21) => /kasabirak
15:45:36 | [CMD] Hic(10) => /asay Yardýma ihtiyacý olan,yolunu kaybeden varmý ? 
15:45:36 | [CMD] huseyin(0) => /a :d
15:45:37 | [CMD] Chilgin[byhack](13) => /a gece oyunuyo 
15:45:40 | [CMD] huseyin(0) => /a evt
15:45:44 | [CMD] Chilgin[byhack](13) => /a gecelrin admini :D
15:45:46 | [CMD] DarkFlow(12) => /c :D
15:45:48 | [CMD] huseyin(0) => /a :D
15:45:51 | [CMD] huseyin(0) => /araba
15:45:52 | ibrahimkk(20) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
15:46:4 | [CMD] huseyin(0) => /modifiye
15:46:6 | [CMD] Konyali42(21) => /kemer
15:46:6 | [CMD] RingoBamBam(16) => /a hergul eve bak yaw
15:46:8 | [CMD] Konyali42(21) => /modifiye
15:46:8 | [CMD] huseyin(0) => /sac
15:46:10 | [CMD] huseyin(0) => /a :D
15:46:11 | [CMD] DarkFlow(12) => /c bugun dalgýnlýk var gibi 
15:46:15 | [CMD] huseyin(0) => /silahizni 0 
15:46:19 | [CMD] Jodor(17) => /c evet var
15:46:19 | [CMD] huseyin(0) => /giveweapon 0 para 1 
15:46:19 | [CMD] RingoBamBam(16) => /a bi ben fakirim
15:46:22 | [CMD] huseyin(0) => /get 16 
15:46:24 | [LOCAL]huseyin(0): atla 
15:46:24 | [CMD] huseyin(0) => /l atla 
15:46:27 | [CMD] DarkFlow(12) => /c nolduki
15:46:27 | [CMD] huseyin(0) => /kemer
15:46:28 | [CMD] huseyin(0) => /dtemizle
15:46:28 | [CMD] huseyin(0) => /asay2 s  
15:46:29 | CagatayBro(19) oyuna girdi [IP: 178.233.46.143]
15:46:31 | [CMD] Chilgin[byhack](13) => /a hüseyin aracalr eski yerine gitmiþ dim gitðinde yok tu D:
15:46:34 | [CMD] Jodor(17) => /c biþey olmadý
15:46:34 | [CMD] Konyali42(21) => /modifiye
15:46:36 | [CMD] Sahildeniz(11) => /tamir
15:46:39 | [CMD] huseyin(0) => /a hm
15:46:41 | 
15:46:47 | [CMD] DarkFlow(12) => /tamir
15:46:47 | {FFCC00}CagatayBro(19) Otobus Soforu olarak spawn oldu.
15:46:48 | [CMD] Jodor(17) => /c dizide izliyorum
15:46:52 | [CMD] DarkFlow(12) => /c hmm 
15:46:54 | [CMD] Jodor(17) => /c uzun týr yapalým
15:46:55 | [CMD] huseyin(0) => /yak 0 
15:46:56 | [CMD] huseyin(0) => /yak 0 
15:46:56 | CagatayBro(19): Selamün Aleyküm
15:46:57 | [CMD] huseyin(0) => /yak 0 
15:46:58 | [CMD] DarkFlow(12) => /c olur 
15:46:59 | [CMD] huseyin(0) => /as
15:46:59 | [CMD] Konyali42(21) => /as
15:47:0 | Hic(10): Aleyküm Selam Hoþgeldin.
15:47:1 | [CMD] HDmete(15) => /as
15:47:1 | [CMD] Chilgin[byhack](13) => /as
15:47:3 | [CMD] DarkFlow(12) => /as
15:47:4 | Konyali42(21): hg cagatay
15:47:4 | [CMD] Grejuva(6) => /as
15:47:6 | [CMD] Sahildeniz(11) => /as
15:47:6 | [CMD] huseyin(0) => /yak 0 
15:47:7 | [CMD] huseyin(0) => /yak 0 
15:47:8 | [CMD] RingoBamBam(16) => /as
15:47:8 | CagatayBro(19): Hoþbulduk
15:47:9 | [CMD] zZPlayerZz(7) => /as
15:47:11 | RingoBamBam(16): Hosgeldin
15:47:11 | [CMD] Grejuva(6) => /work
15:47:11 | [CMD] Jodor(17) => /c þirket araçlarýný al gidelim
15:47:12 | [CMD] huseyin(0) => /yak 0 
15:47:13 | [CMD] huseyin(0) => /yak 0 
15:47:18 | [CMD] HDmete(15) => /hg
15:47:18 | [SirketCHT] Jodor(17): ! uzun týr convoyu vardýr harbourda
15:47:20 | [CMD] DarkFlow(12) => /c tmm
15:47:21 | [CMD] Jodor(17) => /c seriden gel
15:47:21 | [CMD] huseyin(0) => /slap 0 
15:47:22 | [CMD] RingoBamBam(16) => /atamir
15:47:25 | [CMD] DarkFlow(12) => /rescue
15:47:26 | [CMD] Jodor(17) => /convoysifre jodor
15:47:27 | [LOCAL]Hic(10): aga az hýzlý olak iþim çýktýda :D
15:47:27 | [CMD] Hic(10) => /l aga az hýzlý olak iþim çýktýda :D
15:47:27 | CagatayBro(19): Hoþbulduk
15:47:30 | [SirketCHT] Jodor(17): ! þifre jodor
15:47:32 | [SirketCHT] Konyali42(21): ! jodor
15:47:32 | [CMD] Jodor(17) => /rescue
15:47:41 | [SirketCHT] Konyali42(21): ! o exp yaptin rota ne 
15:47:43 | [SirketCHT] Jodor(17): ! aynen :)
15:47:43 | [CMD] TIRCI(8) => /pm 10 ben afk yým yemek yýyecem tamammý
15:47:44 | [SirketCHT] HDmete(15): !jodor
15:47:46 | [CMD] RingoBamBam(16) => /a hüseyin niye atladýn helekoptreden
15:47:47 | [LOCAL]Hic(10): aga az hýzlý olak iþim çýktýda :D
15:47:47 | [CMD] Hic(10) => /l aga az hýzlý olak iþim çýktýda :D
15:47:47 | [CMD] Konyali42(21) => /convoy
15:47:47 | [CMD] DarkFlow(12) => /kemer
15:47:51 | Pavel_Mets(20) oyuna girdi [IP: 212.8.51.45]
15:47:51 | [SirketCHT] HDmete(15): !nereyle nere arasý
15:47:52 | [LOCAL]Hic(10): bende çýkcam
15:47:52 | [CMD] Hic(10) => /l bende çýkcam
15:47:52 | [CMD] DarkFlow(12) => /sirketdorse
15:47:53 | [CMD] zZPlayerZz(7) => /goreviptal
15:47:53 | [CMD] huseyin(0) => /a heli bozuldu
15:47:59 | [CMD] huseyin(0) => /a düþseydik patlardýk
15:48:1 | [CMD] RingoBamBam(16) => /atamir
15:48:2 | Sahildeniz(11) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
15:48:3 | [SirketCHT] Jodor(17): ! klasik harbour longway warehouse
15:48:5 | [CMD] huseyin(0) => /vtamir
15:48:6 | [CMD] Hic(10) => /asay Yardýma ihtiyacý olan,yolunu kaybeden varmý ? 
15:48:6 | [CMD] Hic(10) => /asay Sorularýnýz var ise /sorusor komutu ile iletiniz... 
15:48:7 | [CMD] Hic(10) => /asay /rescue Komutu ile mesleðinizin spawn noktalarýna gidebilirsiniz....a 
15:48:7 | [CMD] RingoBamBam(16) => /a tamir ettim
15:48:7 | [CMD] zZPlayerZz(7) => /rescue
15:48:8 | [CMD] TIRCI(8) => /afk
15:48:9 | [CMD] huseyin(0) => /giveweapon 0 para 1 
15:48:11 | [CMD] Jodor(17) => /sirketdorse
15:48:19 | zZPlayerZz(7): ne konnoyu
15:48:19 | [CMD] RingoBamBam(16) => /a Sucu ne
15:48:20 | [SirketCHT] Konyali42(21): ! jodor exp kasmak icin hangi rotayi yaptin tirla
15:48:21 | [CMD] RingoBamBam(16) => /a :D
15:48:28 | RingoBamBam(16): Arac Res Geliyor
15:48:29 | Hic(10): @7 týr
15:48:29 | [CMD] huseyin(0) => /a neyin
15:48:31 | [CMD] huseyin(0) => /kemer
15:48:31 | RingoBamBam(16): Arac Res Geliyor
15:48:32 | {FFCC00}Pavel_Mets(20) {FFFFFF}Kamyoncu olarak spawn oldu.
15:48:34 | [LOCAL]cucehamster11(18): ben süreyim mi
15:48:34 | [CMD] cucehamster11(18) => /l ben süreyim mi
15:48:34 | zZPlayerZz(7): Jodor
15:48:35 | Pavel_Mets(20) oyundan cIktI (KIck/Ban) (IP: 255.255.255.255)
15:48:35 | [CMD] huseyin(0) => /giveweapon 0 para 1
15:48:36 | sezzer(11) oyuna girdi [IP: 88.235.227.130]
15:48:36 | [LOCAL]cucehamster11(18): biraz bro
15:48:36 | [CMD] cucehamster11(18) => /l biraz bro
15:48:37 | [CMD] RingoBamBam(16) => /respawncars
15:48:42 | [CMD] CagatayBro(19) => /work
15:48:43 | Jodor(17): evet
15:48:46 | Jodor(17): para konvoyu
15:48:47 | [CMD] HDmete(15) => /cevir
15:48:47 | [CMD] CagatayBro(19) => /meslek
15:48:50 | [CMD] HDmete(15) => /tamir
15:48:52 | [CMD] huseyin(0) => /djler
15:48:52 | zZPlayerZz(7): hangi sekil
15:48:56 | zZPlayerZz(7): dorse
15:48:57 | {FFCC00}CagatayBro(19) {FFFFFF}Dolmuþ Soforu olarak spawn oldu.
15:49:0 | [CMD] cucehamster11(18) => /skapat
15:49:1 | [CMD] Jodor(17) => /c san fierro port-san fierro furnitere elektronik eþya
15:49:2 | 
15:49:2 | [CMD] RingoBamBam(16) => /a seni seviyorum hüüseyin atýyorum kendimi
15:49:3 | DarkFlow(12): kapalý
15:49:3 | Hic(10): @7 kapalý
15:49:4 | HDmete(15): admin
15:49:6 | Pavel_Mets(20) oyuna girdi [IP: 212.8.51.45]
15:49:8 | [CMD] Grejuva(6) => /31
15:49:9 | HDmete(15): acil yanýma gel
15:49:11 | [CMD] HDmete(15) => /sac
15:49:11 | zZPlayerZz(7): kargo mu
15:49:12 | [CMD] huseyin(0) => /slap 16 
15:49:13 | {FFCC00}sezzer(11) {FFFFFF}Kamyoncu olarak spawn oldu.
15:49:14 | [CMD] Konyali42(21) => /c geriye de öyle oluyormu
15:49:14 | [CMD] Hic(10) => /admins
15:49:15 | [CMD] CagatayBro(19) => /akilitle
15:49:16 | [CMD] CagatayBro(19) => /work
15:49:18 | [CMD] huseyin(0) => /a id 15 e bak 
15:49:18 | [SirketCHT] sezzer(11): ! mete
15:49:22 | 
15:49:23 | [SirketCHT] HDmete(15): !fm
15:49:23 | [CMD] huseyin(0) => /dtemizle
15:49:23 | [CMD] huseyin(0) => /asay2 s  
15:49:24 | [SirketCHT] sezzer(11): ! þirkete gelir misin yýldýz var
15:49:26 | [CMD] RingoBamBam(16) => /goto 15
15:49:29 | [CMD] zZPlayerZz(7) => /convoy
15:49:32 | [LOCAL]RingoBamBam(16): evet
15:49:32 | [CMD] RingoBamBam(16) => /l evet
15:49:34 | [CMD] CagatayBro(19) => /goreviptal
15:49:35 | [SirketCHT] HDmete(15): !1dk
15:49:35 | [CMD] CagatayBro(19) => /work
15:49:37 | [CMD] Jodor(17) => /work
15:49:37 | [CMD] Konyali42(21) => /c geriye de öyle oluyormu jodor
15:49:38 | HDmete(15): surda 
15:49:39 | [CMD] Grejuva(6) => /ise
15:49:41 | HDmete(15): bug var
15:49:42 | [CMD] Chilgin[byhack](13) => /asay VIP-SIRKET-GISE Vb.Ürünlerden Satýn Almak Ýsteyenler Forumdan Alabilirsiniz http://www.trucksamp.com 
15:49:42 | [CMD] Hic(10) => /sac
15:49:42 | [CMD] Chilgin[byhack](13) => /cantazele
15:49:43 | [CMD] huseyin(0) => /slap 0 
15:49:47 | [CMD] zZPlayerZz(7) => /kemer
15:49:49 | [CMD] Hic(10) => /asay Animasyonlara bakmak için /animlist yazmanýz yeterlidir... 
15:49:49 | [CMD] Hic(10) => /asay Yeni gelenler /kurallar yazýp kabul ettikten sonra 30.000$ ve 5 skor kazanabilirler... 
15:49:51 | [CMD] RingoBamBam(16) => /hüseyin gel
15:49:54 | HDmete(15): arabayla gecerken takla attým
15:49:54 | [CMD] RingoBamBam(16) => /a hüseyin bug var
15:49:57 | [CMD] Jodor(17) => /c san fierro furnitere-san fierro finansacal
15:49:59 | {FFCC00}Pavel_Mets(20) {FFFFFF}Kamyoncu olarak spawn oldu.
15:50:0 | [CMD] huseyin(0) => /goto 15  
15:50:8 | [CMD] Konyali42(21) => /c ordan yine port mu
15:50:8 | [CMD] Jodor(17) => /c gidelims
15:50:9 | huseyin(0): þey bu 
15:50:11 | huseyin(0): lamba 
15:50:15 | [CMD] Jodor(17) => /c aynen
15:50:16 | HDmete(15): he tm
15:50:17 | Ahmetefe895(9) oyundan cIktI (Hata/Crash) (IP: 88.230.23.56)
15:50:19 | [CMD] HDmete(15) => /rescue
15:50:22 | [CMD] Konyali42(21) => /c ha tmm eyv
15:50:23 | [CMD] Grejuva(6) => /kargoyazi s7
15:50:23 | [SirketCHT] sezzer(11): ! mete hýzlý knk
15:50:27 | RingoBamBam(16): kaldýralaým burdan
15:50:30 | [SirketCHT] sezzer(11): ! eyw
15:50:33 | [CMD] Grejuva(6) => /yenilikler
15:50:33 | [CMD] huseyin(0) => /respawn 282 
15:50:33 | [CMD] sezzer(11) => /meslek
15:50:33 | [CMD] Konyali42(21) => /c olmazsa birgün gösterirsin :D
15:50:36 | {FFCC00}sezzer(11) {FFFFFF}Cevik Kuvvet olarak spawn oldu.
15:50:38 | [CMD] cucehamster11(18) => /pm 11 sen ne ara geldin ln
15:50:39 | [CMD] huseyin(0) => /car sunrise 3 3 
15:50:41 | [CMD] huseyin(0) => /myskin 304
15:50:45 | [CMD] huseyin(0) => /kemer
15:50:45 | [SirketCHT] Konyali42(21): ! sezer knk convoy gel
15:50:46 | [CMD] Jodor(17) => /c yaparýz bi ara
15:50:53 | [CMD] sezzer(11) => /pm 18 anaa ben selam vermeyi unuttum lan
15:50:54 | [CMD] RingoBamBam(16) => /a bak
15:50:55 | [CMD] sezzer(11) => /sa
15:50:56 | [CMD] huseyin(0) => /modifiye
15:50:58 | Hic(10): Aleyküm Selam Hoþgeldin.
15:50:58 | [CMD] Jodor(17) => /vtamir
15:50:59 | [CMD] zZPlayerZz(7) => /as
15:50:59 | [CMD] DarkFlow(12) => /as
15:50:59 | [CMD] HDmete(15) => /as
15:51:0 | [CMD] Konyali42(21) => /as
15:51:1 | Konyali42(21): hg
15:51:1 | [CMD] Chilgin[byhack](13) => /as
15:51:2 | [CMD] huseyin(0) => /a ben biliyom 
15:51:4 | [CMD] huseyin(0) => /vtamir
15:51:4 | [CMD] Konyali42(21) => /sirket
15:51:5 | [CMD] Jodor(17) => /as
15:51:7 | [CMD] sezzer(11) => /araba
15:51:8 | [CMD] CagatayBro(19) => /as
15:51:14 | [CMD] cucehamster11(18) => /work
15:51:16 | [CMD] Pavel_Mets(20) => /kemer
15:51:18 | [CMD] RingoBamBam(16) => /a hüseyin ndy
15:51:19 | [CMD] TIRCI(8) => /as
15:51:20 | [CMD] cucehamster11(18) => /pm 11 deist ama sa diyor
15:51:22 | Hic(10): Admin help bugdayým
15:51:24 | [CMD] Jodor(17) => /c playerz nereye
15:51:27 | [CMD] huseyin(0) => /a ney
15:51:27 | [CMD] TIRCI(8) => /geldým
15:51:28 | [CMD] huseyin(0) => /vtamir
15:51:28 | Hic(10): Heh düzelid
15:51:29 | [CMD] Grejuva(6) => /trucksamp.com/forum/kpanel/php
15:51:30 | HDmete(15): huso
15:51:32 | [CMD] Jodor(17) => /c arkamýzdan gel
15:51:32 | [CMD] DarkFlow(12) => /convoyuye
15:51:33 | [CMD] sezzer(11) => /pm 18 selam veriyoz s2k dinle ne alakasý var
15:51:33 | [CMD] Grejuva(6) => /yeniliikler
15:51:34 | [CMD] Hic(10) => /gobus
15:51:35 | [CMD] RingoBamBam(16) => /a ehliyeti nrd aldýn
15:51:35 | [CMD] TIRCI(8) => /geldim
15:51:37 | [SWAT]DeaD[POH](9) oyuna girdi [IP: 158.181.40.82]
15:51:37 | [CMD] Jodor(17) => /convoyuye
15:51:38 | [CMD] DarkFlow(12) => /c geri don player
15:51:38 | huseyin(0): ?
15:51:40 | [CMD] CagatayBro(19) => /tamir
15:51:40 | [CMD] huseyin(0) => /vtamir
15:51:40 | [CMD] Grejuva(6) => /yenilikler
15:51:44 | [CMD] cucehamster11(18) => /pm 11 ne mi alakasý var :D
15:51:44 | HDmete(15): senýn su motor kac m
15:51:45 | [LOCAL]Hic(10): knk iþim çýktý çýkmam lazým
15:51:45 | [CMD] Hic(10) => /l knk iþim çýktý çýkmam lazým
15:51:47 | [CMD] zZPlayerZz(7) => /tamir
15:51:48 | [CMD] Pavel_Mets(20) => /modifiye
15:51:49 | huseyin(0): 100m
15:51:49 | zZPlayerZz(7): gelom
