0:0:4 | [CMD] GeneralRookie(8) => /work
14:10:28 | [CMD] ByFaruk(14) => /tgaleri
14:10:29 | [CMD] ByFaruk(14) => /galeri
14:10:33 | [CMD] selimdemote(16) => /cevir
14:10:36 | [LOCAL][SWAT]DeaD[POH](8): bu
14:10:36 | [CMD] [SWAT]DeaD[POH](8) => /l bu
14:10:41 | DangerTr07(0):  dead
14:10:41 | selimdemote(16): harun
14:10:41 | Hic(7): Bu yol kapalý 
14:10:43 | [SirketCHT] DangerTr07(0): ! dead 
14:10:45 | [SirketCHT] DangerTr07(0): ! banka id'ýný ver 
14:10:46 | TheS1LKENAdam(9): ceza kes
14:10:46 | [CMD] H.R.N.(13) => /goto 9
14:10:46 | [SirketCHT] [SWAT]DeaD[POH](8): ! he
14:10:48 | selimdemote(16): nere girdin
14:10:49 | [CMD] ByFaruk(14) => /soruiptal
14:10:50 | [CMD] ByFaruk(14) => /galeri
14:10:52 | [SirketCHT] DangerTr07(0): ! sen sat o atar parayi 
14:10:54 | [CMD] ByFaruk(14) => /sorusor 1 karavan 1 de araba alabýlýyoruz degilmi
14:10:58 | [SirketCHT] [SWAT]DeaD[POH](8): ! 1546 
14:10:59 | [SirketCHT] DangerTr07(0): ! 1546  
14:11:0 | [CMD] selimdemote(16) => /tamir
14:11:0 | [CMD] ByFaruk(14) => /soruiptal
14:11:4 | [CMD] ismayil(11) => /kemer
14:11:4 | [CMD] ByFaruk(14) => /soruiptal
14:11:5 | [SirketCHT] AsosyalAlbay(6): !tamam sat bana
14:11:8 | [SirketCHT] [SWAT]DeaD[POH](8): ! aticakmisiniz
14:11:15 | selimdemote(16): ortak nere gaçtýn
14:11:16 | [SirketCHT] AsosyalAlbay(6): !atacaz kardeþim
14:11:19 | [SirketCHT] DangerTr07(0): ! Direk satacak abi sen parayi bankadan göndereceksin 
14:11:20 | [CMD] ByFaruk(14) => /pm 7 1 karavan 1 de araba alabýlýyoruz degilmi
14:11:25 | [SirketCHT] AsosyalAlbay(6): !tamam
14:11:26 | H.R.N.(13): galeri çekte bi hotring alam :D
14:11:30 | [SirketCHT] DangerTr07(0): ! 9,5m cek ama bi 
14:11:34 | [CMD] Hic(7) => /pm 14 Araç sýnýrý 7 
14:11:36 | [SWAT]DeaD[POH](8) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
14:11:39 | [SirketCHT] AsosyalAlbay(6): !tamam bekle
14:11:42 | [SirketCHT] AsosyalAlbay(6): !cýktý yine
14:11:42 | [SirketCHT] DangerTr07(0): ! Ev gibi degil :D 
14:11:49 | [SirketCHT] DangerTr07(0): ! lag var cok bekle :D 
14:11:59 | Hic(7): Ben de level olsa bende alcam hotring
14:12:2 | [CMD] Hic(7) => /basarimlar
14:12:13 | H.R.N.(13): kaç lvlsin
14:12:18 | Hic(7): 46 
14:12:19 | [CMD] Chilgin[byhack](18) => /atamir
14:12:25 | H.R.N.(13): bende bugün 50 oldum
14:12:25 | [SirketCHT] AsosyalAlbay(6): !danger kardo daha a7 lerden 500m para 14.3k skor alacagým var
14:12:32 | Hic(7): h.o.
14:12:34 | [CMD] Chilgin[byhack](18) => /atamir
14:12:34 | TheS1LKENAdam(9): huntley alýcam bende 45 olcam
14:12:36 | [LOCAL]H.R.N.(13): düz devam ilerde
14:12:36 | [CMD] H.R.N.(13) => /l düz devam ilerde
14:12:37 | [CMD] DangerTr07(0) => /A alýrsýn abi onlarý gelirler :D 
14:12:38 | TheS1LKENAdam(9): 42 olcam nerdeyse
14:12:41 | [LOCAL]TheS1LKENAdam(9): biliyom la
14:12:41 | [CMD] TheS1LKENAdam(9) => /l biliyom la
14:12:42 | [CMD] DangerTr07(0) => /A Fail chat *******
14:12:46 | [SirketCHT] DangerTr07(0): ! alýrsýn abi verirler 
14:12:49 | [LOCAL]H.R.N.(13): dabi dabi
14:12:49 | [CMD] H.R.N.(13) => /l dabi dabi
14:12:55 | [CMD] Chilgin[byhack](18) => /respawn 699
14:12:56 | [SirketCHT] DangerTr07(0): ! loglara bakiyorlar çünkü 
14:13:1 | Hic(7): Yolda beleþ sultan var
14:13:4 | [CMD] Chilgin[byhack](18) => /cleanupcars
14:13:4 | [CMD] DangerTr07(0) => /modifiye
14:13:11 | (BANKA) H.R.N.(13) 61 nolu banka hesabindan 60000000$ cekti.
14:13:12 | [CMD] DangerTr07(0) => /kemer
14:13:14 | [CMD] Chilgin[byhack](18) => /scar
14:13:16 | [CMD] H.R.N.(13) => /galeri
14:13:16 | AsosyalAlbay(6): Kumarhane Satan Varmý?
14:13:18 | [SWAT]DeaD[POH](8) oyuna girdi [IP: 158.181.42.231]
14:13:26 | [LOCAL]DangerTr07(0): dead satsin 2'inciyi ararsin D 
14:13:26 | [CMD] DangerTr07(0) => /l dead satsin 2'inciyi ararsin D 
14:13:29 | 
14:13:30 | Hic(7): Bþvr
14:13:30 | [CMD] TheS1LKENAdam(9) => /Araba
14:13:31 | [LOCAL]DangerTr07(0): yada eklerler elbet 
14:13:31 | [CMD] DangerTr07(0) => /l yada eklerler elbet 
14:13:31 | {FFCC00}[SWAT]DeaD[POH](8) {FFFFFF}Kamyoncu olarak spawn oldu.
14:13:34 | [SWAT]DeaD[POH](8): danger
14:13:34 | [SWAT]DeaD[POH](8): cek
14:13:37 | [CMD] ByFaruk(14) => /birlik
14:13:37 | [CMD] DangerTr07(0) => /Get 8 
14:13:39 | [CMD] Hic(7) => /kemer
14:13:39 | [CMD] ByFaruk(14) => /sirket
14:13:40 | [CMD] DangerTr07(0) => /Get 8 
14:13:40 | [CMD] Chilgin[byhack](18) => /r o arac bug da kalmýþ silinmiyor
14:13:45 | [CMD] ByFaruk(14) => /sirket
14:13:46 | [LOCAL][SWAT]DeaD[POH](8): aticakmisiniz
14:13:46 | [CMD] [SWAT]DeaD[POH](8) => /l aticakmisiniz
14:13:50 | [LOCAL]DangerTr07(0): atar o 
14:13:50 | [CMD] DangerTr07(0) => /l atar o 
14:13:53 | [CMD] ismayil(11) => /galeri
14:13:56 | [LOCAL]AsosyalAlbay(6): bekle dur paranýn hepsi bankaya geçsin
14:13:56 | [CMD] AsosyalAlbay(6) => /l bekle dur paranýn hepsi bankaya geçsin
14:13:57 | [CMD] H.R.N.(13) => /r aga hotring a alcam resimde farklý araç görüküyor
14:13:59 | [LOCAL][SWAT]DeaD[POH](8): danger bak sana guveniyorum
14:13:59 | [CMD] [SWAT]DeaD[POH](8) => /l danger bak sana guveniyorum
14:13:59 | [CMD] TheS1LKENAdam(9) => /a rahmetli s1ken nedir yaw
14:14:4 | [CMD] H.R.N.(13) => /r hotring a da baþka araç
14:14:6 | [ARAC] ismayil(11), 595 ID'li @BMX model araci 1000000$'a satin aldi.
14:14:6 | [LOCAL]DangerTr07(0): abi bankadan havale gönder 
14:14:6 | [CMD] DangerTr07(0) => /l abi bankadan havale gönder 
14:14:7 | [LOCAL]AsosyalAlbay(6): kardeþim admin var yanýmýzda herhangi bir sýkýntý olursa 
14:14:7 | [CMD] AsosyalAlbay(6) => /l kardeþim admin var yanýmýzda herhangi bir sýkýntý olursa 
14:14:7 | [CMD] ByFaruk(14) => /kurallar
14:14:11 | [CMD] H.R.N.(13) => /r galerideki resimmi doðru isimlermi
14:14:13 | [CMD] ByFaruk(14) => /kurallar
14:14:14 | [CMD] [SWAT]DeaD[POH](8) => /icerigir
14:14:15 | [CMD] TheS1LKENAdam(9) => /mezar
14:14:15 | [LOCAL]DangerTr07(0): /paragonder id sýkýntýlý 3m sýnýrý var 
14:14:15 | [CMD] DangerTr07(0) => /l /paragonder id sýkýntýlý 3m sýnýrý var 
14:14:16 | [CMD] ismayil(11) => /araba
14:14:16 | [CMD] ByFaruk(14) => /kurallar
14:14:17 | selimdemote(16): ben satýþ yerine geldim ortak
14:14:20 | [CMD] Chilgin[byhack](18) => /r hmm resimler doðuru 
14:14:23 | [LOCAL]DangerTr07(0): bankadan havale olarak gönder daha hýzlý 
14:14:23 | [CMD] DangerTr07(0) => /l bankadan havale olarak gönder daha hýzlý 
14:14:23 | [CMD] [SWAT]DeaD[POH](8) => /isyerimenu
14:14:26 | [SirketCHT] DangerTr07(0): ! sýnýrda yok
14:14:30 | [CMD] ismayil(11) => /kemer
14:14:33 | [CMD] ByFaruk(14) => /sorusor þirkette nasý dorse çaðýrýyorduk
14:14:34 | [CMD] H.R.N.(13) => /r ama hotring b týklayýnca hotring a yazýyo
14:14:34 | [SirketCHT] DangerTr07(0): ! idýný ver dead dicem gine mi cýktý
14:14:39 | [SirketCHT] AsosyalAlbay(6): !yo
14:14:42 | [CMD] H.R.N.(13) => /galer,
14:14:43 | AsosyalAlbay(6): icerde
14:14:44 | [CMD] ByFaruk(14) => /pm 8 sa
14:14:44 | [CMD] H.R.N.(13) => /galeri
14:14:45 | [CMD] Hic(7) => /araba
14:14:45 | [CMD] Chilgin[byhack](18) => /r hmm kaymýþ o zaman
14:14:47 | [SirketCHT] [SWAT]DeaD[POH](8): ! 1546 banka no 
14:14:50 | [CMD] TheS1LKENAdam(9) => /adminol
14:14:51 | [CMD] [SWAT]DeaD[POH](8) => /isyerimenu
14:14:51 | [CMD] TheS1LKENAdam(9) => /bb
14:14:51 | [CMD] ByFaruk(14) => /pm 8 sizin þirketýn kar olaný kaç ?
14:14:52 | [SirketCHT] DangerTr07(0): ! içindekileri çekiyordur xd satinca gidcek çünkü 
14:14:54 | [CMD] Hic(7) => /bb
14:15:0 | selimdemote(16): by
14:15:0 | [CMD] Hic(7) => /kemer
14:15:2 | TheS1LKENAdam(9) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
14:15:2 | [CMD] AsosyalAlbay(6) => /bb
14:15:2 | [CMD] H.R.N.(13) => /r napam þimdi isme göremi alam
14:15:3 | [SirketCHT] DangerTr07(0): ! gönder abi parayi sen 
14:15:7 | Hic(7): Bunda neden nitro var la
14:15:8 | [CMD] H.R.N.(13) => /galeri
14:15:9 | [SirketCHT] DangerTr07(0): ! dead satmasan döverim :D 
14:15:11 | [CMD] Chilgin[byhack](18) => /r evt isme göre al
14:15:11 | [CMD] ByFaruk(14) => /pm 7 þirketten nasý dorse çaðýrýyýorduk
14:15:17 | [CMD] DangerTr07(0) => /pm 6 gönderirken ss al 
14:15:18 | [CMD] Hic(7) => /pm 14 /sirketdorse
14:15:18 | [CMD] Chilgin[byhack](18) => /atamir
14:15:21 | [ARAC] H.R.N.(13), 604 ID'li 
14:15:22 | selimdemote(16): ben satýþ yerine geldim ortak
14:15:23 | [CMD] ByFaruk(14) => /pm 7 teþekkurler
14:15:24 | [SirketCHT] AsosyalAlbay(6): !bekle 16m kaldý bankaya geçsin oda
14:15:26 | ismayil(11): yeni aracim
14:15:28 | [CMD] DangerTr07(0) => /pm 8 sende satarken ss al 
14:15:28 | [CMD] Hic(7) => /pm 14 Rica.
14:15:30 | [CMD] H.R.N.(13) => /araba
14:15:34 | [SirketCHT] AsosyalAlbay(6): !kaç m göndercem
14:15:35 | [CMD] Hic(7) => /modifiye
14:15:36 | [SirketCHT] DangerTr07(0): ! Tm 
14:15:37 | [CMD] H.R.N.(13) => /araba
14:15:38 | [CMD] ByFaruk(14) => /tamir
14:15:39 | [SWAT]DeaD[POH](8) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
14:15:39 | ismayil(11): nasil silah aldin
14:15:40 | [SirketCHT] AsosyalAlbay(6): !9.5m den hariçmi?
14:15:41 | [SirketCHT] DangerTr07(0): ! kaçtý 
14:15:41 | selimdemote(16): D
14:15:47 | Hic(7): O çevik onda silah olur
14:15:50 | ismayil(11): sur
14:15:50 | [CMD] Hic(7) => /meslek
14:15:50 | [SirketCHT] DangerTr07(0): ! yok abi galbia 
14:15:53 | [CMD] ByFaruk(14) => /work
14:15:53 | {FFCC00}Hic(7) {FFFFFF}Cevik Kuvvet olarak spawn oldu.
14:15:55 | [SirketCHT] AsosyalAlbay(6): !90 da anlaþtýk üstünü sen tamamlayacaktýn
14:15:57 | [CMD] Hic(7) => /rescue
14:16:2 | [CMD] Hic(7) => /araba
14:16:5 | ismayil(11): vurma
14:16:6 | [SirketCHT] DangerTr07(0): ! doðru :D 
14:16:13 | [SirketCHT] DangerTr07(0): ! 90,000,000 
14:16:14 | selimdemote(16): can res
14:16:16 | [SirketCHT] DangerTr07(0): ! böyle 
14:16:17 | [CMD] Chilgin[byhack](18) => /cantazele
14:16:19 | [SirketCHT] DangerTr07(0): ! sonra .'lari sil 
14:16:20 | [CMD] H.R.N.(13) => /r boþ biri goto gelsin  bi bug oldu galiba
14:16:20 | [CMD] Hic(7) => /t Selim zabýta geliyo
14:16:22 | [CMD] Hic(7) => /kemer
14:16:23 | ismayil(11): sur
14:16:25 | (BANKA) AsosyalAlbay(6) 2328 nolu banka hesabindan 90000000$ cekti.
14:16:26 | [CMD] Chilgin[byhack](18) => /r id in ver
14:16:27 | [SirketCHT] DangerTr07(0): ! 90000000 
14:16:30 | [CMD] selimdemote(16) => /t ben gaçam
14:16:32 | [CMD] H.R.N.(13) => /r 13
14:16:34 | AsosyalAlbay(6): tamam
14:16:34 | [SirketCHT] DangerTr07(0): ! dead 
14:16:35 | ismayil(11): yeni nesil lamborghini
14:16:38 | [CMD] Hic(7) => /t Kaçma low
14:16:39 | AsosyalAlbay(6): banka id
14:16:40 | [CMD] Chilgin[byhack](18) => /goto 13
14:16:43 | [SirketCHT] DangerTr07(0): ! parayi ben tamamlicam qnq haberin olsun 
14:16:45 | [CMD] Hic(7) => /t Az RP Yapak
14:16:47 | [SirketCHT] DangerTr07(0): ! 1546 galiba 
14:16:48 | [SWAT]DeaD[POH](8) oyuna girdi [IP: 158.181.42.231]
14:16:48 | [CMD] Chilgin[byhack](18) => /r ???
14:16:48 | [CMD] H.R.N.(13) => /r aracýn arka tamponunda ek tampon görüküyomu
14:16:50 | [CMD] selimdemote(16) => /t zabýta geliyo ama
14:16:53 | [SirketCHT] DangerTr07(0): ! demi dead 1546 mý 
14:16:55 | [CMD] Chilgin[byhack](18) => /r hee o bug
14:16:58 | [SirketCHT] AsosyalAlbay(6): !deaddd
14:16:58 | [CMD] Hic(7) => /t Sorunzus çýkcanýz ama
14:17:0 | [CMD] Hic(7) => /vtamir
14:17:5 | 
14:17:6 | [CMD] Hic(7) => /vtamir
14:17:6 | [CMD] selimdemote(16) => /t tm
14:17:8 | {FFCC00}[SWAT]DeaD[POH](8) {FFFFFF}Kamyoncu olarak spawn oldu.
14:17:8 | [CMD] H.R.N.(13) => /r ne zaman düzelecek
14:17:9 | [CMD] Hic(7) => /tamir
14:17:11 | [SirketCHT] DangerTr07(0): ! Dead
14:17:11 | [SWAT]DeaD[POH](8): cek
14:17:11 | [CMD] Chilgin[byhack](18) => /r düzelcek o 1 kac güne
14:17:14 | [SirketCHT] DangerTr07(0): ! 1546 mý 
14:17:16 | [CMD] DangerTr07(0) => /Get 8 
14:17:18 | [SWAT]DeaD[POH](8): hemen
14:17:21 | [SirketCHT] [SWAT]DeaD[POH](8): ! evet
14:17:26 | [SirketCHT] DangerTr07(0): ! tm abi gönder parayi 
14:17:27 | [CMD] [SWAT]DeaD[POH](8) => /icerigir
14:17:29 | [CMD] [SWAT]DeaD[POH](8) => /isyerimenu
14:17:35 | [CMD] DangerTr07(0) => /pm 8 o sana 90m yollýcak ben sana tamamlicam tamam mi ? 
14:17:42 | [CMD] Chilgin[byhack](18) => /scar
14:17:44 | [CMD] [SWAT]DeaD[POH](8) => /pm 0 tamam
14:17:44 | [CMD] Chilgin[byhack](18) => /gohome
14:17:46 | [LOCAL][SWAT]DeaD[POH](8): al
14:17:46 | [CMD] [SWAT]DeaD[POH](8) => /l al
14:17:47 | [CMD] ByFaruk(14) => /tamir
14:17:50 | [CMD] DangerTr07(0) => /pm 8 1-2 gün sonra kumarhanede para artsin atarim 
14:17:50 | (BANKA) AsosyalAlbay(6) 2328 nolu banka hesabindan 1546 nolu banka hesabina 90000000$ aktardi.
14:18:0 | [CMD] DangerTr07(0) => /pm 8 zaten acellesi yok ben sana elbet öderim aþqým :p 
14:18:2 | AsosyalAlbay(6): gönderidm
14:18:3 | Hic(7): Gençler
14:18:6 | [CMD] [SWAT]DeaD[POH](8) => /pm 0 tamam
14:18:7 | DangerTr07(0): göndermiþ 
14:18:10 | [LOCAL]DangerTr07(0): al reis 
14:18:10 | [CMD] DangerTr07(0) => /l al reis 
14:18:10 | Hic(7): Burda bi satýþ olayý dönüyomuþ
14:18:13 | AsosyalAlbay(6): 90m katýtm
14:18:15 | AsosyalAlbay(6): 10m daha versnee alaýym
14:18:17 | Hic(7): Burda bi satýþ olayý dönüyomuþ
14:18:19 | selimdemote(16): evet öyle 
14:18:25 | [CMD] DangerTr07(0) => /gobus
14:18:25 | Hic(7): Ruhsat var mý ?
14:18:26 | [SWAT]DeaD[POH](8): h o
14:18:27 | [CMD] AsosyalAlbay(6) => /buybus
14:18:27 | ismayil(11): benmi sattim
14:18:27 | selimdemote(16): sýkýntýmý var
14:18:28 | [CMD] H.R.N.(13) => /araba
14:18:30 | [CMD] AsosyalAlbay(6) => /buybus
14:18:34 | selimdemote(16): D
14:18:35 | [LOCAL][SWAT]DeaD[POH](8): alsana
14:18:35 | [CMD] [SWAT]DeaD[POH](8) => /l alsana
14:18:38 | AsosyalAlbay(6): alýnmýyorki
14:18:39 | DangerTr07(0) oyundan cIktI (Hata/Crash) (IP: 95.12.121.2)
14:18:39 | H.R.N.(13): maverickte de tampon var :ASdas
14:18:40 | [CMD] AsosyalAlbay(6) => /buybus
14:18:43 | Hic(7): Ruhsat var mý ?
14:18:46 | [LOCAL][SWAT]DeaD[POH](8): parmai yok
14:18:46 | [CMD] [SWAT]DeaD[POH](8) => /l parmai yok
14:18:47 | selimdemote(16): yok
14:18:50 | AsosyalAlbay(6): var
14:18:52 | [CMD] AsosyalAlbay(6) => /buybus
14:18:55 | [CMD] AsosyalAlbay(6) => /buybus
14:18:56 | [SWAT]DeaD[POH](8):  /buybus
14:18:59 | [CMD] AsosyalAlbay(6) => /buybus
14:19:0 | selimdemote(16): ama seni dövme ruhsatýmýz var
14:19:0 | Hic(7): O zaman burda satýþ yapamazsýn.
14:19:1 | AsosyalAlbay(6): yazýyorum
14:19:2 | [CMD] H.R.N.(13) => /araba
14:19:2 | AsosyalAlbay(6): olmuyor
14:19:4 | selimdemote(16): ýsmail dal
14:19:4 | DangerTr07(0) oyuna girdi [IP: 95.12.121.2]
14:19:5 | [SWAT]DeaD[POH](8): dur
14:19:9 | [SWAT]DeaD[POH](8): sen ss al
14:19:10 | Hic(7): Baq sýkarým
14:19:13 | [SWAT]DeaD[POH](8): benim sattigima dair
14:19:13 | 
14:19:14 | AsosyalAlbay(6): para ss imi
14:19:16 | {FFCC00}DangerTr07(0) {FFFFFF}Kamyoncu olarak spawn oldu.
14:19:19 | DangerTr07(0): evt 
14:19:19 | [CMD] H.R.N.(13) => /araba
14:19:21 | [CMD] DangerTr07(0) => /Admgiris
14:19:22 | [SWAT]DeaD[POH](8): danger
14:19:23 | [CMD] ismayil(11) => /arac
14:19:25 | AsosyalAlbay(6): danger acilen gel
14:19:27 | [CMD] AsosyalAlbay(6) => /buybus
14:19:28 | [CMD] DangerTr07(0) => /goto 6 
14:19:29 | [CMD] ismayil(11) => /arabalar
14:19:29 | Hic(7): Gösterin Ruhsatý
14:19:31 | [CMD] ismayil(11) => /arabalar
14:19:31 | [CMD] DangerTr07(0) => /goto 6 
14:19:32 | selimdemote(16): atla ýsmail gaçýyoz
14:19:34 | [CMD] ismayil(11) => /arabaral
14:19:36 | AsosyalAlbay(6): alýnmýyor burasý
14:19:39 | [CMD] ismayil(11) => /arabalar
14:19:41 | Hic(7): Kaçma :we
14:19:42 | DangerTr07(0): nasil 
14:19:42 | [CMD] ismayil(11) => /araba
14:19:42 | {FFCC00}selimdemote(16) {FFFFFF}Cevik Kuvvet olarak spawn oldu.
14:19:44 | [CMD] H.R.N.(13) => /goto 7
14:19:45 | [CMD] Hic(7) => /tele 7 11
14:19:46 | AsosyalAlbay(6): cýk gir yapayýmmý
14:19:47 | [CMD] H.R.N.(13) => /araba
14:19:48 | DangerTr07(0):  /buybus yap 
14:19:50 | DangerTr07(0): yaz
14:19:50 | [CMD] AsosyalAlbay(6) => /buybus
14:19:50 | [CMD] Hic(7) => /tele 16 11
14:19:51 | selimdemote(16): yanýna çek lan
14:19:53 | AsosyalAlbay(6): olmuyor
14:19:53 | DangerTr07(0): ufuk 
14:19:56 | Chilgin[byhack](18): he
14:19:56 | Hic(7): Lan mý ?
14:20:1 | [CMD] Chilgin[byhack](18) => /atamir
14:20:1 | [CMD] AsosyalAlbay(6) => /buybus
14:20:1 | DangerTr07(0): gel bi qnq þu iþyeri alýnmýyor 
14:20:4 | [CMD] DangerTr07(0) => /myskin 21 
14:20:5 | selimdemote(16): lan
14:20:6 | [SWAT]DeaD[POH](8): g
14:20:9 | [CMD] Chilgin[byhack](18) => /goto 0
14:20:10 | DangerTr07(0): albay bi relog at 
14:20:14 | Hic(7): Yetkiliye lan haa
14:20:17 | AsosyalAlbay(6) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
14:20:18 | ismayil(11): selim egil bi
14:20:21 | Chilgin[byhack](18): yaw ora bug lu akc defa dedik danger
14:20:21 | [CMD] ismayil(11) => /ise
14:20:22 | [LOCAL]selimdemote(16): dakýlýyom len senle
14:20:22 | [CMD] selimdemote(16) => /l dakýlýyom len senle
14:20:25 | [CMD] DangerTr07(0) => /pm 8 sen nasil aldin ki qnq :D
14:20:26 | [LOCAL]selimdemote(16): dakýlýyom len senle
14:20:26 | [CMD] selimdemote(16) => /l dakýlýyom len senle
14:20:28 | DangerTr07(0): dead
14:20:28 | [LOCAL]Hic(7): biliom WQ:E
14:20:28 | [CMD] Hic(7) => /l biliom WQ:E
14:20:29 | [CMD] ismayil(11) => /ise
14:20:32 | DangerTr07(0): köþeden mi almýþtýn 
14:20:33 | [CMD] H.R.N.(13) => /galer,
14:20:35 | [CMD] [SWAT]DeaD[POH](8) => /pm 0 normal aldim
14:20:35 | DangerTr07(0): tam yerini göster 
14:20:35 | [CMD] H.R.N.(13) => /galeri
14:20:37 | DangerTr07(0): :D 
14:20:37 | Hic(7): Göster le ruhsatý
14:20:38 | [CMD] ismayil(11) => /animkapat
14:20:41 | [LOCAL]DangerTr07(0): böylemi aldin 
14:20:41 | [CMD] DangerTr07(0) => /l böylemi aldin 
14:20:41 | AsosyalAlbay(6) oyuna girdi [IP: 176.88.4.30]
14:20:42 | [SWAT]DeaD[POH](8): normal aldim ben
14:20:43 | [CMD] DangerTr07(0) => /Buybus
14:20:43 | ismayil(11): egil bi
14:20:46 | [SWAT]DeaD[POH](8): hatirlamiyom
14:20:46 | [CMD] DangerTr07(0) => /Buybus
14:20:48 | Hic(7): Sýkimmi.
14:20:48 | 
14:20:49 | [CMD] selimdemote(16) => /pm 7 þu ýsmaili öldürelim
14:20:51 | {FFCC00}AsosyalAlbay(6) Otobus Soforu olarak spawn oldu.
14:20:53 | DangerTr07(0): o lagmiþ
14:20:53 | [CMD] ismayil(11) => /ise
14:20:53 | AsosyalAlbay(6): cek
14:20:54 | DangerTr07(0): dur gelir 
14:20:55 | [CMD] selimdemote(16) => /pm 7 þu ýsmaili öldürelim
14:20:56 | [CMD] Hic(7) => /pm 16 yk
14:20:57 | [CMD] DangerTr07(0) => /Get 6 
14:20:58 | AsosyalAlbay(6): cek yanýna
14:20:58 | [CMD] H.R.N.(13) => /rescue
14:21:0 | DangerTr07(0): albay
14:21:1 | [CMD] ismayil(11) => /ise
14:21:2 | [CMD] AsosyalAlbay(6) => /buybus
14:21:3 | [CMD] H.R.N.(13) => /meslek
14:21:3 | DangerTr07(0): böyle yaz
14:21:3 | AsosyalAlbay(6): olmuyor
14:21:4 | [CMD] ismayil(11) => /ise
14:21:5 | {FFCC00}H.R.N.(13) {FFFFFF}Pilot olarak spawn oldu.
14:21:8 | [CMD] H.R.N.(13) => /rescue
14:21:8 | DangerTr07(0):  /buybus yaz böyle
14:21:12 | AsosyalAlbay(6): kardeþ olmuyorki
14:21:13 | DangerTr07(0):  /buybus yaz böyle
14:21:13 | Hic(7): DM yapma len
14:21:14 | [CMD] AsosyalAlbay(6) => /buybus
14:21:14 | Chilgin[byhack](18): danger ora bug lu 
14:21:15 | [CMD] DangerTr07(0) => /buybus
14:21:15 | [CMD] AsosyalAlbay(6) => /buybus
14:21:16 | [CMD] AsosyalAlbay(6) => /buybus
14:21:16 | [CMD] AsosyalAlbay(6) => /buybus
14:21:18 | [CMD] H.R.N.(13) => /galeri
14:21:20 | [LOCAL][SWAT]DeaD[POH](8): burdan yaz
14:21:20 | [CMD] [SWAT]DeaD[POH](8) => /l burdan yaz
14:21:20 | ismayil(11): nasil dovus stili degisiyoz ?
14:21:21 | DangerTr07(0): dead nasil aldi ozaman :D 
14:21:25 | Hic(7): Selim DM Yapma
14:21:28 | [CMD] H.R.N.(13) => /galeri
14:21:30 | [CMD] AsosyalAlbay(6) => /buybus
14:21:31 | DangerTr07(0): dead 
14:21:33 | ismayil(11): selim sivil zarar yapdi
14:21:34 | [SWAT]DeaD[POH](8): valla bilmem /buybus yazdim aldim
14:21:35 | Hic(7): Al gýrdýn 
14:21:38 | Chilgin[byhack](18): benim biliðim ora bug lu 
14:21:40 | DangerTr07(0): dead bi sen dene almayi 
14:21:40 | [CMD] ismayil(11) => /buybus
14:21:44 | [CMD] ByFaruk(14) => /tamir
14:21:46 | AsosyalAlbay(6): dead sen dene
14:21:50 | [CMD] [SWAT]DeaD[POH](8) => /buybus
14:21:51 | [CMD] DangerTr07(0) => /pm 8 qnq tekrar al baþka yeri satarsin alýrsan 
14:21:52 | Hic(7): Selim DM Yapma !!
14:21:55 | DangerTr07(0): alamadin mý 
14:21:59 | [CMD] H.R.N.(13) => /gc stuntplane mi shamal mý?
14:21:59 | Chilgin[byhack](18): bak almýyor bug lu 
14:22:2 | [SWAT]DeaD[POH](8): Olmuyor :D
14:22:4 | [CMD] Hic(7) => /gc Hiçbiri
14:22:5 | DangerTr07(0): a7 lazim 
14:22:5 | AsosyalAlbay(6): Buglumu yani
14:22:8 | [CMD] [SWAT]DeaD[POH](8) => /buybus
14:22:10 | DangerTr07(0): adam para gönderdi 90m 
14:22:15 | [SWAT]DeaD[POH](8): qnq bende sattim
14:22:15 | [CMD] H.R.N.(13) => /gc niye
14:22:20 | AsosyalAlbay(6): kardeþim
14:22:22 | [CMD] Hic(7) => /gc Uçaq gereksiz bence
14:22:22 | [SWAT]DeaD[POH](8): napa bilirim
14:22:23 | [CMD] Chilgin[byhack](18) => /kemer
14:22:24 | selimdemote(16): ýsmail þuna bin
14:22:26 | [CMD] DangerTr07(0) => /pm 8 sen gine kardasin  d 
14:22:28 | [CMD] selimdemote(16) => /araba
14:22:28 | AsosyalAlbay(6): ufuk bir care bul
14:22:31 | DangerTr07(0): albay 
14:22:35 | selimdemote ismayil'i öldürdü. Oldurme Sekli: 0
14:22:36 | DangerTr07(0): a7 aleder bekle 
14:22:38 | DangerTr07(0): yaziiym ben bi 
14:22:39 | AsosyalAlbay(6): kardeþ
14:22:40 | {FFCC00}ismayil(11) {FFFFFF}Kamyoncu olarak spawn oldu.
14:22:40 | [CMD] [SWAT]DeaD[POH](8) => /pm 0 qnq benlik durum kaldimi
14:22:41 | Chilgin[byhack](18): la bug lu ben biþi yapam ki a7 lazým
14:22:42 | AsosyalAlbay(6): yazda sen
14:22:47 | selimdemote(16): çocuk gandý la
14:22:48 | Hic(7): Al gýrdýn iþte
14:22:51 | [SWAT]DeaD[POH](8): danger albay
14:22:53 | ismayil(11): selim sivil zarar yapti hatta sivilken beni oldurdu
