0:0:5 | [CMD] Freezer3543(6) => /tamir
16:49:10 | Gezegen(9): yarým saattir sýkýyom :D
16:49:21 | [CMD] huseyin(12) => /vtamir
16:49:24 | TheS1LKENAdam(14): Ne güzel düþürüyon sen
16:49:25 | salih337(8): ben
16:49:36 | salih337(8): yok gerek
16:49:37 | [OTOBUSCU] salih337, Los Santos Otogar'den Emkatu Otogar'e Yolcu tasidi. Kazanc: 25566$ ve 3 Skor Sure: 1419 Saniye
16:49:38 | Muya(13): gacýyon npim :D
16:49:42 | [CMD] huseyin(12) => /cevir 
16:49:43 | TheS1LKENAdam(14): Ee tabi
16:49:49 | TheS1LKENAdam(14): Gaçmasak ölcez
16:49:51 | [CMD] HeRquL(6) => /modifiye
16:50:5 | Muya(13): :DD
16:50:6 | [CMD] salih337(8) => /tamir
16:50:7 | {FFCC00}Muya(13) {FFFFFF}Pilot olarak spawn oldu.
16:50:8 | HeRquL(6): napýyosun muya 
16:50:12 | HeRquL(6): hapise mi atayým
16:50:13 | Muya(13): senmiydin o
16:50:15 | Muya(13): pardon
16:50:18 | TheS1LKENAdam(14): Düþürmeye çalýþýyor beni
16:50:18 | [CMD] salih337(8) => /wok
16:50:19 | Muya(13): sýlkeni vurcakdým :D
16:50:19 | [CMD] HeRquL(6) => /atamir
16:50:22 | [CMD] salih337(8) => /wok
16:50:26 | [CMD] Muya(13) => /yerbul 14
16:50:26 | HeRquL(6): kim olursa olsun yapma
16:50:28 | [CMD] salih337(8) => /work
16:50:35 | [CMD] huseyin(12) => /Vtamir
16:50:37 | Muya(13): istegi olrusa yporum zti
16:50:39 | [CMD] TheS1LKENAdam(14) => /balon
16:50:47 | TheS1LKENAdam(14): Muya
16:50:51 | TheS1LKENAdam(14): suya düþtüm 
16:50:53 | Emirbaba3373(11): bin
16:50:58 | Muya(13): ha :D
16:51:0 | Muya(13): pü
16:51:0 | [CMD] TheS1LKENAdam(14) => /goto 13
16:51:4 | [CMD] TheS1LKENAdam(14) => /balon
16:51:6 | [LOCAL]CcCAtakan1907(15): sen bu giseyi ne zaman aldýn
16:51:6 | [CMD] CcCAtakan1907(15) => /l sen bu giseyi ne zaman aldýn
16:51:8 | [CMD] Gezegen(9) => /meslek
16:51:10 | [LOCAL]huseyin(12): bilmem
16:51:10 | [CMD] huseyin(12) => /l bilmem
16:51:11 | Gezegen(9) Pizzaci olarak spawn oldu.
16:51:12 | [CMD] huseyin(12) => /vtamir
16:51:12 | Muya(13): gezegen senin ucakdamýydý herqul
16:51:14 | [LOCAL]huseyin(12): uzun oldu 
16:51:14 | [CMD] huseyin(12) => /l uzun oldu 
16:51:15 | [CMD] Gezegen(9) => /rescue
16:51:17 | Gezegen(9): hee
16:51:19 | TheS1LKENAdam(14): Vurma kimseye
16:51:21 | [CMD] TheS1LKENAdam(14) => /araba
16:51:23 | Muya(13): o yüzden karýstý demekki :D
16:51:28 | [LOCAL]CcCAtakan1907(15): 100m olmuþtur hiç almadýysan :D
16:51:28 | [CMD] CcCAtakan1907(15) => /l 100m olmuþtur hiç almadýysan :D
16:51:35 | [LOCAL]huseyin(12): yk alýyorum 
16:51:35 | [CMD] huseyin(12) => /l yk alýyorum 
16:51:35 | TheS1LKENAdam(14): Yardýma ihtiyacý olan var mý?
16:51:36 | {FFCC00}Muya(13) {FFFFFF}Pilot olarak spawn oldu.
16:51:36 | [CMD] huseyin(12) => /vtamir
16:51:37 | [CMD] TheS1LKENAdam(14) => /kemer
16:51:41 | [CMD] TheS1LKENAdam(14) => /modifiye
16:51:42 | [LOCAL]huseyin(12): 1-2 günde bir 
16:51:42 | [CMD] huseyin(12) => /l 1-2 günde bir 
16:51:43 | HeRquL(6): þarký çalýyomu
16:51:44 | Gezegen(9): benzibliðe gireyi nasýl baþardýn 
16:51:46 | [CMD] Emirbaba3373(11) => /asc
16:51:48 | [CMD] Emirbaba3373(11) => /sac
16:51:48 | Muya(13): gezegen bugün atyomlarýna ayýrdým resmen :D
16:51:50 | [CMD] Emirbaba3373(11) => /sac
16:51:52 | [CMD] huseyin(12) => /vtamir
16:51:55 | RingoBamBam(10): hüseyin
16:51:57 | RingoBamBam(10): yardým
16:51:57 | huseyin(12): Evet
16:52:2 | RingoBamBam(10): goto
16:52:2 | Gezegen(9): çýkýom ben
16:52:3 | huseyin(12): yardým mý 
16:52:5 | TheS1LKENAdam(14): Bb
16:52:7 | [CMD] RingoBamBam(10) => /a evet
16:52:8 | [CMD] huseyin(12) => /a lan mq
16:52:11 | [CMD] huseyin(12) => /a þu goto yu chate yazma
16:52:12 | Muya(13): pü
16:52:13 | [CMD] huseyin(12) => /goto 10 
16:52:17 | [CMD] RingoBamBam(10) => /a tm
16:52:18 | Muya(13): huseyine dalim bari bnde
16:52:20 | [CMD] huseyin(12) => /slap 12 
16:52:21 | [CMD] huseyin(12) => /fly
16:52:22 | [CMD] TheS1LKENAdam(14) => /a admin komutlarýný yazma kanka
16:52:25 | [CMD] TheS1LKENAdam(14) => /a yasak
16:52:27 | [CMD] HeRquL(6) => /sac
16:52:29 | [CMD] RingoBamBam(10) => /a tmam knk
16:52:32 | [CMD] salih337(8) => /tamir
16:52:34 | Emirbaba3373(11): sn sr
16:52:37 | Emirbaba3373(11): sýra sýra
16:52:40 | [CMD] huseyin(12) => /get 10  
16:52:41 | [CMD] huseyin(12) => /goto ccc 
16:52:43 | xqHost(0): tn
16:52:44 | [CMD] TheS1LKENAdam(14) => /a bende ilkte yazmýstým admin oldugumda
16:52:45 | xqHost(0): tm
16:52:47 | [CMD] huseyin(12) => /vtamir
16:52:50 | [CMD] huseyin(12) => /kemer
16:52:52 | Muya(13): en uca kacmýs :D
16:52:52 | [CMD] TheS1LKENAdam(14) => /a hüseyin banada böyle demiþti 
16:52:52 | [CMD] xqHost(0) => /work
16:52:54 | [CMD] Gezegen(9) => /rescue
16:52:54 | [CMD] TheS1LKENAdam(14) => /a :D
16:52:55 | [CMD] xqHost(0) => /kemer
16:52:57 | [CMD] huseyin(12) => /respawn 188 
16:53:1 | [CMD] huseyin(12) => /respawn 160 
16:53:3 | [CMD] Gezegen(9) => /araba
16:53:7 | [CMD] xqHost(0) => /tamir
16:53:24 | [CMD] TheS1LKENAdam(14) => /skapat
16:53:24 | DarkFlow(7) oyuna girdi [IP: 85.100.98.180]
16:53:34 | {FFCC00}Muya(13) {FFFFFF}Pilot olarak spawn oldu.
16:53:40 | Muya(13): gazoz :D
16:53:46 | [CMD] TheS1LKENAdam(14) => /a hüseyin
16:53:48 | [CMD] huseyin(12) => /dorseget 705 
16:53:50 | [CMD] huseyin(12) => /a he
16:53:50 | [CMD] TheS1LKENAdam(14) => /a ravly varya
16:53:50 | 
16:53:52 | [CMD] huseyin(12) => /a e
16:53:53 | {FFCC00}DarkFlow(7) {FFFFFF}Kamyoncu olarak spawn oldu.
16:53:59 | [CMD] huseyin(12) => /dorseget 705 
16:54:0 | [CMD] huseyin(12) => /dorseget 705 
16:54:0 | [CMD] TheS1LKENAdam(14) => /a geçen kendi gta sýna bi þey indirmiþ cleo dan
16:54:1 | Muya(13): gezegen yasonmu la :d
16:54:1 | [CMD] huseyin(12) => /vtamir
16:54:2 | RingoBamBam(10): oglum her yer bina yaw
16:54:5 | [CMD] huseyin(12) => /cevir
16:54:5 | Gezegen(9): hee
16:54:6 | [CMD] huseyin(12) => /a hm 
16:54:10 | Gezegen(9): karýnýn altýndayým
16:54:10 | [CMD] TheS1LKENAdam(14) => /a araba isttediðini çaðrýyor :D
16:54:13 | [CMD] TheS1LKENAdam(14) => /a bende dedim
16:54:15 | Gezegen(9): bacaðýný sallayan
16:54:15 | [LOCAL]CcCAtakan1907(15): dün burda olayla oldu :ÝD
16:54:15 | [CMD] CcCAtakan1907(15) => /l dün burda olayla oldu :ÝD
16:54:17 | [CMD] TheS1LKENAdam(14) => /a ban yersin isl
16:54:19 | [CMD] TheS1LKENAdam(14) => /a sil
16:54:19 | [CMD] RingoBamBam(10) => /a denizciligin onunu acýn
16:54:21 | {FFCC00}Muya(13) {FFFFFF}Pilot olarak spawn oldu.
16:54:22 | [LOCAL]huseyin(12): haberim var
16:54:22 | [CMD] huseyin(12) => /l haberim var
16:54:24 | Muya(13): direge carptýh
16:54:29 | [CMD] TheS1LKENAdam(14) => /a sildik
16:54:31 | Muya(13): hüseyin sanamý gelsem :D
16:54:35 | [CMD] huseyin(12) => /cevir
16:54:37 | [CMD] salih337(8) => /tamir
16:54:39 | huseyin(12): Tabi Tabi.
16:54:45 | [CMD] TheS1LKENAdam(14) => /a samp a girdim baktým araba menüsü çýktý :D
16:54:46 | [CMD] Emirbaba3373(11) => /cevir
16:54:46 | Muya(13): dicemde haritada yok :D
16:54:50 | Muya(13): adam
16:54:51 | Gezegen(9): saklandým daha bulaassýn
16:54:53 | [CMD] TheS1LKENAdam(14) => /a istediðin araç geliyor
16:54:54 | [CMD] xqHost(0) => /tamir
16:54:55 | [CMD] RingoBamBam(10) => /a ravly nasýl oluyor
16:54:59 | [CMD] DarkFlow(7) => /SÝRKET
16:55:0 | [CMD] TheS1LKENAdam(14) => /a kardesým
16:55:1 | [CMD] RingoBamBam(10) => /a senin p
16:55:1 | [CMD] DarkFlow(7) => /sirket
16:55:4 | [CMD] TheS1LKENAdam(14) => /a ravlycoder
16:55:4 | [CMD] RingoBamBam(10) => /a he
16:55:4 | Gezegen(9): muya
16:55:7 | Muya(13): ha :D
16:55:7 | [CMD] Gezegen(9) => /afk
16:55:12 | [CMD] TheS1LKENAdam(14) => /a aka ma bak onun pc si :D
16:55:15 | [CMD] RingoBamBam(10) => /a admin þifreni verm e :QWE
16:55:17 | [CMD] TheS1LKENAdam(14) => /aka 14
16:55:18 | [CMD] salih337(8) => /tamir
16:55:18 | [CMD] huseyin(12) => /vtamir
16:55:26 | [CMD] huseyin(12) => /vtamir
16:55:27 | {FFCC00}Muya(13) {FFFFFF}Pilot olarak spawn oldu.
16:55:27 | Muya(13): hay diregine :D
16:55:28 | [CMD] TheS1LKENAdam(14) => /a yok biliyor girmiyiceðini
16:55:36 | [CMD] huseyin(12) => /vtamir
16:55:36 | Muya(13): bn husoya gidiyom
16:55:38 | [CMD] TheS1LKENAdam(14) => /a girerse sýcarým azýna onun
16:55:39 | [CMD] RingoBamBam(10) => /a tm
16:55:40 | [CMD] xqHost(0) => /kemer
16:55:41 | [CMD] Muya(13) => /yerbul 12
16:55:43 | [CMD] RingoBamBam(10) => /a :ÇQWEQW
16:55:46 | [CMD] Emirbaba3373(11) => /kemer
16:55:50 | [CMD] Emirbaba3373(11) => /work
16:55:51 | [CMD] Emirbaba3373(11) => /sac
16:55:53 | Muya(13): huseyincigim  nerdesin
16:55:54 | [CMD] huseyin(12) => /sac
16:55:58 | huseyin(12): lv
16:56:9 | [LOCAL]xqHost(0): fps modu var mý sende
16:56:9 | [CMD] xqHost(0) => /l fps modu var mý sende
16:56:9 | {FFCC00}DarkFlow(7) {FFFFFF}Kamyoncu olarak spawn oldu.
16:56:14 | [CMD] CcCAtakan1907(15) => /asay Yolunu Bulamayan, Yardýma Ýhtiyacý Olan ? 
16:56:14 | [CMD] CcCAtakan1907(15) => /asay Sorularýnýzý /sorusor Komutu Ýle Bizlere Sorabilirsiniz. 
16:56:14 | Muya(13): gördüm snki
16:56:16 | [CMD] RingoBamBam(10) => /work
16:56:20 | Muya(13): sýlken in ynýndamýsýn :d
16:56:21 | [CMD] DarkFlow(7) => /kemer
16:56:25 | huseyin(12): yk
16:56:27 | TheS1LKENAdam(14): Ben þirketteyim
16:56:31 | [CMD] Emirbaba3373(11) => /c 0 vardý sildm 
16:56:31 | [CMD] DarkFlow(7) => /sirket
16:56:33 | [CMD] huseyin(12) => /vtamir
16:56:35 | Muya(13): haritada yoksun :D
16:56:35 | [CMD] DarkFlow(7) => /sirketdorse
16:56:37 | DeltaTask123(16) oyuna girdi [IP: 78.190.131.32]
16:56:38 | huseyin(12): lv 
16:56:40 | [CMD] Emirbaba3373(11) => /pm 0 vardý sildm 
16:56:41 | [CMD] RingoBamBam(10) => /a kenan
16:56:44 | Muya(13): lvdeyim bnde :d
16:56:50 | 
16:56:51 | [CMD] RingoBamBam(10) => /a silken
16:56:51 | [CMD] huseyin(12) => /a kenan kim lo
16:56:52 | [CMD] huseyin(12) => /vtamir
16:56:55 | Muya(13): patladýh
16:56:55 | {FFCC00}Muya(13) {FFFFFF}Pilot olarak spawn oldu.
16:56:56 | {FFCC00}DeltaTask123(16) {FFFFFF}Kamyoncu olarak spawn oldu.
16:56:56 | [CMD] TheS1LKENAdam(14) => /a evet
16:57:0 | [CMD] DeltaTask123(16) => /sa
16:57:3 | [CMD] TheS1LKENAdam(14) => /as
16:57:3 | [CMD] huseyin(12) => /as
16:57:3 | [CMD] CcCAtakan1907(15) => /as
16:57:4 | [CMD] huseyin(12) => /cantazele
16:57:7 | [CMD] RingoBamBam(10) => /a san fiore limaný get cek beni
16:57:7 | [CMD] DarkFlow(7) => /as
16:57:8 | [CMD] huseyin(12) => /dtemizle 
16:57:8 | [CMD] huseyin(12) => /asay2 s  
16:57:10 | TheS1LKENAdam(14): Araç Res Geliyor
16:57:11 | TheS1LKENAdam(14): Araç Res Geliyor
16:57:16 | [CMD] huseyin(12) => /a San Fierro 
16:57:16 | [CMD] TheS1LKENAdam(14) => /respawncars
16:57:20 | Kaltroh(17) oyuna girdi [IP: 78.172.103.164]
16:57:29 | [CMD] TheS1LKENAdam(14) => /a çekme komutunu bilmiyom ki
16:57:36 | [CMD] RingoBamBam(10) => /a komutlar
16:57:37 | [CMD] TheS1LKENAdam(14) => /a yok zaten o yetki bende
16:57:37 | [CMD] DeltaTask123(16) => /rescue
16:57:37 | [CMD] huseyin(12) => /a çekemez yassah 
16:57:42 | RingoBamBam(10): 
16:57:44 | [CMD] DeltaTask123(16) => /karakol
16:57:47 | [CMD] huseyin(12) => /a kendin gidicen
16:57:49 | [CMD] huseyin(12) => /vtamir
16:57:51 | [CMD] huseyin(12) => /asay VIP-SIRKET-DONATOR-GISE-Vb.Ürünlerimizden Satýn Almak Ýsterseniz.Facebook: Truck Samp Sayfasýna Mesaj Atabilirsiniz. 
16:57:51 | Muya(13): huseyin lvnin
16:57:52 | [CMD] TheS1LKENAdam(14) => /a herkez vdiyor çek beni diye
16:57:53 | TIRCI(18) oyuna girdi [IP: 95.10.30.158]
16:57:54 | [CMD] RingoBamBam(10) => /a :QWEQW
16:57:55 | Muya(13): neresindesin :D
16:57:56 | [CMD] TheS1LKENAdam(14) => /a yok yasak diyorum
16:57:57 | huseyin(12): harbour 
16:57:59 | [CMD] RingoBamBam(10) => /goreviptal
16:58:0 | {FFCC00}Kaltroh(17) {FFFFFF}Kamyoncu olarak spawn oldu.
16:58:6 | [CMD] xqHost(0) => /sigara2
16:58:8 | [CMD] RingoBamBam(10) => /meslek
16:58:8 | [CMD] DeltaTask123(16) => /karakol
16:58:12 | 
16:58:17 | [CMD] huseyin(12) => /dtemizle 
16:58:17 | [CMD] huseyin(12) => /asay2 s  
16:58:18 | [CMD] xqHost(0) => /konus
16:58:23 | Kaltroh(17): sa
16:58:25 | [CMD] DeltaTask123(16) => /karakol
16:58:25 | [CMD] HeRquL(6) => /sa
16:58:26 | [CMD] xqHost(0) => /As
16:58:26 | [CMD] huseyin(12) => /as
16:58:27 | [CMD] CcCAtakan1907(15) => /as
16:58:28 | [CMD] TheS1LKENAdam(14) => /a hüseyin sana biþeyt sorcam 
16:58:29 | xqHost(0):  /sa  /As
16:58:29 | [CMD] TheS1LKENAdam(14) => /sac
16:58:29 | 
16:58:31 | [CMD] huseyin(12) => /a sor
16:58:32 | CcCAtakan1907(15):  /sa /as
16:58:32 | [CMD] TIRCI(18) => /SA
16:58:33 | [CMD] TheS1LKENAdam(14) => /as
16:58:35 | [CMD] CcCAtakan1907(15) => /as
16:58:37 | [CMD] Kaltroh(17) => /sa
16:58:38 | [OTOBUSCU] salih337, Emkatu Otogar'den Las Venturas Otogar'e Yolcu tasidi. Kazanc: 16174$ ve 3 Skor Sure: 1804 Saniye
16:58:40 | [CMD] TIRCI(18) => /AS
16:58:40 | [CMD] TheS1LKENAdam(14) => /a usta þimdi bende pc yok ya
16:58:41 | Kaltroh(17): yeni geldim
16:58:42 | [CMD] huseyin(12) => /as
16:58:43 | [CMD] Emirbaba3373(11) => /as
16:58:44 | [CMD] huseyin(12) => /a ee
16:58:45 | RingoBamBam(10) Oduncu olarak spawn oldu.
16:58:47 | CcCAtakan1907(15): hosgeldin
16:58:48 | Kaltroh(17): nasýl baþlaycagým
16:58:49 | [CMD] huseyin(12) => /asay Yeni Gelen Oyuncularýmýz /kurallar yazýp okuyup kabul ediniz 5 skor 30k para veriyor Ýyi Oyunlar.  
16:58:50 | [CMD] TheS1LKENAdam(14) => /a bu ravly gavatý da inat yapýyor bazen
16:58:51 | [CMD] RingoBamBam(10) => /myskini 32
16:58:53 | [CMD] huseyin(12) => /asay Yeni Gelen Oyuncularýmýz /kurallar yazýp okuyup kabul ediniz 5 skor 30k para veriyor Ýyi Oyunlar.  
16:58:54 | [CMD] RingoBamBam(10) => /myskin 32
16:58:54 | [CMD] HeRquL(6) => /atamir
16:58:55 | CcCAtakan1907(15): týra bin /work yaz
16:58:55 | [CMD] DeltaTask123(16) => /karakol
16:58:55 | [CMD] CcCAtakan1907(15) => /asay Yolunu Bulamayan, Yardýma Ýhtiyacý Olan ? 
16:58:56 | [CMD] CcCAtakan1907(15) => /asay Sorularýnýzý /sorusor Komutu Ýle Bizlere Sorabilirsiniz. 
16:58:57 | [CMD] CcCAtakan1907(15) => /asay Yeni Gelen Oyuncularýmýz /kurallar Yazýp Okuyup Kabul Ederek 30 K Para Ve 5 Skor Kazanabilirsiniz. 
16:58:58 | [CMD] RingoBamBam(10) => /myskin 121
16:59:0 | huseyin(12):  /komutlar - /yardim 
16:59:0 | [CMD] RingoBamBam(10) => /myskin 131
16:59:3 | huseyin(12):  /sorusor 
16:59:4 | [CMD] TheS1LKENAdam(14) => /a ben yönetim den atýlýrsam
16:59:4 | [CMD] RingoBamBam(10) => /myskin 155
16:59:5 | [CMD] DeltaTask123(16) => /karakol
16:59:7 | DeltaTask123(16) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
16:59:9 | TIRCI(18): kargocu olcak varmý 
16:59:11 | [CMD] huseyin(12) => /a ee
16:59:12 | [CMD] salih337(8) => /kurallar
16:59:13 | [CMD] TheS1LKENAdam(14) => /a sonra pc alýp tekrar sw dönersem
16:59:17 | [CMD] salih337(8) => /motor
16:59:18 | [CMD] DarkFlow(7) => /work
16:59:19 | [CMD] TIRCI(18) => /gobus
16:59:19 | [CMD] TheS1LKENAdam(14) => /a Yetki alabilirmiyim
16:59:25 | Muya(13): asagýdaki kim :D
16:59:25 | [CMD] huseyin(12) => /a Sancaða baðlý 
16:59:27 | [CMD] salih337(8) => /work
16:59:28 | [CMD] Emirbaba3373(11) => /tamir
16:59:36 | [CMD] Emirbaba3373(11) => /asc
16:59:38 | Emirbaba3373 xqHost'i öldürdü. Oldurme Sekli: 49
16:59:40 | [CMD] DarkFlow(7) => /asiriyuk
16:59:42 | xqHost(0): naptýn
16:59:42 | [CMD] Kaltroh(17) => /kurallar
16:59:42 | [CMD] TheS1LKENAdam(14) => /a hmm öyle bi durum olursa anlatýrým ona artýk ona kalmýþ
16:59:42 | 
16:59:46 | Emirbaba3373(11): lag
16:59:49 | [CMD] huseyin(12) => /vtamir
16:59:50 | Emirbaba3373(11): oldu ya
16:59:50 | xqHost(0): bekliyom
16:59:51 | [CMD] huseyin(12) => /dtemizle 
16:59:51 | [CMD] huseyin(12) => /asay2 s  
16:59:52 | [CMD] huseyin(12) => /cantazele
16:59:52 | [CMD] TheS1LKENAdam(14) => /a adam atsa beni haklý 
16:59:57 | xqHost(0): rescue çek
17:0:1 | [CMD] Emirbaba3373(11) => /rescue
17:0:1 | [LOCAL]TIRCI(18): nasýlsýn beya
17:0:1 | [CMD] TIRCI(18) => /l nasýlsýn beya
17:0:3 | Muya(13): darkflowmus :D
17:0:6 | [LOCAL]xqHost(0): iyilik sen
17:0:6 | [CMD] xqHost(0) => /l iyilik sen
17:0:7 | Muya(13): 2dk afk
17:0:8 | [CMD] TIRCI(18) => /saril
17:0:9 | [CMD] xqHost(0) => /sigara2
17:0:11 | [LOCAL]xqHost(0): :D
17:0:11 | [CMD] xqHost(0) => /l :D
17:0:14 | [LOCAL]TIRCI(18): sukur
17:0:14 | [CMD] TIRCI(18) => /l sukur
17:0:16 | [CMD] salih337(8) => /motor
17:0:19 | [CMD] CcCAtakan1907(15) => /asay Yolunu Bulamayan, Yardýma Ýhtiyacý Olan ? 
17:0:20 | [CMD] CcCAtakan1907(15) => /asay Sorularýnýzý /sorusor Komutu Ýle Bizlere Sorabilirsiniz. 
17:0:23 | ahmet55(16) oyuna girdi [IP: 88.232.23.81]
17:0:26 | [CMD] TIRCI(18) => /sigara2
17:0:30 | [CMD] Emirbaba3373(11) => /modifiye
17:0:31 | [CMD] salih337(8) => /sorusor
17:0:33 | [CMD] TIRCI(18) => /sigara
17:0:33 | [CMD] Kaltroh(17) => /sorusor
17:0:36 | [CMD] TIRCI(18) => /sigara1
17:0:37 | [CMD] xqHost(0) => /sigara2
17:0:37 | 
17:0:40 | [CMD] huseyin(12) => /asay Sunucumuzu Favorilerinize Eklemeyi Unutmayýnýz.  
17:0:41 | {FFCC00}ahmet55(16) {FFFFFF}Kamyoncu olarak spawn oldu.
17:0:42 | [CMD] Kaltroh(17) => /sorusor ne yaparak baþlaycaðým
17:0:42 | [CMD] Emirbaba3373(11) => /work
17:0:42 | [CMD] TIRCI(18) => /animkapat
17:0:45 | [CMD] CcCAtakan1907(15) => /sorular
17:0:45 | [CMD] huseyin(12) => /sorular
17:0:46 | [CMD] ahmet55(16) => /Sa
17:0:46 | [CMD] TheS1LKENAdam(14) => /fps
17:0:47 | [CMD] TIRCI(18) => /sigara1
17:0:48 | [CMD] Emirbaba3373(11) => /as
17:0:48 | [CMD] TheS1LKENAdam(14) => /as
17:0:49 | [CMD] huseyin(12) => /as
17:0:49 | [CMD] xqHost(0) => /as
17:0:50 | [CMD] CcCAtakan1907(15) => /sorukabul 17
17:0:52 | [CMD] Kaltroh(17) => /as
17:0:52 | [CMD] TheS1LKENAdam(14) => /as
17:0:53 | [CMD] DarkFlow(7) => /as
17:0:54 | [CMD] CcCAtakan1907(15) => /ypm Merhaba
17:0:54 | [LOCAL]xqHost(0): týrcý gelecem
17:0:54 | [CMD] xqHost(0) => /l týrcý gelecem
17:0:56 | [CMD] TheS1LKENAdam(14) => /fps
17:0:57 | [CMD] HeRquL(6) => /as
17:1:1 | [CMD] huseyin(12) => /vtamri
17:1:3 | [CMD] huseyin(12) => /vtamir
17:1:4 | [CMD] salih337(8) => /sorusor diyer map hani görünmeyen ne zaman görünecek bulamýyorum otagarý
17:1:4 | [CMD] CcCAtakan1907(15) => /ypm Sorunun Nedir?
17:1:9 | [CMD] TIRCI(18) => /pm 0 sne yap emirle ben keyfý takýlcam :D
17:1:13 | [CMD] ahmet55(16) => /convoy
17:1:13 | [CMD] xqHost(0) => /pm 18 tm :D
17:1:15 | [CMD] HeRquL(6) => /pmoff
17:1:16 | [CMD] TIRCI(18) => /animkapat
17:1:17 | [CMD] Emirbaba3373(11) => /cevir
17:1:19 | [CMD] Kaltroh(17) => /ypm yeniyim ve nereden baþlayacaðým?
17:1:22 | [CMD] TIRCI(18) => /araba
17:1:25 | [CMD] huseyin(12) => /vtamir
17:1:30 | [CMD] TheS1LKENAdam(14) => /donator
17:1:33 | [CMD] CcCAtakan1907(15) => /ypm /yardim + /komutlar
17:1:38 | [CMD] CcCAtakan1907(15) => /ypm dan bakabilirsin
17:1:38 | [CMD] TheS1LKENAdam(14) => /afk
17:1:40 | [CMD] TIRCI(18) => /araba
17:1:42 | [CMD] Kaltroh(17) => /ypm tþk
17:1:43 | [CMD] TheS1LKENAdam(14) => /karakol
17:1:47 | [CMD] TheS1LKENAdam(14) => /cezaode
17:1:47 | [CMD] TIRCI(18) => /kemer
17:1:49 | [CMD] TheS1LKENAdam(14) => /afk
17:1:52 | [CMD] TIRCI(18) => /modifiye
17:1:53 | [CMD] Kaltroh(17) => /yardým
17:1:54 | [CMD] CcCAtakan1907(15) => /ypm Baþka Sorun vA r Mý?
17:2:1 | [CMD] huseyin(12) => /cevir
17:2:1 | [CMD] Kaltroh(17) => /ypm yok
17:2:3 | [CMD] CcCAtakan1907(15) => /ypm Ýyi Oyunlar...:)
17:2:5 | [CMD] CcCAtakan1907(15) => /ybitir
17:2:8 | [CMD] ahmet55(16) => /gobus
17:2:9 | [CMD] salih337(8) => /sorusor ne zaman görünmeyen map gelecek
17:2:18 | [CMD] huseyin(12) => /goto 13 
17:2:28 | {FFCC00}huseyin(12) Otobus Soforu olarak spawn oldu.
17:2:30 | [CMD] huseyin(12) => /cleanupcars
17:2:33 | [CMD] CcCAtakan1907(15) => /goto 12
17:2:34 | [CMD] TheS1LKENAdam(14) => /geldim
17:2:39 | [CMD] huseyin(12) => /rescue
17:2:42 | [CMD] salih337(8) => /motor
17:2:45 | [CMD] CcCAtakan1907(15) => /araba
17:2:47 | [CMD] huseyin(12) => /myskin 181
17:2:47 | TheS1LKENAdam(14): Yardýma Ýhtiyacý Olan Var mý? 
17:2:54 | TheS1LKENAdam(14): Yol Bulamayan Var mý?
17:2:57 | [CMD] CcCAtakan1907(15) => /asay Yolunu Bulamayan, Yardýma Ýhtiyacý Olan ? 
17:2:57 | [CMD] CcCAtakan1907(15) => /asay Sorularýnýzý /sorusor Komutu Ýle Bizlere Sorabilirsiniz. 
17:3:3 | [CMD] TheS1LKENAdam(14) => /araba
17:3:8 | [CMD] Kaltroh(17) => /yardým
17:3:9 | [CMD] Emirbaba3373(11) => /asc
17:3:11 | [CMD] Kaltroh(17) => /ardim
17:3:11 | [CMD] Emirbaba3373(11) => /sac
17:3:15 | [CMD] TheS1LKENAdam(14) => /kemer
17:3:15 | [CMD] Emirbaba3373(11) => /sac
17:3:16 | [CMD] Kaltroh(17) => /yardim
17:3:17 | [CMD] huseyin(12) => /sac
17:3:18 | [CMD] HeRquL(6) => /atamir
17:3:21 | [CMD] huseyin(12) => /cleanupcars
17:3:22 | Emirbaba3373(11): þarki calmýyo
17:3:25 | huseyin(12):  /sac
17:3:27 | HeRquL(6):  /sac
17:3:29 | Emirbaba3373(11): yazdým
17:3:32 | [CMD] huseyin(12) => /car NRG 0 241 
17:3:33 | HeRquL(6): bende çalýyo
17:3:34 | Emirbaba3373(11): oluyo
17:3:35 | HeRquL(6): lag vardýr sende
17:3:38 | Emirbaba3373(11): olmuyoo
17:3:40 | HeRquL(6): lag vardýr sende
17:3:45 | TheS1LKENAdam(14): Relog at
17:3:51 | TIRCI(18): hoparlor calýsyomu ona bak :D
17:3:52 | [CMD] HeRquL(6) => /a sizde çalýyo mu
17:3:55 | [CMD] RingoBamBam(10) => /work
17:3:55 | [CMD] huseyin(12) => /a çalýyor
17:3:56 | Emirbaba3373(11): o ne lan cýkýp gerimi girem
17:3:57 | [CMD] TheS1LKENAdam(14) => /a evet
17:4:0 | [CMD] RingoBamBam(10) => /work
17:4:2 | Emirbaba3373(11): evt
17:4:3 | TheS1LKENAdam(14): Evet
17:4:7 | ErenCakir(19) oyuna girdi [IP: 95.70.227.84]
17:4:10 | HeRquL(6): @11 sýkýntý sende
17:4:13 | [CMD] Emirbaba3373(11) => /cevir
17:4:16 | 
17:4:17 | HeRquL(6): dýþ donanýmlarýný kontrol et
17:4:18 | [CMD] TIRCI(18) => /sac
17:4:19 | ErenCakir(19) Balikci olarak spawn oldu.
17:4:23 | Emirbaba3373(11): ettim
